trial0012001, GDX, 341, 14, 24.357143, ZIC, 377, 14, 26.928571, ZIP, 126, 4, 31.500000, 
trial0012002, GDX, 217, 14, 15.500000, ZIC, 168, 14, 12.000000, ZIP, 202, 4, 50.500000, 
trial0012003, GDX, 551, 14, 39.357143, ZIC, 334, 14, 23.857143, ZIP, 480, 4, 120.000000, 
trial0012004, GDX, 804, 14, 57.428571, ZIC, 386, 14, 27.571429, ZIP, 184, 4, 46.000000, 
trial0012005, GDX, 570, 14, 40.714286, ZIC, 482, 14, 34.428571, ZIP, 124, 4, 31.000000, 
trial0012006, GDX, 427, 14, 30.500000, ZIC, 468, 14, 33.428571, ZIP, 176, 4, 44.000000, 
trial0012007, GDX, 438, 14, 31.285714, ZIC, 394, 14, 28.142857, ZIP, 260, 4, 65.000000, 
trial0012008, GDX, 739, 14, 52.785714, ZIC, 389, 14, 27.785714, ZIP, 158, 4, 39.500000, 
trial0012009, GDX, 551, 14, 39.357143, ZIC, 199, 14, 14.214286, ZIP, 172, 4, 43.000000, 
trial0012010, GDX, 236, 14, 16.857143, ZIC, 570, 14, 40.714286, ZIP, 61, 4, 15.250000, 
trial0012011, GDX, 623, 14, 44.500000, ZIC, 409, 14, 29.214286, ZIP, 99, 4, 24.750000, 
trial0012012, GDX, 488, 14, 34.857143, ZIC, 299, 14, 21.357143, ZIP, 380, 4, 95.000000, 
trial0012013, GDX, 491, 14, 35.071429, ZIC, 224, 14, 16.000000, ZIP, 217, 4, 54.250000, 
trial0012014, GDX, 183, 14, 13.071429, ZIC, 410, 14, 29.285714, ZIP, 51, 4, 12.750000, 
trial0012015, GDX, 399, 14, 28.500000, ZIC, 578, 14, 41.285714, ZIP, 161, 4, 40.250000, 
trial0012016, GDX, 144, 14, 10.285714, ZIC, 328, 14, 23.428571, ZIP, 304, 4, 76.000000, 
trial0012017, GDX, 183, 14, 13.071429, ZIC, 84, 14, 6.000000, ZIP, 192, 4, 48.000000, 
trial0012018, GDX, 606, 14, 43.285714, ZIC, 267, 14, 19.071429, ZIP, 73, 4, 18.250000, 
