trial0024901, GDX, 17, 8, 2.125000, ZIC, 217, 24, 9.041667, 
trial0024902, GDX, 113, 8, 14.125000, ZIC, 192, 24, 8.000000, 
trial0024903, GDX, 90, 8, 11.250000, ZIC, 137, 24, 5.708333, 
trial0024904, GDX, 25, 8, 3.125000, ZIC, 108, 24, 4.500000, 
trial0024905, GDX, 23, 8, 2.875000, ZIC, 59, 24, 2.458333, 
trial0024906, GDX, 134, 8, 16.750000, ZIC, 102, 24, 4.250000, 
trial0024907, GDX, 37, 8, 4.625000, ZIC, 214, 24, 8.916667, 
trial0024908, GDX, 75, 8, 9.375000, ZIC, 209, 24, 8.708333, 
trial0024909, GDX, 69, 8, 8.625000, ZIC, 92, 24, 3.833333, 
trial0024910, GDX, 173, 8, 21.625000, ZIC, 146, 24, 6.083333, 
trial0024911, GDX, 141, 8, 17.625000, ZIC, 216, 24, 9.000000, 
trial0024912, GDX, 0, 8, 0.000000, ZIC, 140, 24, 5.833333, 
trial0024913, GDX, 91, 8, 11.375000, ZIC, 103, 24, 4.291667, 
trial0024914, GDX, 40, 8, 5.000000, ZIC, 201, 24, 8.375000, 
trial0024915, GDX, 89, 8, 11.125000, ZIC, 103, 24, 4.291667, 
trial0024916, GDX, 77, 8, 9.625000, ZIC, 115, 24, 4.791667, 
trial0024917, GDX, 110, 8, 13.750000, ZIC, 89, 24, 3.708333, 
trial0024918, GDX, 52, 8, 6.500000, ZIC, 249, 24, 10.375000, 
trial0024919, GDX, 38, 8, 4.750000, ZIC, 164, 24, 6.833333, 
trial0024920, GDX, 38, 8, 4.750000, ZIC, 171, 24, 7.125000, 
trial0024921, GDX, 117, 8, 14.625000, ZIC, 116, 24, 4.833333, 
trial0024922, GDX, 75, 8, 9.375000, ZIC, 218, 24, 9.083333, 
trial0024923, GDX, 111, 8, 13.875000, ZIC, 212, 24, 8.833333, 
trial0024924, GDX, 135, 8, 16.875000, ZIC, 198, 24, 8.250000, 
trial0024925, GDX, 105, 8, 13.125000, ZIC, 178, 24, 7.416667, 
trial0024926, GDX, 62, 8, 7.750000, ZIC, 173, 24, 7.208333, 
trial0024927, GDX, 54, 8, 6.750000, ZIC, 164, 24, 6.833333, 
trial0024928, GDX, 51, 8, 6.375000, ZIC, 157, 24, 6.541667, 
trial0024929, GDX, 50, 8, 6.250000, ZIC, 134, 24, 5.583333, 
trial0024930, GDX, 91, 8, 11.375000, ZIC, 193, 24, 8.041667, 
trial0024931, GDX, 300, 8, 37.500000, ZIC, 640, 24, 26.666667, 
trial0024932, GDX, 296, 8, 37.000000, ZIC, 720, 24, 30.000000, 
trial0024933, GDX, 291, 8, 36.375000, ZIC, 616, 24, 25.666667, 
trial0024934, GDX, 257, 8, 32.125000, ZIC, 727, 24, 30.291667, 
trial0024935, GDX, 315, 8, 39.375000, ZIC, 349, 24, 14.541667, 
trial0024936, GDX, 498, 8, 62.250000, ZIC, 494, 24, 20.583333, 
trial0024937, GDX, 279, 8, 34.875000, ZIC, 961, 24, 40.041667, 
trial0024938, GDX, 260, 8, 32.500000, ZIC, 701, 24, 29.208333, 
trial0024939, GDX, 286, 8, 35.750000, ZIC, 919, 24, 38.291667, 
trial0024940, GDX, 335, 8, 41.875000, ZIC, 845, 24, 35.208333, 
trial0024941, GDX, 246, 8, 30.750000, ZIC, 778, 24, 32.416667, 
trial0024942, GDX, 354, 8, 44.250000, ZIC, 733, 24, 30.541667, 
trial0024943, GDX, 480, 8, 60.000000, ZIC, 719, 24, 29.958333, 
trial0024944, GDX, 312, 8, 39.000000, ZIC, 558, 24, 23.250000, 
trial0024945, GDX, 221, 8, 27.625000, ZIC, 778, 24, 32.416667, 
trial0024946, GDX, 297, 8, 37.125000, ZIC, 827, 24, 34.458333, 
trial0024947, GDX, 434, 8, 54.250000, ZIC, 723, 24, 30.125000, 
trial0024948, GDX, 28, 8, 3.500000, ZIC, 904, 24, 37.666667, 
trial0024949, GDX, 376, 8, 47.000000, ZIC, 492, 24, 20.500000, 
trial0024950, GDX, 198, 8, 24.750000, ZIC, 922, 24, 38.416667, 
trial0024951, GDX, 258, 8, 32.250000, ZIC, 695, 24, 28.958333, 
trial0024952, GDX, 219, 8, 27.375000, ZIC, 835, 24, 34.791667, 
trial0024953, GDX, 271, 8, 33.875000, ZIC, 873, 24, 36.375000, 
