trial0029401, AA, 95, 4, 23.750000, ZIC, 1314, 26, 50.538462, ZIP, 60, 2, 30.000000, 
trial0029402, AA, 165, 4, 41.250000, ZIC, 1305, 26, 50.192308, ZIP, 0, 2, 0.000000, 
trial0029403, AA, 101, 4, 25.250000, ZIC, 1218, 26, 46.846154, ZIP, 152, 2, 76.000000, 
trial0029404, AA, 382, 4, 95.500000, ZIC, 877, 26, 33.730769, ZIP, 104, 2, 52.000000, 
trial0029405, AA, 254, 4, 63.500000, ZIC, 853, 26, 32.807692, ZIP, 317, 2, 158.500000, 
trial0029406, AA, 238, 4, 59.500000, ZIC, 1104, 26, 42.461538, ZIP, 130, 2, 65.000000, 
trial0029407, AA, 169, 4, 42.250000, ZIC, 1266, 26, 48.692308, ZIP, 155, 2, 77.500000, 
trial0029408, AA, 312, 4, 78.000000, ZIC, 1103, 26, 42.423077, ZIP, 0, 2, 0.000000, 
trial0029409, AA, 134, 4, 33.500000, ZIC, 1312, 26, 50.461538, ZIP, 148, 2, 74.000000, 
trial0029410, AA, 271, 4, 67.750000, ZIC, 1065, 26, 40.961538, ZIP, 116, 2, 58.000000, 
trial0029411, AA, 266, 4, 66.500000, ZIC, 975, 26, 37.500000, ZIP, 350, 2, 175.000000, 
trial0029412, AA, 339, 4, 84.750000, ZIC, 1160, 26, 44.615385, ZIP, 13, 2, 6.500000, 
trial0029413, AA, 215, 4, 53.750000, ZIC, 1238, 26, 47.615385, ZIP, 8, 2, 4.000000, 
trial0029414, AA, 135, 4, 33.750000, ZIC, 1231, 26, 47.346154, ZIP, 2, 2, 1.000000, 
trial0029415, AA, 396, 4, 99.000000, ZIC, 931, 26, 35.807692, ZIP, 8, 2, 4.000000, 
trial0029416, AA, 341, 4, 85.250000, ZIC, 1309, 26, 50.346154, ZIP, 0, 2, 0.000000, 
trial0029417, AA, 255, 4, 63.750000, ZIC, 1218, 26, 46.846154, ZIP, 140, 2, 70.000000, 
trial0029418, AA, 360, 4, 90.000000, ZIC, 1210, 26, 46.538462, ZIP, 21, 2, 10.500000, 
trial0029419, AA, 292, 4, 73.000000, ZIC, 1206, 26, 46.384615, ZIP, 43, 2, 21.500000, 
trial0029420, AA, 117, 4, 29.250000, ZIC, 1402, 26, 53.923077, ZIP, 121, 2, 60.500000, 
trial0029421, AA, 117, 4, 29.250000, ZIC, 1293, 26, 49.730769, ZIP, 159, 2, 79.500000, 
trial0029422, AA, 170, 4, 42.500000, ZIC, 1175, 26, 45.192308, ZIP, 261, 2, 130.500000, 
trial0029423, AA, 348, 4, 87.000000, ZIC, 1116, 26, 42.923077, ZIP, 40, 2, 20.000000, 
trial0029424, AA, 148, 4, 37.000000, ZIC, 1302, 26, 50.076923, ZIP, 56, 2, 28.000000, 
trial0029425, AA, 124, 4, 31.000000, ZIC, 1200, 26, 46.153846, ZIP, 34, 2, 17.000000, 
trial0029426, AA, 419, 4, 104.750000, ZIC, 1007, 26, 38.730769, ZIP, 137, 2, 68.500000, 
trial0029427, AA, 66, 4, 16.500000, ZIC, 1484, 26, 57.076923, ZIP, 65, 2, 32.500000, 
trial0029428, AA, 0, 4, 0.000000, ZIC, 1294, 26, 49.769231, ZIP, 216, 2, 108.000000, 
trial0029429, AA, 83, 4, 20.750000, ZIC, 1315, 26, 50.576923, ZIP, 137, 2, 68.500000, 
trial0029430, AA, 154, 4, 38.500000, ZIC, 1022, 26, 39.307692, ZIP, 163, 2, 81.500000, 
trial0029431, AA, 200, 4, 50.000000, ZIC, 873, 26, 33.576923, ZIP, 22, 2, 11.000000, 
trial0029432, AA, 98, 4, 24.500000, ZIC, 619, 26, 23.807692, ZIP, 151, 2, 75.500000, 
trial0029433, AA, 118, 4, 29.500000, ZIC, 486, 26, 18.692308, ZIP, 35, 2, 17.500000, 
trial0029434, AA, 136, 4, 34.000000, ZIC, 450, 26, 17.307692, ZIP, 281, 2, 140.500000, 
trial0029435, AA, 127, 4, 31.750000, ZIC, 661, 26, 25.423077, ZIP, 11, 2, 5.500000, 
trial0029436, AA, 79, 4, 19.750000, ZIC, 745, 26, 28.653846, ZIP, 8, 2, 4.000000, 
trial0029437, AA, 223, 4, 55.750000, ZIC, 428, 26, 16.461538, ZIP, 191, 2, 95.500000, 
trial0029438, AA, 127, 4, 31.750000, ZIC, 653, 26, 25.115385, ZIP, 45, 2, 22.500000, 
trial0029439, AA, 41, 4, 10.250000, ZIC, 730, 26, 28.076923, ZIP, 91, 2, 45.500000, 
trial0029440, AA, 178, 4, 44.500000, ZIC, 506, 26, 19.461538, ZIP, 48, 2, 24.000000, 
trial0029441, AA, 53, 4, 13.250000, ZIC, 702, 26, 27.000000, ZIP, 107, 2, 53.500000, 
trial0029442, AA, 192, 4, 48.000000, ZIC, 745, 26, 28.653846, ZIP, 0, 2, 0.000000, 
trial0029443, AA, 168, 4, 42.000000, ZIC, 685, 26, 26.346154, ZIP, 0, 2, 0.000000, 
trial0029444, AA, 154, 4, 38.500000, ZIC, 752, 26, 28.923077, ZIP, 29, 2, 14.500000, 
trial0029445, AA, 52, 4, 13.000000, ZIC, 810, 26, 31.153846, ZIP, 44, 2, 22.000000, 
trial0029446, AA, 211, 4, 52.750000, ZIC, 677, 26, 26.038462, ZIP, 28, 2, 14.000000, 
trial0029447, AA, 89, 4, 22.250000, ZIC, 834, 26, 32.076923, ZIP, 97, 2, 48.500000, 
trial0029448, AA, 186, 4, 46.500000, ZIC, 665, 26, 25.576923, ZIP, 39, 2, 19.500000, 
trial0029449, AA, 284, 4, 71.000000, ZIC, 618, 26, 23.769231, ZIP, 9, 2, 4.500000, 
trial0029450, AA, 208, 4, 52.000000, ZIC, 629, 26, 24.192308, ZIP, 20, 2, 10.000000, 
trial0029451, AA, 51, 4, 12.750000, ZIC, 777, 26, 29.884615, ZIP, 53, 2, 26.500000, 
trial0029452, AA, 191, 4, 47.750000, ZIC, 798, 26, 30.692308, ZIP, 21, 2, 10.500000, 
trial0029453, AA, 20, 4, 5.000000, ZIC, 772, 26, 29.692308, ZIP, 68, 2, 34.000000, 
trial0029454, AA, 51, 4, 12.750000, ZIC, 918, 26, 35.307692, ZIP, 18, 2, 9.000000, 
trial0029455, AA, 74, 4, 18.500000, ZIC, 756, 26, 29.076923, ZIP, 104, 2, 52.000000, 
trial0029456, AA, 150, 4, 37.500000, ZIC, 677, 26, 26.038462, ZIP, 2, 2, 1.000000, 
trial0029457, AA, 141, 4, 35.250000, ZIC, 684, 26, 26.307692, ZIP, 9, 2, 4.500000, 
trial0029458, AA, 171, 4, 42.750000, ZIC, 713, 26, 27.423077, ZIP, 0, 2, 0.000000, 
trial0029459, AA, 52, 4, 13.000000, ZIC, 705, 26, 27.115385, ZIP, 108, 2, 54.000000, 
trial0029460, AA, 111, 4, 27.750000, ZIC, 598, 26, 23.000000, ZIP, 39, 2, 19.500000, 
trial0029461, AA, 69, 4, 17.250000, ZIC, 931, 26, 35.807692, ZIP, 116, 2, 58.000000, 
trial0029462, AA, 136, 4, 34.000000, ZIC, 695, 26, 26.730769, ZIP, 273, 2, 136.500000, 
trial0029463, AA, 206, 4, 51.500000, ZIC, 970, 26, 37.307692, ZIP, 12, 2, 6.000000, 
trial0029464, AA, 8, 4, 2.000000, ZIC, 1147, 26, 44.115385, ZIP, 25, 2, 12.500000, 
