trial0032701, ZIC, 885, 28, 31.607143, ZIP, 259, 4, 64.750000, 
trial0032702, ZIC, 1001, 28, 35.750000, ZIP, 134, 4, 33.500000, 
trial0032703, ZIC, 945, 28, 33.750000, ZIP, 273, 4, 68.250000, 
trial0032704, ZIC, 802, 28, 28.642857, ZIP, 281, 4, 70.250000, 
trial0032705, ZIC, 905, 28, 32.321429, ZIP, 88, 4, 22.000000, 
trial0032706, ZIC, 793, 28, 28.321429, ZIP, 457, 4, 114.250000, 
trial0032707, ZIC, 902, 28, 32.214286, ZIP, 257, 4, 64.250000, 
trial0032708, ZIC, 756, 28, 27.000000, ZIP, 305, 4, 76.250000, 
trial0032709, ZIC, 903, 28, 32.250000, ZIP, 319, 4, 79.750000, 
trial0032710, ZIC, 909, 28, 32.464286, ZIP, 306, 4, 76.500000, 
trial0032711, ZIC, 829, 28, 29.607143, ZIP, 357, 4, 89.250000, 
trial0032712, ZIC, 838, 28, 29.928571, ZIP, 317, 4, 79.250000, 
trial0032713, ZIC, 1046, 28, 37.357143, ZIP, 113, 4, 28.250000, 
trial0032714, ZIC, 1035, 28, 36.964286, ZIP, 272, 4, 68.000000, 
trial0032715, ZIC, 1130, 28, 40.357143, ZIP, 66, 4, 16.500000, 
trial0032716, ZIC, 999, 28, 35.678571, ZIP, 15, 4, 3.750000, 
trial0032717, ZIC, 741, 28, 26.464286, ZIP, 456, 4, 114.000000, 
trial0032718, ZIC, 1021, 28, 36.464286, ZIP, 145, 4, 36.250000, 
trial0032719, ZIC, 1149, 28, 41.035714, ZIP, 27, 4, 6.750000, 
trial0032720, ZIC, 943, 28, 33.678571, ZIP, 268, 4, 67.000000, 
trial0032721, ZIC, 735, 28, 26.250000, ZIP, 430, 4, 107.500000, 
trial0032722, ZIC, 858, 28, 30.642857, ZIP, 321, 4, 80.250000, 
trial0032723, ZIC, 1045, 28, 37.321429, ZIP, 20, 4, 5.000000, 
trial0032724, ZIC, 1052, 28, 37.571429, ZIP, 245, 4, 61.250000, 
trial0032725, ZIC, 1002, 28, 35.785714, ZIP, 206, 4, 51.500000, 
trial0032726, ZIC, 1002, 28, 35.785714, ZIP, 198, 4, 49.500000, 
trial0032727, ZIC, 1147, 28, 40.964286, ZIP, 14, 4, 3.500000, 
trial0032728, ZIC, 897, 28, 32.035714, ZIP, 272, 4, 68.000000, 
trial0032729, ZIC, 882, 28, 31.500000, ZIP, 167, 4, 41.750000, 
trial0032730, ZIC, 977, 28, 34.892857, ZIP, 263, 4, 65.750000, 
trial0032731, ZIC, 412, 28, 14.714286, ZIP, 136, 4, 34.000000, 
trial0032732, ZIC, 401, 28, 14.321429, ZIP, 145, 4, 36.250000, 
trial0032733, ZIC, 475, 28, 16.964286, ZIP, 215, 4, 53.750000, 
trial0032734, ZIC, 371, 28, 13.250000, ZIP, 54, 4, 13.500000, 
trial0032735, ZIC, 480, 28, 17.142857, ZIP, 114, 4, 28.500000, 
trial0032736, ZIC, 537, 28, 19.178571, ZIP, 106, 4, 26.500000, 
trial0032737, ZIC, 547, 28, 19.535714, ZIP, 154, 4, 38.500000, 
trial0032738, ZIC, 451, 28, 16.107143, ZIP, 128, 4, 32.000000, 
trial0032739, ZIC, 379, 28, 13.535714, ZIP, 87, 4, 21.750000, 
trial0032740, ZIC, 504, 28, 18.000000, ZIP, 25, 4, 6.250000, 
trial0032741, ZIC, 333, 28, 11.892857, ZIP, 81, 4, 20.250000, 
trial0032742, ZIC, 478, 28, 17.071429, ZIP, 111, 4, 27.750000, 
trial0032743, ZIC, 375, 28, 13.392857, ZIP, 131, 4, 32.750000, 
trial0032744, ZIC, 433, 28, 15.464286, ZIP, 85, 4, 21.250000, 
trial0032745, ZIC, 443, 28, 15.821429, ZIP, 309, 4, 77.250000, 
trial0032746, ZIC, 537, 28, 19.178571, ZIP, 28, 4, 7.000000, 
