trial0034501, AA, 1097, 26, 42.192308, ZIC, 375, 6, 62.500000, 
trial0034502, AA, 1008, 26, 38.769231, ZIC, 447, 6, 74.500000, 
trial0034503, AA, 1345, 26, 51.730769, ZIC, 96, 6, 16.000000, 
trial0034504, AA, 1209, 26, 46.500000, ZIC, 207, 6, 34.500000, 
trial0034505, AA, 1114, 26, 42.846154, ZIC, 322, 6, 53.666667, 
trial0034506, AA, 1009, 26, 38.807692, ZIC, 428, 6, 71.333333, 
trial0034507, AA, 1210, 26, 46.538462, ZIC, 188, 6, 31.333333, 
trial0034508, AA, 1274, 26, 49.000000, ZIC, 194, 6, 32.333333, 
trial0034509, AA, 1243, 26, 47.807692, ZIC, 209, 6, 34.833333, 
trial0034510, AA, 1200, 26, 46.153846, ZIC, 249, 6, 41.500000, 
trial0034511, AA, 883, 26, 33.961538, ZIC, 580, 6, 96.666667, 
trial0034512, AA, 1037, 26, 39.884615, ZIC, 459, 6, 76.500000, 
trial0034513, AA, 1222, 26, 47.000000, ZIC, 181, 6, 30.166667, 
trial0034514, AA, 1178, 26, 45.307692, ZIC, 282, 6, 47.000000, 
trial0034515, AA, 1124, 26, 43.230769, ZIC, 317, 6, 52.833333, 
trial0034516, AA, 1246, 26, 47.923077, ZIC, 192, 6, 32.000000, 
trial0034517, AA, 1211, 26, 46.576923, ZIC, 179, 6, 29.833333, 
trial0034518, AA, 1018, 26, 39.153846, ZIC, 349, 6, 58.166667, 
trial0034519, AA, 1063, 26, 40.884615, ZIC, 338, 6, 56.333333, 
trial0034520, AA, 1307, 26, 50.269231, ZIC, 153, 6, 25.500000, 
trial0034521, AA, 1177, 26, 45.269231, ZIC, 283, 6, 47.166667, 
trial0034522, AA, 1137, 26, 43.730769, ZIC, 264, 6, 44.000000, 
trial0034523, AA, 1330, 26, 51.153846, ZIC, 125, 6, 20.833333, 
trial0034524, AA, 1355, 26, 52.115385, ZIC, 60, 6, 10.000000, 
trial0034525, AA, 1113, 26, 42.807692, ZIC, 276, 6, 46.000000, 
trial0034526, AA, 1253, 26, 48.192308, ZIC, 183, 6, 30.500000, 
trial0034527, AA, 1172, 26, 45.076923, ZIC, 304, 6, 50.666667, 
trial0034528, AA, 1231, 26, 47.346154, ZIC, 197, 6, 32.833333, 
trial0034529, AA, 1031, 26, 39.653846, ZIC, 378, 6, 63.000000, 
trial0034530, AA, 1249, 26, 48.038462, ZIC, 151, 6, 25.166667, 
trial0034531, AA, 966, 26, 37.153846, ZIC, 111, 6, 18.500000, 
trial0034532, AA, 861, 26, 33.115385, ZIC, 234, 6, 39.000000, 
trial0034533, AA, 689, 26, 26.500000, ZIC, 405, 6, 67.500000, 
trial0034534, AA, 959, 26, 36.884615, ZIC, 112, 6, 18.666667, 
trial0034535, AA, 865, 26, 33.269231, ZIC, 170, 6, 28.333333, 
trial0034536, AA, 716, 26, 27.538462, ZIC, 349, 6, 58.166667, 
trial0034537, AA, 1010, 26, 38.846154, ZIC, 103, 6, 17.166667, 
trial0034538, AA, 1018, 26, 39.153846, ZIC, 53, 6, 8.833333, 
trial0034539, AA, 840, 26, 32.307692, ZIC, 272, 6, 45.333333, 
trial0034540, AA, 896, 26, 34.461538, ZIC, 223, 6, 37.166667, 
trial0034541, AA, 829, 26, 31.884615, ZIC, 224, 6, 37.333333, 
trial0034542, AA, 959, 26, 36.884615, ZIC, 104, 6, 17.333333, 
trial0034543, AA, 758, 26, 29.153846, ZIC, 301, 6, 50.166667, 
trial0034544, AA, 872, 26, 33.538462, ZIC, 217, 6, 36.166667, 
trial0034545, AA, 891, 26, 34.269231, ZIC, 215, 6, 35.833333, 
trial0034546, AA, 1090, 26, 41.923077, ZIC, 23, 6, 3.833333, 
trial0034547, AA, 880, 26, 33.846154, ZIC, 233, 6, 38.833333, 
trial0034548, AA, 888, 26, 34.153846, ZIC, 213, 6, 35.500000, 
trial0034549, AA, 901, 26, 34.653846, ZIC, 254, 6, 42.333333, 
trial0034550, AA, 818, 26, 31.461538, ZIC, 312, 6, 52.000000, 
trial0034551, AA, 816, 26, 31.384615, ZIC, 225, 6, 37.500000, 
trial0034552, AA, 870, 26, 33.461538, ZIC, 261, 6, 43.500000, 
trial0034553, AA, 860, 26, 33.076923, ZIC, 259, 6, 43.166667, 
trial0034554, AA, 855, 26, 32.884615, ZIC, 204, 6, 34.000000, 
trial0034555, AA, 911, 26, 35.038462, ZIC, 226, 6, 37.666667, 
trial0034556, AA, 1011, 26, 38.884615, ZIC, 95, 6, 15.833333, 
trial0034557, AA, 902, 26, 34.692308, ZIC, 210, 6, 35.000000, 
trial0034558, AA, 748, 26, 28.769231, ZIC, 341, 6, 56.833333, 
trial0034559, AA, 773, 26, 29.730769, ZIC, 244, 6, 40.666667, 
trial0034560, AA, 960, 26, 36.923077, ZIC, 159, 6, 26.500000, 
trial0034561, AA, 1892, 26, 72.769231, ZIC, 171, 6, 28.500000, 
trial0034562, AA, 1726, 26, 66.384615, ZIC, 298, 6, 49.666667, 
trial0034563, AA, 1376, 26, 52.923077, ZIC, 648, 6, 108.000000, 
trial0034564, AA, 1568, 26, 60.307692, ZIC, 434, 6, 72.333333, 
trial0034565, AA, 1558, 26, 59.923077, ZIC, 439, 6, 73.166667, 
trial0034566, AA, 1563, 26, 60.115385, ZIC, 373, 6, 62.166667, 
trial0034567, AA, 1471, 26, 56.576923, ZIC, 438, 6, 73.000000, 
trial0034568, AA, 2048, 26, 78.769231, ZIC, 31, 6, 5.166667, 
trial0034569, AA, 1606, 26, 61.769231, ZIC, 331, 6, 55.166667, 
trial0034570, AA, 1717, 26, 66.038462, ZIC, 334, 6, 55.666667, 
trial0034571, AA, 1369, 26, 52.653846, ZIC, 617, 6, 102.833333, 
trial0034572, AA, 2026, 26, 77.923077, ZIC, 75, 6, 12.500000, 
trial0034573, AA, 1627, 26, 62.576923, ZIC, 287, 6, 47.833333, 
