trial0038401, GDX, 689, 26, 26.500000, ZIC, 290, 6, 48.333333, 
trial0038402, GDX, 493, 26, 18.961538, ZIC, 172, 6, 28.666667, 
trial0038403, GDX, 116, 26, 4.461538, ZIC, 78, 6, 13.000000, 
trial0038404, GDX, 172, 26, 6.615385, ZIC, 216, 6, 36.000000, 
trial0038405, GDX, 417, 26, 16.038462, ZIC, 262, 6, 43.666667, 
trial0038406, GDX, 959, 26, 36.884615, ZIC, 215, 6, 35.833333, 
trial0038407, GDX, 144, 26, 5.538462, ZIC, 185, 6, 30.833333, 
trial0038408, GDX, 323, 26, 12.423077, ZIC, 193, 6, 32.166667, 
trial0038409, GDX, 893, 26, 34.346154, ZIC, 60, 6, 10.000000, 
trial0038410, GDX, 601, 26, 23.115385, ZIC, 166, 6, 27.666667, 
trial0038411, GDX, 381, 26, 14.653846, ZIC, 325, 6, 54.166667, 
trial0038412, GDX, 457, 26, 17.576923, ZIC, 274, 6, 45.666667, 
trial0038413, GDX, 254, 26, 9.769231, ZIC, 164, 6, 27.333333, 
trial0038414, GDX, 666, 26, 25.615385, ZIC, 87, 6, 14.500000, 
trial0038415, GDX, 167, 26, 6.423077, ZIC, 235, 6, 39.166667, 
trial0038416, GDX, 504, 26, 19.384615, ZIC, 199, 6, 33.166667, 
trial0038417, GDX, 228, 26, 8.769231, ZIC, 132, 6, 22.000000, 
trial0038418, GDX, 794, 26, 30.538462, ZIC, 292, 6, 48.666667, 
trial0038419, GDX, 267, 26, 10.269231, ZIC, 461, 6, 76.833333, 
trial0038420, GDX, 683, 26, 26.269231, ZIC, 141, 6, 23.500000, 
trial0038421, GDX, 588, 26, 22.615385, ZIC, 90, 6, 15.000000, 
trial0038422, GDX, 303, 26, 11.653846, ZIC, 89, 6, 14.833333, 
trial0038423, GDX, 562, 26, 21.615385, ZIC, 74, 6, 12.333333, 
trial0038424, GDX, 240, 26, 9.230769, ZIC, 168, 6, 28.000000, 
trial0038425, GDX, 101, 26, 3.884615, ZIC, 147, 6, 24.500000, 
trial0038426, GDX, 736, 26, 28.307692, ZIC, 164, 6, 27.333333, 
trial0038427, GDX, 179, 26, 6.884615, ZIC, 292, 6, 48.666667, 
trial0038428, GDX, 420, 26, 16.153846, ZIC, 141, 6, 23.500000, 
trial0038429, GDX, 606, 26, 23.307692, ZIC, 63, 6, 10.500000, 
trial0038430, GDX, 316, 26, 12.153846, ZIC, 105, 6, 17.500000, 
trial0038431, GDX, 1, 26, 0.038462, ZIC, 608, 6, 101.333333, 
trial0038432, GDX, 376, 26, 14.461538, ZIC, 211, 6, 35.166667, 
trial0038433, GDX, 716, 26, 27.538462, ZIC, 324, 6, 54.000000, 
trial0038434, GDX, 670, 26, 25.769231, ZIC, 157, 6, 26.166667, 
trial0038435, GDX, 171, 26, 6.576923, ZIC, 448, 6, 74.666667, 
trial0038436, GDX, 834, 26, 32.076923, ZIC, 267, 6, 44.500000, 
trial0038437, GDX, 656, 26, 25.230769, ZIC, 196, 6, 32.666667, 
trial0038438, GDX, 850, 26, 32.692308, ZIC, 331, 6, 55.166667, 
trial0038439, GDX, 549, 26, 21.115385, ZIC, 248, 6, 41.333333, 
trial0038440, GDX, 639, 26, 24.576923, ZIC, 186, 6, 31.000000, 
trial0038441, GDX, 421, 26, 16.192308, ZIC, 113, 6, 18.833333, 
trial0038442, GDX, 835, 26, 32.115385, ZIC, 172, 6, 28.666667, 
trial0038443, GDX, 131, 26, 5.038462, ZIC, 679, 6, 113.166667, 
trial0038444, GDX, 333, 26, 12.807692, ZIC, 305, 6, 50.833333, 
trial0038445, GDX, 552, 26, 21.230769, ZIC, 146, 6, 24.333333, 
trial0038446, GDX, 473, 26, 18.192308, ZIC, 281, 6, 46.833333, 
trial0038447, GDX, 933, 26, 35.884615, ZIC, 132, 6, 22.000000, 
trial0038448, GDX, 730, 26, 28.076923, ZIC, 221, 6, 36.833333, 
trial0038449, GDX, 461, 26, 17.730769, ZIC, 219, 6, 36.500000, 
trial0038450, GDX, 654, 26, 25.153846, ZIC, 282, 6, 47.000000, 
trial0038451, GDX, 47, 26, 1.807692, ZIC, 749, 6, 124.833333, 
trial0038452, GDX, 470, 26, 18.076923, ZIC, 253, 6, 42.166667, 
trial0038453, GDX, 820, 26, 31.538462, ZIC, 396, 6, 66.000000, 
trial0038454, GDX, 263, 26, 10.115385, ZIC, 249, 6, 41.500000, 
trial0038455, GDX, 688, 26, 26.461538, ZIC, 214, 6, 35.666667, 
trial0038456, GDX, 321, 26, 12.346154, ZIC, 182, 6, 30.333333, 
trial0038457, GDX, 195, 26, 7.500000, ZIC, 519, 6, 86.500000, 
trial0038458, GDX, 969, 26, 37.269231, ZIC, 196, 6, 32.666667, 
trial0038459, GDX, 699, 26, 26.884615, ZIC, 105, 6, 17.500000, 
trial0038460, GDX, 813, 26, 31.269231, ZIC, 288, 6, 48.000000, 
trial0038461, GDX, 79, 26, 3.038462, ZIC, 226, 6, 37.666667, 
trial0038462, GDX, 286, 26, 11.000000, ZIC, 203, 6, 33.833333, 
trial0038463, GDX, 462, 26, 17.769231, ZIC, 102, 6, 17.000000, 
trial0038464, GDX, 226, 26, 8.692308, ZIC, 274, 6, 45.666667, 
trial0038465, GDX, 584, 26, 22.461538, ZIC, 39, 6, 6.500000, 
trial0038466, GDX, 424, 26, 16.307692, ZIC, 94, 6, 15.666667, 
trial0038467, GDX, 416, 26, 16.000000, ZIC, 102, 6, 17.000000, 
trial0038468, GDX, 586, 26, 22.538462, ZIC, 62, 6, 10.333333, 
trial0038469, GDX, 178, 26, 6.846154, ZIC, 208, 6, 34.666667, 
trial0038470, GDX, 324, 26, 12.461538, ZIC, 146, 6, 24.333333, 
trial0038471, GDX, 411, 26, 15.807692, ZIC, 28, 6, 4.666667, 
trial0038472, GDX, 538, 26, 20.692308, ZIC, 91, 6, 15.166667, 
trial0038473, GDX, 422, 26, 16.230769, ZIC, 38, 6, 6.333333, 
trial0038474, GDX, 535, 26, 20.576923, ZIC, 146, 6, 24.333333, 
trial0038475, GDX, 0, 26, 0.000000, ZIC, 287, 6, 47.833333, 
trial0038476, GDX, 404, 26, 15.538462, ZIC, 216, 6, 36.000000, 
trial0038477, GDX, 160, 26, 6.153846, ZIC, 309, 6, 51.500000, 
trial0038478, GDX, 418, 26, 16.076923, ZIC, 247, 6, 41.166667, 
trial0038479, GDX, 177, 26, 6.807692, ZIC, 74, 6, 12.333333, 
trial0038480, GDX, 179, 26, 6.884615, ZIC, 236, 6, 39.333333, 
trial0038481, GDX, 110, 26, 4.230769, ZIC, 122, 6, 20.333333, 
trial0038482, GDX, 496, 26, 19.076923, ZIC, 80, 6, 13.333333, 
trial0038483, GDX, 428, 26, 16.461538, ZIC, 229, 6, 38.166667, 
trial0038484, GDX, 425, 26, 16.346154, ZIC, 185, 6, 30.833333, 
trial0038485, GDX, 70, 26, 2.692308, ZIC, 211, 6, 35.166667, 
trial0038486, GDX, 233, 26, 8.961538, ZIC, 90, 6, 15.000000, 
trial0038487, GDX, 465, 26, 17.884615, ZIC, 185, 6, 30.833333, 
