trial0030001, AA, 238, 8, 29.750000, ZIC, 67, 4, 16.750000, ZIP, 263, 20, 13.150000, 
trial0030002, AA, 227, 8, 28.375000, ZIC, 118, 4, 29.500000, ZIP, 398, 20, 19.900000, 
trial0030003, AA, 152, 8, 19.000000, ZIC, 98, 4, 24.500000, ZIP, 400, 20, 20.000000, 
trial0030004, AA, 98, 8, 12.250000, ZIC, 101, 4, 25.250000, ZIP, 463, 20, 23.150000, 
trial0030005, AA, 174, 8, 21.750000, ZIC, 44, 4, 11.000000, ZIP, 379, 20, 18.950000, 
trial0030006, AA, 303, 8, 37.875000, ZIC, 16, 4, 4.000000, ZIP, 233, 20, 11.650000, 
trial0030007, AA, 111, 8, 13.875000, ZIC, 35, 4, 8.750000, ZIP, 536, 20, 26.800000, 
trial0030008, AA, 179, 8, 22.375000, ZIC, 127, 4, 31.750000, ZIP, 324, 20, 16.200000, 
trial0030009, AA, 248, 8, 31.000000, ZIC, 57, 4, 14.250000, ZIP, 326, 20, 16.300000, 
trial0030010, AA, 144, 8, 18.000000, ZIC, 47, 4, 11.750000, ZIP, 405, 20, 20.250000, 
trial0030011, AA, 92, 8, 11.500000, ZIC, 38, 4, 9.500000, ZIP, 498, 20, 24.900000, 
trial0030012, AA, 224, 8, 28.000000, ZIC, 102, 4, 25.500000, ZIP, 555, 20, 27.750000, 
trial0030013, AA, 359, 8, 44.875000, ZIC, 65, 4, 16.250000, ZIP, 210, 20, 10.500000, 
trial0030014, AA, 289, 8, 36.125000, ZIC, 112, 4, 28.000000, ZIP, 314, 20, 15.700000, 
trial0030015, AA, 189, 8, 23.625000, ZIC, 114, 4, 28.500000, ZIP, 335, 20, 16.750000, 
trial0030016, AA, 213, 8, 26.625000, ZIC, 17, 4, 4.250000, ZIP, 440, 20, 22.000000, 
trial0030017, AA, 242, 8, 30.250000, ZIC, 94, 4, 23.500000, ZIP, 538, 20, 26.900000, 
trial0030018, AA, 300, 8, 37.500000, ZIC, 75, 4, 18.750000, ZIP, 572, 20, 28.600000, 
trial0030019, AA, 172, 8, 21.500000, ZIC, 57, 4, 14.250000, ZIP, 357, 20, 17.850000, 
trial0030020, AA, 207, 8, 25.875000, ZIC, 66, 4, 16.500000, ZIP, 370, 20, 18.500000, 
trial0030021, AA, 117, 8, 14.625000, ZIC, 136, 4, 34.000000, ZIP, 291, 20, 14.550000, 
trial0030022, AA, 157, 8, 19.625000, ZIC, 30, 4, 7.500000, ZIP, 568, 20, 28.400000, 
trial0030023, AA, 275, 8, 34.375000, ZIC, 4, 4, 1.000000, ZIP, 477, 20, 23.850000, 
trial0030024, AA, 144, 8, 18.000000, ZIC, 36, 4, 9.000000, ZIP, 397, 20, 19.850000, 
trial0030025, AA, 209, 8, 26.125000, ZIC, 120, 4, 30.000000, ZIP, 334, 20, 16.700000, 
trial0030026, AA, 118, 8, 14.750000, ZIC, 59, 4, 14.750000, ZIP, 553, 20, 27.650000, 
trial0030027, AA, 293, 8, 36.625000, ZIC, 0, 4, 0.000000, ZIP, 511, 20, 25.550000, 
trial0030028, AA, 252, 8, 31.500000, ZIC, 86, 4, 21.500000, ZIP, 397, 20, 19.850000, 
trial0030029, AA, 63, 8, 7.875000, ZIC, 31, 4, 7.750000, ZIP, 440, 20, 22.000000, 
trial0030030, AA, 182, 8, 22.750000, ZIC, 98, 4, 24.500000, ZIP, 327, 20, 16.350000, 
trial0030031, AA, 674, 8, 84.250000, ZIC, 356, 4, 89.000000, ZIP, 655, 20, 32.750000, 
trial0030032, AA, 35, 8, 4.375000, ZIC, 386, 4, 96.500000, ZIP, 933, 20, 46.650000, 
trial0030033, AA, 735, 8, 91.875000, ZIC, 14, 4, 3.500000, ZIP, 1040, 20, 52.000000, 
trial0030034, AA, 403, 8, 50.375000, ZIC, 121, 4, 30.250000, ZIP, 859, 20, 42.950000, 
trial0030035, AA, 729, 8, 91.125000, ZIC, 343, 4, 85.750000, ZIP, 456, 20, 22.800000, 
trial0030036, AA, 632, 8, 79.000000, ZIC, 194, 4, 48.500000, ZIP, 724, 20, 36.200000, 
trial0030037, AA, 183, 8, 22.875000, ZIC, 367, 4, 91.750000, ZIP, 870, 20, 43.500000, 
trial0030038, AA, 653, 8, 81.625000, ZIC, 335, 4, 83.750000, ZIP, 519, 20, 25.950000, 
trial0030039, AA, 427, 8, 53.375000, ZIC, 160, 4, 40.000000, ZIP, 843, 20, 42.150000, 
trial0030040, AA, 456, 8, 57.000000, ZIC, 60, 4, 15.000000, ZIP, 849, 20, 42.450000, 
trial0030041, AA, 604, 8, 75.500000, ZIC, 130, 4, 32.500000, ZIP, 773, 20, 38.650000, 
trial0030042, AA, 523, 8, 65.375000, ZIC, 277, 4, 69.250000, ZIP, 946, 20, 47.300000, 
trial0030043, AA, 768, 8, 96.000000, ZIC, 98, 4, 24.500000, ZIP, 755, 20, 37.750000, 
trial0030044, AA, 452, 8, 56.500000, ZIC, 75, 4, 18.750000, ZIP, 939, 20, 46.950000, 
trial0030045, AA, 574, 8, 71.750000, ZIC, 39, 4, 9.750000, ZIP, 1124, 20, 56.200000, 
trial0030046, AA, 433, 8, 54.125000, ZIC, 160, 4, 40.000000, ZIP, 949, 20, 47.450000, 
trial0030047, AA, 264, 8, 33.000000, ZIC, 409, 4, 102.250000, ZIP, 810, 20, 40.500000, 
trial0030048, AA, 635, 8, 79.375000, ZIC, 201, 4, 50.250000, ZIP, 995, 20, 49.750000, 
trial0030049, AA, 366, 8, 45.750000, ZIC, 52, 4, 13.000000, ZIP, 1180, 20, 59.000000, 
trial0030050, AA, 442, 8, 55.250000, ZIC, 207, 4, 51.750000, ZIP, 724, 20, 36.200000, 
trial0030051, AA, 364, 8, 45.500000, ZIC, 505, 4, 126.250000, ZIP, 707, 20, 35.350000, 
trial0030052, AA, 575, 8, 71.875000, ZIC, 32, 4, 8.000000, ZIP, 988, 20, 49.400000, 
trial0030053, AA, 399, 8, 49.875000, ZIC, 229, 4, 57.250000, ZIP, 890, 20, 44.500000, 
trial0030054, AA, 207, 8, 25.875000, ZIC, 178, 4, 44.500000, ZIP, 1419, 20, 70.950000, 
trial0030055, AA, 510, 8, 63.750000, ZIC, 0, 4, 0.000000, ZIP, 891, 20, 44.550000, 
trial0030056, AA, 512, 8, 64.000000, ZIC, 303, 4, 75.750000, ZIP, 482, 20, 24.100000, 
trial0030057, AA, 586, 8, 73.250000, ZIC, 278, 4, 69.500000, ZIP, 728, 20, 36.400000, 
trial0030058, AA, 475, 8, 59.375000, ZIC, 215, 4, 53.750000, ZIP, 827, 20, 41.350000, 
trial0030059, AA, 952, 8, 119.000000, ZIC, 0, 4, 0.000000, ZIP, 815, 20, 40.750000, 
trial0030060, AA, 567, 8, 70.875000, ZIC, 0, 4, 0.000000, ZIP, 1260, 20, 63.000000, 
trial0030061, AA, 55, 8, 6.875000, ZIC, 149, 4, 37.250000, ZIP, 440, 20, 22.000000, 
trial0030062, AA, 48, 8, 6.000000, ZIC, 91, 4, 22.750000, ZIP, 678, 20, 33.900000, 
trial0030063, AA, 230, 8, 28.750000, ZIC, 199, 4, 49.750000, ZIP, 622, 20, 31.100000, 
trial0030064, AA, 240, 8, 30.000000, ZIC, 34, 4, 8.500000, ZIP, 402, 20, 20.100000, 
trial0030065, AA, 342, 8, 42.750000, ZIC, 92, 4, 23.000000, ZIP, 356, 20, 17.800000, 
trial0030066, AA, 111, 8, 13.875000, ZIC, 64, 4, 16.000000, ZIP, 579, 20, 28.950000, 
trial0030067, AA, 20, 8, 2.500000, ZIC, 54, 4, 13.500000, ZIP, 734, 20, 36.700000, 
trial0030068, AA, 187, 8, 23.375000, ZIC, 0, 4, 0.000000, ZIP, 542, 20, 27.100000, 
trial0030069, AA, 125, 8, 15.625000, ZIC, 54, 4, 13.500000, ZIP, 709, 20, 35.450000, 
trial0030070, AA, 317, 8, 39.625000, ZIC, 35, 4, 8.750000, ZIP, 546, 20, 27.300000, 
trial0030071, AA, 114, 8, 14.250000, ZIC, 69, 4, 17.250000, ZIP, 520, 20, 26.000000, 
trial0030072, AA, 139, 8, 17.375000, ZIC, 62, 4, 15.500000, ZIP, 633, 20, 31.650000, 
trial0030073, AA, 222, 8, 27.750000, ZIC, 175, 4, 43.750000, ZIP, 344, 20, 17.200000, 
trial0030074, AA, 207, 8, 25.875000, ZIC, 0, 4, 0.000000, ZIP, 662, 20, 33.100000, 
trial0030075, AA, 309, 8, 38.625000, ZIC, 83, 4, 20.750000, ZIP, 433, 20, 21.650000, 
trial0030076, AA, 245, 8, 30.625000, ZIC, 194, 4, 48.500000, ZIP, 406, 20, 20.300000, 
trial0030077, AA, 243, 8, 30.375000, ZIC, 57, 4, 14.250000, ZIP, 500, 20, 25.000000, 
