trial0028801, AA, 1236, 18, 68.666667, GDX, 46, 2, 23.000000, ZIC, 749, 12, 62.416667, 
trial0028802, AA, 1135, 18, 63.055556, GDX, 234, 2, 117.000000, ZIC, 813, 12, 67.750000, 
trial0028803, AA, 1639, 18, 91.055556, GDX, 66, 2, 33.000000, ZIC, 486, 12, 40.500000, 
trial0028804, AA, 1257, 18, 69.833333, GDX, 176, 2, 88.000000, ZIC, 745, 12, 62.083333, 
trial0028805, AA, 1055, 18, 58.611111, GDX, 3, 2, 1.500000, ZIC, 962, 12, 80.166667, 
trial0028806, AA, 1700, 18, 94.444444, GDX, 139, 2, 69.500000, ZIC, 347, 12, 28.916667, 
trial0028807, AA, 1573, 18, 87.388889, GDX, 10, 2, 5.000000, ZIC, 455, 12, 37.916667, 
trial0028808, AA, 1861, 18, 103.388889, GDX, 37, 2, 18.500000, ZIC, 296, 12, 24.666667, 
trial0028809, AA, 951, 18, 52.833333, GDX, 60, 2, 30.000000, ZIC, 670, 12, 55.833333, 
trial0028810, AA, 1443, 18, 80.166667, GDX, 2, 2, 1.000000, ZIC, 447, 12, 37.250000, 
trial0028811, AA, 985, 18, 54.722222, GDX, 0, 2, 0.000000, ZIC, 764, 12, 63.666667, 
trial0028812, AA, 1824, 18, 101.333333, GDX, 0, 2, 0.000000, ZIC, 245, 12, 20.416667, 
trial0028813, AA, 1049, 18, 58.277778, GDX, 63, 2, 31.500000, ZIC, 590, 12, 49.166667, 
trial0028814, AA, 1718, 18, 95.444444, GDX, 0, 2, 0.000000, ZIC, 522, 12, 43.500000, 
trial0028815, AA, 1414, 18, 78.555556, GDX, 185, 2, 92.500000, ZIC, 573, 12, 47.750000, 
trial0028816, AA, 1295, 18, 71.944444, GDX, 7, 2, 3.500000, ZIC, 834, 12, 69.500000, 
trial0028817, AA, 1455, 18, 80.833333, GDX, 351, 2, 175.500000, ZIC, 645, 12, 53.750000, 
trial0028818, AA, 1412, 18, 78.444444, GDX, 23, 2, 11.500000, ZIC, 530, 12, 44.166667, 
trial0028819, AA, 1495, 18, 83.055556, GDX, 358, 2, 179.000000, ZIC, 367, 12, 30.583333, 
trial0028820, AA, 1089, 18, 60.500000, GDX, 21, 2, 10.500000, ZIC, 591, 12, 49.250000, 
trial0028821, AA, 1077, 18, 59.833333, GDX, 213, 2, 106.500000, ZIC, 380, 12, 31.666667, 
trial0028822, AA, 1432, 18, 79.555556, GDX, 103, 2, 51.500000, ZIC, 653, 12, 54.416667, 
trial0028823, AA, 1532, 18, 85.111111, GDX, 338, 2, 169.000000, ZIC, 367, 12, 30.583333, 
trial0028824, AA, 1377, 18, 76.500000, GDX, 196, 2, 98.000000, ZIC, 714, 12, 59.500000, 
trial0028825, AA, 1462, 18, 81.222222, GDX, 240, 2, 120.000000, ZIC, 421, 12, 35.083333, 
trial0028826, AA, 1574, 18, 87.444444, GDX, 0, 2, 0.000000, ZIC, 405, 12, 33.750000, 
trial0028827, AA, 1730, 18, 96.111111, GDX, 243, 2, 121.500000, ZIC, 350, 12, 29.166667, 
trial0028828, AA, 1290, 18, 71.666667, GDX, 75, 2, 37.500000, ZIC, 828, 12, 69.000000, 
trial0028829, AA, 1514, 18, 84.111111, GDX, 0, 2, 0.000000, ZIC, 314, 12, 26.166667, 
trial0028830, AA, 1372, 18, 76.222222, GDX, 287, 2, 143.500000, ZIC, 632, 12, 52.666667, 
trial0028831, AA, 346, 18, 19.222222, GDX, 45, 2, 22.500000, ZIC, 187, 12, 15.583333, 
trial0028832, AA, 507, 18, 28.166667, GDX, 22, 2, 11.000000, ZIC, 53, 12, 4.416667, 
trial0028833, AA, 461, 18, 25.611111, GDX, 62, 2, 31.000000, ZIC, 127, 12, 10.583333, 
trial0028834, AA, 614, 18, 34.111111, GDX, 0, 2, 0.000000, ZIC, 62, 12, 5.166667, 
trial0028835, AA, 562, 18, 31.222222, GDX, 71, 2, 35.500000, ZIC, 145, 12, 12.083333, 
trial0028836, AA, 375, 18, 20.833333, GDX, 22, 2, 11.000000, ZIC, 221, 12, 18.416667, 
trial0028837, AA, 421, 18, 23.388889, GDX, 104, 2, 52.000000, ZIC, 182, 12, 15.166667, 
trial0028838, AA, 457, 18, 25.388889, GDX, 84, 2, 42.000000, ZIC, 55, 12, 4.583333, 
trial0028839, AA, 836, 18, 46.444444, GDX, 66, 2, 33.000000, ZIC, 148, 12, 12.333333, 
trial0028840, AA, 537, 18, 29.833333, GDX, 50, 2, 25.000000, ZIC, 47, 12, 3.916667, 
trial0028841, AA, 483, 18, 26.833333, GDX, 64, 2, 32.000000, ZIC, 135, 12, 11.250000, 
trial0028842, AA, 796, 18, 44.222222, GDX, 22, 2, 11.000000, ZIC, 13, 12, 1.083333, 
trial0028843, AA, 521, 18, 28.944444, GDX, 90, 2, 45.000000, ZIC, 82, 12, 6.833333, 
trial0028844, AA, 647, 18, 35.944444, GDX, 5, 2, 2.500000, ZIC, 127, 12, 10.583333, 
trial0028845, AA, 681, 18, 37.833333, GDX, 110, 2, 55.000000, ZIC, 147, 12, 12.250000, 
trial0028846, AA, 934, 18, 51.888889, GDX, 87, 2, 43.500000, ZIC, 70, 12, 5.833333, 
trial0028847, AA, 725, 18, 40.277778, GDX, 23, 2, 11.500000, ZIC, 102, 12, 8.500000, 
trial0028848, AA, 741, 18, 41.166667, GDX, 70, 2, 35.000000, ZIC, 85, 12, 7.083333, 
trial0028849, AA, 716, 18, 39.777778, GDX, 113, 2, 56.500000, ZIC, 149, 12, 12.416667, 
trial0028850, AA, 522, 18, 29.000000, GDX, 53, 2, 26.500000, ZIC, 162, 12, 13.500000, 
trial0028851, AA, 895, 18, 49.722222, GDX, 44, 2, 22.000000, ZIC, 115, 12, 9.583333, 
trial0028852, AA, 427, 18, 23.722222, GDX, 218, 2, 109.000000, ZIC, 318, 12, 26.500000, 
trial0028853, AA, 762, 18, 42.333333, GDX, 75, 2, 37.500000, ZIC, 308, 12, 25.666667, 
trial0028854, AA, 685, 18, 38.055556, GDX, 17, 2, 8.500000, ZIC, 225, 12, 18.750000, 
trial0028855, AA, 774, 18, 43.000000, GDX, 175, 2, 87.500000, ZIC, 122, 12, 10.166667, 
trial0028856, AA, 689, 18, 38.277778, GDX, 105, 2, 52.500000, ZIC, 246, 12, 20.500000, 
trial0028857, AA, 613, 18, 34.055556, GDX, 139, 2, 69.500000, ZIC, 259, 12, 21.583333, 
trial0028858, AA, 690, 18, 38.333333, GDX, 138, 2, 69.000000, ZIC, 148, 12, 12.333333, 
trial0028859, AA, 621, 18, 34.500000, GDX, 40, 2, 20.000000, ZIC, 251, 12, 20.916667, 
trial0028860, AA, 666, 18, 37.000000, GDX, 4, 2, 2.000000, ZIC, 119, 12, 9.916667, 
trial0028861, AA, 1276, 18, 70.888889, GDX, 170, 2, 85.000000, ZIC, 790, 12, 65.833333, 
trial0028862, AA, 1147, 18, 63.722222, GDX, 456, 2, 228.000000, ZIC, 502, 12, 41.833333, 
trial0028863, AA, 1308, 18, 72.666667, GDX, 213, 2, 106.500000, ZIC, 969, 12, 80.750000, 
trial0028864, AA, 945, 18, 52.500000, GDX, 517, 2, 258.500000, ZIC, 977, 12, 81.416667, 
trial0028865, AA, 1499, 18, 83.277778, GDX, 63, 2, 31.500000, ZIC, 676, 12, 56.333333, 
trial0028866, AA, 1803, 18, 100.166667, GDX, 77, 2, 38.500000, ZIC, 445, 12, 37.083333, 
trial0028867, AA, 1175, 18, 65.277778, GDX, 595, 2, 297.500000, ZIC, 659, 12, 54.916667, 
