trial0023701, GDX, 339, 10, 33.900000, ZIC, 663, 10, 66.300000, ZIP, 436, 12, 36.333333, 
trial0023702, GDX, 967, 10, 96.700000, ZIC, 328, 10, 32.800000, ZIP, 626, 12, 52.166667, 
trial0023703, GDX, 548, 10, 54.800000, ZIC, 355, 10, 35.500000, ZIP, 728, 12, 60.666667, 
trial0023704, GDX, 769, 10, 76.900000, ZIC, 320, 10, 32.000000, ZIP, 541, 12, 45.083333, 
trial0023705, GDX, 702, 10, 70.200000, ZIC, 704, 10, 70.400000, ZIP, 566, 12, 47.166667, 
trial0023706, GDX, 845, 10, 84.500000, ZIC, 979, 10, 97.900000, ZIP, 415, 12, 34.583333, 
trial0023707, GDX, 344, 10, 34.400000, ZIC, 538, 10, 53.800000, ZIP, 520, 12, 43.333333, 
trial0023708, GDX, 434, 10, 43.400000, ZIC, 757, 10, 75.700000, ZIP, 766, 12, 63.833333, 
trial0023709, GDX, 425, 10, 42.500000, ZIC, 680, 10, 68.000000, ZIP, 986, 12, 82.166667, 
trial0023710, GDX, 401, 10, 40.100000, ZIC, 651, 10, 65.100000, ZIP, 1118, 12, 93.166667, 
trial0023711, GDX, 773, 10, 77.300000, ZIC, 670, 10, 67.000000, ZIP, 594, 12, 49.500000, 
trial0023712, GDX, 154, 10, 15.400000, ZIC, 429, 10, 42.900000, ZIP, 462, 12, 38.500000, 
trial0023713, GDX, 488, 10, 48.800000, ZIC, 36, 10, 3.600000, ZIP, 1039, 12, 86.583333, 
trial0023714, GDX, 481, 10, 48.100000, ZIC, 260, 10, 26.000000, ZIP, 1144, 12, 95.333333, 
trial0023715, GDX, 891, 10, 89.100000, ZIC, 543, 10, 54.300000, ZIP, 1351, 12, 112.583333, 
trial0023716, GDX, 523, 10, 52.300000, ZIC, 223, 10, 22.300000, ZIP, 1127, 12, 93.916667, 
trial0023717, GDX, 426, 10, 42.600000, ZIC, 144, 10, 14.400000, ZIP, 938, 12, 78.166667, 
trial0023718, GDX, 763, 10, 76.300000, ZIC, 469, 10, 46.900000, ZIP, 431, 12, 35.916667, 
trial0023719, GDX, 243, 10, 24.300000, ZIC, 58, 10, 5.800000, ZIP, 1352, 12, 112.666667, 
trial0023720, GDX, 172, 10, 17.200000, ZIC, 686, 10, 68.600000, ZIP, 900, 12, 75.000000, 
trial0023721, GDX, 289, 10, 28.900000, ZIC, 153, 10, 15.300000, ZIP, 1139, 12, 94.916667, 
trial0023722, GDX, 501, 10, 50.100000, ZIC, 267, 10, 26.700000, ZIP, 910, 12, 75.833333, 
trial0023723, GDX, 471, 10, 47.100000, ZIC, 416, 10, 41.600000, ZIP, 555, 12, 46.250000, 
trial0023724, GDX, 271, 10, 27.100000, ZIC, 544, 10, 54.400000, ZIP, 713, 12, 59.416667, 
trial0023725, GDX, 842, 10, 84.200000, ZIC, 383, 10, 38.300000, ZIP, 968, 12, 80.666667, 
trial0023726, GDX, 729, 10, 72.900000, ZIC, 230, 10, 23.000000, ZIP, 872, 12, 72.666667, 
trial0023727, GDX, 658, 10, 65.800000, ZIC, 485, 10, 48.500000, ZIP, 895, 12, 74.583333, 
trial0023728, GDX, 204, 10, 20.400000, ZIC, 589, 10, 58.900000, ZIP, 878, 12, 73.166667, 
trial0023729, GDX, 461, 10, 46.100000, ZIC, 770, 10, 77.000000, ZIP, 869, 12, 72.416667, 
trial0023730, GDX, 424, 10, 42.400000, ZIC, 617, 10, 61.700000, ZIP, 717, 12, 59.750000, 
