trial0017701, AA, 1125, 14, 80.357143, ZIC, 996, 10, 99.600000, ZIP, 672, 8, 84.000000, 
trial0017702, AA, 1109, 14, 79.214286, ZIC, 1185, 10, 118.500000, ZIP, 407, 8, 50.875000, 
trial0017703, AA, 1828, 14, 130.571429, ZIC, 777, 10, 77.700000, ZIP, 466, 8, 58.250000, 
trial0017704, AA, 1578, 14, 112.714286, ZIC, 548, 10, 54.800000, ZIP, 731, 8, 91.375000, 
trial0017705, AA, 1703, 14, 121.642857, ZIC, 227, 10, 22.700000, ZIP, 943, 8, 117.875000, 
trial0017706, AA, 1811, 14, 129.357143, ZIC, 266, 10, 26.600000, ZIP, 767, 8, 95.875000, 
trial0017707, AA, 1229, 14, 87.785714, ZIC, 1013, 10, 101.300000, ZIP, 572, 8, 71.500000, 
trial0017708, AA, 468, 14, 33.428571, ZIC, 531, 10, 53.100000, ZIP, 1815, 8, 226.875000, 
trial0017709, AA, 1305, 14, 93.214286, ZIC, 982, 10, 98.200000, ZIP, 383, 8, 47.875000, 
trial0017710, AA, 1296, 14, 92.571429, ZIC, 618, 10, 61.800000, ZIP, 856, 8, 107.000000, 
trial0017711, AA, 842, 14, 60.142857, ZIC, 873, 10, 87.300000, ZIP, 1258, 8, 157.250000, 
trial0017712, AA, 848, 14, 60.571429, ZIC, 984, 10, 98.400000, ZIP, 741, 8, 92.625000, 
trial0017713, AA, 736, 14, 52.571429, ZIC, 861, 10, 86.100000, ZIP, 915, 8, 114.375000, 
trial0017714, AA, 1442, 14, 103.000000, ZIC, 742, 10, 74.200000, ZIP, 631, 8, 78.875000, 
trial0017715, AA, 1527, 14, 109.071429, ZIC, 560, 10, 56.000000, ZIP, 1066, 8, 133.250000, 
trial0017716, AA, 1573, 14, 112.357143, ZIC, 351, 10, 35.100000, ZIP, 869, 8, 108.625000, 
trial0017717, AA, 1501, 14, 107.214286, ZIC, 483, 10, 48.300000, ZIP, 805, 8, 100.625000, 
trial0017718, AA, 1142, 14, 81.571429, ZIC, 748, 10, 74.800000, ZIP, 1044, 8, 130.500000, 
trial0017719, AA, 1185, 14, 84.642857, ZIC, 568, 10, 56.800000, ZIP, 1023, 8, 127.875000, 
trial0017720, AA, 1182, 14, 84.428571, ZIC, 894, 10, 89.400000, ZIP, 602, 8, 75.250000, 
trial0017721, AA, 1848, 14, 132.000000, ZIC, 541, 10, 54.100000, ZIP, 330, 8, 41.250000, 
trial0017722, AA, 1345, 14, 96.071429, ZIC, 734, 10, 73.400000, ZIP, 425, 8, 53.125000, 
trial0017723, AA, 1232, 14, 88.000000, ZIC, 1090, 10, 109.000000, ZIP, 686, 8, 85.750000, 
trial0017724, AA, 1069, 14, 76.357143, ZIC, 972, 10, 97.200000, ZIP, 876, 8, 109.500000, 
trial0017725, AA, 1291, 14, 92.214286, ZIC, 603, 10, 60.300000, ZIP, 872, 8, 109.000000, 
trial0017726, AA, 934, 14, 66.714286, ZIC, 801, 10, 80.100000, ZIP, 1186, 8, 148.250000, 
trial0017727, AA, 1793, 14, 128.071429, ZIC, 430, 10, 43.000000, ZIP, 296, 8, 37.000000, 
trial0017728, AA, 1085, 14, 77.500000, ZIC, 732, 10, 73.200000, ZIP, 876, 8, 109.500000, 
trial0017729, AA, 1028, 14, 73.428571, ZIC, 730, 10, 73.000000, ZIP, 1128, 8, 141.000000, 
trial0017730, AA, 1239, 14, 88.500000, ZIC, 765, 10, 76.500000, ZIP, 948, 8, 118.500000, 
trial0017731, AA, 785, 14, 56.071429, ZIC, 814, 10, 81.400000, ZIP, 859, 8, 107.375000, 
trial0017732, AA, 1140, 14, 81.428571, ZIC, 590, 10, 59.000000, ZIP, 625, 8, 78.125000, 
trial0017733, AA, 503, 14, 35.928571, ZIC, 727, 10, 72.700000, ZIP, 1453, 8, 181.625000, 
trial0017734, AA, 1314, 14, 93.857143, ZIC, 485, 10, 48.500000, ZIP, 600, 8, 75.000000, 
trial0017735, AA, 1483, 14, 105.928571, ZIC, 318, 10, 31.800000, ZIP, 685, 8, 85.625000, 
trial0017736, AA, 776, 14, 55.428571, ZIC, 944, 10, 94.400000, ZIP, 665, 8, 83.125000, 
trial0017737, AA, 1090, 14, 77.857143, ZIC, 746, 10, 74.600000, ZIP, 716, 8, 89.500000, 
trial0017738, AA, 716, 14, 51.142857, ZIC, 851, 10, 85.100000, ZIP, 649, 8, 81.125000, 
trial0017739, AA, 1366, 14, 97.571429, ZIC, 711, 10, 71.100000, ZIP, 599, 8, 74.875000, 
trial0017740, AA, 1248, 14, 89.142857, ZIC, 646, 10, 64.600000, ZIP, 480, 8, 60.000000, 
trial0017741, AA, 949, 14, 67.785714, ZIC, 1037, 10, 103.700000, ZIP, 483, 8, 60.375000, 
trial0017742, AA, 906, 14, 64.714286, ZIC, 847, 10, 84.700000, ZIP, 759, 8, 94.875000, 
trial0017743, AA, 1620, 14, 115.714286, ZIC, 483, 10, 48.300000, ZIP, 526, 8, 65.750000, 
trial0017744, AA, 1261, 14, 90.071429, ZIC, 469, 10, 46.900000, ZIP, 643, 8, 80.375000, 
trial0017745, AA, 790, 14, 56.428571, ZIC, 711, 10, 71.100000, ZIP, 1038, 8, 129.750000, 
trial0017746, AA, 979, 14, 69.928571, ZIC, 492, 10, 49.200000, ZIP, 1231, 8, 153.875000, 
trial0017747, AA, 800, 14, 57.142857, ZIC, 821, 10, 82.100000, ZIP, 505, 8, 63.125000, 
trial0017748, AA, 1366, 14, 97.571429, ZIC, 814, 10, 81.400000, ZIP, 396, 8, 49.500000, 
trial0017749, AA, 1136, 14, 81.142857, ZIC, 840, 10, 84.000000, ZIP, 602, 8, 75.250000, 
trial0017750, AA, 972, 14, 69.428571, ZIC, 840, 10, 84.000000, ZIP, 402, 8, 50.250000, 
trial0017751, AA, 1132, 14, 80.857143, ZIC, 699, 10, 69.900000, ZIP, 604, 8, 75.500000, 
trial0017752, AA, 1601, 14, 114.357143, ZIC, 427, 10, 42.700000, ZIP, 519, 8, 64.875000, 
trial0017753, AA, 1288, 14, 92.000000, ZIC, 895, 10, 89.500000, ZIP, 261, 8, 32.625000, 
trial0017754, AA, 552, 14, 39.428571, ZIC, 823, 10, 82.300000, ZIP, 1174, 8, 146.750000, 
trial0017755, AA, 1191, 14, 85.071429, ZIC, 852, 10, 85.200000, ZIP, 517, 8, 64.625000, 
trial0017756, AA, 1737, 14, 124.071429, ZIC, 359, 10, 35.900000, ZIP, 615, 8, 76.875000, 
trial0017757, AA, 1266, 14, 90.428571, ZIC, 442, 10, 44.200000, ZIP, 671, 8, 83.875000, 
trial0017758, AA, 1199, 14, 85.642857, ZIC, 700, 10, 70.000000, ZIP, 452, 8, 56.500000, 
trial0017759, AA, 1122, 14, 80.142857, ZIC, 651, 10, 65.100000, ZIP, 1020, 8, 127.500000, 
trial0017760, AA, 880, 14, 62.857143, ZIC, 673, 10, 67.300000, ZIP, 924, 8, 115.500000, 
trial0017761, AA, 1317, 14, 94.071429, ZIC, 482, 10, 48.200000, ZIP, 1173, 8, 146.625000, 
trial0017762, AA, 1510, 14, 107.857143, ZIC, 429, 10, 42.900000, ZIP, 882, 8, 110.250000, 
trial0017763, AA, 1873, 14, 133.785714, ZIC, 698, 10, 69.800000, ZIP, 718, 8, 89.750000, 
trial0017764, AA, 1055, 14, 75.357143, ZIC, 1190, 10, 119.000000, ZIP, 562, 8, 70.250000, 
trial0017765, AA, 1056, 14, 75.428571, ZIC, 1049, 10, 104.900000, ZIP, 462, 8, 57.750000, 
