trial0035401, GDX, 595, 18, 33.055556, ZIC, 358, 4, 89.500000, ZIP, 225, 10, 22.500000, 
trial0035402, GDX, 142, 18, 7.888889, ZIC, 42, 4, 10.500000, ZIP, 485, 10, 48.500000, 
trial0035403, GDX, 239, 18, 13.277778, ZIC, 268, 4, 67.000000, ZIP, 388, 10, 38.800000, 
trial0035404, GDX, 557, 18, 30.944444, ZIC, 218, 4, 54.500000, ZIP, 321, 10, 32.100000, 
trial0035405, GDX, 252, 18, 14.000000, ZIC, 163, 4, 40.750000, ZIP, 377, 10, 37.700000, 
trial0035406, GDX, 321, 18, 17.833333, ZIC, 400, 4, 100.000000, ZIP, 350, 10, 35.000000, 
trial0035407, GDX, 606, 18, 33.666667, ZIC, 72, 4, 18.000000, ZIP, 548, 10, 54.800000, 
trial0035408, GDX, 516, 18, 28.666667, ZIC, 128, 4, 32.000000, ZIP, 662, 10, 66.200000, 
trial0035409, GDX, 161, 18, 8.944444, ZIC, 421, 4, 105.250000, ZIP, 415, 10, 41.500000, 
trial0035410, GDX, 431, 18, 23.944444, ZIC, 93, 4, 23.250000, ZIP, 365, 10, 36.500000, 
trial0035411, GDX, 462, 18, 25.666667, ZIC, 215, 4, 53.750000, ZIP, 720, 10, 72.000000, 
trial0035412, GDX, 335, 18, 18.611111, ZIC, 150, 4, 37.500000, ZIP, 527, 10, 52.700000, 
trial0035413, GDX, 473, 18, 26.277778, ZIC, 215, 4, 53.750000, ZIP, 721, 10, 72.100000, 
trial0035414, GDX, 363, 18, 20.166667, ZIC, 373, 4, 93.250000, ZIP, 215, 10, 21.500000, 
trial0035415, GDX, 359, 18, 19.944444, ZIC, 131, 4, 32.750000, ZIP, 321, 10, 32.100000, 
trial0035416, GDX, 524, 18, 29.111111, ZIC, 50, 4, 12.500000, ZIP, 915, 10, 91.500000, 
trial0035417, GDX, 389, 18, 21.611111, ZIC, 138, 4, 34.500000, ZIP, 380, 10, 38.000000, 
trial0035418, GDX, 768, 18, 42.666667, ZIC, 193, 4, 48.250000, ZIP, 352, 10, 35.200000, 
trial0035419, GDX, 409, 18, 22.722222, ZIC, 55, 4, 13.750000, ZIP, 497, 10, 49.700000, 
trial0035420, GDX, 210, 18, 11.666667, ZIC, 155, 4, 38.750000, ZIP, 357, 10, 35.700000, 
trial0035421, GDX, 754, 18, 41.888889, ZIC, 73, 4, 18.250000, ZIP, 646, 10, 64.600000, 
trial0035422, GDX, 372, 18, 20.666667, ZIC, 396, 4, 99.000000, ZIP, 519, 10, 51.900000, 
trial0035423, GDX, 817, 18, 45.388889, ZIC, 49, 4, 12.250000, ZIP, 430, 10, 43.000000, 
trial0035424, GDX, 90, 18, 5.000000, ZIC, 25, 4, 6.250000, ZIP, 343, 10, 34.300000, 
trial0035425, GDX, 575, 18, 31.944444, ZIC, 174, 4, 43.500000, ZIP, 268, 10, 26.800000, 
trial0035426, GDX, 482, 18, 26.777778, ZIC, 157, 4, 39.250000, ZIP, 152, 10, 15.200000, 
trial0035427, GDX, 162, 18, 9.000000, ZIC, 207, 4, 51.750000, ZIP, 418, 10, 41.800000, 
trial0035428, GDX, 346, 18, 19.222222, ZIC, 223, 4, 55.750000, ZIP, 231, 10, 23.100000, 
trial0035429, GDX, 418, 18, 23.222222, ZIC, 22, 4, 5.500000, ZIP, 352, 10, 35.200000, 
trial0035430, GDX, 380, 18, 21.111111, ZIC, 218, 4, 54.500000, ZIP, 194, 10, 19.400000, 
trial0035431, GDX, 77, 18, 4.277778, ZIC, 13, 4, 3.250000, ZIP, 78, 10, 7.800000, 
trial0035432, GDX, 121, 18, 6.722222, ZIC, 34, 4, 8.500000, ZIP, 202, 10, 20.200000, 
trial0035433, GDX, 61, 18, 3.388889, ZIC, 21, 4, 5.250000, ZIP, 63, 10, 6.300000, 
trial0035434, GDX, 19, 18, 1.055556, ZIC, 0, 4, 0.000000, ZIP, 40, 10, 4.000000, 
trial0035435, GDX, 126, 18, 7.000000, ZIC, 70, 4, 17.500000, ZIP, 93, 10, 9.300000, 
trial0035436, GDX, 119, 18, 6.611111, ZIC, 0, 4, 0.000000, ZIP, 44, 10, 4.400000, 
trial0035437, GDX, 148, 18, 8.222222, ZIC, 26, 4, 6.500000, ZIP, 17, 10, 1.700000, 
trial0035438, GDX, 199, 18, 11.055556, ZIC, 39, 4, 9.750000, ZIP, 55, 10, 5.500000, 
trial0035439, GDX, 215, 18, 11.944444, ZIC, 0, 4, 0.000000, ZIP, 48, 10, 4.800000, 
trial0035440, GDX, 151, 18, 8.388889, ZIC, 64, 4, 16.000000, ZIP, 80, 10, 8.000000, 
trial0035441, GDX, 257, 18, 14.277778, ZIC, 17, 4, 4.250000, ZIP, 51, 10, 5.100000, 
trial0035442, GDX, 231, 18, 12.833333, ZIC, 4, 4, 1.000000, ZIP, 82, 10, 8.200000, 
trial0035443, GDX, 133, 18, 7.388889, ZIC, 27, 4, 6.750000, ZIP, 82, 10, 8.200000, 
trial0035444, GDX, 172, 18, 9.555556, ZIC, 80, 4, 20.000000, ZIP, 17, 10, 1.700000, 
trial0035445, GDX, 186, 18, 10.333333, ZIC, 46, 4, 11.500000, ZIP, 81, 10, 8.100000, 
trial0035446, GDX, 265, 18, 14.722222, ZIC, 21, 4, 5.250000, ZIP, 40, 10, 4.000000, 
trial0035447, GDX, 189, 18, 10.500000, ZIC, 13, 4, 3.250000, ZIP, 71, 10, 7.100000, 
trial0035448, GDX, 147, 18, 8.166667, ZIC, 33, 4, 8.250000, ZIP, 86, 10, 8.600000, 
trial0035449, GDX, 119, 18, 6.611111, ZIC, 2, 4, 0.500000, ZIP, 202, 10, 20.200000, 
trial0035450, GDX, 98, 18, 5.444444, ZIC, 13, 4, 3.250000, ZIP, 71, 10, 7.100000, 
trial0035451, GDX, 171, 18, 9.500000, ZIC, 19, 4, 4.750000, ZIP, 84, 10, 8.400000, 
trial0035452, GDX, 100, 18, 5.555556, ZIC, 20, 4, 5.000000, ZIP, 49, 10, 4.900000, 
trial0035453, GDX, 79, 18, 4.388889, ZIC, 37, 4, 9.250000, ZIP, 9, 10, 0.900000, 
trial0035454, GDX, 197, 18, 10.944444, ZIC, 39, 4, 9.750000, ZIP, 49, 10, 4.900000, 
trial0035455, GDX, 142, 18, 7.888889, ZIC, 3, 4, 0.750000, ZIP, 167, 10, 16.700000, 
trial0035456, GDX, 23, 18, 1.277778, ZIC, 8, 4, 2.000000, ZIP, 77, 10, 7.700000, 
trial0035457, GDX, 87, 18, 4.833333, ZIC, 28, 4, 7.000000, ZIP, 108, 10, 10.800000, 
trial0035458, GDX, 88, 18, 4.888889, ZIC, 1, 4, 0.250000, ZIP, 393, 10, 39.300000, 
trial0035459, GDX, 109, 18, 6.055556, ZIC, 9, 4, 2.250000, ZIP, 306, 10, 30.600000, 
trial0035460, GDX, 15, 18, 0.833333, ZIC, 7, 4, 1.750000, ZIP, 0, 10, 0.000000, 
trial0035461, GDX, 153, 18, 8.500000, ZIC, 34, 4, 8.500000, ZIP, 103, 10, 10.300000, 
trial0035462, GDX, 294, 18, 16.333333, ZIC, 2, 4, 0.500000, ZIP, 127, 10, 12.700000, 
trial0035463, GDX, 67, 18, 3.722222, ZIC, 20, 4, 5.000000, ZIP, 185, 10, 18.500000, 
trial0035464, GDX, 147, 18, 8.166667, ZIC, 28, 4, 7.000000, ZIP, 180, 10, 18.000000, 
trial0035465, GDX, 121, 18, 6.722222, ZIC, 0, 4, 0.000000, ZIP, 76, 10, 7.600000, 
trial0035466, GDX, 277, 18, 15.388889, ZIC, 86, 4, 21.500000, ZIP, 168, 10, 16.800000, 
trial0035467, GDX, 210, 18, 11.666667, ZIC, 24, 4, 6.000000, ZIP, 295, 10, 29.500000, 
trial0035468, GDX, 146, 18, 8.111111, ZIC, 41, 4, 10.250000, ZIP, 101, 10, 10.100000, 
trial0035469, GDX, 200, 18, 11.111111, ZIC, 0, 4, 0.000000, ZIP, 192, 10, 19.200000, 
trial0035470, GDX, 243, 18, 13.500000, ZIC, 0, 4, 0.000000, ZIP, 316, 10, 31.600000, 
trial0035471, GDX, 208, 18, 11.555556, ZIC, 7, 4, 1.750000, ZIP, 103, 10, 10.300000, 
trial0035472, GDX, 195, 18, 10.833333, ZIC, 38, 4, 9.500000, ZIP, 194, 10, 19.400000, 
trial0035473, GDX, 246, 18, 13.666667, ZIC, 74, 4, 18.500000, ZIP, 71, 10, 7.100000, 
trial0035474, GDX, 222, 18, 12.333333, ZIC, 101, 4, 25.250000, ZIP, 144, 10, 14.400000, 
trial0035475, GDX, 215, 18, 11.944444, ZIC, 29, 4, 7.250000, ZIP, 141, 10, 14.100000, 
trial0035476, GDX, 101, 18, 5.611111, ZIC, 23, 4, 5.750000, ZIP, 129, 10, 12.900000, 
trial0035477, GDX, 219, 18, 12.166667, ZIC, 27, 4, 6.750000, ZIP, 162, 10, 16.200000, 
trial0035478, GDX, 310, 18, 17.222222, ZIC, 0, 4, 0.000000, ZIP, 65, 10, 6.500000, 
trial0035479, GDX, 267, 18, 14.833333, ZIC, 86, 4, 21.500000, ZIP, 66, 10, 6.600000, 
trial0035480, GDX, 183, 18, 10.166667, ZIC, 0, 4, 0.000000, ZIP, 302, 10, 30.200000, 
trial0035481, GDX, 267, 18, 14.833333, ZIC, 48, 4, 12.000000, ZIP, 443, 10, 44.300000, 
trial0035482, GDX, 62, 18, 3.444444, ZIC, 108, 4, 27.000000, ZIP, 115, 10, 11.500000, 
trial0035483, GDX, 160, 18, 8.888889, ZIC, 17, 4, 4.250000, ZIP, 373, 10, 37.300000, 
trial0035484, GDX, 255, 18, 14.166667, ZIC, 16, 4, 4.000000, ZIP, 107, 10, 10.700000, 
trial0035485, GDX, 104, 18, 5.777778, ZIC, 31, 4, 7.750000, ZIP, 163, 10, 16.300000, 
trial0035486, GDX, 113, 18, 6.277778, ZIC, 81, 4, 20.250000, ZIP, 174, 10, 17.400000, 
trial0035487, GDX, 179, 18, 9.944444, ZIC, 31, 4, 7.750000, ZIP, 143, 10, 14.300000, 
trial0035488, GDX, 134, 18, 7.444444, ZIC, 39, 4, 9.750000, ZIP, 164, 10, 16.400000, 
trial0035489, GDX, 282, 18, 15.666667, ZIC, 15, 4, 3.750000, ZIP, 99, 10, 9.900000, 
trial0035490, GDX, 55, 18, 3.055556, ZIC, 19, 4, 4.750000, ZIP, 232, 10, 23.200000, 
trial0035491, GDX, 368, 18, 20.444444, ZIC, 19, 4, 4.750000, ZIP, 169, 10, 16.900000, 
trial0035492, GDX, 340, 18, 18.888889, ZIC, 26, 4, 6.500000, ZIP, 253, 10, 25.300000, 
