trial0056101, AA, 0, 2, 0.000000, GDX, 50, 6, 8.333333, ZIC, 148, 18, 8.222222, ZIP, 120, 6, 20.000000, 
trial0056102, AA, 0, 2, 0.000000, GDX, 26, 6, 4.333333, ZIC, 185, 18, 10.277778, ZIP, 86, 6, 14.333333, 
trial0056103, AA, 15, 2, 7.500000, GDX, 28, 6, 4.666667, ZIC, 156, 18, 8.666667, ZIP, 130, 6, 21.666667, 
trial0056104, AA, 14, 2, 7.000000, GDX, 2, 6, 0.333333, ZIC, 243, 18, 13.500000, ZIP, 38, 6, 6.333333, 
trial0056105, AA, 41, 2, 20.500000, GDX, 37, 6, 6.166667, ZIC, 109, 18, 6.055556, ZIP, 89, 6, 14.833333, 
trial0056106, AA, 29, 2, 14.500000, GDX, 29, 6, 4.833333, ZIC, 165, 18, 9.166667, ZIP, 69, 6, 11.500000, 
trial0056107, AA, 49, 2, 24.500000, GDX, 53, 6, 8.833333, ZIC, 110, 18, 6.111111, ZIP, 101, 6, 16.833333, 
trial0056108, AA, 16, 2, 8.000000, GDX, 0, 6, 0.000000, ZIC, 228, 18, 12.666667, ZIP, 69, 6, 11.500000, 
trial0056109, AA, 36, 2, 18.000000, GDX, 4, 6, 0.666667, ZIC, 187, 18, 10.388889, ZIP, 70, 6, 11.666667, 
trial0056110, AA, 13, 2, 6.500000, GDX, 16, 6, 2.666667, ZIC, 180, 18, 10.000000, ZIP, 109, 6, 18.166667, 
trial0056111, AA, 33, 2, 16.500000, GDX, 57, 6, 9.500000, ZIC, 134, 18, 7.444444, ZIP, 78, 6, 13.000000, 
trial0056112, AA, 34, 2, 17.000000, GDX, 26, 6, 4.333333, ZIC, 155, 18, 8.611111, ZIP, 103, 6, 17.166667, 
trial0056113, AA, 5, 2, 2.500000, GDX, 6, 6, 1.000000, ZIC, 228, 18, 12.666667, ZIP, 73, 6, 12.166667, 
trial0056114, AA, 4, 2, 2.000000, GDX, 54, 6, 9.000000, ZIC, 233, 18, 12.944444, ZIP, 22, 6, 3.666667, 
trial0056115, AA, 10, 2, 5.000000, GDX, 52, 6, 8.666667, ZIC, 221, 18, 12.277778, ZIP, 40, 6, 6.666667, 
trial0056116, AA, 18, 2, 9.000000, GDX, 35, 6, 5.833333, ZIC, 130, 18, 7.222222, ZIP, 58, 6, 9.666667, 
trial0056117, AA, 38, 2, 19.000000, GDX, 15, 6, 2.500000, ZIC, 167, 18, 9.277778, ZIP, 98, 6, 16.333333, 
trial0056118, AA, 32, 2, 16.000000, GDX, 18, 6, 3.000000, ZIC, 193, 18, 10.722222, ZIP, 49, 6, 8.166667, 
trial0056119, AA, 36, 2, 18.000000, GDX, 33, 6, 5.500000, ZIC, 151, 18, 8.388889, ZIP, 66, 6, 11.000000, 
trial0056120, AA, 2, 2, 1.000000, GDX, 77, 6, 12.833333, ZIC, 168, 18, 9.333333, ZIP, 76, 6, 12.666667, 
trial0056121, AA, 0, 2, 0.000000, GDX, 22, 6, 3.666667, ZIC, 185, 18, 10.277778, ZIP, 69, 6, 11.500000, 
trial0056122, AA, 2, 2, 1.000000, GDX, 75, 6, 12.500000, ZIC, 139, 18, 7.722222, ZIP, 91, 6, 15.166667, 
trial0056123, AA, 4, 2, 2.000000, GDX, 48, 6, 8.000000, ZIC, 172, 18, 9.555556, ZIP, 62, 6, 10.333333, 
trial0056124, AA, 0, 2, 0.000000, GDX, 16, 6, 2.666667, ZIC, 125, 18, 6.944444, ZIP, 182, 6, 30.333333, 
trial0056125, AA, 14, 2, 7.000000, GDX, 58, 6, 9.666667, ZIC, 181, 18, 10.055556, ZIP, 54, 6, 9.000000, 
trial0056126, AA, 30, 2, 15.000000, GDX, 71, 6, 11.833333, ZIC, 150, 18, 8.333333, ZIP, 41, 6, 6.833333, 
trial0056127, AA, 43, 2, 21.500000, GDX, 51, 6, 8.500000, ZIC, 125, 18, 6.944444, ZIP, 89, 6, 14.833333, 
trial0056128, AA, 22, 2, 11.000000, GDX, 19, 6, 3.166667, ZIC, 133, 18, 7.388889, ZIP, 91, 6, 15.166667, 
trial0056129, AA, 61, 2, 30.500000, GDX, 12, 6, 2.000000, ZIC, 154, 18, 8.555556, ZIP, 70, 6, 11.666667, 
trial0056130, AA, 0, 2, 0.000000, GDX, 0, 6, 0.000000, ZIC, 233, 18, 12.944444, ZIP, 85, 6, 14.166667, 
trial0056131, AA, 6, 2, 3.000000, GDX, 11, 6, 1.833333, ZIC, 117, 18, 6.500000, ZIP, 18, 6, 3.000000, 
trial0056132, AA, 13, 2, 6.500000, GDX, 50, 6, 8.333333, ZIC, 57, 18, 3.166667, ZIP, 25, 6, 4.166667, 
trial0056133, AA, 3, 2, 1.500000, GDX, 27, 6, 4.500000, ZIC, 108, 18, 6.000000, ZIP, 38, 6, 6.333333, 
trial0056134, AA, 4, 2, 2.000000, GDX, 43, 6, 7.166667, ZIC, 28, 18, 1.555556, ZIP, 52, 6, 8.666667, 
trial0056135, AA, 10, 2, 5.000000, GDX, 55, 6, 9.166667, ZIC, 62, 18, 3.444444, ZIP, 31, 6, 5.166667, 
trial0056136, AA, 3, 2, 1.500000, GDX, 31, 6, 5.166667, ZIC, 70, 18, 3.888889, ZIP, 44, 6, 7.333333, 
trial0056137, AA, 0, 2, 0.000000, GDX, 28, 6, 4.666667, ZIC, 91, 18, 5.055556, ZIP, 45, 6, 7.500000, 
trial0056138, AA, 0, 2, 0.000000, GDX, 34, 6, 5.666667, ZIC, 64, 18, 3.555556, ZIP, 45, 6, 7.500000, 
trial0056139, AA, 23, 2, 11.500000, GDX, 39, 6, 6.500000, ZIC, 69, 18, 3.833333, ZIP, 39, 6, 6.500000, 
trial0056140, AA, 20, 2, 10.000000, GDX, 8, 6, 1.333333, ZIC, 55, 18, 3.055556, ZIP, 29, 6, 4.833333, 
trial0056141, AA, 0, 2, 0.000000, GDX, 53, 6, 8.833333, ZIC, 63, 18, 3.500000, ZIP, 45, 6, 7.500000, 
trial0056142, AA, 4, 2, 2.000000, GDX, 3, 6, 0.500000, ZIC, 98, 18, 5.444444, ZIP, 53, 6, 8.833333, 
trial0056143, AA, 5, 2, 2.500000, GDX, 81, 6, 13.500000, ZIC, 36, 18, 2.000000, ZIP, 19, 6, 3.166667, 
trial0056144, AA, 13, 2, 6.500000, GDX, 17, 6, 2.833333, ZIC, 68, 18, 3.777778, ZIP, 31, 6, 5.166667, 
trial0056145, AA, 2, 2, 1.000000, GDX, 19, 6, 3.166667, ZIC, 81, 18, 4.500000, ZIP, 63, 6, 10.500000, 
trial0056146, AA, 21, 2, 10.500000, GDX, 0, 6, 0.000000, ZIC, 79, 18, 4.388889, ZIP, 56, 6, 9.333333, 
trial0056147, AA, 6, 2, 3.000000, GDX, 39, 6, 6.500000, ZIC, 75, 18, 4.166667, ZIP, 49, 6, 8.166667, 
trial0056148, AA, 0, 2, 0.000000, GDX, 12, 6, 2.000000, ZIC, 50, 18, 2.777778, ZIP, 82, 6, 13.666667, 
trial0056149, AA, 2, 2, 1.000000, GDX, 29, 6, 4.833333, ZIC, 72, 18, 4.000000, ZIP, 50, 6, 8.333333, 
trial0056150, AA, 2, 2, 1.000000, GDX, 7, 6, 1.166667, ZIC, 138, 18, 7.666667, ZIP, 15, 6, 2.500000, 
trial0056151, AA, 2, 2, 1.000000, GDX, 33, 6, 5.500000, ZIC, 58, 18, 3.222222, ZIP, 26, 6, 4.333333, 
trial0056152, AA, 14, 2, 7.000000, GDX, 46, 6, 7.666667, ZIC, 54, 18, 3.000000, ZIP, 41, 6, 6.833333, 
trial0056153, AA, 15, 2, 7.500000, GDX, 23, 6, 3.833333, ZIC, 78, 18, 4.333333, ZIP, 49, 6, 8.166667, 
trial0056154, AA, 16, 2, 8.000000, GDX, 24, 6, 4.000000, ZIC, 97, 18, 5.388889, ZIP, 20, 6, 3.333333, 
trial0056155, AA, 20, 2, 10.000000, GDX, 11, 6, 1.833333, ZIC, 133, 18, 7.388889, ZIP, 14, 6, 2.333333, 
trial0056156, AA, 13, 2, 6.500000, GDX, 39, 6, 6.500000, ZIC, 88, 18, 4.888889, ZIP, 27, 6, 4.500000, 
trial0056157, AA, 3, 2, 1.500000, GDX, 0, 6, 0.000000, ZIC, 77, 18, 4.277778, ZIP, 98, 6, 16.333333, 
trial0056158, AA, 24, 2, 12.000000, GDX, 55, 6, 9.166667, ZIC, 45, 18, 2.500000, ZIP, 1, 6, 0.166667, 
trial0056159, AA, 2, 2, 1.000000, GDX, 17, 6, 2.833333, ZIC, 125, 18, 6.944444, ZIP, 32, 6, 5.333333, 
