trial0045901, AA, 77, 6, 12.833333, ZIC, 90, 16, 5.625000, ZIP, 93, 10, 9.300000, 
trial0045902, AA, 98, 6, 16.333333, ZIC, 84, 16, 5.250000, ZIP, 91, 10, 9.100000, 
trial0045903, AA, 35, 6, 5.833333, ZIC, 93, 16, 5.812500, ZIP, 92, 10, 9.200000, 
trial0045904, AA, 44, 6, 7.333333, ZIC, 143, 16, 8.937500, ZIP, 68, 10, 6.800000, 
trial0045905, AA, 10, 6, 1.666667, ZIC, 114, 16, 7.125000, ZIP, 136, 10, 13.600000, 
trial0045906, AA, 36, 6, 6.000000, ZIC, 161, 16, 10.062500, ZIP, 41, 10, 4.100000, 
trial0045907, AA, 45, 6, 7.500000, ZIC, 170, 16, 10.625000, ZIP, 50, 10, 5.000000, 
trial0045908, AA, 32, 6, 5.333333, ZIC, 139, 16, 8.687500, ZIP, 59, 10, 5.900000, 
trial0045909, AA, 34, 6, 5.666667, ZIC, 98, 16, 6.125000, ZIP, 86, 10, 8.600000, 
trial0045910, AA, 20, 6, 3.333333, ZIC, 146, 16, 9.125000, ZIP, 51, 10, 5.100000, 
trial0045911, AA, 85, 6, 14.166667, ZIC, 36, 16, 2.250000, ZIP, 104, 10, 10.400000, 
trial0045912, AA, 71, 6, 11.833333, ZIC, 107, 16, 6.687500, ZIP, 77, 10, 7.700000, 
trial0045913, AA, 20, 6, 3.333333, ZIC, 112, 16, 7.000000, ZIP, 137, 10, 13.700000, 
trial0045914, AA, 75, 6, 12.500000, ZIC, 126, 16, 7.875000, ZIP, 72, 10, 7.200000, 
trial0045915, AA, 56, 6, 9.333333, ZIC, 135, 16, 8.437500, ZIP, 35, 10, 3.500000, 
trial0045916, AA, 51, 6, 8.500000, ZIC, 98, 16, 6.125000, ZIP, 80, 10, 8.000000, 
trial0045917, AA, 73, 6, 12.166667, ZIC, 134, 16, 8.375000, ZIP, 32, 10, 3.200000, 
trial0045918, AA, 46, 6, 7.666667, ZIC, 144, 16, 9.000000, ZIP, 57, 10, 5.700000, 
trial0045919, AA, 23, 6, 3.833333, ZIC, 78, 16, 4.875000, ZIP, 128, 10, 12.800000, 
trial0045920, AA, 16, 6, 2.666667, ZIC, 99, 16, 6.187500, ZIP, 102, 10, 10.200000, 
trial0045921, AA, 23, 6, 3.833333, ZIC, 108, 16, 6.750000, ZIP, 99, 10, 9.900000, 
trial0045922, AA, 79, 6, 13.166667, ZIC, 122, 16, 7.625000, ZIP, 72, 10, 7.200000, 
trial0045923, AA, 31, 6, 5.166667, ZIC, 125, 16, 7.812500, ZIP, 82, 10, 8.200000, 
trial0045924, AA, 15, 6, 2.500000, ZIC, 99, 16, 6.187500, ZIP, 141, 10, 14.100000, 
trial0045925, AA, 58, 6, 9.666667, ZIC, 110, 16, 6.875000, ZIP, 79, 10, 7.900000, 
trial0045926, AA, 78, 6, 13.000000, ZIC, 88, 16, 5.500000, ZIP, 90, 10, 9.000000, 
trial0045927, AA, 19, 6, 3.166667, ZIC, 162, 16, 10.125000, ZIP, 79, 10, 7.900000, 
trial0045928, AA, 49, 6, 8.166667, ZIC, 108, 16, 6.750000, ZIP, 81, 10, 8.100000, 
trial0045929, AA, 101, 6, 16.833333, ZIC, 98, 16, 6.125000, ZIP, 69, 10, 6.900000, 
trial0045930, AA, 44, 6, 7.333333, ZIC, 116, 16, 7.250000, ZIP, 109, 10, 10.900000, 
trial0045931, AA, 15, 6, 2.500000, ZIC, 3, 16, 0.187500, ZIP, 14, 10, 1.400000, 
trial0045932, AA, 10, 6, 1.666667, ZIC, 28, 16, 1.750000, ZIP, 5, 10, 0.500000, 
trial0045933, AA, 11, 6, 1.833333, ZIC, 9, 16, 0.562500, ZIP, 0, 10, 0.000000, 
trial0045934, AA, 1, 6, 0.166667, ZIC, 39, 16, 2.437500, ZIP, 0, 10, 0.000000, 
trial0045935, AA, 19, 6, 3.166667, ZIC, 20, 16, 1.250000, ZIP, 12, 10, 1.200000, 
trial0045936, AA, 3, 6, 0.500000, ZIC, 21, 16, 1.312500, ZIP, 6, 10, 0.600000, 
trial0045937, AA, 14, 6, 2.333333, ZIC, 15, 16, 0.937500, ZIP, 4, 10, 0.400000, 
trial0045938, AA, 11, 6, 1.833333, ZIC, 8, 16, 0.500000, ZIP, 26, 10, 2.600000, 
trial0045939, AA, 3, 6, 0.500000, ZIC, 16, 16, 1.000000, ZIP, 31, 10, 3.100000, 
trial0045940, AA, 12, 6, 2.000000, ZIC, 7, 16, 0.437500, ZIP, 0, 10, 0.000000, 
trial0045941, AA, 4, 6, 0.666667, ZIC, 5, 16, 0.312500, ZIP, 5, 10, 0.500000, 
trial0045942, AA, 1, 6, 0.166667, ZIC, 21, 16, 1.312500, ZIP, 3, 10, 0.300000, 
trial0045943, AA, 2, 6, 0.333333, ZIC, 22, 16, 1.375000, ZIP, 6, 10, 0.600000, 
trial0045944, AA, 14, 6, 2.333333, ZIC, 29, 16, 1.812500, ZIP, 1, 10, 0.100000, 
trial0045945, AA, 10, 6, 1.666667, ZIC, 18, 16, 1.125000, ZIP, 7, 10, 0.700000, 
trial0045946, AA, 22, 6, 3.666667, ZIC, 19, 16, 1.187500, ZIP, 7, 10, 0.700000, 
trial0045947, AA, 0, 6, 0.000000, ZIC, 15, 16, 0.937500, ZIP, 8, 10, 0.800000, 
trial0045948, AA, 6, 6, 1.000000, ZIC, 21, 16, 1.312500, ZIP, 7, 10, 0.700000, 
trial0045949, AA, 3, 6, 0.500000, ZIC, 22, 16, 1.375000, ZIP, 20, 10, 2.000000, 
trial0045950, AA, 6, 6, 1.000000, ZIC, 11, 16, 0.687500, ZIP, 13, 10, 1.300000, 
trial0045951, AA, 8, 6, 1.333333, ZIC, 24, 16, 1.500000, ZIP, 18, 10, 1.800000, 
trial0045952, AA, 10, 6, 1.666667, ZIC, 21, 16, 1.312500, ZIP, 16, 10, 1.600000, 
trial0045953, AA, 0, 6, 0.000000, ZIC, 19, 16, 1.187500, ZIP, 10, 10, 1.000000, 
trial0045954, AA, 7, 6, 1.166667, ZIC, 9, 16, 0.562500, ZIP, 9, 10, 0.900000, 
trial0045955, AA, 21, 6, 3.500000, ZIC, 7, 16, 0.437500, ZIP, 7, 10, 0.700000, 
trial0045956, AA, 7, 6, 1.166667, ZIC, 12, 16, 0.750000, ZIP, 18, 10, 1.800000, 
trial0045957, AA, 17, 6, 2.833333, ZIC, 2, 16, 0.125000, ZIP, 20, 10, 2.000000, 
trial0045958, AA, 19, 6, 3.166667, ZIC, 11, 16, 0.687500, ZIP, 0, 10, 0.000000, 
