trial0004801, AA, 2163, 14, 154.500000, ZIC, 3458, 18, 192.111111, 
trial0004802, AA, 3513, 14, 250.928571, ZIC, 2318, 18, 128.777778, 
trial0004803, AA, 3579, 14, 255.642857, ZIC, 1806, 18, 100.333333, 
trial0004804, AA, 2981, 14, 212.928571, ZIC, 2208, 18, 122.666667, 
trial0004805, AA, 3482, 14, 248.714286, ZIC, 1926, 18, 107.000000, 
trial0004806, AA, 3126, 14, 223.285714, ZIC, 1640, 18, 91.111111, 
trial0004807, AA, 2255, 14, 161.071429, ZIC, 2894, 18, 160.777778, 
trial0004808, AA, 3888, 14, 277.714286, ZIC, 1961, 18, 108.944444, 
trial0004809, AA, 2821, 14, 201.500000, ZIC, 3361, 18, 186.722222, 
trial0004810, AA, 2737, 14, 195.500000, ZIC, 2635, 18, 146.388889, 
trial0004811, AA, 2449, 14, 174.928571, ZIC, 2590, 18, 143.888889, 
trial0004812, AA, 2702, 14, 193.000000, ZIC, 2717, 18, 150.944444, 
trial0004813, AA, 3296, 14, 235.428571, ZIC, 1874, 18, 104.111111, 
trial0004814, AA, 3363, 14, 240.214286, ZIC, 2227, 18, 123.722222, 
trial0004815, AA, 1508, 14, 107.714286, ZIC, 3958, 18, 219.888889, 
trial0004816, AA, 4096, 14, 292.571429, ZIC, 1460, 18, 81.111111, 
trial0004817, AA, 2290, 14, 163.571429, ZIC, 3208, 18, 178.222222, 
trial0004818, AA, 1959, 14, 139.928571, ZIC, 2553, 18, 141.833333, 
trial0004819, AA, 2563, 14, 183.071429, ZIC, 3100, 18, 172.222222, 
trial0004820, AA, 3387, 14, 241.928571, ZIC, 1721, 18, 95.611111, 
trial0004821, AA, 3117, 14, 222.642857, ZIC, 2380, 18, 132.222222, 
trial0004822, AA, 3707, 14, 264.785714, ZIC, 1911, 18, 106.166667, 
trial0004823, AA, 2238, 14, 159.857143, ZIC, 2826, 18, 157.000000, 
trial0004824, AA, 3876, 14, 276.857143, ZIC, 1896, 18, 105.333333, 
trial0004825, AA, 2579, 14, 184.214286, ZIC, 2698, 18, 149.888889, 
trial0004826, AA, 2685, 14, 191.785714, ZIC, 2213, 18, 122.944444, 
trial0004827, AA, 2022, 14, 144.428571, ZIC, 3012, 18, 167.333333, 
trial0004828, AA, 2644, 14, 188.857143, ZIC, 2413, 18, 134.055556, 
