trial0002101, GDX, 3668, 20, 183.400000, ZIC, 1610, 12, 134.166667, 
trial0002102, GDX, 3416, 20, 170.800000, ZIC, 2672, 12, 222.666667, 
trial0002103, GDX, 3336, 20, 166.800000, ZIC, 1891, 12, 157.583333, 
trial0002104, GDX, 1786, 20, 89.300000, ZIC, 1209, 12, 100.750000, 
trial0002105, GDX, 3346, 20, 167.300000, ZIC, 922, 12, 76.833333, 
trial0002106, GDX, 2682, 20, 134.100000, ZIC, 2506, 12, 208.833333, 
trial0002107, GDX, 2908, 20, 145.400000, ZIC, 1537, 12, 128.083333, 
trial0002108, GDX, 2663, 20, 133.150000, ZIC, 1898, 12, 158.166667, 
trial0002109, GDX, 3430, 20, 171.500000, ZIC, 1360, 12, 113.333333, 
trial0002110, GDX, 4272, 20, 213.600000, ZIC, 827, 12, 68.916667, 
trial0002111, GDX, 2770, 20, 138.500000, ZIC, 1589, 12, 132.416667, 
trial0002112, GDX, 3162, 20, 158.100000, ZIC, 1401, 12, 116.750000, 
trial0002113, GDX, 4221, 20, 211.050000, ZIC, 984, 12, 82.000000, 
trial0002114, GDX, 3006, 20, 150.300000, ZIC, 2345, 12, 195.416667, 
trial0002115, GDX, 4184, 20, 209.200000, ZIC, 1774, 12, 147.833333, 
trial0002116, GDX, 2304, 20, 115.200000, ZIC, 2845, 12, 237.083333, 
trial0002117, GDX, 3872, 20, 193.600000, ZIC, 1744, 12, 145.333333, 
trial0002118, GDX, 3999, 20, 199.950000, ZIC, 1555, 12, 129.583333, 
trial0002119, GDX, 3747, 20, 187.350000, ZIC, 2009, 12, 167.416667, 
trial0002120, GDX, 3428, 20, 171.400000, ZIC, 2011, 12, 167.583333, 
trial0002121, GDX, 2913, 20, 145.650000, ZIC, 2260, 12, 188.333333, 
trial0002122, GDX, 2348, 20, 117.400000, ZIC, 2241, 12, 186.750000, 
trial0002123, GDX, 4403, 20, 220.150000, ZIC, 1080, 12, 90.000000, 
trial0002124, GDX, 3216, 20, 160.800000, ZIC, 2177, 12, 181.416667, 
trial0002125, GDX, 2551, 20, 127.550000, ZIC, 1851, 12, 154.250000, 
trial0002126, GDX, 2237, 20, 111.850000, ZIC, 2170, 12, 180.833333, 
trial0002127, GDX, 2649, 20, 132.450000, ZIC, 1707, 12, 142.250000, 
trial0002128, GDX, 2577, 20, 128.850000, ZIC, 2056, 12, 171.333333, 
trial0002129, GDX, 2055, 20, 102.750000, ZIC, 3411, 12, 284.250000, 
trial0002130, GDX, 3217, 20, 160.850000, ZIC, 1500, 12, 125.000000, 
trial0002131, GDX, 5095, 20, 254.750000, ZIC, 1935, 12, 161.250000, 
trial0002132, GDX, 4374, 20, 218.700000, ZIC, 3846, 12, 320.500000, 
trial0002133, GDX, 6584, 20, 329.200000, ZIC, 2107, 12, 175.583333, 
trial0002134, GDX, 4685, 20, 234.250000, ZIC, 2431, 12, 202.583333, 
trial0002135, GDX, 3090, 20, 154.500000, ZIC, 3333, 12, 277.750000, 
trial0002136, GDX, 3005, 20, 150.250000, ZIC, 4132, 12, 344.333333, 
