trial0008101, AA, 4425, 14, 316.071429, ZIC, 2445, 12, 203.750000, ZIP, 709, 6, 118.166667, 
trial0008102, AA, 4494, 14, 321.000000, ZIC, 1070, 12, 89.166667, ZIP, 2496, 6, 416.000000, 
trial0008103, AA, 2423, 14, 173.071429, ZIC, 2853, 12, 237.750000, ZIP, 1816, 6, 302.666667, 
trial0008104, AA, 5931, 14, 423.642857, ZIC, 1266, 12, 105.500000, ZIP, 369, 6, 61.500000, 
trial0008105, AA, 4544, 14, 324.571429, ZIC, 1582, 12, 131.833333, ZIP, 1648, 6, 274.666667, 
trial0008106, AA, 3696, 14, 264.000000, ZIC, 2868, 12, 239.000000, ZIP, 1143, 6, 190.500000, 
trial0008107, AA, 2489, 14, 177.785714, ZIC, 2886, 12, 240.500000, ZIP, 1929, 6, 321.500000, 
trial0008108, AA, 5150, 14, 367.857143, ZIC, 823, 12, 68.583333, ZIP, 1185, 6, 197.500000, 
trial0008109, AA, 2476, 14, 176.857143, ZIC, 2370, 12, 197.500000, ZIP, 2140, 6, 356.666667, 
trial0008110, AA, 5366, 14, 383.285714, ZIC, 1723, 12, 143.583333, ZIP, 1367, 6, 227.833333, 
trial0008111, AA, 1266, 14, 90.428571, ZIC, 3304, 12, 275.333333, ZIP, 1825, 6, 304.166667, 
trial0008112, AA, 4649, 14, 332.071429, ZIC, 1641, 12, 136.750000, ZIP, 1624, 6, 270.666667, 
trial0008113, AA, 4267, 14, 304.785714, ZIC, 2763, 12, 230.250000, ZIP, 552, 6, 92.000000, 
trial0008114, AA, 3866, 14, 276.142857, ZIC, 2334, 12, 194.500000, ZIP, 1104, 6, 184.000000, 
trial0008115, AA, 4253, 14, 303.785714, ZIC, 1763, 12, 146.916667, ZIP, 1994, 6, 332.333333, 
trial0008116, AA, 4791, 14, 342.214286, ZIC, 1881, 12, 156.750000, ZIP, 611, 6, 101.833333, 
trial0008117, AA, 4495, 14, 321.071429, ZIC, 2043, 12, 170.250000, ZIP, 1307, 6, 217.833333, 
trial0008118, AA, 4088, 14, 292.000000, ZIC, 1610, 12, 134.166667, ZIP, 1854, 6, 309.000000, 
trial0008119, AA, 6174, 14, 441.000000, ZIC, 928, 12, 77.333333, ZIP, 784, 6, 130.666667, 
trial0008120, AA, 6050, 14, 432.142857, ZIC, 674, 12, 56.166667, ZIP, 1853, 6, 308.833333, 
trial0008121, AA, 4123, 14, 294.500000, ZIC, 2215, 12, 184.583333, ZIP, 1436, 6, 239.333333, 
trial0008122, AA, 2609, 14, 186.357143, ZIC, 2733, 12, 227.750000, ZIP, 2041, 6, 340.166667, 
trial0008123, AA, 3818, 14, 272.714286, ZIC, 1596, 12, 133.000000, ZIP, 2466, 6, 411.000000, 
trial0008124, AA, 3640, 14, 260.000000, ZIC, 2398, 12, 199.833333, ZIP, 1600, 6, 266.666667, 
trial0008125, AA, 4404, 14, 314.571429, ZIC, 2101, 12, 175.083333, ZIP, 1836, 6, 306.000000, 
trial0008126, AA, 2353, 14, 168.071429, ZIC, 3732, 12, 311.000000, ZIP, 672, 6, 112.000000, 
trial0008127, AA, 5612, 14, 400.857143, ZIC, 898, 12, 74.833333, ZIP, 1767, 6, 294.500000, 
trial0008128, AA, 3661, 14, 261.500000, ZIC, 2687, 12, 223.916667, ZIP, 1355, 6, 225.833333, 
