trial0013201, AA, 1118, 6, 186.333333, GDX, 844, 4, 211.000000, ZIC, 261, 12, 21.750000, ZIP, 1015, 10, 101.500000, 
trial0013202, AA, 661, 6, 110.166667, GDX, 400, 4, 100.000000, ZIC, 959, 12, 79.916667, ZIP, 1624, 10, 162.400000, 
trial0013203, AA, 685, 6, 114.166667, GDX, 142, 4, 35.500000, ZIC, 448, 12, 37.333333, ZIP, 874, 10, 87.400000, 
trial0013204, AA, 1450, 6, 241.666667, GDX, 476, 4, 119.000000, ZIC, 481, 12, 40.083333, ZIP, 1596, 10, 159.600000, 
trial0013205, AA, 402, 6, 67.000000, GDX, 121, 4, 30.250000, ZIC, 1010, 12, 84.166667, ZIP, 492, 10, 49.200000, 
trial0013206, AA, 953, 6, 158.833333, GDX, 140, 4, 35.000000, ZIC, 723, 12, 60.250000, ZIP, 1464, 10, 146.400000, 
trial0013207, AA, 1753, 6, 292.166667, GDX, 67, 4, 16.750000, ZIC, 1100, 12, 91.666667, ZIP, 300, 10, 30.000000, 
trial0013208, AA, 316, 6, 52.666667, GDX, 1118, 4, 279.500000, ZIC, 1062, 12, 88.500000, ZIP, 826, 10, 82.600000, 
trial0013209, AA, 520, 6, 86.666667, GDX, 442, 4, 110.500000, ZIC, 787, 12, 65.583333, ZIP, 941, 10, 94.100000, 
trial0013210, AA, 482, 6, 80.333333, GDX, 368, 4, 92.000000, ZIC, 840, 12, 70.000000, ZIP, 971, 10, 97.100000, 
trial0013211, AA, 995, 6, 165.833333, GDX, 118, 4, 29.500000, ZIC, 483, 12, 40.250000, ZIP, 1329, 10, 132.900000, 
trial0013212, AA, 585, 6, 97.500000, GDX, 94, 4, 23.500000, ZIC, 931, 12, 77.583333, ZIP, 1384, 10, 138.400000, 
trial0013213, AA, 727, 6, 121.166667, GDX, 594, 4, 148.500000, ZIC, 690, 12, 57.500000, ZIP, 1136, 10, 113.600000, 
trial0013214, AA, 426, 6, 71.000000, GDX, 320, 4, 80.000000, ZIC, 1351, 12, 112.583333, ZIP, 1410, 10, 141.000000, 
trial0013215, AA, 373, 6, 62.166667, GDX, 1016, 4, 254.000000, ZIC, 542, 12, 45.166667, ZIP, 2158, 10, 215.800000, 
trial0013216, AA, 814, 6, 135.666667, GDX, 1199, 4, 299.750000, ZIC, 543, 12, 45.250000, ZIP, 1026, 10, 102.600000, 
trial0013217, AA, 1157, 6, 192.833333, GDX, 40, 4, 10.000000, ZIC, 792, 12, 66.000000, ZIP, 894, 10, 89.400000, 
trial0013218, AA, 868, 6, 144.666667, GDX, 362, 4, 90.500000, ZIC, 1216, 12, 101.333333, ZIP, 449, 10, 44.900000, 
trial0013219, AA, 374, 6, 62.333333, GDX, 616, 4, 154.000000, ZIC, 1010, 12, 84.166667, ZIP, 995, 10, 99.500000, 
trial0013220, AA, 463, 6, 77.166667, GDX, 886, 4, 221.500000, ZIC, 748, 12, 62.333333, ZIP, 1096, 10, 109.600000, 
trial0013221, AA, 747, 6, 124.500000, GDX, 347, 4, 86.750000, ZIC, 780, 12, 65.000000, ZIP, 1157, 10, 115.700000, 
trial0013222, AA, 395, 6, 65.833333, GDX, 310, 4, 77.500000, ZIC, 1429, 12, 119.083333, ZIP, 1313, 10, 131.300000, 
trial0013223, AA, 808, 6, 134.666667, GDX, 370, 4, 92.500000, ZIC, 659, 12, 54.916667, ZIP, 1422, 10, 142.200000, 
trial0013224, AA, 788, 6, 131.333333, GDX, 987, 4, 246.750000, ZIC, 446, 12, 37.166667, ZIP, 986, 10, 98.600000, 
trial0013225, AA, 713, 6, 118.833333, GDX, 350, 4, 87.500000, ZIC, 910, 12, 75.833333, ZIP, 1123, 10, 112.300000, 
trial0013226, AA, 374, 6, 62.333333, GDX, 844, 4, 211.000000, ZIC, 456, 12, 38.000000, ZIP, 1045, 10, 104.500000, 
trial0013227, AA, 922, 6, 153.666667, GDX, 796, 4, 199.000000, ZIC, 660, 12, 55.000000, ZIP, 1407, 10, 140.700000, 
trial0013228, AA, 637, 6, 106.166667, GDX, 630, 4, 157.500000, ZIC, 617, 12, 51.416667, ZIP, 2020, 10, 202.000000, 
trial0013229, AA, 1009, 6, 168.166667, GDX, 683, 4, 170.750000, ZIC, 752, 12, 62.666667, ZIP, 665, 10, 66.500000, 
trial0013230, AA, 1234, 6, 205.666667, GDX, 657, 4, 164.250000, ZIC, 489, 12, 40.750000, ZIP, 496, 10, 49.600000, 
trial0013231, AA, 13, 6, 2.166667, GDX, 203, 4, 50.750000, ZIC, 380, 12, 31.666667, ZIP, 934, 10, 93.400000, 
trial0013232, AA, 1073, 6, 178.833333, GDX, 314, 4, 78.500000, ZIC, 954, 12, 79.500000, ZIP, 717, 10, 71.700000, 
trial0013233, AA, 496, 6, 82.666667, GDX, 420, 4, 105.000000, ZIC, 543, 12, 45.250000, ZIP, 741, 10, 74.100000, 
trial0013234, AA, 341, 6, 56.833333, GDX, 169, 4, 42.250000, ZIC, 606, 12, 50.500000, ZIP, 913, 10, 91.300000, 
trial0013235, AA, 673, 6, 112.166667, GDX, 171, 4, 42.750000, ZIC, 725, 12, 60.416667, ZIP, 586, 10, 58.600000, 
trial0013236, AA, 425, 6, 70.833333, GDX, 289, 4, 72.250000, ZIC, 209, 12, 17.416667, ZIP, 1813, 10, 181.300000, 
trial0013237, AA, 225, 6, 37.500000, GDX, 234, 4, 58.500000, ZIC, 821, 12, 68.416667, ZIP, 889, 10, 88.900000, 
trial0013238, AA, 68, 6, 11.333333, GDX, 532, 4, 133.000000, ZIC, 532, 12, 44.333333, ZIP, 989, 10, 98.900000, 
trial0013239, AA, 1106, 6, 184.333333, GDX, 103, 4, 25.750000, ZIC, 589, 12, 49.083333, ZIP, 653, 10, 65.300000, 
trial0013240, AA, 954, 6, 159.000000, GDX, 385, 4, 96.250000, ZIC, 412, 12, 34.333333, ZIP, 699, 10, 69.900000, 
trial0013241, AA, 539, 6, 89.833333, GDX, 528, 4, 132.000000, ZIC, 513, 12, 42.750000, ZIP, 1190, 10, 119.000000, 
trial0013242, AA, 200, 6, 33.333333, GDX, 355, 4, 88.750000, ZIC, 459, 12, 38.250000, ZIP, 805, 10, 80.500000, 
trial0013243, AA, 376, 6, 62.666667, GDX, 454, 4, 113.500000, ZIC, 263, 12, 21.916667, ZIP, 1372, 10, 137.200000, 
trial0013244, AA, 588, 6, 98.000000, GDX, 660, 4, 165.000000, ZIC, 373, 12, 31.083333, ZIP, 1215, 10, 121.500000, 
