trial0009901, AA, 344, 2, 172.000000, GDX, 463, 12, 38.583333, ZIC, 414, 12, 34.500000, ZIP, 431, 6, 71.833333, 
trial0009902, AA, 73, 2, 36.500000, GDX, 347, 12, 28.916667, ZIC, 518, 12, 43.166667, ZIP, 719, 6, 119.833333, 
trial0009903, AA, 61, 2, 30.500000, GDX, 1027, 12, 85.583333, ZIC, 404, 12, 33.666667, ZIP, 275, 6, 45.833333, 
trial0009904, AA, 0, 2, 0.000000, GDX, 304, 12, 25.333333, ZIC, 1150, 12, 95.833333, ZIP, 790, 6, 131.666667, 
trial0009905, AA, 197, 2, 98.500000, GDX, 706, 12, 58.833333, ZIC, 247, 12, 20.583333, ZIP, 493, 6, 82.166667, 
trial0009906, AA, 247, 2, 123.500000, GDX, 788, 12, 65.666667, ZIC, 475, 12, 39.583333, ZIP, 278, 6, 46.333333, 
trial0009907, AA, 189, 2, 94.500000, GDX, 801, 12, 66.750000, ZIC, 420, 12, 35.000000, ZIP, 709, 6, 118.166667, 
trial0009908, AA, 262, 2, 131.000000, GDX, 1008, 12, 84.000000, ZIC, 106, 12, 8.833333, ZIP, 358, 6, 59.666667, 
trial0009909, AA, 27, 2, 13.500000, GDX, 409, 12, 34.083333, ZIC, 1078, 12, 89.833333, ZIP, 150, 6, 25.000000, 
trial0009910, AA, 6, 2, 3.000000, GDX, 469, 12, 39.083333, ZIC, 445, 12, 37.083333, ZIP, 659, 6, 109.833333, 
trial0009911, AA, 137, 2, 68.500000, GDX, 659, 12, 54.916667, ZIC, 463, 12, 38.583333, ZIP, 930, 6, 155.000000, 
trial0009912, AA, 139, 2, 69.500000, GDX, 388, 12, 32.333333, ZIC, 647, 12, 53.916667, ZIP, 215, 6, 35.833333, 
trial0009913, AA, 37, 2, 18.500000, GDX, 667, 12, 55.583333, ZIC, 773, 12, 64.416667, ZIP, 662, 6, 110.333333, 
trial0009914, AA, 280, 2, 140.000000, GDX, 153, 12, 12.750000, ZIC, 226, 12, 18.833333, ZIP, 1230, 6, 205.000000, 
trial0009915, AA, 298, 2, 149.000000, GDX, 348, 12, 29.000000, ZIC, 557, 12, 46.416667, ZIP, 161, 6, 26.833333, 
trial0009916, AA, 0, 2, 0.000000, GDX, 341, 12, 28.416667, ZIC, 562, 12, 46.833333, ZIP, 897, 6, 149.500000, 
trial0009917, AA, 113, 2, 56.500000, GDX, 910, 12, 75.833333, ZIC, 132, 12, 11.000000, ZIP, 613, 6, 102.166667, 
trial0009918, AA, 23, 2, 11.500000, GDX, 580, 12, 48.333333, ZIC, 924, 12, 77.000000, ZIP, 502, 6, 83.666667, 
trial0009919, AA, 220, 2, 110.000000, GDX, 503, 12, 41.916667, ZIC, 1264, 12, 105.333333, ZIP, 475, 6, 79.166667, 
trial0009920, AA, 33, 2, 16.500000, GDX, 1023, 12, 85.250000, ZIC, 852, 12, 71.000000, ZIP, 556, 6, 92.666667, 
trial0009921, AA, 346, 2, 173.000000, GDX, 692, 12, 57.666667, ZIC, 487, 12, 40.583333, ZIP, 368, 6, 61.333333, 
trial0009922, AA, 203, 2, 101.500000, GDX, 351, 12, 29.250000, ZIC, 629, 12, 52.416667, ZIP, 275, 6, 45.833333, 
trial0009923, AA, 0, 2, 0.000000, GDX, 241, 12, 20.083333, ZIC, 234, 12, 19.500000, ZIP, 1099, 6, 183.166667, 
trial0009924, AA, 420, 2, 210.000000, GDX, 528, 12, 44.000000, ZIC, 612, 12, 51.000000, ZIP, 0, 6, 0.000000, 
trial0009925, AA, 174, 2, 87.000000, GDX, 758, 12, 63.166667, ZIC, 634, 12, 52.833333, ZIP, 418, 6, 69.666667, 
trial0009926, AA, 19, 2, 9.500000, GDX, 701, 12, 58.416667, ZIC, 474, 12, 39.500000, ZIP, 534, 6, 89.000000, 
trial0009927, AA, 294, 2, 147.000000, GDX, 1046, 12, 87.166667, ZIC, 139, 12, 11.583333, ZIP, 759, 6, 126.500000, 
trial0009928, AA, 338, 2, 169.000000, GDX, 741, 12, 61.750000, ZIC, 392, 12, 32.666667, ZIP, 905, 6, 150.833333, 
trial0009929, AA, 187, 2, 93.500000, GDX, 629, 12, 52.416667, ZIC, 775, 12, 64.583333, ZIP, 217, 6, 36.166667, 
trial0009930, AA, 0, 2, 0.000000, GDX, 567, 12, 47.250000, ZIC, 1009, 12, 84.083333, ZIP, 338, 6, 56.333333, 
trial0009931, AA, 88, 2, 44.000000, GDX, 437, 12, 36.416667, ZIC, 968, 12, 80.666667, ZIP, 1187, 6, 197.833333, 
trial0009932, AA, 661, 2, 330.500000, GDX, 629, 12, 52.416667, ZIC, 512, 12, 42.666667, ZIP, 1059, 6, 176.500000, 
trial0009933, AA, 107, 2, 53.500000, GDX, 711, 12, 59.250000, ZIC, 524, 12, 43.666667, ZIP, 1003, 6, 167.166667, 
trial0009934, AA, 47, 2, 23.500000, GDX, 917, 12, 76.416667, ZIC, 717, 12, 59.750000, ZIP, 634, 6, 105.666667, 
trial0009935, AA, 496, 2, 248.000000, GDX, 922, 12, 76.833333, ZIC, 941, 12, 78.416667, ZIP, 429, 6, 71.500000, 
trial0009936, AA, 0, 2, 0.000000, GDX, 349, 12, 29.083333, ZIC, 788, 12, 65.666667, ZIP, 1012, 6, 168.666667, 
trial0009937, AA, 162, 2, 81.000000, GDX, 601, 12, 50.083333, ZIC, 898, 12, 74.833333, ZIP, 391, 6, 65.166667, 
trial0009938, AA, 121, 2, 60.500000, GDX, 1248, 12, 104.000000, ZIC, 645, 12, 53.750000, ZIP, 517, 6, 86.166667, 
trial0009939, AA, 8, 2, 4.000000, GDX, 818, 12, 68.166667, ZIC, 576, 12, 48.000000, ZIP, 99, 6, 16.500000, 
trial0009940, AA, 132, 2, 66.000000, GDX, 469, 12, 39.083333, ZIC, 689, 12, 57.416667, ZIP, 821, 6, 136.833333, 
trial0009941, AA, 173, 2, 86.500000, GDX, 821, 12, 68.416667, ZIC, 482, 12, 40.166667, ZIP, 717, 6, 119.500000, 
trial0009942, AA, 134, 2, 67.000000, GDX, 842, 12, 70.166667, ZIC, 588, 12, 49.000000, ZIP, 369, 6, 61.500000, 
trial0009943, AA, 106, 2, 53.000000, GDX, 405, 12, 33.750000, ZIC, 1101, 12, 91.750000, ZIP, 373, 6, 62.166667, 
trial0009944, AA, 94, 2, 47.000000, GDX, 995, 12, 82.916667, ZIC, 858, 12, 71.500000, ZIP, 627, 6, 104.500000, 
