trial0014401, GDX, 158, 22, 7.181818, ZIC, 250, 8, 31.250000, ZIP, 0, 2, 0.000000, 
trial0014402, GDX, 231, 22, 10.500000, ZIC, 90, 8, 11.250000, ZIP, 10, 2, 5.000000, 
trial0014403, GDX, 292, 22, 13.272727, ZIC, 212, 8, 26.500000, ZIP, 0, 2, 0.000000, 
trial0014404, GDX, 279, 22, 12.681818, ZIC, 74, 8, 9.250000, ZIP, 177, 2, 88.500000, 
trial0014405, GDX, 332, 22, 15.090909, ZIC, 161, 8, 20.125000, ZIP, 87, 2, 43.500000, 
trial0014406, GDX, 419, 22, 19.045455, ZIC, 152, 8, 19.000000, ZIP, 269, 2, 134.500000, 
trial0014407, GDX, 218, 22, 9.909091, ZIC, 73, 8, 9.125000, ZIP, 0, 2, 0.000000, 
trial0014408, GDX, 116, 22, 5.272727, ZIC, 327, 8, 40.875000, ZIP, 193, 2, 96.500000, 
trial0014409, GDX, 192, 22, 8.727273, ZIC, 239, 8, 29.875000, ZIP, 245, 2, 122.500000, 
trial0014410, GDX, 626, 22, 28.454545, ZIC, 73, 8, 9.125000, ZIP, 29, 2, 14.500000, 
trial0014411, GDX, 144, 22, 6.545455, ZIC, 92, 8, 11.500000, ZIP, 23, 2, 11.500000, 
trial0014412, GDX, 491, 22, 22.318182, ZIC, 181, 8, 22.625000, ZIP, 151, 2, 75.500000, 
trial0014413, GDX, 239, 22, 10.863636, ZIC, 17, 8, 2.125000, ZIP, 18, 2, 9.000000, 
trial0014414, GDX, 57, 22, 2.590909, ZIC, 176, 8, 22.000000, ZIP, 21, 2, 10.500000, 
trial0014415, GDX, 119, 22, 5.409091, ZIC, 333, 8, 41.625000, ZIP, 110, 2, 55.000000, 
trial0014416, GDX, 198, 22, 9.000000, ZIC, 81, 8, 10.125000, ZIP, 91, 2, 45.500000, 
trial0014417, GDX, 346, 22, 15.727273, ZIC, 205, 8, 25.625000, ZIP, 87, 2, 43.500000, 
trial0014418, GDX, 30, 22, 1.363636, ZIC, 374, 8, 46.750000, ZIP, 337, 2, 168.500000, 
trial0014419, GDX, 601, 22, 27.318182, ZIC, 81, 8, 10.125000, ZIP, 74, 2, 37.000000, 
trial0014420, GDX, 189, 22, 8.590909, ZIC, 223, 8, 27.875000, ZIP, 59, 2, 29.500000, 
trial0014421, GDX, 303, 22, 13.772727, ZIC, 86, 8, 10.750000, ZIP, 0, 2, 0.000000, 
trial0014422, GDX, 112, 22, 5.090909, ZIC, 278, 8, 34.750000, ZIP, 134, 2, 67.000000, 
trial0014423, GDX, 64, 22, 2.909091, ZIC, 175, 8, 21.875000, ZIP, 0, 2, 0.000000, 
trial0014424, GDX, 328, 22, 14.909091, ZIC, 39, 8, 4.875000, ZIP, 0, 2, 0.000000, 
trial0014425, GDX, 587, 22, 26.681818, ZIC, 184, 8, 23.000000, ZIP, 40, 2, 20.000000, 
trial0014426, GDX, 387, 22, 17.590909, ZIC, 183, 8, 22.875000, ZIP, 100, 2, 50.000000, 
trial0014427, GDX, 235, 22, 10.681818, ZIC, 64, 8, 8.000000, ZIP, 58, 2, 29.000000, 
trial0014428, GDX, 233, 22, 10.590909, ZIC, 104, 8, 13.000000, ZIP, 0, 2, 0.000000, 
trial0014429, GDX, 314, 22, 14.272727, ZIC, 112, 8, 14.000000, ZIP, 40, 2, 20.000000, 
trial0014430, GDX, 221, 22, 10.045455, ZIC, 179, 8, 22.375000, ZIP, 0, 2, 0.000000, 
trial0014431, GDX, 419, 22, 19.045455, ZIC, 437, 8, 54.625000, ZIP, 70, 2, 35.000000, 
trial0014432, GDX, 644, 22, 29.272727, ZIC, 90, 8, 11.250000, ZIP, 199, 2, 99.500000, 
trial0014433, GDX, 648, 22, 29.454545, ZIC, 175, 8, 21.875000, ZIP, 295, 2, 147.500000, 
trial0014434, GDX, 160, 22, 7.272727, ZIC, 337, 8, 42.125000, ZIP, 69, 2, 34.500000, 
trial0014435, GDX, 413, 22, 18.772727, ZIC, 176, 8, 22.000000, ZIP, 0, 2, 0.000000, 
trial0014436, GDX, 316, 22, 14.363636, ZIC, 325, 8, 40.625000, ZIP, 43, 2, 21.500000, 
trial0014437, GDX, 293, 22, 13.318182, ZIC, 464, 8, 58.000000, ZIP, 195, 2, 97.500000, 
trial0014438, GDX, 485, 22, 22.045455, ZIC, 503, 8, 62.875000, ZIP, 208, 2, 104.000000, 
