trial0000901, AA, 1256, 10, 125.600000, ZIC, 329, 6, 54.833333, ZIP, 1500, 16, 93.750000, 
trial0000902, AA, 1318, 10, 131.800000, ZIC, 295, 6, 49.166667, ZIP, 1425, 16, 89.062500, 
trial0000903, AA, 832, 10, 83.200000, ZIC, 302, 6, 50.333333, ZIP, 1871, 16, 116.937500, 
trial0000904, AA, 1073, 10, 107.300000, ZIC, 356, 6, 59.333333, ZIP, 1570, 16, 98.125000, 
trial0000905, AA, 1684, 10, 168.400000, ZIC, 392, 6, 65.333333, ZIP, 996, 16, 62.250000, 
trial0000906, AA, 550, 10, 55.000000, ZIC, 822, 6, 137.000000, ZIP, 1687, 16, 105.437500, 
trial0000907, AA, 1352, 10, 135.200000, ZIC, 85, 6, 14.166667, ZIP, 1636, 16, 102.250000, 
trial0000908, AA, 1433, 10, 143.300000, ZIC, 424, 6, 70.666667, ZIP, 1231, 16, 76.937500, 
trial0000909, AA, 1759, 10, 175.900000, ZIC, 193, 6, 32.166667, ZIP, 1228, 16, 76.750000, 
trial0000910, AA, 1110, 10, 111.000000, ZIC, 333, 6, 55.500000, ZIP, 1526, 16, 95.375000, 
trial0000911, AA, 897, 10, 89.700000, ZIC, 114, 6, 19.000000, ZIP, 1842, 16, 115.125000, 
trial0000912, AA, 446, 10, 44.600000, ZIC, 366, 6, 61.000000, ZIP, 2232, 16, 139.500000, 
trial0000913, AA, 1477, 10, 147.700000, ZIC, 317, 6, 52.833333, ZIP, 1580, 16, 98.750000, 
trial0000914, AA, 1489, 10, 148.900000, ZIC, 166, 6, 27.666667, ZIP, 1528, 16, 95.500000, 
trial0000915, AA, 1618, 10, 161.800000, ZIC, 52, 6, 8.666667, ZIP, 1504, 16, 94.000000, 
trial0000916, AA, 1238, 10, 123.800000, ZIC, 94, 6, 15.666667, ZIP, 1594, 16, 99.625000, 
trial0000917, AA, 352, 10, 35.200000, ZIC, 350, 6, 58.333333, ZIP, 2088, 16, 130.500000, 
