trial0009301, AA, 350, 10, 35.000000, GDX, 284, 14, 20.285714, ZIC, 284, 8, 35.500000, 
trial0009302, AA, 388, 10, 38.800000, GDX, 1076, 14, 76.857143, ZIC, 257, 8, 32.125000, 
trial0009303, AA, 562, 10, 56.200000, GDX, 397, 14, 28.357143, ZIC, 361, 8, 45.125000, 
trial0009304, AA, 559, 10, 55.900000, GDX, 478, 14, 34.142857, ZIC, 29, 8, 3.625000, 
trial0009305, AA, 1075, 10, 107.500000, GDX, 741, 14, 52.928571, ZIC, 55, 8, 6.875000, 
trial0009306, AA, 421, 10, 42.100000, GDX, 288, 14, 20.571429, ZIC, 442, 8, 55.250000, 
trial0009307, AA, 776, 10, 77.600000, GDX, 587, 14, 41.928571, ZIC, 169, 8, 21.125000, 
trial0009308, AA, 524, 10, 52.400000, GDX, 531, 14, 37.928571, ZIC, 553, 8, 69.125000, 
trial0009309, AA, 318, 10, 31.800000, GDX, 746, 14, 53.285714, ZIC, 86, 8, 10.750000, 
trial0009310, AA, 577, 10, 57.700000, GDX, 327, 14, 23.357143, ZIC, 142, 8, 17.750000, 
trial0009311, AA, 901, 10, 90.100000, GDX, 623, 14, 44.500000, ZIC, 179, 8, 22.375000, 
trial0009312, AA, 668, 10, 66.800000, GDX, 767, 14, 54.785714, ZIC, 337, 8, 42.125000, 
trial0009313, AA, 280, 10, 28.000000, GDX, 776, 14, 55.428571, ZIC, 209, 8, 26.125000, 
trial0009314, AA, 386, 10, 38.600000, GDX, 434, 14, 31.000000, ZIC, 422, 8, 52.750000, 
trial0009315, AA, 436, 10, 43.600000, GDX, 385, 14, 27.500000, ZIC, 250, 8, 31.250000, 
trial0009316, AA, 799, 10, 79.900000, GDX, 215, 14, 15.357143, ZIC, 491, 8, 61.375000, 
trial0009317, AA, 591, 10, 59.100000, GDX, 637, 14, 45.500000, ZIC, 84, 8, 10.500000, 
trial0009318, AA, 360, 10, 36.000000, GDX, 804, 14, 57.428571, ZIC, 283, 8, 35.375000, 
trial0009319, AA, 449, 10, 44.900000, GDX, 937, 14, 66.928571, ZIC, 290, 8, 36.250000, 
trial0009320, AA, 732, 10, 73.200000, GDX, 904, 14, 64.571429, ZIC, 52, 8, 6.500000, 
trial0009321, AA, 312, 10, 31.200000, GDX, 446, 14, 31.857143, ZIC, 333, 8, 41.625000, 
trial0009322, AA, 416, 10, 41.600000, GDX, 715, 14, 51.071429, ZIC, 300, 8, 37.500000, 
trial0009323, AA, 682, 10, 68.200000, GDX, 699, 14, 49.928571, ZIC, 29, 8, 3.625000, 
trial0009324, AA, 402, 10, 40.200000, GDX, 652, 14, 46.571429, ZIC, 418, 8, 52.250000, 
trial0009325, AA, 665, 10, 66.500000, GDX, 490, 14, 35.000000, ZIC, 180, 8, 22.500000, 
trial0009326, AA, 596, 10, 59.600000, GDX, 237, 14, 16.928571, ZIC, 696, 8, 87.000000, 
trial0009327, AA, 591, 10, 59.100000, GDX, 504, 14, 36.000000, ZIC, 337, 8, 42.125000, 
trial0009328, AA, 466, 10, 46.600000, GDX, 1212, 14, 86.571429, ZIC, 361, 8, 45.125000, 
trial0009329, AA, 536, 10, 53.600000, GDX, 472, 14, 33.714286, ZIC, 189, 8, 23.625000, 
trial0009330, AA, 307, 10, 30.700000, GDX, 510, 14, 36.428571, ZIC, 210, 8, 26.250000, 
trial0009331, AA, 1119, 10, 111.900000, GDX, 1011, 14, 72.214286, ZIC, 720, 8, 90.000000, 
trial0009332, AA, 1789, 10, 178.900000, GDX, 1394, 14, 99.571429, ZIC, 1206, 8, 150.750000, 
trial0009333, AA, 622, 10, 62.200000, GDX, 893, 14, 63.785714, ZIC, 1084, 8, 135.500000, 
trial0009334, AA, 1727, 10, 172.700000, GDX, 294, 14, 21.000000, ZIC, 959, 8, 119.875000, 
trial0009335, AA, 1419, 10, 141.900000, GDX, 1547, 14, 110.500000, ZIC, 673, 8, 84.125000, 
trial0009336, AA, 1352, 10, 135.200000, GDX, 1028, 14, 73.428571, ZIC, 511, 8, 63.875000, 
trial0009337, AA, 1824, 10, 182.400000, GDX, 1205, 14, 86.071429, ZIC, 156, 8, 19.500000, 
trial0009338, AA, 956, 10, 95.600000, GDX, 773, 14, 55.214286, ZIC, 1369, 8, 171.125000, 
trial0009339, AA, 1105, 10, 110.500000, GDX, 551, 14, 39.357143, ZIC, 708, 8, 88.500000, 
trial0009340, AA, 1973, 10, 197.300000, GDX, 1568, 14, 112.000000, ZIC, 1049, 8, 131.125000, 
trial0009341, AA, 1294, 10, 129.400000, GDX, 1026, 14, 73.285714, ZIC, 1842, 8, 230.250000, 
trial0009342, AA, 2054, 10, 205.400000, GDX, 1417, 14, 101.214286, ZIC, 1011, 8, 126.375000, 
trial0009343, AA, 544, 10, 54.400000, GDX, 1109, 14, 79.214286, ZIC, 1182, 8, 147.750000, 
trial0009344, AA, 261, 10, 26.100000, GDX, 1877, 14, 134.071429, ZIC, 1513, 8, 189.125000, 
trial0009345, AA, 966, 10, 96.600000, GDX, 1885, 14, 134.642857, ZIC, 398, 8, 49.750000, 
trial0009346, AA, 1622, 10, 162.200000, GDX, 1629, 14, 116.357143, ZIC, 926, 8, 115.750000, 
trial0009347, AA, 1814, 10, 181.400000, GDX, 1244, 14, 88.857143, ZIC, 809, 8, 101.125000, 
trial0009348, AA, 1663, 10, 166.300000, GDX, 1510, 14, 107.857143, ZIC, 1493, 8, 186.625000, 
trial0009349, AA, 1043, 10, 104.300000, GDX, 1653, 14, 118.071429, ZIC, 504, 8, 63.000000, 
trial0009350, AA, 1934, 10, 193.400000, GDX, 1010, 14, 72.142857, ZIC, 980, 8, 122.500000, 
trial0009351, AA, 1551, 10, 155.100000, GDX, 606, 14, 43.285714, ZIC, 1172, 8, 146.500000, 
trial0009352, AA, 2088, 10, 208.800000, GDX, 1419, 14, 101.357143, ZIC, 745, 8, 93.125000, 
trial0009353, AA, 1405, 10, 140.500000, GDX, 1245, 14, 88.928571, ZIC, 534, 8, 66.750000, 
trial0009354, AA, 1678, 10, 167.800000, GDX, 1233, 14, 88.071429, ZIC, 562, 8, 70.250000, 
trial0009355, AA, 1396, 10, 139.600000, GDX, 1665, 14, 118.928571, ZIC, 812, 8, 101.500000, 
trial0009356, AA, 1208, 10, 120.800000, GDX, 1504, 14, 107.428571, ZIC, 1121, 8, 140.125000, 
trial0009357, AA, 377, 10, 37.700000, GDX, 611, 14, 43.642857, ZIC, 941, 8, 117.625000, 
trial0009358, AA, 933, 10, 93.300000, GDX, 1150, 14, 82.142857, ZIC, 1639, 8, 204.875000, 
trial0009359, AA, 1566, 10, 156.600000, GDX, 221, 14, 15.785714, ZIC, 1085, 8, 135.625000, 
trial0009360, AA, 1535, 10, 153.500000, GDX, 982, 14, 70.142857, ZIC, 781, 8, 97.625000, 
trial0009361, AA, 122, 10, 12.200000, GDX, 181, 14, 12.928571, ZIC, 58, 8, 7.250000, 
trial0009362, AA, 122, 10, 12.200000, GDX, 145, 14, 10.357143, ZIC, 16, 8, 2.000000, 
trial0009363, AA, 45, 10, 4.500000, GDX, 46, 14, 3.285714, ZIC, 103, 8, 12.875000, 
trial0009364, AA, 145, 10, 14.500000, GDX, 108, 14, 7.714286, ZIC, 41, 8, 5.125000, 
trial0009365, AA, 64, 10, 6.400000, GDX, 66, 14, 4.714286, ZIC, 12, 8, 1.500000, 
trial0009366, AA, 131, 10, 13.100000, GDX, 139, 14, 9.928571, ZIC, 23, 8, 2.875000, 
trial0009367, AA, 136, 10, 13.600000, GDX, 156, 14, 11.142857, ZIC, 42, 8, 5.250000, 
trial0009368, AA, 120, 10, 12.000000, GDX, 70, 14, 5.000000, ZIC, 40, 8, 5.000000, 
trial0009369, AA, 112, 10, 11.200000, GDX, 71, 14, 5.071429, ZIC, 140, 8, 17.500000, 
trial0009370, AA, 65, 10, 6.500000, GDX, 42, 14, 3.000000, ZIC, 105, 8, 13.125000, 
trial0009371, AA, 33, 10, 3.300000, GDX, 67, 14, 4.785714, ZIC, 38, 8, 4.750000, 
trial0009372, AA, 111, 10, 11.100000, GDX, 300, 14, 21.428571, ZIC, 38, 8, 4.750000, 
trial0009373, AA, 89, 10, 8.900000, GDX, 101, 14, 7.214286, ZIC, 121, 8, 15.125000, 
trial0009374, AA, 13, 10, 1.300000, GDX, 51, 14, 3.642857, ZIC, 61, 8, 7.625000, 
trial0009375, AA, 72, 10, 7.200000, GDX, 145, 14, 10.357143, ZIC, 68, 8, 8.500000, 
trial0009376, AA, 323, 10, 32.300000, GDX, 278, 14, 19.857143, ZIC, 83, 8, 10.375000, 
trial0009377, AA, 70, 10, 7.000000, GDX, 84, 14, 6.000000, ZIC, 17, 8, 2.125000, 
trial0009378, AA, 106, 10, 10.600000, GDX, 24, 14, 1.714286, ZIC, 47, 8, 5.875000, 
trial0009379, AA, 58, 10, 5.800000, GDX, 99, 14, 7.071429, ZIC, 8, 8, 1.000000, 
trial0009380, AA, 331, 10, 33.100000, GDX, 144, 14, 10.285714, ZIC, 49, 8, 6.125000, 
trial0009381, AA, 81, 10, 8.100000, GDX, 66, 14, 4.714286, ZIC, 51, 8, 6.375000, 
trial0009382, AA, 208, 10, 20.800000, GDX, 223, 14, 15.928571, ZIC, 28, 8, 3.500000, 
trial0009383, AA, 319, 10, 31.900000, GDX, 161, 14, 11.500000, ZIC, 89, 8, 11.125000, 
trial0009384, AA, 90, 10, 9.000000, GDX, 153, 14, 10.928571, ZIC, 21, 8, 2.625000, 
trial0009385, AA, 100, 10, 10.000000, GDX, 135, 14, 9.642857, ZIC, 73, 8, 9.125000, 
trial0009386, AA, 160, 10, 16.000000, GDX, 114, 14, 8.142857, ZIC, 12, 8, 1.500000, 
trial0009387, AA, 36, 10, 3.600000, GDX, 89, 14, 6.357143, ZIC, 14, 8, 1.750000, 
trial0009388, AA, 114, 10, 11.400000, GDX, 99, 14, 7.071429, ZIC, 26, 8, 3.250000, 
trial0009389, AA, 99, 10, 9.900000, GDX, 133, 14, 9.500000, ZIC, 8, 8, 1.000000, 
trial0009390, AA, 0, 10, 0.000000, GDX, 26, 14, 1.857143, ZIC, 18, 8, 2.250000, 
trial0009391, AA, 527, 10, 52.700000, GDX, 360, 14, 25.714286, ZIC, 74, 8, 9.250000, 
trial0009392, AA, 27, 10, 2.700000, GDX, 408, 14, 29.142857, ZIC, 151, 8, 18.875000, 
trial0009393, AA, 48, 10, 4.800000, GDX, 436, 14, 31.142857, ZIC, 2, 8, 0.250000, 
trial0009394, AA, 217, 10, 21.700000, GDX, 550, 14, 39.285714, ZIC, 124, 8, 15.500000, 
trial0009395, AA, 1727, 10, 172.700000, GDX, 2478, 14, 177.000000, ZIC, 48, 8, 6.000000, 
trial0009396, AA, 987, 10, 98.700000, GDX, 1163, 14, 83.071429, ZIC, 1477, 8, 184.625000, 
trial0009397, AA, 1248, 10, 124.800000, GDX, 1099, 14, 78.500000, ZIC, 1048, 8, 131.000000, 
trial0009398, AA, 1342, 10, 134.200000, GDX, 2226, 14, 159.000000, ZIC, 759, 8, 94.875000, 
trial0009399, AA, 883, 10, 88.300000, GDX, 2352, 14, 168.000000, ZIC, 1035, 8, 129.375000, 
trial0009400, AA, 1865, 10, 186.500000, GDX, 1219, 14, 87.071429, ZIC, 905, 8, 113.125000, 
trial0009401, AA, 1109, 10, 110.900000, GDX, 2211, 14, 157.928571, ZIC, 794, 8, 99.250000, 
trial0009402, AA, 1995, 10, 199.500000, GDX, 1138, 14, 81.285714, ZIC, 1009, 8, 126.125000, 
trial0009403, AA, 1140, 10, 114.000000, GDX, 2262, 14, 161.571429, ZIC, 611, 8, 76.375000, 
trial0009404, AA, 730, 10, 73.000000, GDX, 1798, 14, 128.428571, ZIC, 812, 8, 101.500000, 
trial0009405, AA, 711, 10, 71.100000, GDX, 1481, 14, 105.785714, ZIC, 576, 8, 72.000000, 
trial0009406, AA, 1224, 10, 122.400000, GDX, 1130, 14, 80.714286, ZIC, 925, 8, 115.625000, 
trial0009407, AA, 1305, 10, 130.500000, GDX, 1000, 14, 71.428571, ZIC, 349, 8, 43.625000, 
trial0009408, AA, 1581, 10, 158.100000, GDX, 948, 14, 67.714286, ZIC, 464, 8, 58.000000, 
trial0009409, AA, 584, 10, 58.400000, GDX, 721, 14, 51.500000, ZIC, 189, 8, 23.625000, 
