trial0032101, GDX, 243, 28, 8.678571, ZIC, 88, 4, 22.000000, 
trial0032102, GDX, 96, 28, 3.428571, ZIC, 137, 4, 34.250000, 
trial0032103, GDX, 469, 28, 16.750000, ZIC, 11, 4, 2.750000, 
trial0032104, GDX, 598, 28, 21.357143, ZIC, 33, 4, 8.250000, 
trial0032105, GDX, 601, 28, 21.464286, ZIC, 60, 4, 15.000000, 
trial0032106, GDX, 81, 28, 2.892857, ZIC, 95, 4, 23.750000, 
trial0032107, GDX, 158, 28, 5.642857, ZIC, 58, 4, 14.500000, 
trial0032108, GDX, 141, 28, 5.035714, ZIC, 28, 4, 7.000000, 
trial0032109, GDX, 207, 28, 7.392857, ZIC, 0, 4, 0.000000, 
trial0032110, GDX, 182, 28, 6.500000, ZIC, 96, 4, 24.000000, 
trial0032111, GDX, 95, 28, 3.392857, ZIC, 156, 4, 39.000000, 
trial0032112, GDX, 109, 28, 3.892857, ZIC, 194, 4, 48.500000, 
trial0032113, GDX, 175, 28, 6.250000, ZIC, 0, 4, 0.000000, 
trial0032114, GDX, 314, 28, 11.214286, ZIC, 0, 4, 0.000000, 
trial0032115, GDX, 102, 28, 3.642857, ZIC, 0, 4, 0.000000, 
trial0032116, GDX, 193, 28, 6.892857, ZIC, 27, 4, 6.750000, 
trial0032117, GDX, 95, 28, 3.392857, ZIC, 116, 4, 29.000000, 
trial0032118, GDX, 301, 28, 10.750000, ZIC, 37, 4, 9.250000, 
trial0032119, GDX, 39, 28, 1.392857, ZIC, 143, 4, 35.750000, 
trial0032120, GDX, 305, 28, 10.892857, ZIC, 40, 4, 10.000000, 
trial0032121, GDX, 108, 28, 3.857143, ZIC, 94, 4, 23.500000, 
trial0032122, GDX, 88, 28, 3.142857, ZIC, 80, 4, 20.000000, 
trial0032123, GDX, 0, 28, 0.000000, ZIC, 308, 4, 77.000000, 
trial0032124, GDX, 209, 28, 7.464286, ZIC, 89, 4, 22.250000, 
trial0032125, GDX, 135, 28, 4.821429, ZIC, 40, 4, 10.000000, 
trial0032126, GDX, 169, 28, 6.035714, ZIC, 159, 4, 39.750000, 
trial0032127, GDX, 182, 28, 6.500000, ZIC, 47, 4, 11.750000, 
trial0032128, GDX, 108, 28, 3.857143, ZIC, 0, 4, 0.000000, 
trial0032129, GDX, 266, 28, 9.500000, ZIC, 0, 4, 0.000000, 
trial0032130, GDX, 246, 28, 8.785714, ZIC, 99, 4, 24.750000, 
trial0032131, GDX, 155, 28, 5.535714, ZIC, 176, 4, 44.000000, 
trial0032132, GDX, 398, 28, 14.214286, ZIC, 22, 4, 5.500000, 
trial0032133, GDX, 537, 28, 19.178571, ZIC, 167, 4, 41.750000, 
trial0032134, GDX, 492, 28, 17.571429, ZIC, 106, 4, 26.500000, 
trial0032135, GDX, 681, 28, 24.321429, ZIC, 176, 4, 44.000000, 
trial0032136, GDX, 562, 28, 20.071429, ZIC, 220, 4, 55.000000, 
trial0032137, GDX, 895, 28, 31.964286, ZIC, 189, 4, 47.250000, 
trial0032138, GDX, 916, 28, 32.714286, ZIC, 132, 4, 33.000000, 
trial0032139, GDX, 453, 28, 16.178571, ZIC, 363, 4, 90.750000, 
trial0032140, GDX, 545, 28, 19.464286, ZIC, 77, 4, 19.250000, 
trial0032141, GDX, 541, 28, 19.321429, ZIC, 182, 4, 45.500000, 
trial0032142, GDX, 57, 28, 2.035714, ZIC, 218, 4, 54.500000, 
trial0032143, GDX, 98, 28, 3.500000, ZIC, 56, 4, 14.000000, 
trial0032144, GDX, 793, 28, 28.321429, ZIC, 386, 4, 96.500000, 
trial0032145, GDX, 471, 28, 16.821429, ZIC, 40, 4, 10.000000, 
trial0032146, GDX, 589, 28, 21.035714, ZIC, 209, 4, 52.250000, 
trial0032147, GDX, 59, 28, 2.107143, ZIC, 62, 4, 15.500000, 
trial0032148, GDX, 561, 28, 20.035714, ZIC, 277, 4, 69.250000, 
trial0032149, GDX, 707, 28, 25.250000, ZIC, 207, 4, 51.750000, 
trial0032150, GDX, 133, 28, 4.750000, ZIC, 22, 4, 5.500000, 
trial0032151, GDX, 353, 28, 12.607143, ZIC, 0, 4, 0.000000, 
trial0032152, GDX, 489, 28, 17.464286, ZIC, 227, 4, 56.750000, 
trial0032153, GDX, 233, 28, 8.321429, ZIC, 19, 4, 4.750000, 
trial0032154, GDX, 847, 28, 30.250000, ZIC, 145, 4, 36.250000, 
trial0032155, GDX, 1451, 28, 51.821429, ZIC, 301, 4, 75.250000, 
trial0032156, GDX, 1856, 28, 66.285714, ZIC, 196, 4, 49.000000, 
trial0032157, GDX, 1331, 28, 47.535714, ZIC, 452, 4, 113.000000, 
trial0032158, GDX, 1455, 28, 51.964286, ZIC, 373, 4, 93.250000, 
trial0032159, GDX, 1590, 28, 56.785714, ZIC, 246, 4, 61.500000, 
