trial0036301, GDX, 77, 26, 2.961538, ZIC, 27, 4, 6.750000, ZIP, 0, 2, 0.000000, 
trial0036302, GDX, 335, 26, 12.884615, ZIC, 32, 4, 8.000000, ZIP, 0, 2, 0.000000, 
trial0036303, GDX, 146, 26, 5.615385, ZIC, 18, 4, 4.500000, ZIP, 0, 2, 0.000000, 
trial0036304, GDX, 542, 26, 20.846154, ZIC, 20, 4, 5.000000, ZIP, 38, 2, 19.000000, 
trial0036305, GDX, 477, 26, 18.346154, ZIC, 15, 4, 3.750000, ZIP, 28, 2, 14.000000, 
trial0036306, GDX, 524, 26, 20.153846, ZIC, 17, 4, 4.250000, ZIP, 72, 2, 36.000000, 
trial0036307, GDX, 131, 26, 5.038462, ZIC, 102, 4, 25.500000, ZIP, 34, 2, 17.000000, 
trial0036308, GDX, 418, 26, 16.076923, ZIC, 88, 4, 22.000000, ZIP, 104, 2, 52.000000, 
trial0036309, GDX, 173, 26, 6.653846, ZIC, 0, 4, 0.000000, ZIP, 100, 2, 50.000000, 
trial0036310, GDX, 646, 26, 24.846154, ZIC, 67, 4, 16.750000, ZIP, 41, 2, 20.500000, 
trial0036311, GDX, 447, 26, 17.192308, ZIC, 119, 4, 29.750000, ZIP, 47, 2, 23.500000, 
trial0036312, GDX, 427, 26, 16.423077, ZIC, 80, 4, 20.000000, ZIP, 50, 2, 25.000000, 
trial0036313, GDX, 220, 26, 8.461538, ZIC, 112, 4, 28.000000, ZIP, 0, 2, 0.000000, 
trial0036314, GDX, 281, 26, 10.807692, ZIC, 156, 4, 39.000000, ZIP, 0, 2, 0.000000, 
trial0036315, GDX, 49, 26, 1.884615, ZIC, 159, 4, 39.750000, ZIP, 106, 2, 53.000000, 
trial0036316, GDX, 177, 26, 6.807692, ZIC, 60, 4, 15.000000, ZIP, 0, 2, 0.000000, 
trial0036317, GDX, 175, 26, 6.730769, ZIC, 112, 4, 28.000000, ZIP, 0, 2, 0.000000, 
trial0036318, GDX, 114, 26, 4.384615, ZIC, 131, 4, 32.750000, ZIP, 133, 2, 66.500000, 
trial0036319, GDX, 72, 26, 2.769231, ZIC, 82, 4, 20.500000, ZIP, 94, 2, 47.000000, 
trial0036320, GDX, 114, 26, 4.384615, ZIC, 44, 4, 11.000000, ZIP, 0, 2, 0.000000, 
trial0036321, GDX, 538, 26, 20.692308, ZIC, 56, 4, 14.000000, ZIP, 43, 2, 21.500000, 
trial0036322, GDX, 379, 26, 14.576923, ZIC, 57, 4, 14.250000, ZIP, 36, 2, 18.000000, 
trial0036323, GDX, 393, 26, 15.115385, ZIC, 171, 4, 42.750000, ZIP, 115, 2, 57.500000, 
trial0036324, GDX, 299, 26, 11.500000, ZIC, 0, 4, 0.000000, ZIP, 0, 2, 0.000000, 
trial0036325, GDX, 492, 26, 18.923077, ZIC, 26, 4, 6.500000, ZIP, 25, 2, 12.500000, 
trial0036326, GDX, 183, 26, 7.038462, ZIC, 75, 4, 18.750000, ZIP, 201, 2, 100.500000, 
trial0036327, GDX, 283, 26, 10.884615, ZIC, 116, 4, 29.000000, ZIP, 130, 2, 65.000000, 
trial0036328, GDX, 392, 26, 15.076923, ZIC, 107, 4, 26.750000, ZIP, 0, 2, 0.000000, 
trial0036329, GDX, 99, 26, 3.807692, ZIC, 182, 4, 45.500000, ZIP, 0, 2, 0.000000, 
trial0036330, GDX, 147, 26, 5.653846, ZIC, 50, 4, 12.500000, ZIP, 27, 2, 13.500000, 
trial0036331, GDX, 585, 26, 22.500000, ZIC, 47, 4, 11.750000, ZIP, 195, 2, 97.500000, 
trial0036332, GDX, 246, 26, 9.461538, ZIC, 0, 4, 0.000000, ZIP, 49, 2, 24.500000, 
trial0036333, GDX, 195, 26, 7.500000, ZIC, 45, 4, 11.250000, ZIP, 65, 2, 32.500000, 
trial0036334, GDX, 151, 26, 5.807692, ZIC, 19, 4, 4.750000, ZIP, 97, 2, 48.500000, 
trial0036335, GDX, 904, 26, 34.769231, ZIC, 147, 4, 36.750000, ZIP, 0, 2, 0.000000, 
trial0036336, GDX, 203, 26, 7.807692, ZIC, 217, 4, 54.250000, ZIP, 36, 2, 18.000000, 
trial0036337, GDX, 667, 26, 25.653846, ZIC, 152, 4, 38.000000, ZIP, 76, 2, 38.000000, 
trial0036338, GDX, 627, 26, 24.115385, ZIC, 158, 4, 39.500000, ZIP, 0, 2, 0.000000, 
trial0036339, GDX, 414, 26, 15.923077, ZIC, 55, 4, 13.750000, ZIP, 67, 2, 33.500000, 
trial0036340, GDX, 905, 26, 34.807692, ZIC, 143, 4, 35.750000, ZIP, 117, 2, 58.500000, 
trial0036341, GDX, 107, 26, 4.115385, ZIC, 128, 4, 32.000000, ZIP, 12, 2, 6.000000, 
trial0036342, GDX, 445, 26, 17.115385, ZIC, 173, 4, 43.250000, ZIP, 154, 2, 77.000000, 
trial0036343, GDX, 162, 26, 6.230769, ZIC, 76, 4, 19.000000, ZIP, 0, 2, 0.000000, 
trial0036344, GDX, 496, 26, 19.076923, ZIC, 0, 4, 0.000000, ZIP, 162, 2, 81.000000, 
trial0036345, GDX, 247, 26, 9.500000, ZIC, 309, 4, 77.250000, ZIP, 94, 2, 47.000000, 
trial0036346, GDX, 479, 26, 18.423077, ZIC, 138, 4, 34.500000, ZIP, 144, 2, 72.000000, 
trial0036347, GDX, 827, 26, 31.807692, ZIC, 9, 4, 2.250000, ZIP, 145, 2, 72.500000, 
trial0036348, GDX, 263, 26, 10.115385, ZIC, 114, 4, 28.500000, ZIP, 28, 2, 14.000000, 
trial0036349, GDX, 489, 26, 18.807692, ZIC, 304, 4, 76.000000, ZIP, 178, 2, 89.000000, 
trial0036350, GDX, 180, 26, 6.923077, ZIC, 199, 4, 49.750000, ZIP, 277, 2, 138.500000, 
trial0036351, GDX, 426, 26, 16.384615, ZIC, 95, 4, 23.750000, ZIP, 145, 2, 72.500000, 
trial0036352, GDX, 642, 26, 24.692308, ZIC, 286, 4, 71.500000, ZIP, 104, 2, 52.000000, 
trial0036353, GDX, 199, 26, 7.653846, ZIC, 29, 4, 7.250000, ZIP, 0, 2, 0.000000, 
trial0036354, GDX, 215, 26, 8.269231, ZIC, 33, 4, 8.250000, ZIP, 159, 2, 79.500000, 
trial0036355, GDX, 267, 26, 10.269231, ZIC, 62, 4, 15.500000, ZIP, 62, 2, 31.000000, 
trial0036356, GDX, 798, 26, 30.692308, ZIC, 0, 4, 0.000000, ZIP, 76, 2, 38.000000, 
trial0036357, GDX, 403, 26, 15.500000, ZIC, 271, 4, 67.750000, ZIP, 139, 2, 69.500000, 
trial0036358, GDX, 482, 26, 18.538462, ZIC, 0, 4, 0.000000, ZIP, 100, 2, 50.000000, 
trial0036359, GDX, 782, 26, 30.076923, ZIC, 45, 4, 11.250000, ZIP, 124, 2, 62.000000, 
trial0036360, GDX, 245, 26, 9.423077, ZIC, 298, 4, 74.500000, ZIP, 224, 2, 112.000000, 
trial0036361, GDX, 101, 26, 3.884615, ZIC, 74, 4, 18.500000, ZIP, 0, 2, 0.000000, 
trial0036362, GDX, 469, 26, 18.038462, ZIC, 2, 4, 0.500000, ZIP, 31, 2, 15.500000, 
trial0036363, GDX, 312, 26, 12.000000, ZIC, 58, 4, 14.500000, ZIP, 123, 2, 61.500000, 
trial0036364, GDX, 264, 26, 10.153846, ZIC, 127, 4, 31.750000, ZIP, 0, 2, 0.000000, 
trial0036365, GDX, 222, 26, 8.538462, ZIC, 95, 4, 23.750000, ZIP, 40, 2, 20.000000, 
trial0036366, GDX, 665, 26, 25.576923, ZIC, 53, 4, 13.250000, ZIP, 184, 2, 92.000000, 
trial0036367, GDX, 390, 26, 15.000000, ZIC, 38, 4, 9.500000, ZIP, 42, 2, 21.000000, 
trial0036368, GDX, 79, 26, 3.038462, ZIC, 114, 4, 28.500000, ZIP, 0, 2, 0.000000, 
