trial0044001, GDX, 1622, 14, 115.857143, 2.214286, 0.002914, 0.002461, 0.000454, GVWY, 1977, 26, 76.038462, 3.576923, 0.000172, 0.000004, 0.000168, 
trial0044002, GDX, 1419, 14, 101.357143, 1.785714, 0.004572, 0.004165, 0.000408, GVWY, 1568, 26, 60.307692, 2.538462, 0.000134, 0.000004, 0.000130, 
trial0044003, GDX, 1257, 14, 89.785714, 1.785714, 0.004191, 0.003896, 0.000295, GVWY, 2026, 26, 77.923077, 3.500000, 0.000156, 0.000145, 0.000011, 
trial0044004, GDX, 909, 14, 64.928571, 1.642857, 0.005709, 0.004909, 0.000799, GVWY, 2283, 26, 87.807692, 3.269231, 0.000162, 0.000004, 0.000158, 
trial0044005, GDX, 1062, 14, 75.857143, 1.357143, 0.004897, 0.004374, 0.000523, GVWY, 2646, 26, 101.769231, 3.653846, 0.000020, 0.000005, 0.000015, 
trial0044006, GDX, 786, 14, 56.142857, 1.285714, 0.005136, 0.004835, 0.000301, GVWY, 2050, 26, 78.846154, 3.153846, 0.000283, 0.000005, 0.000277, 
trial0044007, GDX, 1282, 14, 91.571429, 2.357143, 0.003599, 0.003082, 0.000516, GVWY, 2770, 26, 106.538462, 3.192308, 0.000161, 0.000004, 0.000157, 
trial0044008, GDX, 525, 14, 37.500000, 0.928571, 0.005838, 0.005802, 0.000036, GVWY, 2153, 26, 82.807692, 3.038462, 0.001732, 0.000004, 0.001728, 
trial0044009, GDX, 705, 14, 50.357143, 1.285714, 0.005504, 0.005208, 0.000296, GVWY, 2229, 26, 85.730769, 2.576923, 0.000136, 0.000119, 0.000017, 
trial0044010, GDX, 1207, 14, 86.214286, 1.714286, 0.006674, 0.006052, 0.000622, GVWY, 1613, 26, 62.038462, 2.538462, 0.000020, 0.000004, 0.000016, 
trial0044011, GDX, 2078, 14, 148.428571, 2.642857, 0.004404, 0.003951, 0.000453, GVWY, 2167, 26, 83.346154, 3.807692, 0.000280, 0.000004, 0.000276, 
trial0044012, GDX, 1093, 14, 78.071429, 1.928571, 0.005756, 0.005433, 0.000323, GVWY, 1612, 26, 62.000000, 2.653846, 0.000220, 0.000004, 0.000216, 
trial0044013, GDX, 1557, 14, 111.214286, 2.285714, 0.004619, 0.004167, 0.000452, GVWY, 3010, 26, 115.769231, 4.307692, 0.000015, 0.000004, 0.000011, 
trial0044014, GDX, 1219, 14, 87.071429, 1.500000, 0.004465, 0.004431, 0.000035, GVWY, 2191, 26, 84.269231, 3.269231, 0.000173, 0.000004, 0.000169, 
trial0044015, GDX, 720, 14, 51.428571, 1.428571, 0.003613, 0.003576, 0.000037, GVWY, 2941, 26, 113.115385, 3.769231, 0.000326, 0.000201, 0.000125, 
trial0044016, GDX, 804, 14, 57.428571, 1.857143, 0.005068, 0.005029, 0.000039, GVWY, 2218, 26, 85.307692, 3.000000, 0.000164, 0.000004, 0.000160, 
trial0044017, GDX, 1100, 14, 78.571429, 1.571429, 0.005343, 0.004737, 0.000606, GVWY, 1817, 26, 69.884615, 2.615385, 0.001757, 0.000004, 0.001752, 
trial0044018, GDX, 482, 14, 34.428571, 1.071429, 0.003980, 0.003706, 0.000274, GVWY, 2692, 26, 103.538462, 3.961538, 0.000216, 0.000004, 0.000211, 
trial0044019, GDX, 1173, 14, 83.785714, 1.428571, 0.004690, 0.004655, 0.000035, GVWY, 1730, 26, 66.538462, 3.538462, 0.000137, 0.000122, 0.000015, 
trial0044020, GDX, 1192, 14, 85.142857, 1.571429, 0.005540, 0.004971, 0.000569, GVWY, 1463, 26, 56.269231, 2.461538, 0.000139, 0.000004, 0.000135, 
trial0044021, GDX, 1310, 14, 93.571429, 2.142857, 0.004256, 0.003743, 0.000513, GVWY, 1545, 26, 59.423077, 2.692308, 0.000020, 0.000004, 0.000016, 
trial0044022, GDX, 935, 14, 66.785714, 1.428571, 0.005327, 0.005288, 0.000039, GVWY, 2394, 26, 92.076923, 3.307692, 0.000158, 0.000004, 0.000154, 
trial0044023, GDX, 1286, 14, 91.857143, 1.928571, 0.004111, 0.004074, 0.000038, GVWY, 2098, 26, 80.692308, 2.846154, 0.000377, 0.000005, 0.000373, 
trial0044024, GDX, 1050, 14, 75.000000, 1.500000, 0.004994, 0.004958, 0.000036, GVWY, 2496, 26, 96.000000, 3.500000, 0.000126, 0.000004, 0.000122, 
trial0044025, GDX, 529, 14, 37.785714, 1.214286, 0.004528, 0.004492, 0.000036, GVWY, 2877, 26, 110.653846, 4.346154, 0.000322, 0.000113, 0.000209, 
trial0044026, GDX, 801, 14, 57.214286, 1.285714, 0.003710, 0.003118, 0.000592, GVWY, 2842, 26, 109.307692, 3.615385, 0.000139, 0.000004, 0.000135, 
trial0044027, GDX, 2066, 14, 147.571429, 2.785714, 0.004240, 0.003949, 0.000292, GVWY, 1807, 26, 69.500000, 2.961538, 0.000127, 0.000004, 0.000123, 
trial0044028, GDX, 638, 14, 45.571429, 1.285714, 0.002903, 0.002870, 0.000033, GVWY, 2383, 26, 91.653846, 3.038462, 0.000401, 0.000162, 0.000240, 
trial0044029, GDX, 736, 14, 52.571429, 1.500000, 0.004247, 0.004211, 0.000037, GVWY, 2923, 26, 112.423077, 3.961538, 0.000119, 0.000004, 0.000115, 
trial0044030, GDX, 1391, 14, 99.357143, 1.785714, 0.003856, 0.002958, 0.000898, GVWY, 2191, 26, 84.269231, 3.500000, 0.000017, 0.000004, 0.000013, 
trial0044031, GDX, 1375, 14, 98.214286, 2.285714, 0.005117, 0.005083, 0.000034, GVWY, 2105, 26, 80.961538, 3.307692, 0.000161, 0.000004, 0.000157, 
trial0044032, GDX, 1214, 14, 86.714286, 1.928571, 0.005059, 0.004759, 0.000300, GVWY, 2353, 26, 90.500000, 3.038462, 0.000344, 0.000004, 0.000340, 
trial0044033, GDX, 748, 14, 53.428571, 1.285714, 0.004890, 0.004623, 0.000267, GVWY, 2018, 26, 77.615385, 2.461538, 0.000128, 0.000004, 0.000124, 
trial0044034, GDX, 1054, 14, 75.285714, 2.000000, 0.002795, 0.002765, 0.000030, GVWY, 2379, 26, 91.500000, 3.076923, 0.000381, 0.000004, 0.000378, 
trial0044035, GDX, 736, 14, 52.571429, 0.928571, 0.005700, 0.005670, 0.000031, GVWY, 1524, 26, 58.615385, 2.384615, 0.000301, 0.000113, 0.000189, 
trial0044036, GDX, 1479, 14, 105.642857, 2.000000, 0.004365, 0.003865, 0.000500, GVWY, 2132, 26, 82.000000, 3.307692, 0.000149, 0.000004, 0.000145, 
trial0044037, GDX, 950, 14, 67.857143, 1.857143, 0.006220, 0.006186, 0.000034, GVWY, 1935, 26, 74.423077, 2.846154, 0.000125, 0.000004, 0.000121, 
trial0044038, GDX, 940, 14, 67.142857, 1.642857, 0.005548, 0.005183, 0.000364, GVWY, 2406, 26, 92.538462, 3.500000, 0.000196, 0.000181, 0.000014, 
trial0044039, GDX, 1054, 14, 75.285714, 1.357143, 0.005226, 0.004932, 0.000293, GVWY, 1704, 26, 65.538462, 2.807692, 0.000470, 0.000004, 0.000466, 
trial0044040, GDX, 953, 14, 68.071429, 1.571429, 0.005012, 0.004495, 0.000518, GVWY, 2890, 26, 111.153846, 3.923077, 0.000108, 0.000004, 0.000104, 
trial0044041, GDX, 923, 14, 65.928571, 1.785714, 0.004572, 0.004266, 0.000306, GVWY, 2704, 26, 104.000000, 3.961538, 0.000487, 0.000004, 0.000483, 
trial0044042, GDX, 700, 14, 50.000000, 1.642857, 0.004930, 0.004379, 0.000551, GVWY, 3121, 26, 120.038462, 4.192308, 0.000157, 0.000004, 0.000153, 
trial0044043, GDX, 777, 14, 55.500000, 1.500000, 0.005550, 0.005000, 0.000551, GVWY, 2305, 26, 88.653846, 3.346154, 0.000015, 0.000004, 0.000011, 
trial0044044, GDX, 673, 14, 48.071429, 1.142857, 0.004059, 0.003444, 0.000616, GVWY, 1406, 26, 54.076923, 2.423077, 0.000827, 0.000240, 0.000587, 
trial0044045, GDX, 1105, 14, 78.928571, 1.500000, 0.004564, 0.004240, 0.000324, GVWY, 1806, 26, 69.461538, 2.423077, 0.000741, 0.000004, 0.000737, 
trial0044046, GDX, 1607, 14, 114.785714, 1.928571, 0.004834, 0.004797, 0.000037, GVWY, 1699, 26, 65.346154, 3.269231, 0.000021, 0.000004, 0.000017, 
trial0044047, GDX, 887, 14, 63.357143, 1.571429, 0.004257, 0.003507, 0.000750, GVWY, 2987, 26, 114.884615, 4.076923, 0.000259, 0.000122, 0.000137, 
trial0044048, GDX, 751, 14, 53.642857, 1.285714, 0.004424, 0.004099, 0.000325, GVWY, 2009, 26, 77.269231, 2.384615, 0.000018, 0.000004, 0.000014, 
trial0044049, GDX, 1085, 14, 77.500000, 1.642857, 0.005279, 0.003970, 0.001309, GVWY, 1977, 26, 76.038462, 2.961538, 0.000021, 0.000004, 0.000017, 
trial0044050, GDX, 1718, 14, 122.714286, 2.000000, 0.005885, 0.004649, 0.001236, GVWY, 1892, 26, 72.769231, 3.076923, 0.000414, 0.000004, 0.000410, 
