trial0047401, AA, 0, 2, 0.000000, ZIC, 144, 12, 12.000000, ZIP, 387, 18, 21.500000, 
trial0047402, AA, 0, 2, 0.000000, ZIC, 147, 12, 12.250000, ZIP, 357, 18, 19.833333, 
trial0047403, AA, 13, 2, 6.500000, ZIC, 160, 12, 13.333333, ZIP, 376, 18, 20.888889, 
trial0047404, AA, 41, 2, 20.500000, ZIC, 92, 12, 7.666667, ZIP, 362, 18, 20.111111, 
trial0047405, AA, 0, 2, 0.000000, ZIC, 102, 12, 8.500000, ZIP, 303, 18, 16.833333, 
trial0047406, AA, 51, 2, 25.500000, ZIC, 182, 12, 15.166667, ZIP, 316, 18, 17.555556, 
trial0047407, AA, 33, 2, 16.500000, ZIC, 120, 12, 10.000000, ZIP, 351, 18, 19.500000, 
trial0047408, AA, 81, 2, 40.500000, ZIC, 154, 12, 12.833333, ZIP, 269, 18, 14.944444, 
trial0047409, AA, 102, 2, 51.000000, ZIC, 178, 12, 14.833333, ZIP, 215, 18, 11.944444, 
trial0047410, AA, 19, 2, 9.500000, ZIC, 121, 12, 10.083333, ZIP, 301, 18, 16.722222, 
trial0047411, AA, 4, 2, 2.000000, ZIC, 219, 12, 18.250000, ZIP, 218, 18, 12.111111, 
trial0047412, AA, 105, 2, 52.500000, ZIC, 143, 12, 11.916667, ZIP, 247, 18, 13.722222, 
trial0047413, AA, 0, 2, 0.000000, ZIC, 188, 12, 15.666667, ZIP, 316, 18, 17.555556, 
trial0047414, AA, 63, 2, 31.500000, ZIC, 143, 12, 11.916667, ZIP, 334, 18, 18.555556, 
trial0047415, AA, 78, 2, 39.000000, ZIC, 226, 12, 18.833333, ZIP, 191, 18, 10.611111, 
trial0047416, AA, 119, 2, 59.500000, ZIC, 85, 12, 7.083333, ZIP, 264, 18, 14.666667, 
trial0047417, AA, 64, 2, 32.000000, ZIC, 190, 12, 15.833333, ZIP, 205, 18, 11.388889, 
trial0047418, AA, 0, 2, 0.000000, ZIC, 89, 12, 7.416667, ZIP, 379, 18, 21.055556, 
trial0047419, AA, 0, 2, 0.000000, ZIC, 257, 12, 21.416667, ZIP, 265, 18, 14.722222, 
trial0047420, AA, 0, 2, 0.000000, ZIC, 122, 12, 10.166667, ZIP, 319, 18, 17.722222, 
trial0047421, AA, 0, 2, 0.000000, ZIC, 194, 12, 16.166667, ZIP, 337, 18, 18.722222, 
trial0047422, AA, 2, 2, 1.000000, ZIC, 163, 12, 13.583333, ZIP, 357, 18, 19.833333, 
trial0047423, AA, 0, 2, 0.000000, ZIC, 108, 12, 9.000000, ZIP, 378, 18, 21.000000, 
trial0047424, AA, 71, 2, 35.500000, ZIC, 116, 12, 9.666667, ZIP, 299, 18, 16.611111, 
trial0047425, AA, 0, 2, 0.000000, ZIC, 115, 12, 9.583333, ZIP, 407, 18, 22.611111, 
trial0047426, AA, 59, 2, 29.500000, ZIC, 270, 12, 22.500000, ZIP, 247, 18, 13.722222, 
trial0047427, AA, 49, 2, 24.500000, ZIC, 158, 12, 13.166667, ZIP, 351, 18, 19.500000, 
trial0047428, AA, 77, 2, 38.500000, ZIC, 301, 12, 25.083333, ZIP, 189, 18, 10.500000, 
trial0047429, AA, 4, 2, 2.000000, ZIC, 251, 12, 20.916667, ZIP, 312, 18, 17.333333, 
trial0047430, AA, 0, 2, 0.000000, ZIC, 88, 12, 7.333333, ZIP, 443, 18, 24.611111, 
trial0047431, AA, 34, 2, 17.000000, ZIC, 94, 12, 7.833333, ZIP, 250, 18, 13.888889, 
trial0047432, AA, 6, 2, 3.000000, ZIC, 156, 12, 13.000000, ZIP, 210, 18, 11.666667, 
trial0047433, AA, 0, 2, 0.000000, ZIC, 194, 12, 16.166667, ZIP, 164, 18, 9.111111, 
trial0047434, AA, 24, 2, 12.000000, ZIC, 120, 12, 10.000000, ZIP, 175, 18, 9.722222, 
trial0047435, AA, 20, 2, 10.000000, ZIC, 51, 12, 4.250000, ZIP, 222, 18, 12.333333, 
trial0047436, AA, 42, 2, 21.000000, ZIC, 100, 12, 8.333333, ZIP, 262, 18, 14.555556, 
trial0047437, AA, 0, 2, 0.000000, ZIC, 139, 12, 11.583333, ZIP, 245, 18, 13.611111, 
trial0047438, AA, 26, 2, 13.000000, ZIC, 84, 12, 7.000000, ZIP, 183, 18, 10.166667, 
trial0047439, AA, 43, 2, 21.500000, ZIC, 112, 12, 9.333333, ZIP, 249, 18, 13.833333, 
trial0047440, AA, 27, 2, 13.500000, ZIC, 102, 12, 8.500000, ZIP, 243, 18, 13.500000, 
trial0047441, AA, 13, 2, 6.500000, ZIC, 107, 12, 8.916667, ZIP, 206, 18, 11.444444, 
trial0047442, AA, 58, 2, 29.000000, ZIC, 116, 12, 9.666667, ZIP, 178, 18, 9.888889, 
trial0047443, AA, 0, 2, 0.000000, ZIC, 120, 12, 10.000000, ZIP, 225, 18, 12.500000, 
trial0047444, AA, 0, 2, 0.000000, ZIC, 161, 12, 13.416667, ZIP, 224, 18, 12.444444, 
trial0047445, AA, 40, 2, 20.000000, ZIC, 50, 12, 4.166667, ZIP, 288, 18, 16.000000, 
trial0047446, AA, 0, 2, 0.000000, ZIC, 102, 12, 8.500000, ZIP, 283, 18, 15.722222, 
trial0047447, AA, 30, 2, 15.000000, ZIC, 57, 12, 4.750000, ZIP, 311, 18, 17.277778, 
trial0047448, AA, 39, 2, 19.500000, ZIC, 76, 12, 6.333333, ZIP, 263, 18, 14.611111, 
trial0047449, AA, 54, 2, 27.000000, ZIC, 139, 12, 11.583333, ZIP, 172, 18, 9.555556, 
trial0047450, AA, 0, 2, 0.000000, ZIC, 100, 12, 8.333333, ZIP, 265, 18, 14.722222, 
trial0047451, AA, 0, 2, 0.000000, ZIC, 98, 12, 8.166667, ZIP, 273, 18, 15.166667, 
trial0047452, AA, 42, 2, 21.000000, ZIC, 164, 12, 13.666667, ZIP, 198, 18, 11.000000, 
trial0047453, AA, 3, 2, 1.500000, ZIC, 75, 12, 6.250000, ZIP, 248, 18, 13.777778, 
trial0047454, AA, 5, 2, 2.500000, ZIC, 47, 12, 3.916667, ZIP, 163, 18, 9.055556, 
trial0047455, AA, 46, 2, 23.000000, ZIC, 61, 12, 5.083333, ZIP, 232, 18, 12.888889, 
trial0047456, AA, 21, 2, 10.500000, ZIC, 108, 12, 9.000000, ZIP, 230, 18, 12.777778, 
