trial0012901, ZIC, 0, 2, 0.000000, ZIP, 1356, 30, 45.200000, 
trial0012902, ZIC, 17, 2, 8.500000, ZIP, 1291, 30, 43.033333, 
trial0012903, ZIC, 0, 2, 0.000000, ZIP, 1396, 30, 46.533333, 
trial0012904, ZIC, 3, 2, 1.500000, ZIP, 1109, 30, 36.966667, 
trial0012905, ZIC, 0, 2, 0.000000, ZIP, 1507, 30, 50.233333, 
trial0012906, ZIC, 53, 2, 26.500000, ZIP, 1458, 30, 48.600000, 
trial0012907, ZIC, 22, 2, 11.000000, ZIP, 1627, 30, 54.233333, 
trial0012908, ZIC, 29, 2, 14.500000, ZIP, 1224, 30, 40.800000, 
trial0012909, ZIC, 2, 2, 1.000000, ZIP, 1107, 30, 36.900000, 
trial0012910, ZIC, 18, 2, 9.000000, ZIP, 869, 30, 28.966667, 
trial0012911, ZIC, 29, 2, 14.500000, ZIP, 1243, 30, 41.433333, 
trial0012912, ZIC, 14, 2, 7.000000, ZIP, 867, 30, 28.900000, 
trial0012913, ZIC, 0, 2, 0.000000, ZIP, 1391, 30, 46.366667, 
trial0012914, ZIC, 31, 2, 15.500000, ZIP, 1327, 30, 44.233333, 
trial0012915, ZIC, 0, 2, 0.000000, ZIP, 1324, 30, 44.133333, 
trial0012916, ZIC, 53, 2, 26.500000, ZIP, 1489, 30, 49.633333, 
trial0012917, ZIC, 142, 2, 71.000000, ZIP, 1404, 30, 46.800000, 
trial0012918, ZIC, 0, 2, 0.000000, ZIP, 1083, 30, 36.100000, 
trial0012919, ZIC, 77, 2, 38.500000, ZIP, 1473, 30, 49.100000, 
trial0012920, ZIC, 0, 2, 0.000000, ZIP, 956, 30, 31.866667, 
trial0012921, ZIC, 84, 2, 42.000000, ZIP, 1300, 30, 43.333333, 
trial0012922, ZIC, 0, 2, 0.000000, ZIP, 1136, 30, 37.866667, 
trial0012923, ZIC, 5, 2, 2.500000, ZIP, 1099, 30, 36.633333, 
trial0012924, ZIC, 4, 2, 2.000000, ZIP, 863, 30, 28.766667, 
trial0012925, ZIC, 10, 2, 5.000000, ZIP, 1428, 30, 47.600000, 
trial0012926, ZIC, 0, 2, 0.000000, ZIP, 1550, 30, 51.666667, 
trial0012927, ZIC, 3, 2, 1.500000, ZIP, 1279, 30, 42.633333, 
trial0012928, ZIC, 10, 2, 5.000000, ZIP, 1077, 30, 35.900000, 
trial0012929, ZIC, 34, 2, 17.000000, ZIP, 1272, 30, 42.400000, 
trial0012930, ZIC, 26, 2, 13.000000, ZIP, 1338, 30, 44.600000, 
trial0012931, ZIC, 184, 2, 92.000000, ZIP, 2606, 30, 86.866667, 
trial0012932, ZIC, 127, 2, 63.500000, ZIP, 2402, 30, 80.066667, 
trial0012933, ZIC, 15, 2, 7.500000, ZIP, 2620, 30, 87.333333, 
trial0012934, ZIC, 113, 2, 56.500000, ZIP, 2644, 30, 88.133333, 
trial0012935, ZIC, 246, 2, 123.000000, ZIP, 2571, 30, 85.700000, 
trial0012936, ZIC, 31, 2, 15.500000, ZIP, 2808, 30, 93.600000, 
trial0012937, ZIC, 186, 2, 93.000000, ZIP, 2733, 30, 91.100000, 
trial0012938, ZIC, 0, 2, 0.000000, ZIP, 2961, 30, 98.700000, 
trial0012939, ZIC, 179, 2, 89.500000, ZIP, 1899, 30, 63.300000, 
trial0012940, ZIC, 0, 2, 0.000000, ZIP, 2914, 30, 97.133333, 
trial0012941, ZIC, 32, 2, 16.000000, ZIP, 2280, 30, 76.000000, 
trial0012942, ZIC, 0, 2, 0.000000, ZIP, 2391, 30, 79.700000, 
trial0012943, ZIC, 0, 2, 0.000000, ZIP, 2712, 30, 90.400000, 
trial0012944, ZIC, 27, 2, 13.500000, ZIP, 2742, 30, 91.400000, 
trial0012945, ZIC, 29, 2, 14.500000, ZIP, 2736, 30, 91.200000, 
trial0012946, ZIC, 94, 2, 47.000000, ZIP, 2480, 30, 82.666667, 
trial0012947, ZIC, 242, 2, 121.000000, ZIP, 1040, 30, 34.666667, 
trial0012948, ZIC, 427, 2, 213.500000, ZIP, 2221, 30, 74.033333, 
trial0012949, ZIC, 16, 2, 8.000000, ZIP, 2819, 30, 93.966667, 
trial0012950, ZIC, 48, 2, 24.000000, ZIP, 2854, 30, 95.133333, 
trial0012951, ZIC, 9, 2, 4.500000, ZIP, 2239, 30, 74.633333, 
trial0012952, ZIC, 7, 2, 3.500000, ZIP, 2737, 30, 91.233333, 
trial0012953, ZIC, 28, 2, 14.000000, ZIP, 1202, 30, 40.066667, 
trial0012954, ZIC, 3, 2, 1.500000, ZIP, 2526, 30, 84.200000, 
trial0012955, ZIC, 87, 2, 43.500000, ZIP, 2540, 30, 84.666667, 
trial0012956, ZIC, 23, 2, 11.500000, ZIP, 2494, 30, 83.133333, 
trial0012957, ZIC, 0, 2, 0.000000, ZIP, 2727, 30, 90.900000, 
trial0012958, ZIC, 206, 2, 103.000000, ZIP, 2597, 30, 86.566667, 
trial0012959, ZIC, 6, 2, 3.000000, ZIP, 2663, 30, 88.766667, 
trial0012960, ZIC, 207, 2, 103.500000, ZIP, 2587, 30, 86.233333, 
trial0012961, ZIC, 18, 2, 9.000000, ZIP, 3527, 30, 117.566667, 
trial0012962, ZIC, 137, 2, 68.500000, ZIP, 2422, 30, 80.733333, 
trial0012963, ZIC, 77, 2, 38.500000, ZIP, 2980, 30, 99.333333, 
trial0012964, ZIC, 194, 2, 97.000000, ZIP, 2349, 30, 78.300000, 
trial0012965, ZIC, 162, 2, 81.000000, ZIP, 2838, 30, 94.600000, 
trial0012966, ZIC, 0, 2, 0.000000, ZIP, 2973, 30, 99.100000, 
trial0012967, ZIC, 43, 2, 21.500000, ZIP, 3304, 30, 110.133333, 
trial0012968, ZIC, 0, 2, 0.000000, ZIP, 3359, 30, 111.966667, 
trial0012969, ZIC, 9, 2, 4.500000, ZIP, 2923, 30, 97.433333, 
trial0012970, ZIC, 88, 2, 44.000000, ZIP, 3022, 30, 100.733333, 
trial0012971, ZIC, 131, 2, 65.500000, ZIP, 2753, 30, 91.766667, 
trial0012972, ZIC, 0, 2, 0.000000, ZIP, 3108, 30, 103.600000, 
trial0012973, ZIC, 81, 2, 40.500000, ZIP, 2813, 30, 93.766667, 
trial0012974, ZIC, 93, 2, 46.500000, ZIP, 3040, 30, 101.333333, 
trial0012975, ZIC, 43, 2, 21.500000, ZIP, 2612, 30, 87.066667, 
trial0012976, ZIC, 227, 2, 113.500000, ZIP, 2681, 30, 89.366667, 
trial0012977, ZIC, 7, 2, 3.500000, ZIP, 3258, 30, 108.600000, 
trial0012978, ZIC, 37, 2, 18.500000, ZIP, 2980, 30, 99.333333, 
trial0012979, ZIC, 0, 2, 0.000000, ZIP, 1524, 30, 50.800000, 
trial0012980, ZIC, 295, 2, 147.500000, ZIP, 2376, 30, 79.200000, 
trial0012981, ZIC, 22, 2, 11.000000, ZIP, 3318, 30, 110.600000, 
trial0012982, ZIC, 297, 2, 148.500000, ZIP, 2830, 30, 94.333333, 
trial0012983, ZIC, 4, 2, 2.000000, ZIP, 3185, 30, 106.166667, 
trial0012984, ZIC, 0, 2, 0.000000, ZIP, 3087, 30, 102.900000, 
trial0012985, ZIC, 194, 2, 97.000000, ZIP, 2906, 30, 96.866667, 
trial0012986, ZIC, 34, 2, 17.000000, ZIP, 3140, 30, 104.666667, 
trial0012987, ZIC, 198, 2, 99.000000, ZIP, 2626, 30, 87.533333, 
trial0012988, ZIC, 18, 2, 9.000000, ZIP, 3169, 30, 105.633333, 
trial0012989, ZIC, 0, 2, 0.000000, ZIP, 3158, 30, 105.266667, 
trial0012990, ZIC, 99, 2, 49.500000, ZIP, 2785, 30, 92.833333, 
trial0012991, ZIC, 187, 2, 93.500000, ZIP, 5223, 30, 174.100000, 
trial0012992, ZIC, 94, 2, 47.000000, ZIP, 5359, 30, 178.633333, 
trial0012993, ZIC, 446, 2, 223.000000, ZIP, 4451, 30, 148.366667, 
trial0012994, ZIC, 345, 2, 172.500000, ZIP, 5112, 30, 170.400000, 
trial0012995, ZIC, 751, 2, 375.500000, ZIP, 4901, 30, 163.366667, 
trial0012996, ZIC, 603, 2, 301.500000, ZIP, 4836, 30, 161.200000, 
trial0012997, ZIC, 112, 2, 56.000000, ZIP, 4619, 30, 153.966667, 
trial0012998, ZIC, 322, 2, 161.000000, ZIP, 5625, 30, 187.500000, 
trial0012999, ZIC, 523, 2, 261.500000, ZIP, 5222, 30, 174.066667, 
trial0013000, ZIC, 0, 2, 0.000000, ZIP, 5593, 30, 186.433333, 
trial0013001, ZIC, 324, 2, 162.000000, ZIP, 4987, 30, 166.233333, 
trial0013002, ZIC, 91, 2, 45.500000, ZIP, 4891, 30, 163.033333, 
trial0013003, ZIC, 558, 2, 279.000000, ZIP, 5027, 30, 167.566667, 
trial0013004, ZIC, 0, 2, 0.000000, ZIP, 5698, 30, 189.933333, 
trial0013005, ZIC, 397, 2, 198.500000, ZIP, 5081, 30, 169.366667, 
trial0013006, ZIC, 83, 2, 41.500000, ZIP, 5742, 30, 191.400000, 
trial0013007, ZIC, 4, 2, 2.000000, ZIP, 5441, 30, 181.366667, 
trial0013008, ZIC, 128, 2, 64.000000, ZIP, 5371, 30, 179.033333, 
trial0013009, ZIC, 0, 2, 0.000000, ZIP, 5486, 30, 182.866667, 
trial0013010, ZIC, 0, 2, 0.000000, ZIP, 5871, 30, 195.700000, 
trial0013011, ZIC, 456, 2, 228.000000, ZIP, 5173, 30, 172.433333, 
trial0013012, ZIC, 464, 2, 232.000000, ZIP, 4905, 30, 163.500000, 
trial0013013, ZIC, 0, 2, 0.000000, ZIP, 5550, 30, 185.000000, 
trial0013014, ZIC, 18, 2, 9.000000, ZIP, 5536, 30, 184.533333, 
trial0013015, ZIC, 542, 2, 271.000000, ZIP, 4968, 30, 165.600000, 
trial0013016, ZIC, 0, 2, 0.000000, ZIP, 4665, 30, 155.500000, 
trial0013017, ZIC, 184, 2, 92.000000, ZIP, 4627, 30, 154.233333, 
trial0013018, ZIC, 146, 2, 73.000000, ZIP, 5194, 30, 173.133333, 
trial0013019, ZIC, 0, 2, 0.000000, ZIP, 5268, 30, 175.600000, 
trial0013020, ZIC, 410, 2, 205.000000, ZIP, 4954, 30, 165.133333, 
trial0013021, ZIC, 3, 2, 1.500000, ZIP, 1208, 30, 40.266667, 
trial0013022, ZIC, 97, 2, 48.500000, ZIP, 1198, 30, 39.933333, 
trial0013023, ZIC, 19, 2, 9.500000, ZIP, 1171, 30, 39.033333, 
trial0013024, ZIC, 22, 2, 11.000000, ZIP, 1713, 30, 57.100000, 
trial0013025, ZIC, 23, 2, 11.500000, ZIP, 1111, 30, 37.033333, 
trial0013026, ZIC, 0, 2, 0.000000, ZIP, 1161, 30, 38.700000, 
trial0013027, ZIC, 51, 2, 25.500000, ZIP, 1253, 30, 41.766667, 
trial0013028, ZIC, 24, 2, 12.000000, ZIP, 1141, 30, 38.033333, 
trial0013029, ZIC, 0, 2, 0.000000, ZIP, 776, 30, 25.866667, 
trial0013030, ZIC, 0, 2, 0.000000, ZIP, 1032, 30, 34.400000, 
trial0013031, ZIC, 0, 2, 0.000000, ZIP, 1315, 30, 43.833333, 
trial0013032, ZIC, 0, 2, 0.000000, ZIP, 1137, 30, 37.900000, 
trial0013033, ZIC, 76, 2, 38.000000, ZIP, 1632, 30, 54.400000, 
trial0013034, ZIC, 6, 2, 3.000000, ZIP, 1283, 30, 42.766667, 
trial0013035, ZIC, 0, 2, 0.000000, ZIP, 1585, 30, 52.833333, 
trial0013036, ZIC, 0, 2, 0.000000, ZIP, 1140, 30, 38.000000, 
trial0013037, ZIC, 0, 2, 0.000000, ZIP, 1100, 30, 36.666667, 
trial0013038, ZIC, 15, 2, 7.500000, ZIP, 1163, 30, 38.766667, 
trial0013039, ZIC, 8, 2, 4.000000, ZIP, 1123, 30, 37.433333, 
trial0013040, ZIC, 30, 2, 15.000000, ZIP, 1214, 30, 40.466667, 
trial0013041, ZIC, 2, 2, 1.000000, ZIP, 967, 30, 32.233333, 
trial0013042, ZIC, 17, 2, 8.500000, ZIP, 1140, 30, 38.000000, 
trial0013043, ZIC, 34, 2, 17.000000, ZIP, 1074, 30, 35.800000, 
trial0013044, ZIC, 0, 2, 0.000000, ZIP, 877, 30, 29.233333, 
trial0013045, ZIC, 0, 2, 0.000000, ZIP, 1119, 30, 37.300000, 
trial0013046, ZIC, 3, 2, 1.500000, ZIP, 1265, 30, 42.166667, 
trial0013047, ZIC, 69, 2, 34.500000, ZIP, 1086, 30, 36.200000, 
