trial0057601, AA, 16, 6, 2.666667, ZIP, 218, 26, 8.384615, 
trial0057602, AA, 93, 6, 15.500000, ZIP, 180, 26, 6.923077, 
trial0057603, AA, 13, 6, 2.166667, ZIP, 230, 26, 8.846154, 
trial0057604, AA, 37, 6, 6.166667, ZIP, 227, 26, 8.730769, 
trial0057605, AA, 22, 6, 3.666667, ZIP, 238, 26, 9.153846, 
trial0057606, AA, 5, 6, 0.833333, ZIP, 259, 26, 9.961538, 
trial0057607, AA, 83, 6, 13.833333, ZIP, 164, 26, 6.307692, 
trial0057608, AA, 59, 6, 9.833333, ZIP, 171, 26, 6.576923, 
trial0057609, AA, 19, 6, 3.166667, ZIP, 210, 26, 8.076923, 
trial0057610, AA, 32, 6, 5.333333, ZIP, 185, 26, 7.115385, 
trial0057611, AA, 34, 6, 5.666667, ZIP, 230, 26, 8.846154, 
trial0057612, AA, 48, 6, 8.000000, ZIP, 173, 26, 6.653846, 
trial0057613, AA, 16, 6, 2.666667, ZIP, 205, 26, 7.884615, 
trial0057614, AA, 71, 6, 11.833333, ZIP, 133, 26, 5.115385, 
trial0057615, AA, 34, 6, 5.666667, ZIP, 187, 26, 7.192308, 
trial0057616, AA, 48, 6, 8.000000, ZIP, 212, 26, 8.153846, 
trial0057617, AA, 38, 6, 6.333333, ZIP, 188, 26, 7.230769, 
trial0057618, AA, 60, 6, 10.000000, ZIP, 213, 26, 8.192308, 
trial0057619, AA, 5, 6, 0.833333, ZIP, 251, 26, 9.653846, 
trial0057620, AA, 52, 6, 8.666667, ZIP, 182, 26, 7.000000, 
trial0057621, AA, 50, 6, 8.333333, ZIP, 192, 26, 7.384615, 
trial0057622, AA, 26, 6, 4.333333, ZIP, 204, 26, 7.846154, 
trial0057623, AA, 103, 6, 17.166667, ZIP, 131, 26, 5.038462, 
trial0057624, AA, 32, 6, 5.333333, ZIP, 202, 26, 7.769231, 
trial0057625, AA, 74, 6, 12.333333, ZIP, 134, 26, 5.153846, 
trial0057626, AA, 7, 6, 1.166667, ZIP, 196, 26, 7.538462, 
trial0057627, AA, 48, 6, 8.000000, ZIP, 208, 26, 8.000000, 
trial0057628, AA, 50, 6, 8.333333, ZIP, 214, 26, 8.230769, 
trial0057629, AA, 57, 6, 9.500000, ZIP, 203, 26, 7.807692, 
trial0057630, AA, 30, 6, 5.000000, ZIP, 169, 26, 6.500000, 
trial0057631, AA, 45, 6, 7.500000, ZIP, 278, 26, 10.692308, 
trial0057632, AA, 77, 6, 12.833333, ZIP, 241, 26, 9.269231, 
trial0057633, AA, 43, 6, 7.166667, ZIP, 275, 26, 10.576923, 
trial0057634, AA, 63, 6, 10.500000, ZIP, 244, 26, 9.384615, 
trial0057635, AA, 31, 6, 5.166667, ZIP, 272, 26, 10.461538, 
trial0057636, AA, 62, 6, 10.333333, ZIP, 251, 26, 9.653846, 
trial0057637, AA, 16, 6, 2.666667, ZIP, 307, 26, 11.807692, 
trial0057638, AA, 26, 6, 4.333333, ZIP, 276, 26, 10.615385, 
trial0057639, AA, 69, 6, 11.500000, ZIP, 260, 26, 10.000000, 
trial0057640, AA, 32, 6, 5.333333, ZIP, 259, 26, 9.961538, 
trial0057641, AA, 39, 6, 6.500000, ZIP, 290, 26, 11.153846, 
trial0057642, AA, 23, 6, 3.833333, ZIP, 290, 26, 11.153846, 
trial0057643, AA, 31, 6, 5.166667, ZIP, 276, 26, 10.615385, 
trial0057644, AA, 83, 6, 13.833333, ZIP, 209, 26, 8.038462, 
trial0057645, AA, 66, 6, 11.000000, ZIP, 241, 26, 9.269231, 
trial0057646, AA, 35, 6, 5.833333, ZIP, 283, 26, 10.884615, 
trial0057647, AA, 22, 6, 3.666667, ZIP, 301, 26, 11.576923, 
trial0057648, AA, 17, 6, 2.833333, ZIP, 290, 26, 11.153846, 
trial0057649, AA, 32, 6, 5.333333, ZIP, 265, 26, 10.192308, 
trial0057650, AA, 39, 6, 6.500000, ZIP, 269, 26, 10.346154, 
trial0057651, AA, 19, 6, 3.166667, ZIP, 268, 26, 10.307692, 
trial0057652, AA, 53, 6, 8.833333, ZIP, 229, 26, 8.807692, 
trial0057653, AA, 27, 6, 4.500000, ZIP, 302, 26, 11.615385, 
trial0057654, AA, 61, 6, 10.166667, ZIP, 247, 26, 9.500000, 
trial0057655, AA, 31, 6, 5.166667, ZIP, 282, 26, 10.846154, 
trial0057656, AA, 73, 6, 12.166667, ZIP, 235, 26, 9.038462, 
trial0057657, AA, 34, 6, 5.666667, ZIP, 295, 26, 11.346154, 
trial0057658, AA, 57, 6, 9.500000, ZIP, 272, 26, 10.461538, 
trial0057659, AA, 138, 6, 23.000000, ZIP, 164, 26, 6.307692, 
