8.21875, 101
9.28125, 102
10.15625, 103
10.6875, 103
15.21875, 104
16.71875, 103
34.8125, 102
44.25, 103
44.9375, 102
45.78125, 102
46.09375, 101
46.5, 101
48.125, 102
48.40625, 102
51.5625, 102
54.375, 102
54.75, 101
55.34375, 100
56.5625, 99
56.90625, 101
57.46875, 103
59.03125, 102
60.625, 103
62.8125, 107
63.5, 107
64.46875, 107
66.5625, 108
67.3125, 111
76.0625, 112
80.6875, 111
85.3125, 111
86.96875, 109
90.5625, 110
91.75, 110
92.03125, 109
92.5625, 109
93.59375, 110
94.78125, 110
94.84375, 109
96.0, 109
99.5, 109
99.8125, 108
103.09375, 109
105.8125, 116
107.84375, 119
114.125, 118
120.1875, 120
121.03125, 120
122.28125, 119
124.34375, 119
124.40625, 118
124.6875, 119
126.34375, 119
132.28125, 118
133.0, 119
133.0625, 118
135.3125, 118
142.34375, 120
142.9375, 120
144.5, 119
147.15625, 120
147.9375, 120
151.75, 118
156.71875, 121
161.9375, 120
163.21875, 120
166.34375, 120
167.28125, 120
169.625, 120
171.5, 120
172.71875, 119
174.28125, 119
174.84375, 119
177.0625, 118
177.75, 117
180.71875, 115
180.875, 114
184.8125, 112
185.75, 112
186.34375, 111
188.125, 111
199.375, 110
201.8125, 104
202.9375, 101
203.03125, 105
203.40625, 101
205.4375, 101
205.625, 101
206.34375, 100
207.0625, 100
210.8125, 100
211.25, 100
211.40625, 100
214.28125, 100
217.34375, 99
218.375, 99
221.46875, 99
226.6875, 101
231.78125, 100
232.09375, 99
236.03125, 100
237.875, 100
238.15625, 104
240.40625, 104
241.125, 104
246.125, 109
247.71875, 112
251.875, 113
251.96875, 115
253.8125, 117
254.40625, 117
256.96875, 118
258.65625, 118
262.09375, 132
262.59375, 134
263.84375, 133
266.03125, 135
270.3125, 138
272.34375, 138
273.71875, 136
277.0, 135
277.8125, 136
279.375, 139
282.71875, 138
283.1875, 136
284.125, 137
290.15625, 135
296.125, 133
296.15625, 133
299.71875, 129
305.4375, 128
305.9375, 128
309.625, 124
311.59375, 123
313.9375, 121
317.25, 119
317.78125, 117
318.71875, 111
321.6875, 109
324.6875, 108
325.8125, 106
326.46875, 105
326.59375, 104
330.8125, 103
332.15625, 103
335.09375, 106
335.53125, 105
337.6875, 103
341.6875, 110
342.03125, 114
343.09375, 111
343.625, 116
345.90625, 120
346.71875, 125
357.21875, 129
359.125, 132
361.1875, 148
367.125, 146
369.125, 146
371.3125, 151
376.65625, 151
389.46875, 151
390.96875, 150
398.9375, 148
400.21875, 145
400.4375, 149
401.59375, 142
402.8125, 136
404.71875, 134
405.125, 124
409.34375, 107
411.6875, 105
425.15625, 110
427.875, 110
428.65625, 112
431.53125, 118
431.59375, 118
432.78125, 126
433.875, 130
435.1875, 136
435.375, 141
435.6875, 147
436.53125, 146
439.25, 147
450.71875, 148
451.625, 145
452.3125, 138
453.875, 135
457.0625, 135
459.75, 136
460.09375, 129
466.25, 107
486.9375, 123
488.96875, 135
489.40625, 136
491.625, 128
502.78125, 123
504.34375, 129
505.125, 132
505.53125, 141
506.75, 145
507.125, 148
507.84375, 147
511.875, 156
514.78125, 157
515.6875, 155
522.21875, 142
525.8125, 130
527.1875, 128
527.59375, 133
528.125, 126
529.28125, 124
529.84375, 112
538.21875, 101
541.625, 102
542.84375, 108
543.46875, 111
547.6875, 114
550.34375, 118
550.625, 119
555.0, 132
556.96875, 133
561.53125, 134
566.5, 147
567.53125, 150
571.40625, 154
571.71875, 153
574.3125, 152
581.25, 139
583.53125, 132
583.875, 117
584.625, 113
585.875, 111
587.65625, 110
587.84375, 109
591.25, 108
594.59375, 116
