trial0017701, AA, 837, 22, 38.045455, GDX, 267, 8, 33.375000, ZIC, 124, 2, 62.000000, 
trial0017702, AA, 844, 22, 38.363636, GDX, 463, 8, 57.875000, ZIC, 79, 2, 39.500000, 
trial0017703, AA, 669, 22, 30.409091, GDX, 353, 8, 44.125000, ZIC, 108, 2, 54.000000, 
trial0017704, AA, 647, 22, 29.409091, GDX, 719, 8, 89.875000, ZIC, 102, 2, 51.000000, 
trial0017705, AA, 843, 22, 38.318182, GDX, 266, 8, 33.250000, ZIC, 0, 2, 0.000000, 
trial0017706, AA, 291, 22, 13.227273, GDX, 686, 8, 85.750000, ZIC, 5, 2, 2.500000, 
trial0017707, AA, 687, 22, 31.227273, GDX, 334, 8, 41.750000, ZIC, 52, 2, 26.000000, 
trial0017708, AA, 1032, 22, 46.909091, GDX, 290, 8, 36.250000, ZIC, 3, 2, 1.500000, 
trial0017709, AA, 1105, 22, 50.227273, GDX, 121, 8, 15.125000, ZIC, 124, 2, 62.000000, 
trial0017710, AA, 659, 22, 29.954545, GDX, 298, 8, 37.250000, ZIC, 93, 2, 46.500000, 
trial0017711, AA, 1107, 22, 50.318182, GDX, 317, 8, 39.625000, ZIC, 0, 2, 0.000000, 
trial0017712, AA, 836, 22, 38.000000, GDX, 163, 8, 20.375000, ZIC, 0, 2, 0.000000, 
trial0017713, AA, 982, 22, 44.636364, GDX, 131, 8, 16.375000, ZIC, 135, 2, 67.500000, 
trial0017714, AA, 945, 22, 42.954545, GDX, 187, 8, 23.375000, ZIC, 13, 2, 6.500000, 
trial0017715, AA, 806, 22, 36.636364, GDX, 308, 8, 38.500000, ZIC, 0, 2, 0.000000, 
trial0017716, AA, 709, 22, 32.227273, GDX, 358, 8, 44.750000, ZIC, 0, 2, 0.000000, 
trial0017717, AA, 897, 22, 40.772727, GDX, 567, 8, 70.875000, ZIC, 107, 2, 53.500000, 
trial0017718, AA, 1006, 22, 45.727273, GDX, 368, 8, 46.000000, ZIC, 264, 2, 132.000000, 
trial0017719, AA, 631, 22, 28.681818, GDX, 366, 8, 45.750000, ZIC, 42, 2, 21.000000, 
trial0017720, AA, 897, 22, 40.772727, GDX, 567, 8, 70.875000, ZIC, 0, 2, 0.000000, 
trial0017721, AA, 1236, 22, 56.181818, GDX, 235, 8, 29.375000, ZIC, 114, 2, 57.000000, 
trial0017722, AA, 674, 22, 30.636364, GDX, 260, 8, 32.500000, ZIC, 2, 2, 1.000000, 
trial0017723, AA, 1167, 22, 53.045455, GDX, 314, 8, 39.250000, ZIC, 6, 2, 3.000000, 
trial0017724, AA, 919, 22, 41.772727, GDX, 450, 8, 56.250000, ZIC, 0, 2, 0.000000, 
trial0017725, AA, 838, 22, 38.090909, GDX, 533, 8, 66.625000, ZIC, 220, 2, 110.000000, 
trial0017726, AA, 1121, 22, 50.954545, GDX, 258, 8, 32.250000, ZIC, 0, 2, 0.000000, 
trial0017727, AA, 905, 22, 41.136364, GDX, 413, 8, 51.625000, ZIC, 24, 2, 12.000000, 
trial0017728, AA, 959, 22, 43.590909, GDX, 127, 8, 15.875000, ZIC, 59, 2, 29.500000, 
trial0017729, AA, 609, 22, 27.681818, GDX, 343, 8, 42.875000, ZIC, 148, 2, 74.000000, 
trial0017730, AA, 663, 22, 30.136364, GDX, 566, 8, 70.750000, ZIC, 173, 2, 86.500000, 
trial0017731, AA, 940, 22, 42.727273, GDX, 335, 8, 41.875000, ZIC, 181, 2, 90.500000, 
trial0017732, AA, 1551, 22, 70.500000, GDX, 270, 8, 33.750000, ZIC, 0, 2, 0.000000, 
trial0017733, AA, 824, 22, 37.454545, GDX, 520, 8, 65.000000, ZIC, 79, 2, 39.500000, 
trial0017734, AA, 942, 22, 42.818182, GDX, 344, 8, 43.000000, ZIC, 12, 2, 6.000000, 
trial0017735, AA, 1068, 22, 48.545455, GDX, 478, 8, 59.750000, ZIC, 114, 2, 57.000000, 
trial0017736, AA, 972, 22, 44.181818, GDX, 380, 8, 47.500000, ZIC, 129, 2, 64.500000, 
