trial0015601, AA, 1140, 26, 43.846154, GDX, 565, 6, 94.166667, 
trial0015602, AA, 1602, 26, 61.615385, GDX, 60, 6, 10.000000, 
trial0015603, AA, 1316, 26, 50.615385, GDX, 295, 6, 49.166667, 
trial0015604, AA, 1500, 26, 57.692308, GDX, 176, 6, 29.333333, 
trial0015605, AA, 1036, 26, 39.846154, GDX, 432, 6, 72.000000, 
trial0015606, AA, 1162, 26, 44.692308, GDX, 877, 6, 146.166667, 
trial0015607, AA, 1561, 26, 60.038462, GDX, 88, 6, 14.666667, 
trial0015608, AA, 1299, 26, 49.961538, GDX, 571, 6, 95.166667, 
trial0015609, AA, 1358, 26, 52.230769, GDX, 287, 6, 47.833333, 
trial0015610, AA, 1633, 26, 62.807692, GDX, 104, 6, 17.333333, 
trial0015611, AA, 1083, 26, 41.653846, GDX, 742, 6, 123.666667, 
trial0015612, AA, 1052, 26, 40.461538, GDX, 608, 6, 101.333333, 
trial0015613, AA, 1599, 26, 61.500000, GDX, 283, 6, 47.166667, 
trial0015614, AA, 1401, 26, 53.884615, GDX, 378, 6, 63.000000, 
trial0015615, AA, 1132, 26, 43.538462, GDX, 690, 6, 115.000000, 
trial0015616, AA, 1397, 26, 53.730769, GDX, 426, 6, 71.000000, 
trial0015617, AA, 1109, 26, 42.653846, GDX, 265, 6, 44.166667, 
trial0015618, AA, 1607, 26, 61.807692, GDX, 238, 6, 39.666667, 
trial0015619, AA, 1253, 26, 48.192308, GDX, 208, 6, 34.666667, 
trial0015620, AA, 1777, 26, 68.346154, GDX, 106, 6, 17.666667, 
trial0015621, AA, 940, 26, 36.153846, GDX, 515, 6, 85.833333, 
trial0015622, AA, 1280, 26, 49.230769, GDX, 472, 6, 78.666667, 
trial0015623, AA, 1542, 26, 59.307692, GDX, 129, 6, 21.500000, 
trial0015624, AA, 1289, 26, 49.576923, GDX, 516, 6, 86.000000, 
trial0015625, AA, 1294, 26, 49.769231, GDX, 402, 6, 67.000000, 
trial0015626, AA, 1381, 26, 53.115385, GDX, 497, 6, 82.833333, 
trial0015627, AA, 1609, 26, 61.884615, GDX, 55, 6, 9.166667, 
trial0015628, AA, 1462, 26, 56.230769, GDX, 411, 6, 68.500000, 
trial0015629, AA, 1309, 26, 50.346154, GDX, 349, 6, 58.166667, 
trial0015630, AA, 1349, 26, 51.884615, GDX, 322, 6, 53.666667, 
trial0015631, AA, 513, 26, 19.730769, GDX, 190, 6, 31.666667, 
trial0015632, AA, 374, 26, 14.384615, GDX, 189, 6, 31.500000, 
trial0015633, AA, 560, 26, 21.538462, GDX, 172, 6, 28.666667, 
trial0015634, AA, 561, 26, 21.576923, GDX, 116, 6, 19.333333, 
trial0015635, AA, 416, 26, 16.000000, GDX, 106, 6, 17.666667, 
trial0015636, AA, 514, 26, 19.769231, GDX, 123, 6, 20.500000, 
trial0015637, AA, 480, 26, 18.461538, GDX, 117, 6, 19.500000, 
trial0015638, AA, 516, 26, 19.846154, GDX, 100, 6, 16.666667, 
trial0015639, AA, 588, 26, 22.615385, GDX, 88, 6, 14.666667, 
trial0015640, AA, 546, 26, 21.000000, GDX, 53, 6, 8.833333, 
trial0015641, AA, 311, 26, 11.961538, GDX, 133, 6, 22.166667, 
trial0015642, AA, 433, 26, 16.653846, GDX, 225, 6, 37.500000, 
