trial0016501, AA, 557, 20, 27.850000, GDX, 651, 12, 54.250000, 
trial0016502, AA, 657, 20, 32.850000, GDX, 292, 12, 24.333333, 
trial0016503, AA, 497, 20, 24.850000, GDX, 510, 12, 42.500000, 
trial0016504, AA, 592, 20, 29.600000, GDX, 233, 12, 19.416667, 
trial0016505, AA, 593, 20, 29.650000, GDX, 657, 12, 54.750000, 
trial0016506, AA, 947, 20, 47.350000, GDX, 237, 12, 19.750000, 
trial0016507, AA, 953, 20, 47.650000, GDX, 110, 12, 9.166667, 
trial0016508, AA, 609, 20, 30.450000, GDX, 351, 12, 29.250000, 
trial0016509, AA, 542, 20, 27.100000, GDX, 314, 12, 26.166667, 
trial0016510, AA, 858, 20, 42.900000, GDX, 196, 12, 16.333333, 
trial0016511, AA, 957, 20, 47.850000, GDX, 288, 12, 24.000000, 
trial0016512, AA, 1352, 20, 67.600000, GDX, 429, 12, 35.750000, 
trial0016513, AA, 466, 20, 23.300000, GDX, 130, 12, 10.833333, 
trial0016514, AA, 394, 20, 19.700000, GDX, 556, 12, 46.333333, 
trial0016515, AA, 412, 20, 20.600000, GDX, 211, 12, 17.583333, 
trial0016516, AA, 654, 20, 32.700000, GDX, 958, 12, 79.833333, 
trial0016517, AA, 689, 20, 34.450000, GDX, 284, 12, 23.666667, 
trial0016518, AA, 837, 20, 41.850000, GDX, 407, 12, 33.916667, 
trial0016519, AA, 284, 20, 14.200000, GDX, 419, 12, 34.916667, 
trial0016520, AA, 510, 20, 25.500000, GDX, 924, 12, 77.000000, 
trial0016521, AA, 749, 20, 37.450000, GDX, 168, 12, 14.000000, 
trial0016522, AA, 733, 20, 36.650000, GDX, 366, 12, 30.500000, 
trial0016523, AA, 792, 20, 39.600000, GDX, 219, 12, 18.250000, 
trial0016524, AA, 567, 20, 28.350000, GDX, 363, 12, 30.250000, 
trial0016525, AA, 858, 20, 42.900000, GDX, 323, 12, 26.916667, 
trial0016526, AA, 783, 20, 39.150000, GDX, 461, 12, 38.416667, 
trial0016527, AA, 516, 20, 25.800000, GDX, 349, 12, 29.083333, 
trial0016528, AA, 862, 20, 43.100000, GDX, 534, 12, 44.500000, 
trial0016529, AA, 365, 20, 18.250000, GDX, 292, 12, 24.333333, 
trial0016530, AA, 701, 20, 35.050000, GDX, 562, 12, 46.833333, 
trial0016531, AA, 2223, 20, 111.150000, GDX, 1172, 12, 97.666667, 
trial0016532, AA, 1583, 20, 79.150000, GDX, 1263, 12, 105.250000, 
trial0016533, AA, 2409, 20, 120.450000, GDX, 1067, 12, 88.916667, 
trial0016534, AA, 3176, 20, 158.800000, GDX, 612, 12, 51.000000, 
trial0016535, AA, 2717, 20, 135.850000, GDX, 1012, 12, 84.333333, 
trial0016536, AA, 2055, 20, 102.750000, GDX, 485, 12, 40.416667, 
trial0016537, AA, 2755, 20, 137.750000, GDX, 705, 12, 58.750000, 
trial0016538, AA, 2296, 20, 114.800000, GDX, 538, 12, 44.833333, 
trial0016539, AA, 1600, 20, 80.000000, GDX, 529, 12, 44.083333, 
trial0016540, AA, 2126, 20, 106.300000, GDX, 1669, 12, 139.083333, 
trial0016541, AA, 1879, 20, 93.950000, GDX, 1578, 12, 131.500000, 
trial0016542, AA, 2553, 20, 127.650000, GDX, 1411, 12, 117.583333, 
trial0016543, AA, 1945, 20, 97.250000, GDX, 1468, 12, 122.333333, 
trial0016544, AA, 1594, 20, 79.700000, GDX, 897, 12, 74.750000, 
trial0016545, AA, 1638, 20, 81.900000, GDX, 1369, 12, 114.083333, 
trial0016546, AA, 2164, 20, 108.200000, GDX, 1470, 12, 122.500000, 
trial0016547, AA, 1825, 20, 91.250000, GDX, 1074, 12, 89.500000, 
trial0016548, AA, 2292, 20, 114.600000, GDX, 158, 12, 13.166667, 
trial0016549, AA, 1208, 20, 60.400000, GDX, 904, 12, 75.333333, 
trial0016550, AA, 2759, 20, 137.950000, GDX, 254, 12, 21.166667, 
trial0016551, AA, 2903, 20, 145.150000, GDX, 270, 12, 22.500000, 
trial0016552, AA, 2188, 20, 109.400000, GDX, 1038, 12, 86.500000, 
trial0016553, AA, 2549, 20, 127.450000, GDX, 664, 12, 55.333333, 
trial0016554, AA, 2063, 20, 103.150000, GDX, 327, 12, 27.250000, 
trial0016555, AA, 2007, 20, 100.350000, GDX, 812, 12, 67.666667, 
trial0016556, AA, 1960, 20, 98.000000, GDX, 1013, 12, 84.416667, 
trial0016557, AA, 1752, 20, 87.600000, GDX, 1335, 12, 111.250000, 
trial0016558, AA, 2479, 20, 123.950000, GDX, 652, 12, 54.333333, 
trial0016559, AA, 2994, 20, 149.700000, GDX, 438, 12, 36.500000, 
trial0016560, AA, 2471, 20, 123.550000, GDX, 466, 12, 38.833333, 
trial0016561, AA, 1384, 20, 69.200000, GDX, 617, 12, 51.416667, 
trial0016562, AA, 981, 20, 49.050000, GDX, 782, 12, 65.166667, 
trial0016563, AA, 1126, 20, 56.300000, GDX, 303, 12, 25.250000, 
trial0016564, AA, 1147, 20, 57.350000, GDX, 1197, 12, 99.750000, 
trial0016565, AA, 626, 20, 31.300000, GDX, 999, 12, 83.250000, 
trial0016566, AA, 922, 20, 46.100000, GDX, 881, 12, 73.416667, 
trial0016567, AA, 1274, 20, 63.700000, GDX, 690, 12, 57.500000, 
trial0016568, AA, 1056, 20, 52.800000, GDX, 936, 12, 78.000000, 
trial0016569, AA, 881, 20, 44.050000, GDX, 732, 12, 61.000000, 
trial0016570, AA, 725, 20, 36.250000, GDX, 756, 12, 63.000000, 
trial0016571, AA, 1450, 20, 72.500000, GDX, 509, 12, 42.416667, 
trial0016572, AA, 734, 20, 36.700000, GDX, 483, 12, 40.250000, 
