trial0015901, AA, 1425, 24, 59.375000, GDX, 542, 8, 67.750000, 
trial0015902, AA, 1026, 24, 42.750000, GDX, 148, 8, 18.500000, 
trial0015903, AA, 1155, 24, 48.125000, GDX, 1412, 8, 176.500000, 
trial0015904, AA, 2249, 24, 93.708333, GDX, 185, 8, 23.125000, 
trial0015905, AA, 1666, 24, 69.416667, GDX, 954, 8, 119.250000, 
trial0015906, AA, 1719, 24, 71.625000, GDX, 318, 8, 39.750000, 
trial0015907, AA, 2095, 24, 87.291667, GDX, 809, 8, 101.125000, 
trial0015908, AA, 1564, 24, 65.166667, GDX, 413, 8, 51.625000, 
trial0015909, AA, 2295, 24, 95.625000, GDX, 351, 8, 43.875000, 
trial0015910, AA, 2145, 24, 89.375000, GDX, 206, 8, 25.750000, 
trial0015911, AA, 1689, 24, 70.375000, GDX, 1008, 8, 126.000000, 
trial0015912, AA, 1966, 24, 81.916667, GDX, 943, 8, 117.875000, 
trial0015913, AA, 2051, 24, 85.458333, GDX, 848, 8, 106.000000, 
trial0015914, AA, 1389, 24, 57.875000, GDX, 859, 8, 107.375000, 
trial0015915, AA, 1510, 24, 62.916667, GDX, 246, 8, 30.750000, 
trial0015916, AA, 1848, 24, 77.000000, GDX, 1094, 8, 136.750000, 
trial0015917, AA, 1980, 24, 82.500000, GDX, 197, 8, 24.625000, 
trial0015918, AA, 1422, 24, 59.250000, GDX, 478, 8, 59.750000, 
trial0015919, AA, 1413, 24, 58.875000, GDX, 1085, 8, 135.625000, 
trial0015920, AA, 2039, 24, 84.958333, GDX, 471, 8, 58.875000, 
trial0015921, AA, 1316, 24, 54.833333, GDX, 528, 8, 66.000000, 
trial0015922, AA, 1738, 24, 72.416667, GDX, 875, 8, 109.375000, 
trial0015923, AA, 1379, 24, 57.458333, GDX, 714, 8, 89.250000, 
trial0015924, AA, 1113, 24, 46.375000, GDX, 1026, 8, 128.250000, 
trial0015925, AA, 1641, 24, 68.375000, GDX, 621, 8, 77.625000, 
trial0015926, AA, 1407, 24, 58.625000, GDX, 1015, 8, 126.875000, 
trial0015927, AA, 1462, 24, 60.916667, GDX, 446, 8, 55.750000, 
trial0015928, AA, 2054, 24, 85.583333, GDX, 131, 8, 16.375000, 
trial0015929, AA, 2675, 24, 111.458333, GDX, 66, 8, 8.250000, 
trial0015930, AA, 1896, 24, 79.000000, GDX, 794, 8, 99.250000, 
trial0015931, AA, 2617, 24, 109.041667, GDX, 1561, 8, 195.125000, 
trial0015932, AA, 3445, 24, 143.541667, GDX, 895, 8, 111.875000, 
trial0015933, AA, 2859, 24, 119.125000, GDX, 1295, 8, 161.875000, 
trial0015934, AA, 3841, 24, 160.041667, GDX, 1075, 8, 134.375000, 
trial0015935, AA, 2970, 24, 123.750000, GDX, 572, 8, 71.500000, 
trial0015936, AA, 3952, 24, 164.666667, GDX, 403, 8, 50.375000, 
trial0015937, AA, 3683, 24, 153.458333, GDX, 282, 8, 35.250000, 
trial0015938, AA, 3037, 24, 126.541667, GDX, 921, 8, 115.125000, 
trial0015939, AA, 3931, 24, 163.791667, GDX, 439, 8, 54.875000, 
trial0015940, AA, 3695, 24, 153.958333, GDX, 795, 8, 99.375000, 
trial0015941, AA, 3227, 24, 134.458333, GDX, 899, 8, 112.375000, 
trial0015942, AA, 3964, 24, 165.166667, GDX, 204, 8, 25.500000, 
trial0015943, AA, 3126, 24, 130.250000, GDX, 275, 8, 34.375000, 
