trial0018901, AA, 36, 4, 9.000000, GDX, 415, 28, 14.821429, 
trial0018902, AA, 103, 4, 25.750000, GDX, 485, 28, 17.321429, 
trial0018903, AA, 0, 4, 0.000000, GDX, 212, 28, 7.571429, 
trial0018904, AA, 0, 4, 0.000000, GDX, 656, 28, 23.428571, 
trial0018905, AA, 0, 4, 0.000000, GDX, 620, 28, 22.142857, 
trial0018906, AA, 0, 4, 0.000000, GDX, 358, 28, 12.785714, 
trial0018907, AA, 136, 4, 34.000000, GDX, 238, 28, 8.500000, 
trial0018908, AA, 34, 4, 8.500000, GDX, 1131, 28, 40.392857, 
trial0018909, AA, 104, 4, 26.000000, GDX, 501, 28, 17.892857, 
trial0018910, AA, 114, 4, 28.500000, GDX, 493, 28, 17.607143, 
trial0018911, AA, 41, 4, 10.250000, GDX, 1060, 28, 37.857143, 
trial0018912, AA, 46, 4, 11.500000, GDX, 688, 28, 24.571429, 
trial0018913, AA, 16, 4, 4.000000, GDX, 432, 28, 15.428571, 
trial0018914, AA, 30, 4, 7.500000, GDX, 1032, 28, 36.857143, 
trial0018915, AA, 0, 4, 0.000000, GDX, 519, 28, 18.535714, 
trial0018916, AA, 212, 4, 53.000000, GDX, 409, 28, 14.607143, 
trial0018917, AA, 0, 4, 0.000000, GDX, 244, 28, 8.714286, 
trial0018918, AA, 66, 4, 16.500000, GDX, 205, 28, 7.321429, 
trial0018919, AA, 70, 4, 17.500000, GDX, 757, 28, 27.035714, 
trial0018920, AA, 0, 4, 0.000000, GDX, 576, 28, 20.571429, 
trial0018921, AA, 0, 4, 0.000000, GDX, 681, 28, 24.321429, 
trial0018922, AA, 39, 4, 9.750000, GDX, 550, 28, 19.642857, 
trial0018923, AA, 0, 4, 0.000000, GDX, 458, 28, 16.357143, 
trial0018924, AA, 12, 4, 3.000000, GDX, 281, 28, 10.035714, 
trial0018925, AA, 0, 4, 0.000000, GDX, 355, 28, 12.678571, 
trial0018926, AA, 30, 4, 7.500000, GDX, 355, 28, 12.678571, 
trial0018927, AA, 51, 4, 12.750000, GDX, 901, 28, 32.178571, 
trial0018928, AA, 59, 4, 14.750000, GDX, 276, 28, 9.857143, 
trial0018929, AA, 0, 4, 0.000000, GDX, 363, 28, 12.964286, 
trial0018930, AA, 9, 4, 2.250000, GDX, 322, 28, 11.500000, 
trial0018931, AA, 192, 4, 48.000000, GDX, 419, 28, 14.964286, 
trial0018932, AA, 196, 4, 49.000000, GDX, 901, 28, 32.178571, 
trial0018933, AA, 0, 4, 0.000000, GDX, 341, 28, 12.178571, 
trial0018934, AA, 156, 4, 39.000000, GDX, 0, 28, 0.000000, 
trial0018935, AA, 249, 4, 62.250000, GDX, 964, 28, 34.428571, 
trial0018936, AA, 49, 4, 12.250000, GDX, 562, 28, 20.071429, 
trial0018937, AA, 135, 4, 33.750000, GDX, 715, 28, 25.535714, 
trial0018938, AA, 0, 4, 0.000000, GDX, 362, 28, 12.928571, 
trial0018939, AA, 78, 4, 19.500000, GDX, 239, 28, 8.535714, 
trial0018940, AA, 71, 4, 17.750000, GDX, 153, 28, 5.464286, 
trial0018941, AA, 0, 4, 0.000000, GDX, 175, 28, 6.250000, 
trial0018942, AA, 202, 4, 50.500000, GDX, 638, 28, 22.785714, 
trial0018943, AA, 74, 4, 18.500000, GDX, 1242, 28, 44.357143, 
trial0018944, AA, 77, 4, 19.250000, GDX, 326, 28, 11.642857, 
trial0018945, AA, 305, 4, 76.250000, GDX, 214, 28, 7.642857, 
trial0018946, AA, 0, 4, 0.000000, GDX, 266, 28, 9.500000, 
trial0018947, AA, 0, 4, 0.000000, GDX, 1157, 28, 41.321429, 
trial0018948, AA, 52, 4, 13.000000, GDX, 659, 28, 23.535714, 
trial0018949, AA, 107, 4, 26.750000, GDX, 162, 28, 5.785714, 
trial0018950, AA, 6, 4, 1.500000, GDX, 461, 28, 16.464286, 
trial0018951, AA, 37, 4, 9.250000, GDX, 409, 28, 14.607143, 
trial0018952, AA, 57, 4, 14.250000, GDX, 220, 28, 7.857143, 
trial0018953, AA, 54, 4, 13.500000, GDX, 600, 28, 21.428571, 
trial0018954, AA, 91, 4, 22.750000, GDX, 473, 28, 16.892857, 
trial0018955, AA, 0, 4, 0.000000, GDX, 280, 28, 10.000000, 
trial0018956, AA, 163, 4, 40.750000, GDX, 527, 28, 18.821429, 
trial0018957, AA, 95, 4, 23.750000, GDX, 226, 28, 8.071429, 
trial0018958, AA, 85, 4, 21.250000, GDX, 455, 28, 16.250000, 
trial0018959, AA, 64, 4, 16.000000, GDX, 319, 28, 11.392857, 
trial0018960, AA, 139, 4, 34.750000, GDX, 173, 28, 6.178571, 
trial0018961, AA, 5, 4, 1.250000, GDX, 182, 28, 6.500000, 
trial0018962, AA, 0, 4, 0.000000, GDX, 151, 28, 5.392857, 
trial0018963, AA, 0, 4, 0.000000, GDX, 149, 28, 5.321429, 
trial0018964, AA, 0, 4, 0.000000, GDX, 86, 28, 3.071429, 
trial0018965, AA, 11, 4, 2.750000, GDX, 140, 28, 5.000000, 
trial0018966, AA, 23, 4, 5.750000, GDX, 400, 28, 14.285714, 
trial0018967, AA, 0, 4, 0.000000, GDX, 78, 28, 2.785714, 
trial0018968, AA, 41, 4, 10.250000, GDX, 219, 28, 7.821429, 
trial0018969, AA, 9, 4, 2.250000, GDX, 241, 28, 8.607143, 
trial0018970, AA, 0, 4, 0.000000, GDX, 136, 28, 4.857143, 
trial0018971, AA, 40, 4, 10.000000, GDX, 369, 28, 13.178571, 
trial0018972, AA, 0, 4, 0.000000, GDX, 50, 28, 1.785714, 
trial0018973, AA, 5, 4, 1.250000, GDX, 176, 28, 6.285714, 
trial0018974, AA, 97, 4, 24.250000, GDX, 367, 28, 13.107143, 
trial0018975, AA, 0, 4, 0.000000, GDX, 153, 28, 5.464286, 
trial0018976, AA, 41, 4, 10.250000, GDX, 117, 28, 4.178571, 
trial0018977, AA, 0, 4, 0.000000, GDX, 100, 28, 3.571429, 
trial0018978, AA, 74, 4, 18.500000, GDX, 35, 28, 1.250000, 
trial0018979, AA, 59, 4, 14.750000, GDX, 89, 28, 3.178571, 
trial0018980, AA, 48, 4, 12.000000, GDX, 567, 28, 20.250000, 
trial0018981, AA, 61, 4, 15.250000, GDX, 275, 28, 9.821429, 
trial0018982, AA, 0, 4, 0.000000, GDX, 121, 28, 4.321429, 
trial0018983, AA, 53, 4, 13.250000, GDX, 279, 28, 9.964286, 
trial0018984, AA, 0, 4, 0.000000, GDX, 44, 28, 1.571429, 
trial0018985, AA, 0, 4, 0.000000, GDX, 315, 28, 11.250000, 
