trial0018001, AA, 149, 10, 14.900000, GDX, 468, 22, 21.272727, 
trial0018002, AA, 205, 10, 20.500000, GDX, 579, 22, 26.318182, 
trial0018003, AA, 211, 10, 21.100000, GDX, 175, 22, 7.954545, 
trial0018004, AA, 408, 10, 40.800000, GDX, 401, 22, 18.227273, 
trial0018005, AA, 11, 10, 1.100000, GDX, 322, 22, 14.636364, 
trial0018006, AA, 236, 10, 23.600000, GDX, 338, 22, 15.363636, 
trial0018007, AA, 217, 10, 21.700000, GDX, 6, 22, 0.272727, 
trial0018008, AA, 88, 10, 8.800000, GDX, 446, 22, 20.272727, 
trial0018009, AA, 400, 10, 40.000000, GDX, 392, 22, 17.818182, 
trial0018010, AA, 330, 10, 33.000000, GDX, 542, 22, 24.636364, 
trial0018011, AA, 94, 10, 9.400000, GDX, 472, 22, 21.454545, 
trial0018012, AA, 136, 10, 13.600000, GDX, 1192, 22, 54.181818, 
trial0018013, AA, 200, 10, 20.000000, GDX, 589, 22, 26.772727, 
trial0018014, AA, 60, 10, 6.000000, GDX, 78, 22, 3.545455, 
trial0018015, AA, 110, 10, 11.000000, GDX, 334, 22, 15.181818, 
trial0018016, AA, 167, 10, 16.700000, GDX, 497, 22, 22.590909, 
trial0018017, AA, 86, 10, 8.600000, GDX, 310, 22, 14.090909, 
trial0018018, AA, 106, 10, 10.600000, GDX, 415, 22, 18.863636, 
trial0018019, AA, 126, 10, 12.600000, GDX, 557, 22, 25.318182, 
trial0018020, AA, 118, 10, 11.800000, GDX, 252, 22, 11.454545, 
trial0018021, AA, 0, 10, 0.000000, GDX, 261, 22, 11.863636, 
trial0018022, AA, 98, 10, 9.800000, GDX, 388, 22, 17.636364, 
trial0018023, AA, 60, 10, 6.000000, GDX, 409, 22, 18.590909, 
trial0018024, AA, 87, 10, 8.700000, GDX, 208, 22, 9.454545, 
trial0018025, AA, 89, 10, 8.900000, GDX, 637, 22, 28.954545, 
trial0018026, AA, 82, 10, 8.200000, GDX, 213, 22, 9.681818, 
trial0018027, AA, 97, 10, 9.700000, GDX, 377, 22, 17.136364, 
trial0018028, AA, 14, 10, 1.400000, GDX, 169, 22, 7.681818, 
trial0018029, AA, 321, 10, 32.100000, GDX, 539, 22, 24.500000, 
trial0018030, AA, 125, 10, 12.500000, GDX, 447, 22, 20.318182, 
trial0018031, AA, 142, 10, 14.200000, GDX, 832, 22, 37.818182, 
trial0018032, AA, 110, 10, 11.000000, GDX, 137, 22, 6.227273, 
trial0018033, AA, 119, 10, 11.900000, GDX, 349, 22, 15.863636, 
trial0018034, AA, 0, 10, 0.000000, GDX, 260, 22, 11.818182, 
trial0018035, AA, 0, 10, 0.000000, GDX, 585, 22, 26.590909, 
trial0018036, AA, 552, 10, 55.200000, GDX, 853, 22, 38.772727, 
trial0018037, AA, 53, 10, 5.300000, GDX, 699, 22, 31.772727, 
trial0018038, AA, 95, 10, 9.500000, GDX, 929, 22, 42.227273, 
trial0018039, AA, 251, 10, 25.100000, GDX, 734, 22, 33.363636, 
trial0018040, AA, 52, 10, 5.200000, GDX, 760, 22, 34.545455, 
trial0018041, AA, 356, 10, 35.600000, GDX, 390, 22, 17.727273, 
trial0018042, AA, 353, 10, 35.300000, GDX, 507, 22, 23.045455, 
trial0018043, AA, 260, 10, 26.000000, GDX, 633, 22, 28.772727, 
trial0018044, AA, 96, 10, 9.600000, GDX, 1192, 22, 54.181818, 
trial0018045, AA, 89, 10, 8.900000, GDX, 523, 22, 23.772727, 
trial0018046, AA, 952, 10, 95.200000, GDX, 837, 22, 38.045455, 
trial0018047, AA, 496, 10, 49.600000, GDX, 452, 22, 20.545455, 
trial0018048, AA, 68, 10, 6.800000, GDX, 165, 22, 7.500000, 
trial0018049, AA, 158, 10, 15.800000, GDX, 952, 22, 43.272727, 
trial0018050, AA, 537, 10, 53.700000, GDX, 44, 22, 2.000000, 
trial0018051, AA, 83, 10, 8.300000, GDX, 1109, 22, 50.409091, 
trial0018052, AA, 189, 10, 18.900000, GDX, 822, 22, 37.363636, 
trial0018053, AA, 170, 10, 17.000000, GDX, 188, 22, 8.545455, 
trial0018054, AA, 206, 10, 20.600000, GDX, 907, 22, 41.227273, 
trial0018055, AA, 221, 10, 22.100000, GDX, 498, 22, 22.636364, 
trial0018056, AA, 149, 10, 14.900000, GDX, 288, 22, 13.090909, 
