trial0018301, AA, 7, 8, 0.875000, GDX, 250, 24, 10.416667, 
trial0018302, AA, 250, 8, 31.250000, GDX, 751, 24, 31.291667, 
trial0018303, AA, 13, 8, 1.625000, GDX, 318, 24, 13.250000, 
trial0018304, AA, 79, 8, 9.875000, GDX, 170, 24, 7.083333, 
trial0018305, AA, 69, 8, 8.625000, GDX, 321, 24, 13.375000, 
trial0018306, AA, 172, 8, 21.500000, GDX, 665, 24, 27.708333, 
trial0018307, AA, 7, 8, 0.875000, GDX, 147, 24, 6.125000, 
trial0018308, AA, 0, 8, 0.000000, GDX, 477, 24, 19.875000, 
trial0018309, AA, 212, 8, 26.500000, GDX, 98, 24, 4.083333, 
trial0018310, AA, 172, 8, 21.500000, GDX, 413, 24, 17.208333, 
trial0018311, AA, 0, 8, 0.000000, GDX, 244, 24, 10.166667, 
trial0018312, AA, 7, 8, 0.875000, GDX, 569, 24, 23.708333, 
trial0018313, AA, 8, 8, 1.000000, GDX, 565, 24, 23.541667, 
trial0018314, AA, 91, 8, 11.375000, GDX, 251, 24, 10.458333, 
trial0018315, AA, 219, 8, 27.375000, GDX, 458, 24, 19.083333, 
trial0018316, AA, 65, 8, 8.125000, GDX, 126, 24, 5.250000, 
trial0018317, AA, 62, 8, 7.750000, GDX, 393, 24, 16.375000, 
trial0018318, AA, 0, 8, 0.000000, GDX, 399, 24, 16.625000, 
trial0018319, AA, 66, 8, 8.250000, GDX, 216, 24, 9.000000, 
trial0018320, AA, 90, 8, 11.250000, GDX, 430, 24, 17.916667, 
trial0018321, AA, 138, 8, 17.250000, GDX, 831, 24, 34.625000, 
trial0018322, AA, 76, 8, 9.500000, GDX, 337, 24, 14.041667, 
trial0018323, AA, 75, 8, 9.375000, GDX, 137, 24, 5.708333, 
trial0018324, AA, 20, 8, 2.500000, GDX, 232, 24, 9.666667, 
trial0018325, AA, 18, 8, 2.250000, GDX, 398, 24, 16.583333, 
trial0018326, AA, 0, 8, 0.000000, GDX, 446, 24, 18.583333, 
trial0018327, AA, 0, 8, 0.000000, GDX, 211, 24, 8.791667, 
trial0018328, AA, 33, 8, 4.125000, GDX, 410, 24, 17.083333, 
trial0018329, AA, 0, 8, 0.000000, GDX, 438, 24, 18.250000, 
trial0018330, AA, 225, 8, 28.125000, GDX, 398, 24, 16.583333, 
trial0018331, AA, 66, 8, 8.250000, GDX, 73, 24, 3.041667, 
trial0018332, AA, 565, 8, 70.625000, GDX, 108, 24, 4.500000, 
trial0018333, AA, 425, 8, 53.125000, GDX, 955, 24, 39.791667, 
trial0018334, AA, 142, 8, 17.750000, GDX, 699, 24, 29.125000, 
trial0018335, AA, 399, 8, 49.875000, GDX, 89, 24, 3.708333, 
trial0018336, AA, 779, 8, 97.375000, GDX, 1212, 24, 50.500000, 
trial0018337, AA, 918, 8, 114.750000, GDX, 2562, 24, 106.750000, 
trial0018338, AA, 505, 8, 63.125000, GDX, 2841, 24, 118.375000, 
trial0018339, AA, 1063, 8, 132.875000, GDX, 2084, 24, 86.833333, 
trial0018340, AA, 919, 8, 114.875000, GDX, 2563, 24, 106.791667, 
trial0018341, AA, 560, 8, 70.000000, GDX, 2959, 24, 123.291667, 
trial0018342, AA, 997, 8, 124.625000, GDX, 2445, 24, 101.875000, 
trial0018343, AA, 575, 8, 71.875000, GDX, 2674, 24, 111.416667, 
