trial0017701, AA, 215, 12, 17.916667, GDX, 718, 20, 35.900000, 
trial0017702, AA, 314, 12, 26.166667, GDX, 280, 20, 14.000000, 
trial0017703, AA, 18, 12, 1.500000, GDX, 351, 20, 17.550000, 
trial0017704, AA, 47, 12, 3.916667, GDX, 438, 20, 21.900000, 
trial0017705, AA, 370, 12, 30.833333, GDX, 441, 20, 22.050000, 
trial0017706, AA, 558, 12, 46.500000, GDX, 444, 20, 22.200000, 
trial0017707, AA, 4, 12, 0.333333, GDX, 389, 20, 19.450000, 
trial0017708, AA, 665, 12, 55.416667, GDX, 626, 20, 31.300000, 
trial0017709, AA, 84, 12, 7.000000, GDX, 277, 20, 13.850000, 
trial0017710, AA, 377, 12, 31.416667, GDX, 489, 20, 24.450000, 
trial0017711, AA, 96, 12, 8.000000, GDX, 496, 20, 24.800000, 
trial0017712, AA, 115, 12, 9.583333, GDX, 688, 20, 34.400000, 
trial0017713, AA, 336, 12, 28.000000, GDX, 433, 20, 21.650000, 
trial0017714, AA, 273, 12, 22.750000, GDX, 402, 20, 20.100000, 
trial0017715, AA, 60, 12, 5.000000, GDX, 554, 20, 27.700000, 
trial0017716, AA, 162, 12, 13.500000, GDX, 717, 20, 35.850000, 
trial0017717, AA, 277, 12, 23.083333, GDX, 548, 20, 27.400000, 
trial0017718, AA, 160, 12, 13.333333, GDX, 359, 20, 17.950000, 
trial0017719, AA, 85, 12, 7.083333, GDX, 404, 20, 20.200000, 
trial0017720, AA, 43, 12, 3.583333, GDX, 737, 20, 36.850000, 
trial0017721, AA, 503, 12, 41.916667, GDX, 880, 20, 44.000000, 
trial0017722, AA, 129, 12, 10.750000, GDX, 363, 20, 18.150000, 
trial0017723, AA, 132, 12, 11.000000, GDX, 341, 20, 17.050000, 
trial0017724, AA, 99, 12, 8.250000, GDX, 898, 20, 44.900000, 
trial0017725, AA, 456, 12, 38.000000, GDX, 592, 20, 29.600000, 
trial0017726, AA, 160, 12, 13.333333, GDX, 576, 20, 28.800000, 
trial0017727, AA, 170, 12, 14.166667, GDX, 94, 20, 4.700000, 
trial0017728, AA, 55, 12, 4.583333, GDX, 459, 20, 22.950000, 
trial0017729, AA, 463, 12, 38.583333, GDX, 570, 20, 28.500000, 
trial0017730, AA, 576, 12, 48.000000, GDX, 417, 20, 20.850000, 
trial0017731, AA, 518, 12, 43.166667, GDX, 1125, 20, 56.250000, 
trial0017732, AA, 1241, 12, 103.416667, GDX, 625, 20, 31.250000, 
