trial0016801, AA, 250, 18, 13.888889, GDX, 598, 14, 42.714286, 
trial0016802, AA, 449, 18, 24.944444, GDX, 223, 14, 15.928571, 
trial0016803, AA, 117, 18, 6.500000, GDX, 393, 14, 28.071429, 
trial0016804, AA, 572, 18, 31.777778, GDX, 209, 14, 14.928571, 
trial0016805, AA, 195, 18, 10.833333, GDX, 378, 14, 27.000000, 
trial0016806, AA, 758, 18, 42.111111, GDX, 310, 14, 22.142857, 
trial0016807, AA, 88, 18, 4.888889, GDX, 393, 14, 28.071429, 
trial0016808, AA, 303, 18, 16.833333, GDX, 427, 14, 30.500000, 
trial0016809, AA, 390, 18, 21.666667, GDX, 24, 14, 1.714286, 
trial0016810, AA, 367, 18, 20.388889, GDX, 372, 14, 26.571429, 
trial0016811, AA, 334, 18, 18.555556, GDX, 121, 14, 8.642857, 
trial0016812, AA, 204, 18, 11.333333, GDX, 257, 14, 18.357143, 
trial0016813, AA, 168, 18, 9.333333, GDX, 382, 14, 27.285714, 
trial0016814, AA, 46, 18, 2.555556, GDX, 34, 14, 2.428571, 
trial0016815, AA, 254, 18, 14.111111, GDX, 252, 14, 18.000000, 
trial0016816, AA, 671, 18, 37.277778, GDX, 204, 14, 14.571429, 
trial0016817, AA, 223, 18, 12.388889, GDX, 339, 14, 24.214286, 
trial0016818, AA, 476, 18, 26.444444, GDX, 317, 14, 22.642857, 
trial0016819, AA, 307, 18, 17.055556, GDX, 329, 14, 23.500000, 
trial0016820, AA, 198, 18, 11.000000, GDX, 346, 14, 24.714286, 
trial0016821, AA, 125, 18, 6.944444, GDX, 40, 14, 2.857143, 
trial0016822, AA, 329, 18, 18.277778, GDX, 396, 14, 28.285714, 
trial0016823, AA, 479, 18, 26.611111, GDX, 209, 14, 14.928571, 
trial0016824, AA, 435, 18, 24.166667, GDX, 381, 14, 27.214286, 
trial0016825, AA, 320, 18, 17.777778, GDX, 299, 14, 21.357143, 
trial0016826, AA, 289, 18, 16.055556, GDX, 376, 14, 26.857143, 
