trial0028801, GDX, 648, 28, 23.142857, ZIP, 544, 4, 136.000000, 
trial0028802, GDX, 1422, 28, 50.785714, ZIP, 256, 4, 64.000000, 
trial0028803, GDX, 454, 28, 16.214286, ZIP, 393, 4, 98.250000, 
trial0028804, GDX, 925, 28, 33.035714, ZIP, 22, 4, 5.500000, 
trial0028805, GDX, 977, 28, 34.892857, ZIP, 282, 4, 70.500000, 
trial0028806, GDX, 1043, 28, 37.250000, ZIP, 232, 4, 58.000000, 
trial0028807, GDX, 996, 28, 35.571429, ZIP, 693, 4, 173.250000, 
trial0028808, GDX, 457, 28, 16.321429, ZIP, 266, 4, 66.500000, 
trial0028809, GDX, 1864, 28, 66.571429, ZIP, 563, 4, 140.750000, 
trial0028810, GDX, 905, 28, 32.321429, ZIP, 495, 4, 123.750000, 
trial0028811, GDX, 754, 28, 26.928571, ZIP, 663, 4, 165.750000, 
trial0028812, GDX, 1557, 28, 55.607143, ZIP, 386, 4, 96.500000, 
trial0028813, GDX, 1135, 28, 40.535714, ZIP, 64, 4, 16.000000, 
trial0028814, GDX, 1179, 28, 42.107143, ZIP, 602, 4, 150.500000, 
trial0028815, GDX, 681, 28, 24.321429, ZIP, 298, 4, 74.500000, 
trial0028816, GDX, 1580, 28, 56.428571, ZIP, 627, 4, 156.750000, 
trial0028817, GDX, 1612, 28, 57.571429, ZIP, 295, 4, 73.750000, 
trial0028818, GDX, 1617, 28, 57.750000, ZIP, 519, 4, 129.750000, 
trial0028819, GDX, 357, 28, 12.750000, ZIP, 62, 4, 15.500000, 
trial0028820, GDX, 178, 28, 6.357143, ZIP, 210, 4, 52.500000, 
trial0028821, GDX, 274, 28, 9.785714, ZIP, 265, 4, 66.250000, 
trial0028822, GDX, 1302, 28, 46.500000, ZIP, 376, 4, 94.000000, 
trial0028823, GDX, 794, 28, 28.357143, ZIP, 179, 4, 44.750000, 
trial0028824, GDX, 989, 28, 35.321429, ZIP, 213, 4, 53.250000, 
trial0028825, GDX, 987, 28, 35.250000, ZIP, 346, 4, 86.500000, 
trial0028826, GDX, 1537, 28, 54.892857, ZIP, 427, 4, 106.750000, 
trial0028827, GDX, 1001, 28, 35.750000, ZIP, 268, 4, 67.000000, 
trial0028828, GDX, 744, 28, 26.571429, ZIP, 468, 4, 117.000000, 
trial0028829, GDX, 722, 28, 25.785714, ZIP, 716, 4, 179.000000, 
trial0028830, GDX, 855, 28, 30.535714, ZIP, 755, 4, 188.750000, 
trial0028831, GDX, 1092, 28, 39.000000, ZIP, 359, 4, 89.750000, 
trial0028832, GDX, 1536, 28, 54.857143, ZIP, 114, 4, 28.500000, 
trial0028833, GDX, 1503, 28, 53.678571, ZIP, 138, 4, 34.500000, 
trial0028834, GDX, 1699, 28, 60.678571, ZIP, 298, 4, 74.500000, 
trial0028835, GDX, 1144, 28, 40.857143, ZIP, 44, 4, 11.000000, 
trial0028836, GDX, 828, 28, 29.571429, ZIP, 508, 4, 127.000000, 
trial0028837, GDX, 1429, 28, 51.035714, ZIP, 181, 4, 45.250000, 
trial0028838, GDX, 1177, 28, 42.035714, ZIP, 28, 4, 7.000000, 
trial0028839, GDX, 2554, 28, 91.214286, ZIP, 209, 4, 52.250000, 
trial0028840, GDX, 215, 28, 7.678571, ZIP, 763, 4, 190.750000, 
trial0028841, GDX, 1155, 28, 41.250000, ZIP, 503, 4, 125.750000, 
trial0028842, GDX, 1071, 28, 38.250000, ZIP, 213, 4, 53.250000, 
trial0028843, GDX, 1185, 28, 42.321429, ZIP, 605, 4, 151.250000, 
trial0028844, GDX, 1289, 28, 46.035714, ZIP, 98, 4, 24.500000, 
trial0028845, GDX, 816, 28, 29.142857, ZIP, 374, 4, 93.500000, 
trial0028846, GDX, 917, 28, 32.750000, ZIP, 547, 4, 136.750000, 
trial0028847, GDX, 953, 28, 34.035714, ZIP, 281, 4, 70.250000, 
trial0028848, GDX, 466, 28, 16.642857, ZIP, 15, 4, 3.750000, 
trial0028849, GDX, 1152, 28, 41.142857, ZIP, 380, 4, 95.000000, 
trial0028850, GDX, 1206, 28, 43.071429, ZIP, 856, 4, 214.000000, 
trial0028851, GDX, 1500, 28, 53.571429, ZIP, 320, 4, 80.000000, 
