trial0017101, AA, 283, 16, 17.687500, GDX, 883, 16, 55.187500, 
trial0017102, AA, 650, 16, 40.625000, GDX, 284, 16, 17.750000, 
trial0017103, AA, 412, 16, 25.750000, GDX, 100, 16, 6.250000, 
trial0017104, AA, 621, 16, 38.812500, GDX, 735, 16, 45.937500, 
trial0017105, AA, 350, 16, 21.875000, GDX, 479, 16, 29.937500, 
trial0017106, AA, 760, 16, 47.500000, GDX, 288, 16, 18.000000, 
trial0017107, AA, 540, 16, 33.750000, GDX, 599, 16, 37.437500, 
trial0017108, AA, 886, 16, 55.375000, GDX, 803, 16, 50.187500, 
trial0017109, AA, 705, 16, 44.062500, GDX, 620, 16, 38.750000, 
trial0017110, AA, 319, 16, 19.937500, GDX, 1097, 16, 68.562500, 
trial0017111, AA, 787, 16, 49.187500, GDX, 879, 16, 54.937500, 
trial0017112, AA, 231, 16, 14.437500, GDX, 718, 16, 44.875000, 
trial0017113, AA, 180, 16, 11.250000, GDX, 381, 16, 23.812500, 
trial0017114, AA, 618, 16, 38.625000, GDX, 541, 16, 33.812500, 
trial0017115, AA, 847, 16, 52.937500, GDX, 645, 16, 40.312500, 
trial0017116, AA, 122, 16, 7.625000, GDX, 158, 16, 9.875000, 
trial0017117, AA, 510, 16, 31.875000, GDX, 1022, 16, 63.875000, 
trial0017118, AA, 789, 16, 49.312500, GDX, 961, 16, 60.062500, 
trial0017119, AA, 446, 16, 27.875000, GDX, 483, 16, 30.187500, 
trial0017120, AA, 1111, 16, 69.437500, GDX, 214, 16, 13.375000, 
trial0017121, AA, 513, 16, 32.062500, GDX, 235, 16, 14.687500, 
trial0017122, AA, 52, 16, 3.250000, GDX, 751, 16, 46.937500, 
trial0017123, AA, 1197, 16, 74.812500, GDX, 252, 16, 15.750000, 
trial0017124, AA, 577, 16, 36.062500, GDX, 754, 16, 47.125000, 
trial0017125, AA, 663, 16, 41.437500, GDX, 744, 16, 46.500000, 
trial0017126, AA, 390, 16, 24.375000, GDX, 510, 16, 31.875000, 
trial0017127, AA, 691, 16, 43.187500, GDX, 801, 16, 50.062500, 
trial0017128, AA, 648, 16, 40.500000, GDX, 624, 16, 39.000000, 
trial0017129, AA, 503, 16, 31.437500, GDX, 843, 16, 52.687500, 
trial0017130, AA, 595, 16, 37.187500, GDX, 808, 16, 50.500000, 
trial0017131, AA, 925, 16, 57.812500, GDX, 428, 16, 26.750000, 
trial0017132, AA, 439, 16, 27.437500, GDX, 848, 16, 53.000000, 
trial0017133, AA, 1388, 16, 86.750000, GDX, 470, 16, 29.375000, 
trial0017134, AA, 828, 16, 51.750000, GDX, 109, 16, 6.812500, 
trial0017135, AA, 1031, 16, 64.437500, GDX, 79, 16, 4.937500, 
trial0017136, AA, 224, 16, 14.000000, GDX, 1442, 16, 90.125000, 
trial0017137, AA, 1168, 16, 73.000000, GDX, 766, 16, 47.875000, 
trial0017138, AA, 933, 16, 58.312500, GDX, 649, 16, 40.562500, 
trial0017139, AA, 857, 16, 53.562500, GDX, 435, 16, 27.187500, 
trial0017140, AA, 1582, 16, 98.875000, GDX, 470, 16, 29.375000, 
trial0017141, AA, 559, 16, 34.937500, GDX, 747, 16, 46.687500, 
trial0017142, AA, 1662, 16, 103.875000, GDX, 447, 16, 27.937500, 
trial0017143, AA, 381, 16, 23.812500, GDX, 271, 16, 16.937500, 
trial0017144, AA, 595, 16, 37.187500, GDX, 599, 16, 37.437500, 
trial0017145, AA, 640, 16, 40.000000, GDX, 779, 16, 48.687500, 
trial0017146, AA, 738, 16, 46.125000, GDX, 251, 16, 15.687500, 
trial0017147, AA, 1141, 16, 71.312500, GDX, 801, 16, 50.062500, 
trial0017148, AA, 1322, 16, 82.625000, GDX, 1076, 16, 67.250000, 
trial0017149, AA, 717, 16, 44.812500, GDX, 710, 16, 44.375000, 
trial0017150, AA, 971, 16, 60.687500, GDX, 1068, 16, 66.750000, 
trial0017151, AA, 553, 16, 34.562500, GDX, 812, 16, 50.750000, 
trial0017152, AA, 488, 16, 30.500000, GDX, 901, 16, 56.312500, 
trial0017153, AA, 634, 16, 39.625000, GDX, 1230, 16, 76.875000, 
trial0017154, AA, 186, 16, 11.625000, GDX, 725, 16, 45.312500, 
trial0017155, AA, 1000, 16, 62.500000, GDX, 97, 16, 6.062500, 
trial0017156, AA, 924, 16, 57.750000, GDX, 570, 16, 35.625000, 
trial0017157, AA, 533, 16, 33.312500, GDX, 83, 16, 5.187500, 
trial0017158, AA, 554, 16, 34.625000, GDX, 695, 16, 43.437500, 
trial0017159, AA, 630, 16, 39.375000, GDX, 770, 16, 48.125000, 
trial0017160, AA, 561, 16, 35.062500, GDX, 803, 16, 50.187500, 
trial0017161, AA, 585, 16, 36.562500, GDX, 175, 16, 10.937500, 
trial0017162, AA, 443, 16, 27.687500, GDX, 557, 16, 34.812500, 
trial0017163, AA, 347, 16, 21.687500, GDX, 1263, 16, 78.937500, 
trial0017164, AA, 677, 16, 42.312500, GDX, 85, 16, 5.312500, 
trial0017165, AA, 912, 16, 57.000000, GDX, 228, 16, 14.250000, 
trial0017166, AA, 1101, 16, 68.812500, GDX, 555, 16, 34.687500, 
trial0017167, AA, 1416, 16, 88.500000, GDX, 673, 16, 42.062500, 
trial0017168, AA, 793, 16, 49.562500, GDX, 1022, 16, 63.875000, 
trial0017169, AA, 465, 16, 29.062500, GDX, 1062, 16, 66.375000, 
trial0017170, AA, 518, 16, 32.375000, GDX, 988, 16, 61.750000, 
trial0017171, AA, 188, 16, 11.750000, GDX, 578, 16, 36.125000, 
trial0017172, AA, 978, 16, 61.125000, GDX, 177, 16, 11.062500, 
trial0017173, AA, 555, 16, 34.687500, GDX, 1200, 16, 75.000000, 
trial0017174, AA, 1193, 16, 74.562500, GDX, 413, 16, 25.812500, 
trial0017175, AA, 390, 16, 24.375000, GDX, 864, 16, 54.000000, 
trial0017176, AA, 759, 16, 47.437500, GDX, 367, 16, 22.937500, 
trial0017177, AA, 780, 16, 48.750000, GDX, 655, 16, 40.937500, 
trial0017178, AA, 554, 16, 34.625000, GDX, 265, 16, 16.562500, 
trial0017179, AA, 1001, 16, 62.562500, GDX, 936, 16, 58.500000, 
trial0017180, AA, 1266, 16, 79.125000, GDX, 927, 16, 57.937500, 
trial0017181, AA, 679, 16, 42.437500, GDX, 1061, 16, 66.312500, 
trial0017182, AA, 856, 16, 53.500000, GDX, 993, 16, 62.062500, 
trial0017183, AA, 768, 16, 48.000000, GDX, 1369, 16, 85.562500, 
trial0017184, AA, 566, 16, 35.375000, GDX, 275, 16, 17.187500, 
trial0017185, AA, 484, 16, 30.250000, GDX, 385, 16, 24.062500, 
trial0017186, AA, 882, 16, 55.125000, GDX, 672, 16, 42.000000, 
trial0017187, AA, 737, 16, 46.062500, GDX, 537, 16, 33.562500, 
trial0017188, AA, 625, 16, 39.062500, GDX, 802, 16, 50.125000, 
trial0017189, AA, 998, 16, 62.375000, GDX, 443, 16, 27.687500, 
trial0017190, AA, 723, 16, 45.187500, GDX, 994, 16, 62.125000, 
