trial0005701, AA, 2657, 14, 189.785714, ZIP, 3910, 18, 217.222222, 
trial0005702, AA, 2733, 14, 195.214286, ZIP, 3165, 18, 175.833333, 
trial0005703, AA, 3791, 14, 270.785714, ZIP, 2475, 18, 137.500000, 
trial0005704, AA, 3174, 14, 226.714286, ZIP, 3290, 18, 182.777778, 
trial0005705, AA, 3177, 14, 226.928571, ZIP, 1739, 18, 96.611111, 
trial0005706, AA, 2405, 14, 171.785714, ZIP, 4242, 18, 235.666667, 
trial0005707, AA, 3098, 14, 221.285714, ZIP, 3202, 18, 177.888889, 
trial0005708, AA, 2304, 14, 164.571429, ZIP, 3970, 18, 220.555556, 
trial0005709, AA, 3287, 14, 234.785714, ZIP, 2914, 18, 161.888889, 
trial0005710, AA, 4347, 14, 310.500000, ZIP, 1942, 18, 107.888889, 
trial0005711, AA, 3516, 14, 251.142857, ZIP, 3064, 18, 170.222222, 
trial0005712, AA, 1096, 14, 78.285714, ZIP, 5369, 18, 298.277778, 
trial0005713, AA, 1940, 14, 138.571429, ZIP, 4515, 18, 250.833333, 
trial0005714, AA, 3224, 14, 230.285714, ZIP, 2749, 18, 152.722222, 
trial0005715, AA, 2792, 14, 199.428571, ZIP, 3774, 18, 209.666667, 
trial0005716, AA, 2190, 14, 156.428571, ZIP, 4071, 18, 226.166667, 
trial0005717, AA, 3528, 14, 252.000000, ZIP, 2584, 18, 143.555556, 
trial0005718, AA, 1915, 14, 136.785714, ZIP, 4454, 18, 247.444444, 
trial0005719, AA, 2675, 14, 191.071429, ZIP, 3675, 18, 204.166667, 
trial0005720, AA, 1953, 14, 139.500000, ZIP, 4644, 18, 258.000000, 
trial0005721, AA, 2584, 14, 184.571429, ZIP, 3919, 18, 217.722222, 
trial0005722, AA, 3019, 14, 215.642857, ZIP, 3645, 18, 202.500000, 
trial0005723, AA, 3788, 14, 270.571429, ZIP, 2620, 18, 145.555556, 
trial0005724, AA, 3110, 14, 222.142857, ZIP, 3380, 18, 187.777778, 
trial0005725, AA, 2572, 14, 183.714286, ZIP, 3385, 18, 188.055556, 
trial0005726, AA, 3389, 14, 242.071429, ZIP, 3582, 18, 199.000000, 
trial0005727, AA, 3012, 14, 215.142857, ZIP, 3206, 18, 178.111111, 
trial0005728, AA, 2735, 14, 195.357143, ZIP, 3876, 18, 215.333333, 
trial0005729, AA, 5222, 14, 373.000000, ZIP, 1715, 18, 95.277778, 
trial0005730, AA, 3210, 14, 229.285714, ZIP, 3032, 18, 168.444444, 
trial0005731, AA, 3636, 14, 259.714286, ZIP, 3067, 18, 170.388889, 
trial0005732, AA, 3474, 14, 248.142857, ZIP, 3345, 18, 185.833333, 
trial0005733, AA, 3366, 14, 240.428571, ZIP, 3140, 18, 174.444444, 
trial0005734, AA, 2286, 14, 163.285714, ZIP, 4371, 18, 242.833333, 
trial0005735, AA, 4293, 14, 306.642857, ZIP, 2462, 18, 136.777778, 
trial0005736, AA, 3201, 14, 228.642857, ZIP, 4002, 18, 222.333333, 
trial0005737, AA, 3962, 14, 283.000000, ZIP, 2830, 18, 157.222222, 
trial0005738, AA, 3900, 14, 278.571429, ZIP, 3031, 18, 168.388889, 
trial0005739, AA, 2252, 14, 160.857143, ZIP, 4911, 18, 272.833333, 
trial0005740, AA, 2716, 14, 194.000000, ZIP, 4093, 18, 227.388889, 
trial0005741, AA, 4273, 14, 305.214286, ZIP, 2428, 18, 134.888889, 
trial0005742, AA, 3553, 14, 253.785714, ZIP, 3977, 18, 220.944444, 
trial0005743, AA, 3093, 14, 220.928571, ZIP, 3475, 18, 193.055556, 
trial0005744, AA, 3026, 14, 216.142857, ZIP, 4130, 18, 229.444444, 
trial0005745, AA, 4389, 14, 313.500000, ZIP, 2494, 18, 138.555556, 
trial0005746, AA, 3519, 14, 251.357143, ZIP, 3345, 18, 185.833333, 
trial0005747, AA, 2685, 14, 191.785714, ZIP, 3897, 18, 216.500000, 
trial0005748, AA, 2659, 14, 189.928571, ZIP, 3968, 18, 220.444444, 
trial0005749, AA, 4124, 14, 294.571429, ZIP, 3301, 18, 183.388889, 
trial0005750, AA, 3015, 14, 215.357143, ZIP, 3473, 18, 192.944444, 
trial0005751, AA, 3564, 14, 254.571429, ZIP, 3001, 18, 166.722222, 
trial0005752, AA, 3043, 14, 217.357143, ZIP, 4385, 18, 243.611111, 
trial0005753, AA, 4214, 14, 301.000000, ZIP, 2974, 18, 165.222222, 
trial0005754, AA, 3467, 14, 247.642857, ZIP, 3768, 18, 209.333333, 
trial0005755, AA, 4062, 14, 290.142857, ZIP, 2743, 18, 152.388889, 
trial0005756, AA, 1945, 14, 138.928571, ZIP, 5046, 18, 280.333333, 
trial0005757, AA, 3251, 14, 232.214286, ZIP, 3907, 18, 217.055556, 
trial0005758, AA, 3686, 14, 263.285714, ZIP, 3945, 18, 219.166667, 
trial0005759, AA, 1593, 14, 113.785714, ZIP, 4935, 18, 274.166667, 
trial0005760, AA, 2590, 14, 185.000000, ZIP, 4108, 18, 228.222222, 
trial0005761, AA, 2145, 14, 153.214286, ZIP, 2915, 18, 161.944444, 
trial0005762, AA, 2827, 14, 201.928571, ZIP, 2370, 18, 131.666667, 
trial0005763, AA, 1255, 14, 89.642857, ZIP, 3940, 18, 218.888889, 
trial0005764, AA, 2803, 14, 200.214286, ZIP, 2354, 18, 130.777778, 
trial0005765, AA, 2692, 14, 192.285714, ZIP, 2152, 18, 119.555556, 
trial0005766, AA, 1492, 14, 106.571429, ZIP, 3519, 18, 195.500000, 
