trial0002701, GDX, 4941, 18, 274.500000, ZIP, 3715, 14, 265.357143, 
trial0002702, GDX, 4409, 18, 244.944444, ZIP, 3728, 14, 266.285714, 
trial0002703, GDX, 4908, 18, 272.666667, ZIP, 3590, 14, 256.428571, 
trial0002704, GDX, 3715, 18, 206.388889, ZIP, 3654, 14, 261.000000, 
trial0002705, GDX, 4925, 18, 273.611111, ZIP, 3841, 14, 274.357143, 
trial0002706, GDX, 3448, 18, 191.555556, ZIP, 3800, 14, 271.428571, 
trial0002707, GDX, 2980, 18, 165.555556, ZIP, 3979, 14, 284.214286, 
trial0002708, GDX, 3343, 18, 185.722222, ZIP, 3389, 14, 242.071429, 
trial0002709, GDX, 6008, 18, 333.777778, ZIP, 2070, 14, 147.857143, 
trial0002710, GDX, 4976, 18, 276.444444, ZIP, 2391, 14, 170.785714, 
trial0002711, GDX, 3613, 18, 200.722222, ZIP, 4053, 14, 289.500000, 
trial0002712, GDX, 4478, 18, 248.777778, ZIP, 2119, 14, 151.357143, 
trial0002713, GDX, 5837, 18, 324.277778, ZIP, 2232, 14, 159.428571, 
trial0002714, GDX, 5456, 18, 303.111111, ZIP, 3346, 14, 239.000000, 
trial0002715, GDX, 2724, 18, 151.333333, ZIP, 5523, 14, 394.500000, 
trial0002716, GDX, 5474, 18, 304.111111, ZIP, 2835, 14, 202.500000, 
trial0002717, GDX, 4086, 18, 227.000000, ZIP, 3753, 14, 268.071429, 
trial0002718, GDX, 6057, 18, 336.500000, ZIP, 2913, 14, 208.071429, 
trial0002719, GDX, 3014, 18, 167.444444, ZIP, 5354, 14, 382.428571, 
trial0002720, GDX, 3989, 18, 221.611111, ZIP, 4746, 14, 339.000000, 
trial0002721, GDX, 4519, 18, 251.055556, ZIP, 3821, 14, 272.928571, 
trial0002722, GDX, 5322, 18, 295.666667, ZIP, 2448, 14, 174.857143, 
trial0002723, GDX, 4886, 18, 271.444444, ZIP, 3600, 14, 257.142857, 
trial0002724, GDX, 4430, 18, 246.111111, ZIP, 3513, 14, 250.928571, 
trial0002725, GDX, 4580, 18, 254.444444, ZIP, 3653, 14, 260.928571, 
trial0002726, GDX, 5100, 18, 283.333333, ZIP, 3655, 14, 261.071429, 
trial0002727, GDX, 5023, 18, 279.055556, ZIP, 3313, 14, 236.642857, 
trial0002728, GDX, 5435, 18, 301.944444, ZIP, 2836, 14, 202.571429, 
trial0002729, GDX, 1763, 18, 97.944444, ZIP, 5629, 14, 402.071429, 
trial0002730, GDX, 6249, 18, 347.166667, ZIP, 1496, 14, 106.857143, 
trial0002731, GDX, 6767, 18, 375.944444, ZIP, 3848, 14, 274.857143, 
trial0002732, GDX, 5852, 18, 325.111111, ZIP, 4485, 14, 320.357143, 
trial0002733, GDX, 5454, 18, 303.000000, ZIP, 4682, 14, 334.428571, 
trial0002734, GDX, 6460, 18, 358.888889, ZIP, 3522, 14, 251.571429, 
trial0002735, GDX, 3651, 18, 202.833333, ZIP, 6880, 14, 491.428571, 
trial0002736, GDX, 7521, 18, 417.833333, ZIP, 3712, 14, 265.142857, 
trial0002737, GDX, 6565, 18, 364.722222, ZIP, 4452, 14, 318.000000, 
trial0002738, GDX, 3360, 18, 186.666667, ZIP, 6581, 14, 470.071429, 
trial0002739, GDX, 6132, 18, 340.666667, ZIP, 4023, 14, 287.357143, 
trial0002740, GDX, 5709, 18, 317.166667, ZIP, 4925, 14, 351.785714, 
trial0002741, GDX, 4351, 18, 241.722222, ZIP, 5313, 14, 379.500000, 
trial0002742, GDX, 5001, 18, 277.833333, ZIP, 4169, 14, 297.785714, 
trial0002743, GDX, 5380, 18, 298.888889, ZIP, 5106, 14, 364.714286, 
trial0002744, GDX, 6531, 18, 362.833333, ZIP, 3754, 14, 268.142857, 
trial0002745, GDX, 3693, 18, 205.166667, ZIP, 7175, 14, 512.500000, 
trial0002746, GDX, 3658, 18, 203.222222, ZIP, 6492, 14, 463.714286, 
trial0002747, GDX, 6251, 18, 347.277778, ZIP, 3614, 14, 258.142857, 
trial0002748, GDX, 5487, 18, 304.833333, ZIP, 5385, 14, 384.642857, 
trial0002749, GDX, 4947, 18, 274.833333, ZIP, 3406, 14, 243.285714, 
trial0002750, GDX, 6929, 18, 384.944444, ZIP, 4424, 14, 316.000000, 
trial0002751, GDX, 4396, 18, 244.222222, ZIP, 5519, 14, 394.214286, 
trial0002752, GDX, 3193, 18, 177.388889, ZIP, 6212, 14, 443.714286, 
trial0002753, GDX, 6494, 18, 360.777778, ZIP, 4428, 14, 316.285714, 
trial0002754, GDX, 4994, 18, 277.444444, ZIP, 5637, 14, 402.642857, 
trial0002755, GDX, 6928, 18, 384.888889, ZIP, 4316, 14, 308.285714, 
trial0002756, GDX, 6596, 18, 366.444444, ZIP, 4337, 14, 309.785714, 
trial0002757, GDX, 6307, 18, 350.388889, ZIP, 4272, 14, 305.142857, 
trial0002758, GDX, 6814, 18, 378.555556, ZIP, 4049, 14, 289.214286, 
trial0002759, GDX, 3976, 18, 220.888889, ZIP, 6325, 14, 451.785714, 
trial0002760, GDX, 4593, 18, 255.166667, ZIP, 6093, 14, 435.214286, 
trial0002761, GDX, 3084, 18, 171.333333, ZIP, 3105, 14, 221.785714, 
trial0002762, GDX, 3670, 18, 203.888889, ZIP, 2711, 14, 193.642857, 
trial0002763, GDX, 3021, 18, 167.833333, ZIP, 2750, 14, 196.428571, 
trial0002764, GDX, 3418, 18, 189.888889, ZIP, 2750, 14, 196.428571, 
trial0002765, GDX, 3851, 18, 213.944444, ZIP, 2263, 14, 161.642857, 
trial0002766, GDX, 3531, 18, 196.166667, ZIP, 2554, 14, 182.428571, 
trial0002767, GDX, 3437, 18, 190.944444, ZIP, 2821, 14, 201.500000, 
trial0002768, GDX, 3470, 18, 192.777778, ZIP, 2717, 14, 194.071429, 
trial0002769, GDX, 3713, 18, 206.277778, ZIP, 3054, 14, 218.142857, 
trial0002770, GDX, 4359, 18, 242.166667, ZIP, 2057, 14, 146.928571, 
trial0002771, GDX, 4036, 18, 224.222222, ZIP, 2157, 14, 154.071429, 
trial0002772, GDX, 3330, 18, 185.000000, ZIP, 2977, 14, 212.642857, 
trial0002773, GDX, 3253, 18, 180.722222, ZIP, 3282, 14, 234.428571, 
