trial0012001, AA, 642, 8, 80.250000, ZIP, 5130, 24, 213.750000, 
trial0012002, AA, 1312, 8, 164.000000, ZIP, 4082, 24, 170.083333, 
trial0012003, AA, 1914, 8, 239.250000, ZIP, 3396, 24, 141.500000, 
trial0012004, AA, 1124, 8, 140.500000, ZIP, 3981, 24, 165.875000, 
trial0012005, AA, 2488, 8, 311.000000, ZIP, 2796, 24, 116.500000, 
trial0012006, AA, 482, 8, 60.250000, ZIP, 4769, 24, 198.708333, 
trial0012007, AA, 1048, 8, 131.000000, ZIP, 3796, 24, 158.166667, 
trial0012008, AA, 1654, 8, 206.750000, ZIP, 3563, 24, 148.458333, 
trial0012009, AA, 1292, 8, 161.500000, ZIP, 4043, 24, 168.458333, 
trial0012010, AA, 1032, 8, 129.000000, ZIP, 4245, 24, 176.875000, 
trial0012011, AA, 1519, 8, 189.875000, ZIP, 3448, 24, 143.666667, 
trial0012012, AA, 1495, 8, 186.875000, ZIP, 3885, 24, 161.875000, 
trial0012013, AA, 803, 8, 100.375000, ZIP, 4724, 24, 196.833333, 
trial0012014, AA, 602, 8, 75.250000, ZIP, 5122, 24, 213.416667, 
trial0012015, AA, 237, 8, 29.625000, ZIP, 4518, 24, 188.250000, 
trial0012016, AA, 1436, 8, 179.500000, ZIP, 4203, 24, 175.125000, 
trial0012017, AA, 1607, 8, 200.875000, ZIP, 3867, 24, 161.125000, 
trial0012018, AA, 1237, 8, 154.625000, ZIP, 4175, 24, 173.958333, 
trial0012019, AA, 986, 8, 123.250000, ZIP, 4055, 24, 168.958333, 
trial0012020, AA, 1599, 8, 199.875000, ZIP, 3668, 24, 152.833333, 
trial0012021, AA, 1202, 8, 150.250000, ZIP, 4050, 24, 168.750000, 
trial0012022, AA, 1819, 8, 227.375000, ZIP, 2930, 24, 122.083333, 
trial0012023, AA, 1689, 8, 211.125000, ZIP, 3581, 24, 149.208333, 
trial0012024, AA, 1107, 8, 138.375000, ZIP, 3778, 24, 157.416667, 
trial0012025, AA, 1562, 8, 195.250000, ZIP, 3798, 24, 158.250000, 
trial0012026, AA, 1549, 8, 193.625000, ZIP, 3491, 24, 145.458333, 
trial0012027, AA, 1455, 8, 181.875000, ZIP, 3988, 24, 166.166667, 
trial0012028, AA, 1796, 8, 224.500000, ZIP, 3486, 24, 145.250000, 
trial0012029, AA, 290, 8, 36.250000, ZIP, 4486, 24, 186.916667, 
trial0012030, AA, 1393, 8, 174.125000, ZIP, 3458, 24, 144.083333, 
trial0012031, AA, 1556, 8, 194.500000, ZIP, 3899, 24, 162.458333, 
trial0012032, AA, 2177, 8, 272.125000, ZIP, 3270, 24, 136.250000, 
trial0012033, AA, 1345, 8, 168.125000, ZIP, 3723, 24, 155.125000, 
trial0012034, AA, 1843, 8, 230.375000, ZIP, 3652, 24, 152.166667, 
trial0012035, AA, 1246, 8, 155.750000, ZIP, 3701, 24, 154.208333, 
trial0012036, AA, 150, 8, 18.750000, ZIP, 5124, 24, 213.500000, 
trial0012037, AA, 1878, 8, 234.750000, ZIP, 3633, 24, 151.375000, 
trial0012038, AA, 413, 8, 51.625000, ZIP, 5172, 24, 215.500000, 
trial0012039, AA, 1203, 8, 150.375000, ZIP, 4343, 24, 180.958333, 
trial0012040, AA, 715, 8, 89.375000, ZIP, 3979, 24, 165.791667, 
trial0012041, AA, 1722, 8, 215.250000, ZIP, 3400, 24, 141.666667, 
trial0012042, AA, 979, 8, 122.375000, ZIP, 4533, 24, 188.875000, 
trial0012043, AA, 1167, 8, 145.875000, ZIP, 4153, 24, 173.041667, 
trial0012044, AA, 837, 8, 104.625000, ZIP, 4553, 24, 189.708333, 
trial0012045, AA, 1056, 8, 132.000000, ZIP, 4258, 24, 177.416667, 
trial0012046, AA, 621, 8, 77.625000, ZIP, 4574, 24, 190.583333, 
trial0012047, AA, 787, 8, 98.375000, ZIP, 4592, 24, 191.333333, 
trial0012048, AA, 1436, 8, 179.500000, ZIP, 3939, 24, 164.125000, 
trial0012049, AA, 2008, 8, 251.000000, ZIP, 3524, 24, 146.833333, 
trial0012050, AA, 1727, 8, 215.875000, ZIP, 3725, 24, 155.208333, 
trial0012051, AA, 1968, 8, 246.000000, ZIP, 3147, 24, 131.125000, 
trial0012052, AA, 1560, 8, 195.000000, ZIP, 4136, 24, 172.333333, 
trial0012053, AA, 1589, 8, 198.625000, ZIP, 3774, 24, 157.250000, 
trial0012054, AA, 1491, 8, 186.375000, ZIP, 3679, 24, 153.291667, 
trial0012055, AA, 1585, 8, 198.125000, ZIP, 3889, 24, 162.041667, 
trial0012056, AA, 2790, 8, 348.750000, ZIP, 2676, 24, 111.500000, 
trial0012057, AA, 1822, 8, 227.750000, ZIP, 3373, 24, 140.541667, 
trial0012058, AA, 794, 8, 99.250000, ZIP, 4869, 24, 202.875000, 
trial0012059, AA, 598, 8, 74.750000, ZIP, 4901, 24, 204.208333, 
trial0012060, AA, 872, 8, 109.000000, ZIP, 4409, 24, 183.708333, 
trial0012061, AA, 2278, 8, 284.750000, ZIP, 4046, 24, 168.583333, 
trial0012062, AA, 1451, 8, 181.375000, ZIP, 5565, 24, 231.875000, 
trial0012063, AA, 2827, 8, 353.375000, ZIP, 4457, 24, 185.708333, 
trial0012064, AA, 1849, 8, 231.125000, ZIP, 4766, 24, 198.583333, 
trial0012065, AA, 1480, 8, 185.000000, ZIP, 4931, 24, 205.458333, 
trial0012066, AA, 664, 8, 83.000000, ZIP, 6356, 24, 264.833333, 
trial0012067, AA, 2889, 8, 361.125000, ZIP, 3450, 24, 143.750000, 
trial0012068, AA, 2089, 8, 261.125000, ZIP, 5219, 24, 217.458333, 
trial0012069, AA, 1068, 8, 133.500000, ZIP, 5743, 24, 239.291667, 
trial0012070, AA, 1996, 8, 249.500000, ZIP, 5339, 24, 222.458333, 
trial0012071, AA, 2906, 8, 363.250000, ZIP, 4291, 24, 178.791667, 
trial0012072, AA, 2183, 8, 272.875000, ZIP, 4755, 24, 198.125000, 
trial0012073, AA, 1975, 8, 246.875000, ZIP, 5111, 24, 212.958333, 
trial0012074, AA, 1513, 8, 189.125000, ZIP, 5906, 24, 246.083333, 
trial0012075, AA, 2467, 8, 308.375000, ZIP, 3911, 24, 162.958333, 
trial0012076, AA, 1879, 8, 234.875000, ZIP, 5174, 24, 215.583333, 
trial0012077, AA, 1237, 8, 154.625000, ZIP, 5025, 24, 209.375000, 
trial0012078, AA, 2111, 8, 263.875000, ZIP, 4706, 24, 196.083333, 
trial0012079, AA, 2264, 8, 283.000000, ZIP, 4766, 24, 198.583333, 
trial0012080, AA, 1875, 8, 234.375000, ZIP, 5529, 24, 230.375000, 
trial0012081, AA, 2929, 8, 366.125000, ZIP, 3794, 24, 158.083333, 
trial0012082, AA, 1646, 8, 205.750000, ZIP, 5597, 24, 233.208333, 
trial0012083, AA, 2568, 8, 321.000000, ZIP, 3325, 24, 138.541667, 
trial0012084, AA, 1507, 8, 188.375000, ZIP, 5224, 24, 217.666667, 
trial0012085, AA, 709, 8, 88.625000, ZIP, 5736, 24, 239.000000, 
trial0012086, AA, 3267, 8, 408.375000, ZIP, 3829, 24, 159.541667, 
trial0012087, AA, 1164, 8, 145.500000, ZIP, 6224, 24, 259.333333, 
trial0012088, AA, 2483, 8, 310.375000, ZIP, 4507, 24, 187.791667, 
trial0012089, AA, 934, 8, 116.750000, ZIP, 5406, 24, 225.250000, 
trial0012090, AA, 262, 8, 32.750000, ZIP, 5988, 24, 249.500000, 
trial0012091, AA, 594, 8, 74.250000, ZIP, 2279, 24, 94.958333, 
trial0012092, AA, 886, 8, 110.750000, ZIP, 2085, 24, 86.875000, 
trial0012093, AA, 970, 8, 121.250000, ZIP, 1646, 24, 68.583333, 
trial0012094, AA, 841, 8, 105.125000, ZIP, 1595, 24, 66.458333, 
trial0012095, AA, 636, 8, 79.500000, ZIP, 2071, 24, 86.291667, 
trial0012096, AA, 458, 8, 57.250000, ZIP, 2225, 24, 92.708333, 
trial0012097, AA, 694, 8, 86.750000, ZIP, 2258, 24, 94.083333, 
trial0012098, AA, 735, 8, 91.875000, ZIP, 2014, 24, 83.916667, 
trial0012099, AA, 1230, 8, 153.750000, ZIP, 1748, 24, 72.833333, 
trial0012100, AA, 1044, 8, 130.500000, ZIP, 1597, 24, 66.541667, 
trial0012101, AA, 732, 8, 91.500000, ZIP, 2232, 24, 93.000000, 
trial0012102, AA, 638, 8, 79.750000, ZIP, 2286, 24, 95.250000, 
trial0012103, AA, 573, 8, 71.625000, ZIP, 1937, 24, 80.708333, 
trial0012104, AA, 594, 8, 74.250000, ZIP, 2257, 24, 94.041667, 
trial0012105, AA, 449, 8, 56.125000, ZIP, 2547, 24, 106.125000, 
trial0012106, AA, 507, 8, 63.375000, ZIP, 2453, 24, 102.208333, 
trial0012107, AA, 690, 8, 86.250000, ZIP, 2047, 24, 85.291667, 
trial0012108, AA, 315, 8, 39.375000, ZIP, 2426, 24, 101.083333, 
trial0012109, AA, 900, 8, 112.500000, ZIP, 1867, 24, 77.791667, 
trial0012110, AA, 813, 8, 101.625000, ZIP, 2170, 24, 90.416667, 
trial0012111, AA, 525, 8, 65.625000, ZIP, 2335, 24, 97.291667, 
trial0012112, AA, 1154, 8, 144.250000, ZIP, 1956, 24, 81.500000, 
trial0012113, AA, 434, 8, 54.250000, ZIP, 2229, 24, 92.875000, 
trial0012114, AA, 473, 8, 59.125000, ZIP, 2275, 24, 94.791667, 
trial0012115, AA, 662, 8, 82.750000, ZIP, 2006, 24, 83.583333, 
trial0012116, AA, 331, 8, 41.375000, ZIP, 2524, 24, 105.166667, 
trial0012117, AA, 839, 8, 104.875000, ZIP, 1975, 24, 82.291667, 
trial0012118, AA, 942, 8, 117.750000, ZIP, 1854, 24, 77.250000, 
trial0012119, AA, 508, 8, 63.500000, ZIP, 2234, 24, 93.083333, 
trial0012120, AA, 354, 8, 44.250000, ZIP, 2675, 24, 111.458333, 
trial0012121, AA, 889, 8, 111.125000, ZIP, 3817, 24, 159.041667, 
trial0012122, AA, 1288, 8, 161.000000, ZIP, 3079, 24, 128.291667, 
trial0012123, AA, 1926, 8, 240.750000, ZIP, 2602, 24, 108.416667, 
trial0012124, AA, 603, 8, 75.375000, ZIP, 4117, 24, 171.541667, 
trial0012125, AA, 581, 8, 72.625000, ZIP, 3924, 24, 163.500000, 
trial0012126, AA, 582, 8, 72.750000, ZIP, 3428, 24, 142.833333, 
trial0012127, AA, 727, 8, 90.875000, ZIP, 3640, 24, 151.666667, 
trial0012128, AA, 1766, 8, 220.750000, ZIP, 2842, 24, 118.416667, 
trial0012129, AA, 1547, 8, 193.375000, ZIP, 2680, 24, 111.666667, 
trial0012130, AA, 330, 8, 41.250000, ZIP, 4102, 24, 170.916667, 
trial0012131, AA, 1626, 8, 203.250000, ZIP, 2483, 24, 103.458333, 
trial0012132, AA, 534, 8, 66.750000, ZIP, 3709, 24, 154.541667, 
trial0012133, AA, 772, 8, 96.500000, ZIP, 3536, 24, 147.333333, 
trial0012134, AA, 1794, 8, 224.250000, ZIP, 2906, 24, 121.083333, 
