trial0007801, GDX, 281, 14, 20.071429, ZIP, 384, 18, 21.333333, 
trial0007802, GDX, 163, 14, 11.642857, ZIP, 641, 18, 35.611111, 
trial0007803, GDX, 160, 14, 11.428571, ZIP, 86, 18, 4.777778, 
trial0007804, GDX, 123, 14, 8.785714, ZIP, 49, 18, 2.722222, 
trial0007805, GDX, 151, 14, 10.785714, ZIP, 117, 18, 6.500000, 
trial0007806, GDX, 310, 14, 22.142857, ZIP, 327, 18, 18.166667, 
trial0007807, GDX, 176, 14, 12.571429, ZIP, 266, 18, 14.777778, 
trial0007808, GDX, 191, 14, 13.642857, ZIP, 109, 18, 6.055556, 
trial0007809, GDX, 123, 14, 8.785714, ZIP, 525, 18, 29.166667, 
trial0007810, GDX, 190, 14, 13.571429, ZIP, 207, 18, 11.500000, 
trial0007811, GDX, 138, 14, 9.857143, ZIP, 52, 18, 2.888889, 
trial0007812, GDX, 155, 14, 11.071429, ZIP, 438, 18, 24.333333, 
trial0007813, GDX, 149, 14, 10.642857, ZIP, 59, 18, 3.277778, 
trial0007814, GDX, 70, 14, 5.000000, ZIP, 28, 18, 1.555556, 
trial0007815, GDX, 121, 14, 8.642857, ZIP, 418, 18, 23.222222, 
trial0007816, GDX, 306, 14, 21.857143, ZIP, 68, 18, 3.777778, 
trial0007817, GDX, 212, 14, 15.142857, ZIP, 201, 18, 11.166667, 
trial0007818, GDX, 215, 14, 15.357143, ZIP, 776, 18, 43.111111, 
trial0007819, GDX, 228, 14, 16.285714, ZIP, 418, 18, 23.222222, 
trial0007820, GDX, 174, 14, 12.428571, ZIP, 112, 18, 6.222222, 
trial0007821, GDX, 179, 14, 12.785714, ZIP, 267, 18, 14.833333, 
trial0007822, GDX, 135, 14, 9.642857, ZIP, 31, 18, 1.722222, 
trial0007823, GDX, 171, 14, 12.214286, ZIP, 375, 18, 20.833333, 
trial0007824, GDX, 223, 14, 15.928571, ZIP, 216, 18, 12.000000, 
trial0007825, GDX, 129, 14, 9.214286, ZIP, 152, 18, 8.444444, 
trial0007826, GDX, 309, 14, 22.071429, ZIP, 246, 18, 13.666667, 
trial0007827, GDX, 81, 14, 5.785714, ZIP, 69, 18, 3.833333, 
trial0007828, GDX, 141, 14, 10.071429, ZIP, 408, 18, 22.666667, 
trial0007829, GDX, 100, 14, 7.142857, ZIP, 256, 18, 14.222222, 
trial0007830, GDX, 399, 14, 28.500000, ZIP, 162, 18, 9.000000, 
trial0007831, GDX, 603, 14, 43.071429, ZIP, 1042, 18, 57.888889, 
trial0007832, GDX, 353, 14, 25.214286, ZIP, 945, 18, 52.500000, 
trial0007833, GDX, 490, 14, 35.000000, ZIP, 1063, 18, 59.055556, 
trial0007834, GDX, 378, 14, 27.000000, ZIP, 961, 18, 53.388889, 
trial0007835, GDX, 534, 14, 38.142857, ZIP, 918, 18, 51.000000, 
trial0007836, GDX, 832, 14, 59.428571, ZIP, 674, 18, 37.444444, 
trial0007837, GDX, 242, 14, 17.285714, ZIP, 634, 18, 35.222222, 
trial0007838, GDX, 289, 14, 20.642857, ZIP, 708, 18, 39.333333, 
trial0007839, GDX, 552, 14, 39.428571, ZIP, 1023, 18, 56.833333, 
trial0007840, GDX, 553, 14, 39.500000, ZIP, 1019, 18, 56.611111, 
trial0007841, GDX, 338, 14, 24.142857, ZIP, 913, 18, 50.722222, 
trial0007842, GDX, 65, 14, 4.642857, ZIP, 577, 18, 32.055556, 
trial0007843, GDX, 795, 14, 56.785714, ZIP, 772, 18, 42.888889, 
trial0007844, GDX, 826, 14, 59.000000, ZIP, 794, 18, 44.111111, 
trial0007845, GDX, 168, 14, 12.000000, ZIP, 1146, 18, 63.666667, 
trial0007846, GDX, 431, 14, 30.785714, ZIP, 795, 18, 44.166667, 
trial0007847, GDX, 240, 14, 17.142857, ZIP, 912, 18, 50.666667, 
trial0007848, GDX, 380, 14, 27.142857, ZIP, 995, 18, 55.277778, 
trial0007849, GDX, 992, 14, 70.857143, ZIP, 372, 18, 20.666667, 
trial0007850, GDX, 446, 14, 31.857143, ZIP, 818, 18, 45.444444, 
trial0007851, GDX, 384, 14, 27.428571, ZIP, 906, 18, 50.333333, 
trial0007852, GDX, 737, 14, 52.642857, ZIP, 1056, 18, 58.666667, 
trial0007853, GDX, 446, 14, 31.857143, ZIP, 1144, 18, 63.555556, 
trial0007854, GDX, 641, 14, 45.785714, ZIP, 616, 18, 34.222222, 
trial0007855, GDX, 403, 14, 28.785714, ZIP, 920, 18, 51.111111, 
trial0007856, GDX, 471, 14, 33.642857, ZIP, 1347, 18, 74.833333, 
trial0007857, GDX, 827, 14, 59.071429, ZIP, 619, 18, 34.388889, 
trial0007858, GDX, 867, 14, 61.928571, ZIP, 751, 18, 41.722222, 
trial0007859, GDX, 444, 14, 31.714286, ZIP, 891, 18, 49.500000, 
trial0007860, GDX, 415, 14, 29.642857, ZIP, 929, 18, 51.611111, 
trial0007861, GDX, 355, 14, 25.357143, ZIP, 923, 18, 51.277778, 
trial0007862, GDX, 656, 14, 46.857143, ZIP, 1136, 18, 63.111111, 
trial0007863, GDX, 885, 14, 63.214286, ZIP, 2760, 18, 153.333333, 
trial0007864, GDX, 722, 14, 51.571429, ZIP, 1803, 18, 100.166667, 
trial0007865, GDX, 1509, 14, 107.785714, ZIP, 1139, 18, 63.277778, 
trial0007866, GDX, 1172, 14, 83.714286, ZIP, 1113, 18, 61.833333, 
trial0007867, GDX, 1073, 14, 76.642857, ZIP, 2223, 18, 123.500000, 
trial0007868, GDX, 1040, 14, 74.285714, ZIP, 1607, 18, 89.277778, 
trial0007869, GDX, 1066, 14, 76.142857, ZIP, 2056, 18, 114.222222, 
trial0007870, GDX, 2193, 14, 156.642857, ZIP, 1064, 18, 59.111111, 
trial0007871, GDX, 876, 14, 62.571429, ZIP, 1717, 18, 95.388889, 
trial0007872, GDX, 727, 14, 51.928571, ZIP, 1368, 18, 76.000000, 
trial0007873, GDX, 1263, 14, 90.214286, ZIP, 2017, 18, 112.055556, 
trial0007874, GDX, 1265, 14, 90.357143, ZIP, 1738, 18, 96.555556, 
trial0007875, GDX, 1806, 14, 129.000000, ZIP, 990, 18, 55.000000, 
trial0007876, GDX, 575, 14, 41.071429, ZIP, 2076, 18, 115.333333, 
trial0007877, GDX, 775, 14, 55.357143, ZIP, 1719, 18, 95.500000, 
trial0007878, GDX, 401, 14, 28.642857, ZIP, 1383, 18, 76.833333, 
trial0007879, GDX, 514, 14, 36.714286, ZIP, 2165, 18, 120.277778, 
trial0007880, GDX, 618, 14, 44.142857, ZIP, 2137, 18, 118.722222, 
trial0007881, GDX, 520, 14, 37.142857, ZIP, 1274, 18, 70.777778, 
trial0007882, GDX, 1234, 14, 88.142857, ZIP, 2164, 18, 120.222222, 
trial0007883, GDX, 873, 14, 62.357143, ZIP, 1800, 18, 100.000000, 
trial0007884, GDX, 1033, 14, 73.785714, ZIP, 716, 18, 39.777778, 
trial0007885, GDX, 594, 14, 42.428571, ZIP, 1767, 18, 98.166667, 
trial0007886, GDX, 533, 14, 38.071429, ZIP, 2432, 18, 135.111111, 
trial0007887, GDX, 65, 14, 4.642857, ZIP, 1324, 18, 73.555556, 
trial0007888, GDX, 1069, 14, 76.357143, ZIP, 1370, 18, 76.111111, 
trial0007889, GDX, 1154, 14, 82.428571, ZIP, 1700, 18, 94.444444, 
trial0007890, GDX, 1233, 14, 88.071429, ZIP, 1735, 18, 96.388889, 
trial0007891, GDX, 171, 14, 12.214286, ZIP, 253, 18, 14.055556, 
trial0007892, GDX, 70, 14, 5.000000, ZIP, 199, 18, 11.055556, 
trial0007893, GDX, 101, 14, 7.214286, ZIP, 518, 18, 28.777778, 
trial0007894, GDX, 89, 14, 6.357143, ZIP, 136, 18, 7.555556, 
trial0007895, GDX, 88, 14, 6.285714, ZIP, 104, 18, 5.777778, 
trial0007896, GDX, 152, 14, 10.857143, ZIP, 517, 18, 28.722222, 
trial0007897, GDX, 56, 14, 4.000000, ZIP, 296, 18, 16.444444, 
trial0007898, GDX, 419, 14, 29.928571, ZIP, 295, 18, 16.388889, 
trial0007899, GDX, 128, 14, 9.142857, ZIP, 73, 18, 4.055556, 
trial0007900, GDX, 162, 14, 11.571429, ZIP, 445, 18, 24.722222, 
trial0007901, GDX, 153, 14, 10.928571, ZIP, 268, 18, 14.888889, 
trial0007902, GDX, 108, 14, 7.714286, ZIP, 405, 18, 22.500000, 
trial0007903, GDX, 285, 14, 20.357143, ZIP, 265, 18, 14.722222, 
trial0007904, GDX, 146, 14, 10.428571, ZIP, 232, 18, 12.888889, 
trial0007905, GDX, 285, 14, 20.357143, ZIP, 559, 18, 31.055556, 
trial0007906, GDX, 143, 14, 10.214286, ZIP, 523, 18, 29.055556, 
trial0007907, GDX, 168, 14, 12.000000, ZIP, 156, 18, 8.666667, 
trial0007908, GDX, 50, 14, 3.571429, ZIP, 36, 18, 2.000000, 
trial0007909, GDX, 103, 14, 7.357143, ZIP, 0, 18, 0.000000, 
trial0007910, GDX, 117, 14, 8.357143, ZIP, 147, 18, 8.166667, 
trial0007911, GDX, 203, 14, 14.500000, ZIP, 353, 18, 19.611111, 
trial0007912, GDX, 168, 14, 12.000000, ZIP, 298, 18, 16.555556, 
trial0007913, GDX, 106, 14, 7.571429, ZIP, 316, 18, 17.555556, 
trial0007914, GDX, 226, 14, 16.142857, ZIP, 361, 18, 20.055556, 
trial0007915, GDX, 246, 14, 17.571429, ZIP, 395, 18, 21.944444, 
trial0007916, GDX, 202, 14, 14.428571, ZIP, 314, 18, 17.444444, 
trial0007917, GDX, 102, 14, 7.285714, ZIP, 111, 18, 6.166667, 
trial0007918, GDX, 214, 14, 15.285714, ZIP, 240, 18, 13.333333, 
trial0007919, GDX, 200, 14, 14.285714, ZIP, 58, 18, 3.222222, 
trial0007920, GDX, 114, 14, 8.142857, ZIP, 270, 18, 15.000000, 
trial0007921, GDX, 448, 14, 32.000000, ZIP, 507, 18, 28.166667, 
trial0007922, GDX, 365, 14, 26.071429, ZIP, 442, 18, 24.555556, 
trial0007923, GDX, 130, 14, 9.285714, ZIP, 182, 18, 10.111111, 
trial0007924, GDX, 341, 14, 24.357143, ZIP, 640, 18, 35.555556, 
trial0007925, GDX, 314, 14, 22.428571, ZIP, 588, 18, 32.666667, 
trial0007926, GDX, 202, 14, 14.428571, ZIP, 505, 18, 28.055556, 
trial0007927, GDX, 333, 14, 23.785714, ZIP, 345, 18, 19.166667, 
trial0007928, GDX, 366, 14, 26.142857, ZIP, 183, 18, 10.166667, 
trial0007929, GDX, 343, 14, 24.500000, ZIP, 907, 18, 50.388889, 
trial0007930, GDX, 171, 14, 12.214286, ZIP, 432, 18, 24.000000, 
trial0007931, GDX, 281, 14, 20.071429, ZIP, 420, 18, 23.333333, 
trial0007932, GDX, 343, 14, 24.500000, ZIP, 693, 18, 38.500000, 
trial0007933, GDX, 174, 14, 12.428571, ZIP, 627, 18, 34.833333, 
trial0007934, GDX, 367, 14, 26.214286, ZIP, 653, 18, 36.277778, 
trial0007935, GDX, 129, 14, 9.214286, ZIP, 664, 18, 36.888889, 
trial0007936, GDX, 314, 14, 22.428571, ZIP, 410, 18, 22.777778, 
trial0007937, GDX, 334, 14, 23.857143, ZIP, 695, 18, 38.611111, 
trial0007938, GDX, 232, 14, 16.571429, ZIP, 607, 18, 33.722222, 
trial0007939, GDX, 153, 14, 10.928571, ZIP, 56, 18, 3.111111, 
trial0007940, GDX, 297, 14, 21.214286, ZIP, 595, 18, 33.055556, 
trial0007941, GDX, 167, 14, 11.928571, ZIP, 318, 18, 17.666667, 
trial0007942, GDX, 414, 14, 29.571429, ZIP, 536, 18, 29.777778, 
trial0007943, GDX, 240, 14, 17.142857, ZIP, 289, 18, 16.055556, 
trial0007944, GDX, 298, 14, 21.285714, ZIP, 765, 18, 42.500000, 
trial0007945, GDX, 368, 14, 26.285714, ZIP, 479, 18, 26.611111, 
trial0007946, GDX, 293, 14, 20.928571, ZIP, 483, 18, 26.833333, 
trial0007947, GDX, 269, 14, 19.214286, ZIP, 367, 18, 20.388889, 
trial0007948, GDX, 315, 14, 22.500000, ZIP, 523, 18, 29.055556, 
trial0007949, GDX, 419, 14, 29.928571, ZIP, 445, 18, 24.722222, 
trial0007950, GDX, 219, 14, 15.642857, ZIP, 452, 18, 25.111111, 
trial0007951, GDX, 703, 14, 50.214286, ZIP, 1063, 18, 59.055556, 
trial0007952, GDX, 861, 14, 61.500000, ZIP, 1463, 18, 81.277778, 
trial0007953, GDX, 462, 14, 33.000000, ZIP, 1429, 18, 79.388889, 
trial0007954, GDX, 771, 14, 55.071429, ZIP, 1465, 18, 81.388889, 
trial0007955, GDX, 801, 14, 57.214286, ZIP, 1296, 18, 72.000000, 
trial0007956, GDX, 1050, 14, 75.000000, ZIP, 1481, 18, 82.277778, 
trial0007957, GDX, 978, 14, 69.857143, ZIP, 1257, 18, 69.833333, 
trial0007958, GDX, 437, 14, 31.214286, ZIP, 1544, 18, 85.777778, 
trial0007959, GDX, 209, 14, 14.928571, ZIP, 1682, 18, 93.444444, 
trial0007960, GDX, 559, 14, 39.928571, ZIP, 1696, 18, 94.222222, 
trial0007961, GDX, 661, 14, 47.214286, ZIP, 1516, 18, 84.222222, 
trial0007962, GDX, 904, 14, 64.571429, ZIP, 1333, 18, 74.055556, 
trial0007963, GDX, 571, 14, 40.785714, ZIP, 1365, 18, 75.833333, 
trial0007964, GDX, 866, 14, 61.857143, ZIP, 673, 18, 37.388889, 
trial0007965, GDX, 1056, 14, 75.428571, ZIP, 1161, 18, 64.500000, 
trial0007966, GDX, 465, 14, 33.214286, ZIP, 1153, 18, 64.055556, 
trial0007967, GDX, 820, 14, 58.571429, ZIP, 1220, 18, 67.777778, 
trial0007968, GDX, 1166, 14, 83.285714, ZIP, 924, 18, 51.333333, 
trial0007969, GDX, 1417, 14, 101.214286, ZIP, 1476, 18, 82.000000, 
trial0007970, GDX, 1058, 14, 75.571429, ZIP, 1141, 18, 63.388889, 
trial0007971, GDX, 1248, 14, 89.142857, ZIP, 998, 18, 55.444444, 
trial0007972, GDX, 491, 14, 35.071429, ZIP, 1479, 18, 82.166667, 
trial0007973, GDX, 849, 14, 60.642857, ZIP, 1503, 18, 83.500000, 
trial0007974, GDX, 1268, 14, 90.571429, ZIP, 882, 18, 49.000000, 
