trial0011701, GDX, 582, 10, 58.200000, ZIP, 1207, 22, 54.863636, 
trial0011702, GDX, 726, 10, 72.600000, ZIP, 824, 22, 37.454545, 
trial0011703, GDX, 73, 10, 7.300000, ZIP, 1526, 22, 69.363636, 
trial0011704, GDX, 445, 10, 44.500000, ZIP, 1308, 22, 59.454545, 
trial0011705, GDX, 416, 10, 41.600000, ZIP, 1639, 22, 74.500000, 
trial0011706, GDX, 416, 10, 41.600000, ZIP, 1498, 22, 68.090909, 
trial0011707, GDX, 624, 10, 62.400000, ZIP, 1221, 22, 55.500000, 
trial0011708, GDX, 373, 10, 37.300000, ZIP, 1722, 22, 78.272727, 
trial0011709, GDX, 188, 10, 18.800000, ZIP, 2141, 22, 97.318182, 
trial0011710, GDX, 645, 10, 64.500000, ZIP, 1667, 22, 75.772727, 
trial0011711, GDX, 263, 10, 26.300000, ZIP, 1255, 22, 57.045455, 
trial0011712, GDX, 112, 10, 11.200000, ZIP, 565, 22, 25.681818, 
trial0011713, GDX, 428, 10, 42.800000, ZIP, 1352, 22, 61.454545, 
trial0011714, GDX, 654, 10, 65.400000, ZIP, 1371, 22, 62.318182, 
trial0011715, GDX, 267, 10, 26.700000, ZIP, 1561, 22, 70.954545, 
trial0011716, GDX, 456, 10, 45.600000, ZIP, 1617, 22, 73.500000, 
trial0011717, GDX, 340, 10, 34.000000, ZIP, 1487, 22, 67.590909, 
trial0011718, GDX, 419, 10, 41.900000, ZIP, 1152, 22, 52.363636, 
trial0011719, GDX, 446, 10, 44.600000, ZIP, 1243, 22, 56.500000, 
trial0011720, GDX, 231, 10, 23.100000, ZIP, 1503, 22, 68.318182, 
trial0011721, GDX, 642, 10, 64.200000, ZIP, 1270, 22, 57.727273, 
trial0011722, GDX, 224, 10, 22.400000, ZIP, 1261, 22, 57.318182, 
trial0011723, GDX, 678, 10, 67.800000, ZIP, 1279, 22, 58.136364, 
trial0011724, GDX, 595, 10, 59.500000, ZIP, 1477, 22, 67.136364, 
trial0011725, GDX, 480, 10, 48.000000, ZIP, 879, 22, 39.954545, 
trial0011726, GDX, 312, 10, 31.200000, ZIP, 1349, 22, 61.318182, 
trial0011727, GDX, 645, 10, 64.500000, ZIP, 1055, 22, 47.954545, 
trial0011728, GDX, 447, 10, 44.700000, ZIP, 1543, 22, 70.136364, 
trial0011729, GDX, 146, 10, 14.600000, ZIP, 1518, 22, 69.000000, 
trial0011730, GDX, 383, 10, 38.300000, ZIP, 1250, 22, 56.818182, 
