trial0000001, AA, 1924, 18, 106.888889, ZIP, 1233, 14, 88.071429, 
trial0000002, AA, 1332, 18, 74.000000, ZIP, 1940, 14, 138.571429, 
trial0000003, AA, 1074, 18, 59.666667, ZIP, 1931, 14, 137.928571, 
trial0000004, AA, 1804, 18, 100.222222, ZIP, 1417, 14, 101.214286, 
trial0000005, AA, 2083, 18, 115.722222, ZIP, 900, 14, 64.285714, 
trial0000006, AA, 2003, 18, 111.277778, ZIP, 1173, 14, 83.785714, 
trial0000007, AA, 2350, 18, 130.555556, ZIP, 690, 14, 49.285714, 
trial0000008, AA, 1338, 18, 74.333333, ZIP, 1896, 14, 135.428571, 
trial0000009, AA, 1505, 18, 83.611111, ZIP, 1480, 14, 105.714286, 
trial0000010, AA, 1778, 18, 98.777778, ZIP, 1525, 14, 108.928571, 
trial0000011, AA, 1048, 18, 58.222222, ZIP, 2030, 14, 145.000000, 
trial0000012, AA, 1303, 18, 72.388889, ZIP, 1934, 14, 138.142857, 
trial0000013, AA, 1419, 18, 78.833333, ZIP, 1778, 14, 127.000000, 
trial0000014, AA, 1088, 18, 60.444444, ZIP, 2048, 14, 146.285714, 
trial0000015, AA, 1916, 18, 106.444444, ZIP, 1158, 14, 82.714286, 
trial0000016, AA, 2049, 18, 113.833333, ZIP, 1063, 14, 75.928571, 
trial0000017, AA, 1683, 18, 93.500000, ZIP, 1364, 14, 97.428571, 
trial0000018, AA, 2031, 18, 112.833333, ZIP, 708, 14, 50.571429, 
trial0000019, AA, 1873, 18, 104.055556, ZIP, 1317, 14, 94.071429, 
trial0000020, AA, 1786, 18, 99.222222, ZIP, 1627, 14, 116.214286, 
trial0000021, AA, 1730, 18, 96.111111, ZIP, 1683, 14, 120.214286, 
trial0000022, AA, 1792, 18, 99.555556, ZIP, 1306, 14, 93.285714, 
trial0000023, AA, 1159, 18, 64.388889, ZIP, 1988, 14, 142.000000, 
trial0000024, AA, 1234, 18, 68.555556, ZIP, 1833, 14, 130.928571, 
trial0000025, AA, 1935, 18, 107.500000, ZIP, 1284, 14, 91.714286, 
trial0000026, AA, 2245, 18, 124.722222, ZIP, 835, 14, 59.642857, 
trial0000027, AA, 1774, 18, 98.555556, ZIP, 1649, 14, 117.785714, 
trial0000028, AA, 1630, 18, 90.555556, ZIP, 1276, 14, 91.142857, 
trial0000029, AA, 1525, 18, 84.722222, ZIP, 1640, 14, 117.142857, 
trial0000030, AA, 1595, 18, 88.611111, ZIP, 1543, 14, 110.214286, 
trial0000031, AA, 1436, 18, 79.777778, ZIP, 1115, 14, 79.642857, 
trial0000032, AA, 1186, 18, 65.888889, ZIP, 1310, 14, 93.571429, 
trial0000033, AA, 1673, 18, 92.944444, ZIP, 995, 14, 71.071429, 
trial0000034, AA, 1480, 18, 82.222222, ZIP, 1132, 14, 80.857143, 
trial0000035, AA, 1308, 18, 72.666667, ZIP, 1236, 14, 88.285714, 
trial0000036, AA, 1944, 18, 108.000000, ZIP, 887, 14, 63.357143, 
trial0000037, AA, 1192, 18, 66.222222, ZIP, 1321, 14, 94.357143, 
trial0000038, AA, 776, 18, 43.111111, ZIP, 1778, 14, 127.000000, 
trial0000039, AA, 1511, 18, 83.944444, ZIP, 1523, 14, 108.785714, 
trial0000040, AA, 1659, 18, 92.166667, ZIP, 863, 14, 61.642857, 
trial0000041, AA, 1228, 18, 68.222222, ZIP, 1635, 14, 116.785714, 
trial0000042, AA, 1320, 18, 73.333333, ZIP, 1371, 14, 97.928571, 
trial0000043, AA, 1403, 18, 77.944444, ZIP, 1256, 14, 89.714286, 
trial0000044, AA, 1049, 18, 58.277778, ZIP, 1461, 14, 104.357143, 
trial0000045, AA, 872, 18, 48.444444, ZIP, 1887, 14, 134.785714, 
trial0000046, AA, 1446, 18, 80.333333, ZIP, 1251, 14, 89.357143, 
trial0000047, AA, 1363, 18, 75.722222, ZIP, 1371, 14, 97.928571, 
trial0000048, AA, 1755, 18, 97.500000, ZIP, 1207, 14, 86.214286, 
trial0000049, AA, 1687, 18, 93.722222, ZIP, 1114, 14, 79.571429, 
trial0000050, AA, 1603, 18, 89.055556, ZIP, 1199, 14, 85.642857, 
trial0000051, AA, 1136, 18, 63.111111, ZIP, 1766, 14, 126.142857, 
trial0000052, AA, 1042, 18, 57.888889, ZIP, 1959, 14, 139.928571, 
trial0000053, AA, 863, 18, 47.944444, ZIP, 1943, 14, 138.785714, 
trial0000054, AA, 1342, 18, 74.555556, ZIP, 1315, 14, 93.928571, 
trial0000055, AA, 1666, 18, 92.555556, ZIP, 992, 14, 70.857143, 
