trial0013201, GDX, 354, 8, 44.250000, ZIP, 1630, 24, 67.916667, 
trial0013202, GDX, 459, 8, 57.375000, ZIP, 1806, 24, 75.250000, 
trial0013203, GDX, 642, 8, 80.250000, ZIP, 1670, 24, 69.583333, 
trial0013204, GDX, 474, 8, 59.250000, ZIP, 1557, 24, 64.875000, 
trial0013205, GDX, 563, 8, 70.375000, ZIP, 1488, 24, 62.000000, 
trial0013206, GDX, 134, 8, 16.750000, ZIP, 2008, 24, 83.666667, 
trial0013207, GDX, 415, 8, 51.875000, ZIP, 1928, 24, 80.333333, 
trial0013208, GDX, 539, 8, 67.375000, ZIP, 1537, 24, 64.041667, 
trial0013209, GDX, 399, 8, 49.875000, ZIP, 1198, 24, 49.916667, 
trial0013210, GDX, 118, 8, 14.750000, ZIP, 1913, 24, 79.708333, 
trial0013211, GDX, 523, 8, 65.375000, ZIP, 1563, 24, 65.125000, 
trial0013212, GDX, 363, 8, 45.375000, ZIP, 1628, 24, 67.833333, 
trial0013213, GDX, 388, 8, 48.500000, ZIP, 1656, 24, 69.000000, 
trial0013214, GDX, 517, 8, 64.625000, ZIP, 1484, 24, 61.833333, 
trial0013215, GDX, 869, 8, 108.625000, ZIP, 1294, 24, 53.916667, 
trial0013216, GDX, 261, 8, 32.625000, ZIP, 1543, 24, 64.291667, 
trial0013217, GDX, 171, 8, 21.375000, ZIP, 1896, 24, 79.000000, 
trial0013218, GDX, 436, 8, 54.500000, ZIP, 1888, 24, 78.666667, 
trial0013219, GDX, 472, 8, 59.000000, ZIP, 1641, 24, 68.375000, 
trial0013220, GDX, 749, 8, 93.625000, ZIP, 1281, 24, 53.375000, 
trial0013221, GDX, 234, 8, 29.250000, ZIP, 2192, 24, 91.333333, 
trial0013222, GDX, 1144, 8, 143.000000, ZIP, 1560, 24, 65.000000, 
trial0013223, GDX, 345, 8, 43.125000, ZIP, 2375, 24, 98.958333, 
trial0013224, GDX, 566, 8, 70.750000, ZIP, 1984, 24, 82.666667, 
trial0013225, GDX, 489, 8, 61.125000, ZIP, 1726, 24, 71.916667, 
trial0013226, GDX, 698, 8, 87.250000, ZIP, 1727, 24, 71.958333, 
trial0013227, GDX, 471, 8, 58.875000, ZIP, 1516, 24, 63.166667, 
trial0013228, GDX, 462, 8, 57.750000, ZIP, 1627, 24, 67.791667, 
trial0013229, GDX, 636, 8, 79.500000, ZIP, 2271, 24, 94.625000, 
trial0013230, GDX, 702, 8, 87.750000, ZIP, 1701, 24, 70.875000, 
trial0013231, GDX, 120, 8, 15.000000, ZIP, 1470, 24, 61.250000, 
trial0013232, GDX, 468, 8, 58.500000, ZIP, 1519, 24, 63.291667, 
trial0013233, GDX, 429, 8, 53.625000, ZIP, 1345, 24, 56.041667, 
trial0013234, GDX, 334, 8, 41.750000, ZIP, 1014, 24, 42.250000, 
trial0013235, GDX, 280, 8, 35.000000, ZIP, 1361, 24, 56.708333, 
trial0013236, GDX, 194, 8, 24.250000, ZIP, 1155, 24, 48.125000, 
trial0013237, GDX, 790, 8, 98.750000, ZIP, 1033, 24, 43.041667, 
trial0013238, GDX, 75, 8, 9.375000, ZIP, 1601, 24, 66.708333, 
trial0013239, GDX, 321, 8, 40.125000, ZIP, 1269, 24, 52.875000, 
trial0013240, GDX, 534, 8, 66.750000, ZIP, 1087, 24, 45.291667, 
trial0013241, GDX, 505, 8, 63.125000, ZIP, 1531, 24, 63.791667, 
trial0013242, GDX, 545, 8, 68.125000, ZIP, 922, 24, 38.416667, 
trial0013243, GDX, 370, 8, 46.250000, ZIP, 1254, 24, 52.250000, 
trial0013244, GDX, 425, 8, 53.125000, ZIP, 1233, 24, 51.375000, 
trial0013245, GDX, 436, 8, 54.500000, ZIP, 1367, 24, 56.958333, 
trial0013246, GDX, 328, 8, 41.000000, ZIP, 1374, 24, 57.250000, 
trial0013247, GDX, 468, 8, 58.500000, ZIP, 1117, 24, 46.541667, 
trial0013248, GDX, 399, 8, 49.875000, ZIP, 1345, 24, 56.041667, 
trial0013249, GDX, 231, 8, 28.875000, ZIP, 1624, 24, 67.666667, 
trial0013250, GDX, 589, 8, 73.625000, ZIP, 1186, 24, 49.416667, 
trial0013251, GDX, 360, 8, 45.000000, ZIP, 932, 24, 38.833333, 
trial0013252, GDX, 414, 8, 51.750000, ZIP, 975, 24, 40.625000, 
trial0013253, GDX, 187, 8, 23.375000, ZIP, 1371, 24, 57.125000, 
trial0013254, GDX, 433, 8, 54.125000, ZIP, 1440, 24, 60.000000, 
trial0013255, GDX, 469, 8, 58.625000, ZIP, 1236, 24, 51.500000, 
trial0013256, GDX, 748, 8, 93.500000, ZIP, 1264, 24, 52.666667, 
trial0013257, GDX, 673, 8, 84.125000, ZIP, 1407, 24, 58.625000, 
trial0013258, GDX, 205, 8, 25.625000, ZIP, 1186, 24, 49.416667, 
trial0013259, GDX, 524, 8, 65.500000, ZIP, 943, 24, 39.291667, 
trial0013260, GDX, 735, 8, 91.875000, ZIP, 1108, 24, 46.166667, 
trial0013261, GDX, 625, 8, 78.125000, ZIP, 1934, 24, 80.583333, 
trial0013262, GDX, 828, 8, 103.500000, ZIP, 3263, 24, 135.958333, 
trial0013263, GDX, 929, 8, 116.125000, ZIP, 2065, 24, 86.041667, 
trial0013264, GDX, 1044, 8, 130.500000, ZIP, 3026, 24, 126.083333, 
trial0013265, GDX, 1185, 8, 148.125000, ZIP, 2387, 24, 99.458333, 
trial0013266, GDX, 300, 8, 37.500000, ZIP, 2937, 24, 122.375000, 
trial0013267, GDX, 292, 8, 36.500000, ZIP, 2639, 24, 109.958333, 
trial0013268, GDX, 727, 8, 90.875000, ZIP, 2244, 24, 93.500000, 
trial0013269, GDX, 957, 8, 119.625000, ZIP, 2712, 24, 113.000000, 
trial0013270, GDX, 1365, 8, 170.625000, ZIP, 1371, 24, 57.125000, 
trial0013271, GDX, 868, 8, 108.500000, ZIP, 2626, 24, 109.416667, 
trial0013272, GDX, 879, 8, 109.875000, ZIP, 3072, 24, 128.000000, 
trial0013273, GDX, 1659, 8, 207.375000, ZIP, 2549, 24, 106.208333, 
trial0013274, GDX, 551, 8, 68.875000, ZIP, 2949, 24, 122.875000, 
trial0013275, GDX, 1174, 8, 146.750000, ZIP, 2094, 24, 87.250000, 
trial0013276, GDX, 1130, 8, 141.250000, ZIP, 2655, 24, 110.625000, 
trial0013277, GDX, 696, 8, 87.000000, ZIP, 3264, 24, 136.000000, 
trial0013278, GDX, 1077, 8, 134.625000, ZIP, 3111, 24, 129.625000, 
trial0013279, GDX, 219, 8, 27.375000, ZIP, 3353, 24, 139.708333, 
trial0013280, GDX, 246, 8, 30.750000, ZIP, 3070, 24, 127.916667, 
trial0013281, GDX, 682, 8, 85.250000, ZIP, 3323, 24, 138.458333, 
trial0013282, GDX, 88, 8, 11.000000, ZIP, 3370, 24, 140.416667, 
trial0013283, GDX, 565, 8, 70.625000, ZIP, 2269, 24, 94.541667, 
trial0013284, GDX, 686, 8, 85.750000, ZIP, 2533, 24, 105.541667, 
trial0013285, GDX, 467, 8, 58.375000, ZIP, 3636, 24, 151.500000, 
trial0013286, GDX, 812, 8, 101.500000, ZIP, 3255, 24, 135.625000, 
trial0013287, GDX, 1208, 8, 151.000000, ZIP, 3103, 24, 129.291667, 
trial0013288, GDX, 749, 8, 93.625000, ZIP, 2136, 24, 89.000000, 
trial0013289, GDX, 784, 8, 98.000000, ZIP, 2808, 24, 117.000000, 
trial0013290, GDX, 1003, 8, 125.375000, ZIP, 2295, 24, 95.625000, 
trial0013291, GDX, 464, 8, 58.000000, ZIP, 2285, 24, 95.208333, 
trial0013292, GDX, 40, 8, 5.000000, ZIP, 2933, 24, 122.208333, 
trial0013293, GDX, 133, 8, 16.625000, ZIP, 2873, 24, 119.708333, 
trial0013294, GDX, 990, 8, 123.750000, ZIP, 2274, 24, 94.750000, 
trial0013295, GDX, 694, 8, 86.750000, ZIP, 2467, 24, 102.791667, 
trial0013296, GDX, 1162, 8, 145.250000, ZIP, 1821, 24, 75.875000, 
trial0013297, GDX, 407, 8, 50.875000, ZIP, 2156, 24, 89.833333, 
trial0013298, GDX, 976, 8, 122.000000, ZIP, 1601, 24, 66.708333, 
trial0013299, GDX, 438, 8, 54.750000, ZIP, 2849, 24, 118.708333, 
trial0013300, GDX, 642, 8, 80.250000, ZIP, 1977, 24, 82.375000, 
trial0013301, GDX, 418, 8, 52.250000, ZIP, 2514, 24, 104.750000, 
trial0013302, GDX, 545, 8, 68.125000, ZIP, 1633, 24, 68.041667, 
trial0013303, GDX, 1003, 8, 125.375000, ZIP, 1610, 24, 67.083333, 
trial0013304, GDX, 375, 8, 46.875000, ZIP, 2400, 24, 100.000000, 
trial0013305, GDX, 494, 8, 61.750000, ZIP, 2425, 24, 101.041667, 
trial0013306, GDX, 1192, 8, 149.000000, ZIP, 1942, 24, 80.916667, 
trial0013307, GDX, 451, 8, 56.375000, ZIP, 2383, 24, 99.291667, 
trial0013308, GDX, 67, 8, 8.375000, ZIP, 2466, 24, 102.750000, 
trial0013309, GDX, 114, 8, 14.250000, ZIP, 2307, 24, 96.125000, 
trial0013310, GDX, 885, 8, 110.625000, ZIP, 1592, 24, 66.333333, 
trial0013311, GDX, 210, 8, 26.250000, ZIP, 2016, 24, 84.000000, 
trial0013312, GDX, 472, 8, 59.000000, ZIP, 1844, 24, 76.833333, 
trial0013313, GDX, 499, 8, 62.375000, ZIP, 2087, 24, 86.958333, 
trial0013314, GDX, 1176, 8, 147.000000, ZIP, 1320, 24, 55.000000, 
trial0013315, GDX, 639, 8, 79.875000, ZIP, 2013, 24, 83.875000, 
trial0013316, GDX, 542, 8, 67.750000, ZIP, 1924, 24, 80.166667, 
trial0013317, GDX, 785, 8, 98.125000, ZIP, 1383, 24, 57.625000, 
trial0013318, GDX, 510, 8, 63.750000, ZIP, 2123, 24, 88.458333, 
