trial0049201, AA, 376, 22, 17.090909, ZIC, 71, 10, 7.100000, 
trial0049202, AA, 263, 22, 11.954545, ZIC, 163, 10, 16.300000, 
trial0049203, AA, 364, 22, 16.545455, ZIC, 48, 10, 4.800000, 
trial0049204, AA, 274, 22, 12.454545, ZIC, 96, 10, 9.600000, 
trial0049205, AA, 296, 22, 13.454545, ZIC, 130, 10, 13.000000, 
trial0049206, AA, 294, 22, 13.363636, ZIC, 104, 10, 10.400000, 
trial0049207, AA, 403, 22, 18.318182, ZIC, 44, 10, 4.400000, 
trial0049208, AA, 253, 22, 11.500000, ZIC, 173, 10, 17.300000, 
trial0049209, AA, 335, 22, 15.227273, ZIC, 98, 10, 9.800000, 
trial0049210, AA, 321, 22, 14.590909, ZIC, 84, 10, 8.400000, 
trial0049211, AA, 344, 22, 15.636364, ZIC, 89, 10, 8.900000, 
trial0049212, AA, 210, 22, 9.545455, ZIC, 209, 10, 20.900000, 
trial0049213, AA, 277, 22, 12.590909, ZIC, 163, 10, 16.300000, 
trial0049214, AA, 295, 22, 13.409091, ZIC, 145, 10, 14.500000, 
trial0049215, AA, 403, 22, 18.318182, ZIC, 30, 10, 3.000000, 
trial0049216, AA, 268, 22, 12.181818, ZIC, 172, 10, 17.200000, 
trial0049217, AA, 310, 22, 14.090909, ZIC, 116, 10, 11.600000, 
trial0049218, AA, 292, 22, 13.272727, ZIC, 155, 10, 15.500000, 
trial0049219, AA, 210, 22, 9.545455, ZIC, 209, 10, 20.900000, 
trial0049220, AA, 327, 22, 14.863636, ZIC, 120, 10, 12.000000, 
trial0049221, AA, 287, 22, 13.045455, ZIC, 153, 10, 15.300000, 
trial0049222, AA, 337, 22, 15.318182, ZIC, 96, 10, 9.600000, 
trial0049223, AA, 291, 22, 13.227273, ZIC, 128, 10, 12.800000, 
trial0049224, AA, 155, 22, 7.045455, ZIC, 257, 10, 25.700000, 
trial0049225, AA, 305, 22, 13.863636, ZIC, 107, 10, 10.700000, 
trial0049226, AA, 282, 22, 12.818182, ZIC, 165, 10, 16.500000, 
trial0049227, AA, 289, 22, 13.136364, ZIC, 144, 10, 14.400000, 
trial0049228, AA, 377, 22, 17.136364, ZIC, 35, 10, 3.500000, 
trial0049229, AA, 261, 22, 11.863636, ZIC, 158, 10, 15.800000, 
trial0049230, AA, 241, 22, 10.954545, ZIC, 206, 10, 20.600000, 
trial0049231, AA, 490, 22, 22.272727, ZIC, 178, 10, 17.800000, 
trial0049232, AA, 613, 22, 27.863636, ZIC, 13, 10, 1.300000, 
trial0049233, AA, 451, 22, 20.500000, ZIC, 206, 10, 20.600000, 
trial0049234, AA, 422, 22, 19.181818, ZIC, 182, 10, 18.200000, 
trial0049235, AA, 575, 22, 26.136364, ZIC, 103, 10, 10.300000, 
trial0049236, AA, 480, 22, 21.818182, ZIC, 156, 10, 15.600000, 
trial0049237, AA, 481, 22, 21.863636, ZIC, 166, 10, 16.600000, 
