trial0021301, AA, 127, 2, 63.500000, GDX, 749, 12, 62.416667, ZIC, 389, 18, 21.611111, 
trial0021302, AA, 0, 2, 0.000000, GDX, 309, 12, 25.750000, ZIC, 612, 18, 34.000000, 
trial0021303, AA, 75, 2, 37.500000, GDX, 508, 12, 42.333333, ZIC, 681, 18, 37.833333, 
trial0021304, AA, 0, 2, 0.000000, GDX, 578, 12, 48.166667, ZIC, 899, 18, 49.944444, 
trial0021305, AA, 324, 2, 162.000000, GDX, 337, 12, 28.083333, ZIC, 472, 18, 26.222222, 
trial0021306, AA, 120, 2, 60.000000, GDX, 282, 12, 23.500000, ZIC, 247, 18, 13.722222, 
trial0021307, AA, 16, 2, 8.000000, GDX, 399, 12, 33.250000, ZIC, 1002, 18, 55.666667, 
trial0021308, AA, 0, 2, 0.000000, GDX, 375, 12, 31.250000, ZIC, 657, 18, 36.500000, 
trial0021309, AA, 13, 2, 6.500000, GDX, 299, 12, 24.916667, ZIC, 690, 18, 38.333333, 
trial0021310, AA, 90, 2, 45.000000, GDX, 467, 12, 38.916667, ZIC, 842, 18, 46.777778, 
trial0021311, AA, 45, 2, 22.500000, GDX, 303, 12, 25.250000, ZIC, 438, 18, 24.333333, 
trial0021312, AA, 159, 2, 79.500000, GDX, 678, 12, 56.500000, ZIC, 395, 18, 21.944444, 
trial0021313, AA, 143, 2, 71.500000, GDX, 547, 12, 45.583333, ZIC, 713, 18, 39.611111, 
trial0021314, AA, 152, 2, 76.000000, GDX, 513, 12, 42.750000, ZIC, 485, 18, 26.944444, 
trial0021315, AA, 208, 2, 104.000000, GDX, 155, 12, 12.916667, ZIC, 430, 18, 23.888889, 
trial0021316, AA, 185, 2, 92.500000, GDX, 497, 12, 41.416667, ZIC, 963, 18, 53.500000, 
trial0021317, AA, 89, 2, 44.500000, GDX, 593, 12, 49.416667, ZIC, 281, 18, 15.611111, 
trial0021318, AA, 100, 2, 50.000000, GDX, 546, 12, 45.500000, ZIC, 434, 18, 24.111111, 
trial0021319, AA, 0, 2, 0.000000, GDX, 217, 12, 18.083333, ZIC, 745, 18, 41.388889, 
trial0021320, AA, 222, 2, 111.000000, GDX, 387, 12, 32.250000, ZIC, 610, 18, 33.888889, 
trial0021321, AA, 86, 2, 43.000000, GDX, 523, 12, 43.583333, ZIC, 1007, 18, 55.944444, 
trial0021322, AA, 283, 2, 141.500000, GDX, 672, 12, 56.000000, ZIC, 392, 18, 21.777778, 
trial0021323, AA, 175, 2, 87.500000, GDX, 751, 12, 62.583333, ZIC, 187, 18, 10.388889, 
trial0021324, AA, 78, 2, 39.000000, GDX, 619, 12, 51.583333, ZIC, 759, 18, 42.166667, 
trial0021325, AA, 49, 2, 24.500000, GDX, 1491, 12, 124.250000, ZIC, 1617, 18, 89.833333, 
trial0021326, AA, 429, 2, 214.500000, GDX, 963, 12, 80.250000, ZIC, 1772, 18, 98.444444, 
trial0021327, AA, 176, 2, 88.000000, GDX, 1755, 12, 146.250000, ZIC, 1098, 18, 61.000000, 
trial0021328, AA, 69, 2, 34.500000, GDX, 1440, 12, 120.000000, ZIC, 1732, 18, 96.222222, 
trial0021329, AA, 236, 2, 118.000000, GDX, 1161, 12, 96.750000, ZIC, 1562, 18, 86.777778, 
trial0021330, AA, 431, 2, 215.500000, GDX, 1141, 12, 95.083333, ZIC, 1458, 18, 81.000000, 
trial0021331, AA, 0, 2, 0.000000, GDX, 1051, 12, 87.583333, ZIC, 2584, 18, 143.555556, 
trial0021332, AA, 217, 2, 108.500000, GDX, 2453, 12, 204.416667, ZIC, 1078, 18, 59.888889, 
trial0021333, AA, 693, 2, 346.500000, GDX, 1296, 12, 108.000000, ZIC, 1943, 18, 107.944444, 
trial0021334, AA, 502, 2, 251.000000, GDX, 826, 12, 68.833333, ZIC, 2295, 18, 127.500000, 
trial0021335, AA, 126, 2, 63.000000, GDX, 646, 12, 53.833333, ZIC, 2478, 18, 137.666667, 
trial0021336, AA, 18, 2, 9.000000, GDX, 1026, 12, 85.500000, ZIC, 2417, 18, 134.277778, 
trial0021337, AA, 0, 2, 0.000000, GDX, 1122, 12, 93.500000, ZIC, 2648, 18, 147.111111, 
trial0021338, AA, 421, 2, 210.500000, GDX, 1989, 12, 165.750000, ZIC, 1509, 18, 83.833333, 
trial0021339, AA, 64, 2, 32.000000, GDX, 1154, 12, 96.166667, ZIC, 1315, 18, 73.055556, 
trial0021340, AA, 227, 2, 113.500000, GDX, 565, 12, 47.083333, ZIC, 536, 18, 29.777778, 
trial0021341, AA, 123, 2, 61.500000, GDX, 639, 12, 53.250000, ZIC, 589, 18, 32.722222, 
trial0021342, AA, 217, 2, 108.500000, GDX, 196, 12, 16.333333, ZIC, 648, 18, 36.000000, 
trial0021343, AA, 16, 2, 8.000000, GDX, 995, 12, 82.916667, ZIC, 1132, 18, 62.888889, 
trial0021344, AA, 212, 2, 106.000000, GDX, 776, 12, 64.666667, ZIC, 632, 18, 35.111111, 
trial0021345, AA, 78, 2, 39.000000, GDX, 846, 12, 70.500000, ZIC, 850, 18, 47.222222, 
