trial0010501, GDX, 292, 2, 146.000000, ZIC, 4906, 30, 163.533333, 
trial0010502, GDX, 438, 2, 219.000000, ZIC, 4815, 30, 160.500000, 
trial0010503, GDX, 445, 2, 222.500000, ZIC, 4900, 30, 163.333333, 
trial0010504, GDX, 591, 2, 295.500000, ZIC, 5067, 30, 168.900000, 
trial0010505, GDX, 909, 2, 454.500000, ZIC, 5038, 30, 167.933333, 
trial0010506, GDX, 811, 2, 405.500000, ZIC, 4890, 30, 163.000000, 
trial0010507, GDX, 9, 2, 4.500000, ZIC, 5094, 30, 169.800000, 
trial0010508, GDX, 0, 2, 0.000000, ZIC, 5748, 30, 191.600000, 
trial0010509, GDX, 1178, 2, 589.000000, ZIC, 4872, 30, 162.400000, 
trial0010510, GDX, 16, 2, 8.000000, ZIC, 5400, 30, 180.000000, 
trial0010511, GDX, 1501, 2, 750.500000, ZIC, 3825, 30, 127.500000, 
trial0010512, GDX, 314, 2, 157.000000, ZIC, 5562, 30, 185.400000, 
trial0010513, GDX, 937, 2, 468.500000, ZIC, 4757, 30, 158.566667, 
trial0010514, GDX, 546, 2, 273.000000, ZIC, 4874, 30, 162.466667, 
trial0010515, GDX, 6, 2, 3.000000, ZIC, 4895, 30, 163.166667, 
trial0010516, GDX, 2, 2, 1.000000, ZIC, 5488, 30, 182.933333, 
trial0010517, GDX, 30, 2, 15.000000, ZIC, 5443, 30, 181.433333, 
trial0010518, GDX, 171, 2, 85.500000, ZIC, 4336, 30, 144.533333, 
trial0010519, GDX, 269, 2, 134.500000, ZIC, 4987, 30, 166.233333, 
trial0010520, GDX, 291, 2, 145.500000, ZIC, 5070, 30, 169.000000, 
trial0010521, GDX, 415, 2, 207.500000, ZIC, 5007, 30, 166.900000, 
trial0010522, GDX, 226, 2, 113.000000, ZIC, 5354, 30, 178.466667, 
trial0010523, GDX, 568, 2, 284.000000, ZIC, 4917, 30, 163.900000, 
trial0010524, GDX, 852, 2, 426.000000, ZIC, 4859, 30, 161.966667, 
trial0010525, GDX, 0, 2, 0.000000, ZIC, 5466, 30, 182.200000, 
trial0010526, GDX, 241, 2, 120.500000, ZIC, 4931, 30, 164.366667, 
trial0010527, GDX, 582, 2, 291.000000, ZIC, 4020, 30, 134.000000, 
trial0010528, GDX, 926, 2, 463.000000, ZIC, 4317, 30, 143.900000, 
trial0010529, GDX, 1317, 2, 658.500000, ZIC, 3779, 30, 125.966667, 
