trial0000601, ZIC, 2616, 22, 118.909091, ZIP, 1626, 10, 162.600000, 
trial0000602, ZIC, 2480, 22, 112.727273, ZIP, 2486, 10, 248.600000, 
trial0000603, ZIC, 2596, 22, 118.000000, ZIP, 1677, 10, 167.700000, 
trial0000604, ZIC, 3111, 22, 141.409091, ZIP, 2095, 10, 209.500000, 
trial0000605, ZIC, 2933, 22, 133.318182, ZIP, 1525, 10, 152.500000, 
trial0000606, ZIC, 2727, 22, 123.954545, ZIP, 1040, 10, 104.000000, 
trial0000607, ZIC, 2268, 22, 103.090909, ZIP, 1823, 10, 182.300000, 
trial0000608, ZIC, 2305, 22, 104.772727, ZIP, 1925, 10, 192.500000, 
trial0000609, ZIC, 2865, 22, 130.227273, ZIP, 2254, 10, 225.400000, 
trial0000610, ZIC, 2508, 22, 114.000000, ZIP, 2074, 10, 207.400000, 
trial0000611, ZIC, 3747, 22, 170.318182, ZIP, 1230, 10, 123.000000, 
trial0000612, ZIC, 2669, 22, 121.318182, ZIP, 1715, 10, 171.500000, 
trial0000613, ZIC, 2643, 22, 120.136364, ZIP, 2394, 10, 239.400000, 
trial0000614, ZIC, 2666, 22, 121.181818, ZIP, 2034, 10, 203.400000, 
trial0000615, ZIC, 2867, 22, 130.318182, ZIP, 1174, 10, 117.400000, 
trial0000616, ZIC, 3030, 22, 137.727273, ZIP, 1666, 10, 166.600000, 
trial0000617, ZIC, 1613, 22, 73.318182, ZIP, 2796, 10, 279.600000, 
trial0000618, ZIC, 2266, 22, 103.000000, ZIP, 2474, 10, 247.400000, 
trial0000619, ZIC, 3293, 22, 149.681818, ZIP, 1873, 10, 187.300000, 
trial0000620, ZIC, 2522, 22, 114.636364, ZIP, 2354, 10, 235.400000, 
trial0000621, ZIC, 2093, 22, 95.136364, ZIP, 2396, 10, 239.600000, 
trial0000622, ZIC, 3013, 22, 136.954545, ZIP, 2001, 10, 200.100000, 
trial0000623, ZIC, 3159, 22, 143.590909, ZIP, 1742, 10, 174.200000, 
trial0000624, ZIC, 3011, 22, 136.863636, ZIP, 2107, 10, 210.700000, 
trial0000625, ZIC, 2881, 22, 130.954545, ZIP, 2161, 10, 216.100000, 
trial0000626, ZIC, 2870, 22, 130.454545, ZIP, 2045, 10, 204.500000, 
trial0000627, ZIC, 2217, 22, 100.772727, ZIP, 2059, 10, 205.900000, 
trial0000628, ZIC, 2489, 22, 113.136364, ZIP, 2029, 10, 202.900000, 
trial0000629, ZIC, 3146, 22, 143.000000, ZIP, 1311, 10, 131.100000, 
trial0000630, ZIC, 2761, 22, 125.500000, ZIP, 1934, 10, 193.400000, 
trial0000631, ZIC, 4712, 22, 214.181818, ZIP, 2755, 10, 275.500000, 
trial0000632, ZIC, 4118, 22, 187.181818, ZIP, 3108, 10, 310.800000, 
trial0000633, ZIC, 4726, 22, 214.818182, ZIP, 2899, 10, 289.900000, 
trial0000634, ZIC, 3995, 22, 181.590909, ZIP, 3241, 10, 324.100000, 
trial0000635, ZIC, 5731, 22, 260.500000, ZIP, 1958, 10, 195.800000, 
trial0000636, ZIC, 5569, 22, 253.136364, ZIP, 1819, 10, 181.900000, 
trial0000637, ZIC, 4735, 22, 215.227273, ZIP, 2710, 10, 271.000000, 
trial0000638, ZIC, 3765, 22, 171.136364, ZIP, 3505, 10, 350.500000, 
trial0000639, ZIC, 5728, 22, 260.363636, ZIP, 2077, 10, 207.700000, 
trial0000640, ZIC, 3662, 22, 166.454545, ZIP, 3897, 10, 389.700000, 
trial0000641, ZIC, 5227, 22, 237.590909, ZIP, 1853, 10, 185.300000, 
trial0000642, ZIC, 3754, 22, 170.636364, ZIP, 2849, 10, 284.900000, 
trial0000643, ZIC, 3942, 22, 179.181818, ZIP, 3745, 10, 374.500000, 
trial0000644, ZIC, 2351, 22, 106.863636, ZIP, 4725, 10, 472.500000, 
trial0000645, ZIC, 4587, 22, 208.500000, ZIP, 2534, 10, 253.400000, 
trial0000646, ZIC, 4029, 22, 183.136364, ZIP, 3996, 10, 399.600000, 
trial0000647, ZIC, 3571, 22, 162.318182, ZIP, 4069, 10, 406.900000, 
trial0000648, ZIC, 3718, 22, 169.000000, ZIP, 3694, 10, 369.400000, 
trial0000649, ZIC, 3814, 22, 173.363636, ZIP, 3450, 10, 345.000000, 
trial0000650, ZIC, 3313, 22, 150.590909, ZIP, 4635, 10, 463.500000, 
trial0000651, ZIC, 4880, 22, 221.818182, ZIP, 2523, 10, 252.300000, 
trial0000652, ZIC, 4673, 22, 212.409091, ZIP, 3081, 10, 308.100000, 
trial0000653, ZIC, 4958, 22, 225.363636, ZIP, 3026, 10, 302.600000, 
trial0000654, ZIC, 4817, 22, 218.954545, ZIP, 2435, 10, 243.500000, 
trial0000655, ZIC, 4290, 22, 195.000000, ZIP, 3413, 10, 341.300000, 
trial0000656, ZIC, 3994, 22, 181.545455, ZIP, 2216, 10, 221.600000, 
trial0000657, ZIC, 6488, 22, 294.909091, ZIP, 1159, 10, 115.900000, 
trial0000658, ZIC, 3819, 22, 173.590909, ZIP, 3712, 10, 371.200000, 
trial0000659, ZIC, 4779, 22, 217.227273, ZIP, 3143, 10, 314.300000, 
