trial0005401, AA, 1196, 6, 199.333333, ZIC, 8807, 26, 338.730769, 
trial0005402, AA, 1897, 6, 316.166667, ZIC, 7878, 26, 303.000000, 
trial0005403, AA, 1580, 6, 263.333333, ZIC, 9378, 26, 360.692308, 
trial0005404, AA, 1167, 6, 194.500000, ZIC, 9243, 26, 355.500000, 
trial0005405, AA, 1655, 6, 275.833333, ZIC, 8808, 26, 338.769231, 
trial0005406, AA, 2804, 6, 467.333333, ZIC, 7987, 26, 307.192308, 
trial0005407, AA, 2711, 6, 451.833333, ZIC, 8010, 26, 308.076923, 
trial0005408, AA, 883, 6, 147.166667, ZIC, 9454, 26, 363.615385, 
trial0005409, AA, 4213, 6, 702.166667, ZIC, 6731, 26, 258.884615, 
trial0005410, AA, 471, 6, 78.500000, ZIC, 9256, 26, 356.000000, 
trial0005411, AA, 2133, 6, 355.500000, ZIC, 7482, 26, 287.769231, 
trial0005412, AA, 2998, 6, 499.666667, ZIC, 8162, 26, 313.923077, 
trial0005413, AA, 2587, 6, 431.166667, ZIC, 8167, 26, 314.115385, 
trial0005414, AA, 496, 6, 82.666667, ZIC, 9771, 26, 375.807692, 
trial0005415, AA, 2163, 6, 360.500000, ZIC, 8157, 26, 313.730769, 
trial0005416, AA, 2119, 6, 353.166667, ZIC, 8430, 26, 324.230769, 
trial0005417, AA, 983, 6, 163.833333, ZIC, 8609, 26, 331.115385, 
trial0005418, AA, 1820, 6, 303.333333, ZIC, 8598, 26, 330.692308, 
trial0005419, AA, 3561, 6, 593.500000, ZIC, 7212, 26, 277.384615, 
trial0005420, AA, 1602, 6, 267.000000, ZIC, 8802, 26, 338.538462, 
trial0005421, AA, 2172, 6, 362.000000, ZIC, 8023, 26, 308.576923, 
trial0005422, AA, 2663, 6, 443.833333, ZIC, 8025, 26, 308.653846, 
trial0005423, AA, 2765, 6, 460.833333, ZIC, 7875, 26, 302.884615, 
trial0005424, AA, 2935, 6, 489.166667, ZIC, 7630, 26, 293.461538, 
trial0005425, AA, 1898, 6, 316.333333, ZIC, 8698, 26, 334.538462, 
trial0005426, AA, 3128, 6, 521.333333, ZIC, 7239, 26, 278.423077, 
trial0005427, AA, 2106, 6, 351.000000, ZIC, 8359, 26, 321.500000, 
trial0005428, AA, 2872, 6, 478.666667, ZIC, 7267, 26, 279.500000, 
trial0005429, AA, 2499, 6, 416.500000, ZIC, 8413, 26, 323.576923, 
trial0005430, AA, 2550, 6, 425.000000, ZIC, 7384, 26, 284.000000, 
trial0005431, AA, 1194, 6, 199.000000, ZIC, 4430, 26, 170.384615, 
trial0005432, AA, 1521, 6, 253.500000, ZIC, 4140, 26, 159.230769, 
trial0005433, AA, 1283, 6, 213.833333, ZIC, 4072, 26, 156.615385, 
trial0005434, AA, 1978, 6, 329.666667, ZIC, 3182, 26, 122.384615, 
trial0005435, AA, 846, 6, 141.000000, ZIC, 4340, 26, 166.923077, 
trial0005436, AA, 1914, 6, 319.000000, ZIC, 4120, 26, 158.461538, 
trial0005437, AA, 1076, 6, 179.333333, ZIC, 4964, 26, 190.923077, 
trial0005438, AA, 1216, 6, 202.666667, ZIC, 4115, 26, 158.269231, 
trial0005439, AA, 1264, 6, 210.666667, ZIC, 4842, 26, 186.230769, 
trial0005440, AA, 1791, 6, 298.500000, ZIC, 3937, 26, 151.423077, 
trial0005441, AA, 1822, 6, 303.666667, ZIC, 4435, 26, 170.576923, 
trial0005442, AA, 910, 6, 151.666667, ZIC, 4646, 26, 178.692308, 
trial0005443, AA, 2182, 6, 363.666667, ZIC, 3698, 26, 142.230769, 
trial0005444, AA, 983, 6, 163.833333, ZIC, 4603, 26, 177.038462, 
trial0005445, AA, 2416, 6, 402.666667, ZIC, 3230, 26, 124.230769, 
trial0005446, AA, 1224, 6, 204.000000, ZIC, 4402, 26, 169.307692, 
trial0005447, AA, 1282, 6, 213.666667, ZIC, 4740, 26, 182.307692, 
trial0005448, AA, 502, 6, 83.666667, ZIC, 5642, 26, 217.000000, 
trial0005449, AA, 2071, 6, 345.166667, ZIC, 4023, 26, 154.730769, 
trial0005450, AA, 2046, 6, 341.000000, ZIC, 4068, 26, 156.461538, 
trial0005451, AA, 540, 6, 90.000000, ZIC, 4790, 26, 184.230769, 
trial0005452, AA, 2083, 6, 347.166667, ZIC, 3792, 26, 145.846154, 
trial0005453, AA, 2578, 6, 429.666667, ZIC, 3940, 26, 151.538462, 
trial0005454, AA, 1648, 6, 274.666667, ZIC, 4030, 26, 155.000000, 
trial0005455, AA, 287, 6, 47.833333, ZIC, 5340, 26, 205.384615, 
trial0005456, AA, 1140, 6, 190.000000, ZIC, 4429, 26, 170.346154, 
trial0005457, AA, 1552, 6, 258.666667, ZIC, 4305, 26, 165.576923, 
trial0005458, AA, 1606, 6, 267.666667, ZIC, 4621, 26, 177.730769, 
trial0005459, AA, 261, 6, 43.500000, ZIC, 4161, 26, 160.038462, 
trial0005460, AA, 937, 6, 156.166667, ZIC, 3768, 26, 144.923077, 
trial0005461, AA, 2320, 6, 386.666667, ZIC, 4145, 26, 159.423077, 
trial0005462, AA, 2793, 6, 465.500000, ZIC, 3862, 26, 148.538462, 
trial0005463, AA, 2158, 6, 359.666667, ZIC, 4504, 26, 173.230769, 
trial0005464, AA, 2949, 6, 491.500000, ZIC, 3855, 26, 148.269231, 
trial0005465, AA, 2185, 6, 364.166667, ZIC, 3771, 26, 145.038462, 
trial0005466, AA, 901, 6, 150.166667, ZIC, 5766, 26, 221.769231, 
trial0005467, AA, 2768, 6, 461.333333, ZIC, 3761, 26, 144.653846, 
trial0005468, AA, 1181, 6, 196.833333, ZIC, 5273, 26, 202.807692, 
trial0005469, AA, 2375, 6, 395.833333, ZIC, 4380, 26, 168.461538, 
trial0005470, AA, 1234, 6, 205.666667, ZIC, 4693, 26, 180.500000, 
trial0005471, AA, 1020, 6, 170.000000, ZIC, 5712, 26, 219.692308, 
trial0005472, AA, 1762, 6, 293.666667, ZIC, 4975, 26, 191.346154, 
trial0005473, AA, 1780, 6, 296.666667, ZIC, 5035, 26, 193.653846, 
trial0005474, AA, 2128, 6, 354.666667, ZIC, 4675, 26, 179.807692, 
trial0005475, AA, 1676, 6, 279.333333, ZIC, 5190, 26, 199.615385, 
trial0005476, AA, 1401, 6, 233.500000, ZIC, 5129, 26, 197.269231, 
trial0005477, AA, 2235, 6, 372.500000, ZIC, 4890, 26, 188.076923, 
trial0005478, AA, 1660, 6, 276.666667, ZIC, 5049, 26, 194.192308, 
trial0005479, AA, 1255, 6, 209.166667, ZIC, 4774, 26, 183.615385, 
trial0005480, AA, 835, 6, 139.166667, ZIC, 5818, 26, 223.769231, 
trial0005481, AA, 1953, 6, 325.500000, ZIC, 4521, 26, 173.884615, 
trial0005482, AA, 1185, 6, 197.500000, ZIC, 4622, 26, 177.769231, 
trial0005483, AA, 1948, 6, 324.666667, ZIC, 4517, 26, 173.730769, 
trial0005484, AA, 1527, 6, 254.500000, ZIC, 5056, 26, 194.461538, 
trial0005485, AA, 1398, 6, 233.000000, ZIC, 5620, 26, 216.153846, 
trial0005486, AA, 1270, 6, 211.666667, ZIC, 4806, 26, 184.846154, 
trial0005487, AA, 1115, 6, 185.833333, ZIC, 4553, 26, 175.115385, 
trial0005488, AA, 1881, 6, 313.500000, ZIC, 4516, 26, 173.692308, 
trial0005489, AA, 1430, 6, 238.333333, ZIC, 4722, 26, 181.615385, 
trial0005490, AA, 2025, 6, 337.500000, ZIC, 4816, 26, 185.230769, 
trial0005491, AA, 2484, 6, 414.000000, ZIC, 4976, 26, 191.384615, 
trial0005492, AA, 1758, 6, 293.000000, ZIC, 5138, 26, 197.615385, 
trial0005493, AA, 2834, 6, 472.333333, ZIC, 4665, 26, 179.423077, 
trial0005494, AA, 2011, 6, 335.166667, ZIC, 5457, 26, 209.884615, 
trial0005495, AA, 1565, 6, 260.833333, ZIC, 5093, 26, 195.884615, 
trial0005496, AA, 2381, 6, 396.833333, ZIC, 5147, 26, 197.961538, 
trial0005497, AA, 2193, 6, 365.500000, ZIC, 4591, 26, 176.576923, 
trial0005498, AA, 1866, 6, 311.000000, ZIC, 5330, 26, 205.000000, 
trial0005499, AA, 2394, 6, 399.000000, ZIC, 4839, 26, 186.115385, 
trial0005500, AA, 871, 6, 145.166667, ZIC, 5485, 26, 210.961538, 
trial0005501, AA, 1247, 6, 207.833333, ZIC, 6216, 26, 239.076923, 
trial0005502, AA, 762, 6, 127.000000, ZIC, 6448, 26, 248.000000, 
trial0005503, AA, 1416, 6, 236.000000, ZIC, 6400, 26, 246.153846, 
trial0005504, AA, 2141, 6, 356.833333, ZIC, 5353, 26, 205.884615, 
trial0005505, AA, 1028, 6, 171.333333, ZIC, 6129, 26, 235.730769, 
trial0005506, AA, 2765, 6, 460.833333, ZIC, 4721, 26, 181.576923, 
trial0005507, AA, 1321, 6, 220.166667, ZIC, 5989, 26, 230.346154, 
trial0005508, AA, 782, 6, 130.333333, ZIC, 6002, 26, 230.846154, 
trial0005509, AA, 170, 6, 28.333333, ZIC, 6994, 26, 269.000000, 
trial0005510, AA, 2435, 6, 405.833333, ZIC, 4533, 26, 174.346154, 
trial0005511, AA, 1760, 6, 293.333333, ZIC, 5508, 26, 211.846154, 
trial0005512, AA, 2121, 6, 353.500000, ZIC, 5318, 26, 204.538462, 
trial0005513, AA, 1968, 6, 328.000000, ZIC, 5727, 26, 220.269231, 
trial0005514, AA, 912, 6, 152.000000, ZIC, 6264, 26, 240.923077, 
trial0005515, AA, 3794, 6, 632.333333, ZIC, 3422, 26, 131.615385, 
trial0005516, AA, 2247, 6, 374.500000, ZIC, 5494, 26, 211.307692, 
trial0005517, AA, 1995, 6, 332.500000, ZIC, 5762, 26, 221.615385, 
trial0005518, AA, 1584, 6, 264.000000, ZIC, 5763, 26, 221.653846, 
trial0005519, AA, 2780, 6, 463.333333, ZIC, 4505, 26, 173.269231, 
trial0005520, AA, 2163, 6, 360.500000, ZIC, 5324, 26, 204.769231, 
trial0005521, AA, 745, 6, 124.166667, ZIC, 1864, 26, 71.692308, 
trial0005522, AA, 775, 6, 129.166667, ZIC, 1710, 26, 65.769231, 
trial0005523, AA, 1578, 6, 263.000000, ZIC, 1606, 26, 61.769231, 
trial0005524, AA, 318, 6, 53.000000, ZIC, 1990, 26, 76.538462, 
trial0005525, AA, 528, 6, 88.000000, ZIC, 2039, 26, 78.423077, 
trial0005526, AA, 1519, 6, 253.166667, ZIC, 1691, 26, 65.038462, 
trial0005527, AA, 1128, 6, 188.000000, ZIC, 1477, 26, 56.807692, 
trial0005528, AA, 1086, 6, 181.000000, ZIC, 1456, 26, 56.000000, 
trial0005529, AA, 719, 6, 119.833333, ZIC, 1729, 26, 66.500000, 
trial0005530, AA, 965, 6, 160.833333, ZIC, 1746, 26, 67.153846, 
trial0005531, AA, 1106, 6, 184.333333, ZIC, 1614, 26, 62.076923, 
trial0005532, AA, 996, 6, 166.000000, ZIC, 1661, 26, 63.884615, 
trial0005533, AA, 1370, 6, 228.333333, ZIC, 1607, 26, 61.807692, 
trial0005534, AA, 722, 6, 120.333333, ZIC, 1950, 26, 75.000000, 
trial0005535, AA, 711, 6, 118.500000, ZIC, 1833, 26, 70.500000, 
trial0005536, AA, 230, 6, 38.333333, ZIC, 2101, 26, 80.807692, 
trial0005537, AA, 680, 6, 113.333333, ZIC, 1976, 26, 76.000000, 
trial0005538, AA, 523, 6, 87.166667, ZIC, 1939, 26, 74.576923, 
trial0005539, AA, 333, 6, 55.500000, ZIC, 2086, 26, 80.230769, 
trial0005540, AA, 1162, 6, 193.666667, ZIC, 1473, 26, 56.653846, 
trial0005541, AA, 467, 6, 77.833333, ZIC, 2080, 26, 80.000000, 
trial0005542, AA, 806, 6, 134.333333, ZIC, 1896, 26, 72.923077, 
trial0005543, AA, 1462, 6, 243.666667, ZIC, 1242, 26, 47.769231, 
trial0005544, AA, 1122, 6, 187.000000, ZIC, 1352, 26, 52.000000, 
trial0005545, AA, 1360, 6, 226.666667, ZIC, 1706, 26, 65.615385, 
trial0005546, AA, 1492, 6, 248.666667, ZIC, 1292, 26, 49.692308, 
trial0005547, AA, 480, 6, 80.000000, ZIC, 1711, 26, 65.807692, 
trial0005548, AA, 573, 6, 95.500000, ZIC, 2337, 26, 89.884615, 
trial0005549, AA, 860, 6, 143.333333, ZIC, 1876, 26, 72.153846, 
trial0005550, AA, 872, 6, 145.333333, ZIC, 1266, 26, 48.692308, 
trial0005551, AA, 334, 6, 55.666667, ZIC, 689, 26, 26.500000, 
trial0005552, AA, 601, 6, 100.166667, ZIC, 681, 26, 26.192308, 
trial0005553, AA, 492, 6, 82.000000, ZIC, 513, 26, 19.730769, 
trial0005554, AA, 393, 6, 65.500000, ZIC, 601, 26, 23.115385, 
trial0005555, AA, 350, 6, 58.333333, ZIC, 560, 26, 21.538462, 
trial0005556, AA, 170, 6, 28.333333, ZIC, 901, 26, 34.653846, 
trial0005557, AA, 207, 6, 34.500000, ZIC, 904, 26, 34.769231, 
trial0005558, AA, 546, 6, 91.000000, ZIC, 443, 26, 17.038462, 
trial0005559, AA, 357, 6, 59.500000, ZIC, 571, 26, 21.961538, 
trial0005560, AA, 408, 6, 68.000000, ZIC, 785, 26, 30.192308, 
trial0005561, AA, 517, 6, 86.166667, ZIC, 796, 26, 30.615385, 
trial0005562, AA, 438, 6, 73.000000, ZIC, 727, 26, 27.961538, 
trial0005563, AA, 171, 6, 28.500000, ZIC, 709, 26, 27.269231, 
trial0005564, AA, 549, 6, 91.500000, ZIC, 641, 26, 24.653846, 
trial0005565, AA, 746, 6, 124.333333, ZIC, 410, 26, 15.769231, 
trial0005566, AA, 676, 6, 112.666667, ZIC, 437, 26, 16.807692, 
trial0005567, AA, 483, 6, 80.500000, ZIC, 728, 26, 28.000000, 
trial0005568, AA, 370, 6, 61.666667, ZIC, 650, 26, 25.000000, 
trial0005569, AA, 411, 6, 68.500000, ZIC, 418, 26, 16.076923, 
trial0005570, AA, 458, 6, 76.333333, ZIC, 827, 26, 31.807692, 
trial0005571, AA, 715, 6, 119.166667, ZIC, 516, 26, 19.846154, 
trial0005572, AA, 428, 6, 71.333333, ZIC, 505, 26, 19.423077, 
trial0005573, AA, 310, 6, 51.666667, ZIC, 755, 26, 29.038462, 
trial0005574, AA, 473, 6, 78.833333, ZIC, 758, 26, 29.153846, 
