trial0053101, GDX, 111, 26, 4.269231, ZIC, 52, 6, 8.666667, 
trial0053102, GDX, 139, 26, 5.346154, ZIC, 27, 6, 4.500000, 
trial0053103, GDX, 126, 26, 4.846154, ZIC, 26, 6, 4.333333, 
trial0053104, GDX, 101, 26, 3.884615, ZIC, 51, 6, 8.500000, 
trial0053105, GDX, 105, 26, 4.038462, ZIC, 15, 6, 2.500000, 
trial0053106, GDX, 24, 26, 0.923077, ZIC, 11, 6, 1.833333, 
trial0053107, GDX, 111, 26, 4.269231, ZIC, 20, 6, 3.333333, 
trial0053108, GDX, 84, 26, 3.230769, ZIC, 28, 6, 4.666667, 
trial0053109, GDX, 46, 26, 1.769231, ZIC, 40, 6, 6.666667, 
trial0053110, GDX, 89, 26, 3.423077, ZIC, 15, 6, 2.500000, 
trial0053111, GDX, 53, 26, 2.038462, ZIC, 56, 6, 9.333333, 
trial0053112, GDX, 68, 26, 2.615385, ZIC, 26, 6, 4.333333, 
trial0053113, GDX, 35, 26, 1.346154, ZIC, 46, 6, 7.666667, 
trial0053114, GDX, 94, 26, 3.615385, ZIC, 0, 6, 0.000000, 
trial0053115, GDX, 21, 26, 0.807692, ZIC, 0, 6, 0.000000, 
trial0053116, GDX, 118, 26, 4.538462, ZIC, 43, 6, 7.166667, 
trial0053117, GDX, 78, 26, 3.000000, ZIC, 16, 6, 2.666667, 
trial0053118, GDX, 76, 26, 2.923077, ZIC, 25, 6, 4.166667, 
trial0053119, GDX, 100, 26, 3.846154, ZIC, 24, 6, 4.000000, 
trial0053120, GDX, 142, 26, 5.461538, ZIC, 0, 6, 0.000000, 
trial0053121, GDX, 65, 26, 2.500000, ZIC, 67, 6, 11.166667, 
trial0053122, GDX, 80, 26, 3.076923, ZIC, 27, 6, 4.500000, 
trial0053123, GDX, 40, 26, 1.538462, ZIC, 69, 6, 11.500000, 
trial0053124, GDX, 57, 26, 2.192308, ZIC, 26, 6, 4.333333, 
trial0053125, GDX, 61, 26, 2.346154, ZIC, 51, 6, 8.500000, 
trial0053126, GDX, 73, 26, 2.807692, ZIC, 21, 6, 3.500000, 
trial0053127, GDX, 20, 26, 0.769231, ZIC, 49, 6, 8.166667, 
trial0053128, GDX, 80, 26, 3.076923, ZIC, 41, 6, 6.833333, 
trial0053129, GDX, 56, 26, 2.153846, ZIC, 14, 6, 2.333333, 
trial0053130, GDX, 31, 26, 1.192308, ZIC, 41, 6, 6.833333, 
trial0053131, GDX, 70, 26, 2.692308, ZIC, 0, 6, 0.000000, 
trial0053132, GDX, 131, 26, 5.038462, ZIC, 38, 6, 6.333333, 
trial0053133, GDX, 50, 26, 1.923077, ZIC, 49, 6, 8.166667, 
trial0053134, GDX, 73, 26, 2.807692, ZIC, 29, 6, 4.833333, 
trial0053135, GDX, 52, 26, 2.000000, ZIC, 21, 6, 3.500000, 
trial0053136, GDX, 21, 26, 0.807692, ZIC, 53, 6, 8.833333, 
trial0053137, GDX, 45, 26, 1.730769, ZIC, 0, 6, 0.000000, 
trial0053138, GDX, 67, 26, 2.576923, ZIC, 52, 6, 8.666667, 
trial0053139, GDX, 24, 26, 0.923077, ZIC, 8, 6, 1.333333, 
trial0053140, GDX, 52, 26, 2.000000, ZIC, 60, 6, 10.000000, 
trial0053141, GDX, 46, 26, 1.769231, ZIC, 42, 6, 7.000000, 
trial0053142, GDX, 70, 26, 2.692308, ZIC, 15, 6, 2.500000, 
trial0053143, GDX, 88, 26, 3.384615, ZIC, 35, 6, 5.833333, 
trial0053144, GDX, 46, 26, 1.769231, ZIC, 67, 6, 11.166667, 
trial0053145, GDX, 4, 26, 0.153846, ZIC, 52, 6, 8.666667, 
trial0053146, GDX, 7, 26, 0.269231, ZIC, 53, 6, 8.833333, 
trial0053147, GDX, 107, 26, 4.115385, ZIC, 27, 6, 4.500000, 
trial0053148, GDX, 25, 26, 0.961538, ZIC, 21, 6, 3.500000, 
trial0053149, GDX, 117, 26, 4.500000, ZIC, 48, 6, 8.000000, 
trial0053150, GDX, 42, 26, 1.615385, ZIC, 17, 6, 2.833333, 
trial0053151, GDX, 42, 26, 1.615385, ZIC, 49, 6, 8.166667, 
trial0053152, GDX, 95, 26, 3.653846, ZIC, 21, 6, 3.500000, 
trial0053153, GDX, 102, 26, 3.923077, ZIC, 45, 6, 7.500000, 
trial0053154, GDX, 31, 26, 1.192308, ZIC, 57, 6, 9.500000, 
trial0053155, GDX, 88, 26, 3.384615, ZIC, 11, 6, 1.833333, 
trial0053156, GDX, 197, 26, 7.576923, ZIC, 0, 6, 0.000000, 
trial0053157, GDX, 0, 26, 0.000000, ZIC, 116, 6, 19.333333, 
trial0053158, GDX, 172, 26, 6.615385, ZIC, 25, 6, 4.166667, 
trial0053159, GDX, 111, 26, 4.269231, ZIC, 47, 6, 7.833333, 
trial0053160, GDX, 123, 26, 4.730769, ZIC, 42, 6, 7.000000, 
trial0053161, GDX, 110, 26, 4.230769, ZIC, 54, 6, 9.000000, 
trial0053162, GDX, 127, 26, 4.884615, ZIC, 22, 6, 3.666667, 
trial0053163, GDX, 6, 26, 0.230769, ZIC, 39, 6, 6.500000, 
trial0053164, GDX, 64, 26, 2.461538, ZIC, 10, 6, 1.666667, 
trial0053165, GDX, 69, 26, 2.653846, ZIC, 29, 6, 4.833333, 
trial0053166, GDX, 125, 26, 4.807692, ZIC, 6, 6, 1.000000, 
trial0053167, GDX, 17, 26, 0.653846, ZIC, 39, 6, 6.500000, 
trial0053168, GDX, 98, 26, 3.769231, ZIC, 27, 6, 4.500000, 
trial0053169, GDX, 47, 26, 1.807692, ZIC, 24, 6, 4.000000, 
trial0053170, GDX, 36, 26, 1.384615, ZIC, 29, 6, 4.833333, 
trial0053171, GDX, 86, 26, 3.307692, ZIC, 0, 6, 0.000000, 
trial0053172, GDX, 38, 26, 1.461538, ZIC, 9, 6, 1.500000, 
trial0053173, GDX, 54, 26, 2.076923, ZIC, 8, 6, 1.333333, 
trial0053174, GDX, 6, 26, 0.230769, ZIC, 35, 6, 5.833333, 
trial0053175, GDX, 0, 26, 0.000000, ZIC, 101, 6, 16.833333, 
trial0053176, GDX, 86, 26, 3.307692, ZIC, 21, 6, 3.500000, 
trial0053177, GDX, 45, 26, 1.730769, ZIC, 0, 6, 0.000000, 
trial0053178, GDX, 53, 26, 2.038462, ZIC, 0, 6, 0.000000, 
trial0053179, GDX, 3, 26, 0.115385, ZIC, 50, 6, 8.333333, 
trial0053180, GDX, 15, 26, 0.576923, ZIC, 30, 6, 5.000000, 
trial0053181, GDX, 15, 26, 0.576923, ZIC, 18, 6, 3.000000, 
trial0053182, GDX, 23, 26, 0.884615, ZIC, 42, 6, 7.000000, 
trial0053183, GDX, 6, 26, 0.230769, ZIC, 5, 6, 0.833333, 
trial0053184, GDX, 40, 26, 1.538462, ZIC, 44, 6, 7.333333, 
trial0053185, GDX, 71, 26, 2.730769, ZIC, 0, 6, 0.000000, 
trial0053186, GDX, 32, 26, 1.230769, ZIC, 0, 6, 0.000000, 
trial0053187, GDX, 54, 26, 2.076923, ZIC, 41, 6, 6.833333, 
trial0053188, GDX, 23, 26, 0.884615, ZIC, 66, 6, 11.000000, 
trial0053189, GDX, 81, 26, 3.115385, ZIC, 44, 6, 7.333333, 
trial0053190, GDX, 8, 26, 0.307692, ZIC, 40, 6, 6.666667, 
trial0053191, GDX, 105, 26, 4.038462, ZIC, 132, 6, 22.000000, 
trial0053192, GDX, 188, 26, 7.230769, ZIC, 270, 6, 45.000000, 
trial0053193, GDX, 21, 26, 0.807692, ZIC, 158, 6, 26.333333, 
trial0053194, GDX, 361, 26, 13.884615, ZIC, 121, 6, 20.166667, 
trial0053195, GDX, 316, 26, 12.153846, ZIC, 167, 6, 27.833333, 
trial0053196, GDX, 30, 26, 1.153846, ZIC, 11, 6, 1.833333, 
trial0053197, GDX, 90, 26, 3.461538, ZIC, 155, 6, 25.833333, 
trial0053198, GDX, 221, 26, 8.500000, ZIC, 106, 6, 17.666667, 
trial0053199, GDX, 285, 26, 10.961538, ZIC, 148, 6, 24.666667, 
trial0053200, GDX, 130, 26, 5.000000, ZIC, 132, 6, 22.000000, 
trial0053201, GDX, 181, 26, 6.961538, ZIC, 130, 6, 21.666667, 
trial0053202, GDX, 140, 26, 5.384615, ZIC, 41, 6, 6.833333, 
trial0053203, GDX, 251, 26, 9.653846, ZIC, 134, 6, 22.333333, 
trial0053204, GDX, 337, 26, 12.961538, ZIC, 146, 6, 24.333333, 
trial0053205, GDX, 119, 26, 4.576923, ZIC, 12, 6, 2.000000, 
trial0053206, GDX, 237, 26, 9.115385, ZIC, 180, 6, 30.000000, 
trial0053207, GDX, 237, 26, 9.115385, ZIC, 147, 6, 24.500000, 
trial0053208, GDX, 285, 26, 10.961538, ZIC, 132, 6, 22.000000, 
trial0053209, GDX, 140, 26, 5.384615, ZIC, 212, 6, 35.333333, 
trial0053210, GDX, 241, 26, 9.269231, ZIC, 258, 6, 43.000000, 
trial0053211, GDX, 256, 26, 9.846154, ZIC, 105, 6, 17.500000, 
trial0053212, GDX, 403, 26, 15.500000, ZIC, 80, 6, 13.333333, 
trial0053213, GDX, 355, 26, 13.653846, ZIC, 144, 6, 24.000000, 
trial0053214, GDX, 331, 26, 12.730769, ZIC, 111, 6, 18.500000, 
trial0053215, GDX, 113, 26, 4.346154, ZIC, 116, 6, 19.333333, 
trial0053216, GDX, 90, 26, 3.461538, ZIC, 163, 6, 27.166667, 
trial0053217, GDX, 124, 26, 4.769231, ZIC, 130, 6, 21.666667, 
trial0053218, GDX, 16, 26, 0.615385, ZIC, 196, 6, 32.666667, 
trial0053219, GDX, 188, 26, 7.230769, ZIC, 147, 6, 24.500000, 
trial0053220, GDX, 82, 26, 3.153846, ZIC, 180, 6, 30.000000, 
trial0053221, GDX, 315, 26, 12.115385, ZIC, 79, 6, 13.166667, 
trial0053222, GDX, 44, 26, 1.692308, ZIC, 107, 6, 17.833333, 
trial0053223, GDX, 82, 26, 3.153846, ZIC, 144, 6, 24.000000, 
trial0053224, GDX, 74, 26, 2.846154, ZIC, 126, 6, 21.000000, 
trial0053225, GDX, 154, 26, 5.923077, ZIC, 40, 6, 6.666667, 
trial0053226, GDX, 44, 26, 1.692308, ZIC, 131, 6, 21.833333, 
trial0053227, GDX, 182, 26, 7.000000, ZIC, 87, 6, 14.500000, 
trial0053228, GDX, 91, 26, 3.500000, ZIC, 134, 6, 22.333333, 
trial0053229, GDX, 87, 26, 3.346154, ZIC, 75, 6, 12.500000, 
trial0053230, GDX, 137, 26, 5.269231, ZIC, 27, 6, 4.500000, 
trial0053231, GDX, 357, 26, 13.730769, ZIC, 44, 6, 7.333333, 
trial0053232, GDX, 176, 26, 6.769231, ZIC, 56, 6, 9.333333, 
trial0053233, GDX, 238, 26, 9.153846, ZIC, 0, 6, 0.000000, 
trial0053234, GDX, 176, 26, 6.769231, ZIC, 74, 6, 12.333333, 
trial0053235, GDX, 294, 26, 11.307692, ZIC, 0, 6, 0.000000, 
trial0053236, GDX, 30, 26, 1.153846, ZIC, 82, 6, 13.666667, 
trial0053237, GDX, 69, 26, 2.653846, ZIC, 132, 6, 22.000000, 
trial0053238, GDX, 197, 26, 7.576923, ZIC, 35, 6, 5.833333, 
trial0053239, GDX, 18, 26, 0.692308, ZIC, 163, 6, 27.166667, 
trial0053240, GDX, 269, 26, 10.346154, ZIC, 0, 6, 0.000000, 
trial0053241, GDX, 97, 26, 3.730769, ZIC, 134, 6, 22.333333, 
trial0053242, GDX, 294, 26, 11.307692, ZIC, 68, 6, 11.333333, 
trial0053243, GDX, 107, 26, 4.115385, ZIC, 156, 6, 26.000000, 
trial0053244, GDX, 154, 26, 5.923077, ZIC, 3, 6, 0.500000, 
trial0053245, GDX, 142, 26, 5.461538, ZIC, 102, 6, 17.000000, 
trial0053246, GDX, 146, 26, 5.615385, ZIC, 78, 6, 13.000000, 
trial0053247, GDX, 209, 26, 8.038462, ZIC, 97, 6, 16.166667, 
trial0053248, GDX, 25, 26, 0.961538, ZIC, 81, 6, 13.500000, 
trial0053249, GDX, 266, 26, 10.230769, ZIC, 53, 6, 8.833333, 
trial0053250, GDX, 86, 26, 3.307692, ZIC, 115, 6, 19.166667, 
trial0053251, GDX, 302, 26, 11.615385, ZIC, 101, 6, 16.833333, 
trial0053252, GDX, 154, 26, 5.923077, ZIC, 126, 6, 21.000000, 
trial0053253, GDX, 291, 26, 11.192308, ZIC, 34, 6, 5.666667, 
trial0053254, GDX, 451, 26, 17.346154, ZIC, 254, 6, 42.333333, 
trial0053255, GDX, 343, 26, 13.192308, ZIC, 128, 6, 21.333333, 
trial0053256, GDX, 191, 26, 7.346154, ZIC, 224, 6, 37.333333, 
trial0053257, GDX, 259, 26, 9.961538, ZIC, 121, 6, 20.166667, 
trial0053258, GDX, 219, 26, 8.423077, ZIC, 228, 6, 38.000000, 
trial0053259, GDX, 437, 26, 16.807692, ZIC, 157, 6, 26.166667, 
trial0053260, GDX, 626, 26, 24.076923, ZIC, 79, 6, 13.166667, 
trial0053261, GDX, 335, 26, 12.884615, ZIC, 225, 6, 37.500000, 
trial0053262, GDX, 560, 26, 21.538462, ZIC, 56, 6, 9.333333, 
trial0053263, GDX, 388, 26, 14.923077, ZIC, 93, 6, 15.500000, 
trial0053264, GDX, 235, 26, 9.038462, ZIC, 56, 6, 9.333333, 
trial0053265, GDX, 168, 26, 6.461538, ZIC, 168, 6, 28.000000, 
trial0053266, GDX, 146, 26, 5.615385, ZIC, 291, 6, 48.500000, 
trial0053267, GDX, 165, 26, 6.346154, ZIC, 272, 6, 45.333333, 
trial0053268, GDX, 341, 26, 13.115385, ZIC, 141, 6, 23.500000, 
trial0053269, GDX, 289, 26, 11.115385, ZIC, 148, 6, 24.666667, 
trial0053270, GDX, 560, 26, 21.538462, ZIC, 90, 6, 15.000000, 
trial0053271, GDX, 402, 26, 15.461538, ZIC, 214, 6, 35.666667, 
trial0053272, GDX, 59, 26, 2.269231, ZIC, 152, 6, 25.333333, 
trial0053273, GDX, 133, 26, 5.115385, ZIC, 224, 6, 37.333333, 
trial0053274, GDX, 265, 26, 10.192308, ZIC, 194, 6, 32.333333, 
trial0053275, GDX, 174, 26, 6.692308, ZIC, 95, 6, 15.833333, 
trial0053276, GDX, 302, 26, 11.615385, ZIC, 179, 6, 29.833333, 
trial0053277, GDX, 196, 26, 7.538462, ZIC, 163, 6, 27.166667, 
trial0053278, GDX, 235, 26, 9.038462, ZIC, 212, 6, 35.333333, 
trial0053279, GDX, 247, 26, 9.500000, ZIC, 78, 6, 13.000000, 
trial0053280, GDX, 151, 26, 5.807692, ZIC, 230, 6, 38.333333, 
trial0053281, GDX, 69, 26, 2.653846, ZIC, 47, 6, 7.833333, 
trial0053282, GDX, 118, 26, 4.538462, ZIC, 22, 6, 3.666667, 
trial0053283, GDX, 68, 26, 2.615385, ZIC, 31, 6, 5.166667, 
trial0053284, GDX, 92, 26, 3.538462, ZIC, 35, 6, 5.833333, 
trial0053285, GDX, 52, 26, 2.000000, ZIC, 44, 6, 7.333333, 
trial0053286, GDX, 98, 26, 3.769231, ZIC, 14, 6, 2.333333, 
trial0053287, GDX, 101, 26, 3.884615, ZIC, 57, 6, 9.500000, 
trial0053288, GDX, 17, 26, 0.653846, ZIC, 27, 6, 4.500000, 
trial0053289, GDX, 99, 26, 3.807692, ZIC, 10, 6, 1.666667, 
trial0053290, GDX, 39, 26, 1.500000, ZIC, 0, 6, 0.000000, 
trial0053291, GDX, 74, 26, 2.846154, ZIC, 25, 6, 4.166667, 
trial0053292, GDX, 96, 26, 3.692308, ZIC, 0, 6, 0.000000, 
trial0053293, GDX, 77, 26, 2.961538, ZIC, 0, 6, 0.000000, 
trial0053294, GDX, 59, 26, 2.269231, ZIC, 26, 6, 4.333333, 
trial0053295, GDX, 16, 26, 0.615385, ZIC, 16, 6, 2.666667, 
trial0053296, GDX, 41, 26, 1.576923, ZIC, 47, 6, 7.833333, 
trial0053297, GDX, 77, 26, 2.961538, ZIC, 0, 6, 0.000000, 
trial0053298, GDX, 24, 26, 0.923077, ZIC, 27, 6, 4.500000, 
trial0053299, GDX, 125, 26, 4.807692, ZIC, 23, 6, 3.833333, 
trial0053300, GDX, 143, 26, 5.500000, ZIC, 25, 6, 4.166667, 
trial0053301, GDX, 42, 26, 1.615385, ZIC, 7, 6, 1.166667, 
trial0053302, GDX, 74, 26, 2.846154, ZIC, 33, 6, 5.500000, 
trial0053303, GDX, 69, 26, 2.653846, ZIC, 33, 6, 5.500000, 
trial0053304, GDX, 91, 26, 3.500000, ZIC, 5, 6, 0.833333, 
trial0053305, GDX, 18, 26, 0.692308, ZIC, 61, 6, 10.166667, 
trial0053306, GDX, 39, 26, 1.500000, ZIC, 27, 6, 4.500000, 
trial0053307, GDX, 76, 26, 2.923077, ZIC, 7, 6, 1.166667, 
trial0053308, GDX, 63, 26, 2.423077, ZIC, 44, 6, 7.333333, 
trial0053309, GDX, 42, 26, 1.615385, ZIC, 19, 6, 3.166667, 
trial0053310, GDX, 55, 26, 2.115385, ZIC, 0, 6, 0.000000, 
trial0053311, GDX, 77, 26, 2.961538, ZIC, 74, 6, 12.333333, 
trial0053312, GDX, 200, 26, 7.692308, ZIC, 17, 6, 2.833333, 
trial0053313, GDX, 62, 26, 2.384615, ZIC, 114, 6, 19.000000, 
trial0053314, GDX, 83, 26, 3.192308, ZIC, 53, 6, 8.833333, 
trial0053315, GDX, 42, 26, 1.615385, ZIC, 13, 6, 2.166667, 
trial0053316, GDX, 120, 26, 4.615385, ZIC, 69, 6, 11.500000, 
trial0053317, GDX, 56, 26, 2.153846, ZIC, 91, 6, 15.166667, 
trial0053318, GDX, 46, 26, 1.769231, ZIC, 53, 6, 8.833333, 
trial0053319, GDX, 66, 26, 2.538462, ZIC, 78, 6, 13.000000, 
trial0053320, GDX, 137, 26, 5.269231, ZIC, 24, 6, 4.000000, 
trial0053321, GDX, 44, 26, 1.692308, ZIC, 68, 6, 11.333333, 
trial0053322, GDX, 120, 26, 4.615385, ZIC, 39, 6, 6.500000, 
trial0053323, GDX, 42, 26, 1.615385, ZIC, 64, 6, 10.666667, 
trial0053324, GDX, 91, 26, 3.500000, ZIC, 39, 6, 6.500000, 
trial0053325, GDX, 28, 26, 1.076923, ZIC, 63, 6, 10.500000, 
trial0053326, GDX, 151, 26, 5.807692, ZIC, 39, 6, 6.500000, 
trial0053327, GDX, 116, 26, 4.461538, ZIC, 56, 6, 9.333333, 
trial0053328, GDX, 175, 26, 6.730769, ZIC, 18, 6, 3.000000, 
trial0053329, GDX, 159, 26, 6.115385, ZIC, 42, 6, 7.000000, 
trial0053330, GDX, 85, 26, 3.269231, ZIC, 48, 6, 8.000000, 
trial0053331, GDX, 117, 26, 4.500000, ZIC, 69, 6, 11.500000, 
trial0053332, GDX, 164, 26, 6.307692, ZIC, 29, 6, 4.833333, 
trial0053333, GDX, 130, 26, 5.000000, ZIC, 71, 6, 11.833333, 
trial0053334, GDX, 190, 26, 7.307692, ZIC, 0, 6, 0.000000, 
trial0053335, GDX, 165, 26, 6.346154, ZIC, 36, 6, 6.000000, 
trial0053336, GDX, 183, 26, 7.038462, ZIC, 17, 6, 2.833333, 
trial0053337, GDX, 116, 26, 4.461538, ZIC, 53, 6, 8.833333, 
trial0053338, GDX, 111, 26, 4.269231, ZIC, 50, 6, 8.333333, 
trial0053339, GDX, 210, 26, 8.076923, ZIC, 7, 6, 1.166667, 
trial0053340, GDX, 153, 26, 5.884615, ZIC, 54, 6, 9.000000, 
trial0053341, GDX, 377, 26, 14.500000, ZIC, 80, 6, 13.333333, 
trial0053342, GDX, 216, 26, 8.307692, ZIC, 209, 6, 34.833333, 
trial0053343, GDX, 0, 26, 0.000000, ZIC, 152, 6, 25.333333, 
trial0053344, GDX, 209, 26, 8.038462, ZIC, 232, 6, 38.666667, 
trial0053345, GDX, 265, 26, 10.192308, ZIC, 240, 6, 40.000000, 
trial0053346, GDX, 428, 26, 16.461538, ZIC, 77, 6, 12.833333, 
trial0053347, GDX, 416, 26, 16.000000, ZIC, 89, 6, 14.833333, 
trial0053348, GDX, 295, 26, 11.346154, ZIC, 90, 6, 15.000000, 
trial0053349, GDX, 266, 26, 10.230769, ZIC, 135, 6, 22.500000, 
trial0053350, GDX, 221, 26, 8.500000, ZIC, 204, 6, 34.000000, 
trial0053351, GDX, 294, 26, 11.307692, ZIC, 195, 6, 32.500000, 
