trial0049201, AA, 507, 26, 19.500000, ZIC, 152, 6, 25.333333, 
trial0049202, AA, 512, 26, 19.692308, ZIC, 147, 6, 24.500000, 
trial0049203, AA, 506, 26, 19.461538, ZIC, 186, 6, 31.000000, 
trial0049204, AA, 615, 26, 23.653846, ZIC, 88, 6, 14.666667, 
trial0049205, AA, 516, 26, 19.846154, ZIC, 132, 6, 22.000000, 
trial0049206, AA, 640, 26, 24.615385, ZIC, 41, 6, 6.833333, 
trial0049207, AA, 460, 26, 17.692308, ZIC, 232, 6, 38.666667, 
trial0049208, AA, 620, 26, 23.846154, ZIC, 72, 6, 12.000000, 
trial0049209, AA, 559, 26, 21.500000, ZIC, 78, 6, 13.000000, 
trial0049210, AA, 559, 26, 21.500000, ZIC, 122, 6, 20.333333, 
trial0049211, AA, 512, 26, 19.692308, ZIC, 191, 6, 31.833333, 
trial0049212, AA, 459, 26, 17.653846, ZIC, 200, 6, 33.333333, 
trial0049213, AA, 507, 26, 19.500000, ZIC, 196, 6, 32.666667, 
trial0049214, AA, 562, 26, 21.615385, ZIC, 97, 6, 16.166667, 
trial0049215, AA, 461, 26, 17.730769, ZIC, 242, 6, 40.333333, 
trial0049216, AA, 565, 26, 21.730769, ZIC, 127, 6, 21.166667, 
trial0049217, AA, 602, 26, 23.153846, ZIC, 79, 6, 13.166667, 
trial0049218, AA, 542, 26, 20.846154, ZIC, 139, 6, 23.166667, 
trial0049219, AA, 401, 26, 15.423077, ZIC, 181, 6, 30.166667, 
trial0049220, AA, 430, 26, 16.538462, ZIC, 251, 6, 41.833333, 
trial0049221, AA, 583, 26, 22.423077, ZIC, 98, 6, 16.333333, 
trial0049222, AA, 616, 26, 23.692308, ZIC, 87, 6, 14.500000, 
trial0049223, AA, 442, 26, 17.000000, ZIC, 228, 6, 38.000000, 
trial0049224, AA, 489, 26, 18.807692, ZIC, 203, 6, 33.833333, 
trial0049225, AA, 428, 26, 16.461538, ZIC, 264, 6, 44.000000, 
trial0049226, AA, 561, 26, 21.576923, ZIC, 87, 6, 14.500000, 
trial0049227, AA, 542, 26, 20.846154, ZIC, 139, 6, 23.166667, 
trial0049228, AA, 471, 26, 18.115385, ZIC, 221, 6, 36.833333, 
trial0049229, AA, 681, 26, 26.192308, ZIC, 0, 6, 0.000000, 
trial0049230, AA, 526, 26, 20.230769, ZIC, 166, 6, 27.666667, 
trial0049231, AA, 239, 26, 9.192308, ZIC, 127, 6, 21.166667, 
trial0049232, AA, 309, 26, 11.884615, ZIC, 75, 6, 12.500000, 
trial0049233, AA, 320, 26, 12.307692, ZIC, 40, 6, 6.666667, 
trial0049234, AA, 313, 26, 12.038462, ZIC, 71, 6, 11.833333, 
trial0049235, AA, 321, 26, 12.346154, ZIC, 57, 6, 9.500000, 
trial0049236, AA, 307, 26, 11.807692, ZIC, 59, 6, 9.833333, 
trial0049237, AA, 228, 26, 8.769231, ZIC, 150, 6, 25.000000, 
trial0049238, AA, 295, 26, 11.346154, ZIC, 41, 6, 6.833333, 
trial0049239, AA, 366, 26, 14.076923, ZIC, 0, 6, 0.000000, 
trial0049240, AA, 328, 26, 12.615385, ZIC, 56, 6, 9.333333, 
trial0049241, AA, 316, 26, 12.153846, ZIC, 56, 6, 9.333333, 
