trial0022801, AA, 1568, 20, 78.400000, ZIC, 418, 2, 209.000000, ZIP, 1043, 10, 104.300000, 
trial0022802, AA, 1648, 20, 82.400000, ZIC, 227, 2, 113.500000, ZIP, 1041, 10, 104.100000, 
trial0022803, AA, 1686, 20, 84.300000, ZIC, 179, 2, 89.500000, ZIP, 732, 10, 73.200000, 
trial0022804, AA, 2562, 20, 128.100000, ZIC, 11, 2, 5.500000, ZIP, 508, 10, 50.800000, 
trial0022805, AA, 1961, 20, 98.050000, ZIC, 16, 2, 8.000000, ZIP, 982, 10, 98.200000, 
trial0022806, AA, 1916, 20, 95.800000, ZIC, 0, 2, 0.000000, ZIP, 1151, 10, 115.100000, 
trial0022807, AA, 1848, 20, 92.400000, ZIC, 0, 2, 0.000000, ZIP, 940, 10, 94.000000, 
trial0022808, AA, 1973, 20, 98.650000, ZIC, 99, 2, 49.500000, ZIP, 960, 10, 96.000000, 
trial0022809, AA, 1857, 20, 92.850000, ZIC, 209, 2, 104.500000, ZIP, 757, 10, 75.700000, 
trial0022810, AA, 2022, 20, 101.100000, ZIC, 254, 2, 127.000000, ZIP, 754, 10, 75.400000, 
trial0022811, AA, 1659, 20, 82.950000, ZIC, 0, 2, 0.000000, ZIP, 1126, 10, 112.600000, 
trial0022812, AA, 2316, 20, 115.800000, ZIC, 0, 2, 0.000000, ZIP, 614, 10, 61.400000, 
trial0022813, AA, 1729, 20, 86.450000, ZIC, 25, 2, 12.500000, ZIP, 1206, 10, 120.600000, 
trial0022814, AA, 1264, 20, 63.200000, ZIC, 0, 2, 0.000000, ZIP, 1737, 10, 173.700000, 
trial0022815, AA, 1018, 20, 50.900000, ZIC, 249, 2, 124.500000, ZIP, 1430, 10, 143.000000, 
trial0022816, AA, 1777, 20, 88.850000, ZIC, 0, 2, 0.000000, ZIP, 1104, 10, 110.400000, 
trial0022817, AA, 1392, 20, 69.600000, ZIC, 15, 2, 7.500000, ZIP, 1601, 10, 160.100000, 
