trial0033901, AA, 727, 16, 45.437500, GDX, 322, 2, 161.000000, ZIC, 730, 14, 52.142857, 
trial0033902, AA, 1262, 16, 78.875000, GDX, 204, 2, 102.000000, ZIC, 305, 14, 21.785714, 
trial0033903, AA, 796, 16, 49.750000, GDX, 235, 2, 117.500000, ZIC, 766, 14, 54.714286, 
trial0033904, AA, 1001, 16, 62.562500, GDX, 199, 2, 99.500000, ZIC, 459, 14, 32.785714, 
trial0033905, AA, 793, 16, 49.562500, GDX, 11, 2, 5.500000, ZIC, 993, 14, 70.928571, 
trial0033906, AA, 974, 16, 60.875000, GDX, 307, 2, 153.500000, ZIC, 524, 14, 37.428571, 
trial0033907, AA, 798, 16, 49.875000, GDX, 289, 2, 144.500000, ZIC, 698, 14, 49.857143, 
trial0033908, AA, 1069, 16, 66.812500, GDX, 96, 2, 48.000000, ZIC, 623, 14, 44.500000, 
trial0033909, AA, 583, 16, 36.437500, GDX, 165, 2, 82.500000, ZIC, 974, 14, 69.571429, 
trial0033910, AA, 948, 16, 59.250000, GDX, 252, 2, 126.000000, ZIC, 600, 14, 42.857143, 
trial0033911, AA, 1061, 16, 66.312500, GDX, 26, 2, 13.000000, ZIC, 760, 14, 54.285714, 
trial0033912, AA, 776, 16, 48.500000, GDX, 171, 2, 85.500000, ZIC, 726, 14, 51.857143, 
trial0033913, AA, 889, 16, 55.562500, GDX, 161, 2, 80.500000, ZIC, 778, 14, 55.571429, 
trial0033914, AA, 634, 16, 39.625000, GDX, 109, 2, 54.500000, ZIC, 1054, 14, 75.285714, 
trial0033915, AA, 713, 16, 44.562500, GDX, 306, 2, 153.000000, ZIC, 743, 14, 53.071429, 
trial0033916, AA, 1171, 16, 73.187500, GDX, 39, 2, 19.500000, ZIC, 470, 14, 33.571429, 
trial0033917, AA, 1004, 16, 62.750000, GDX, 102, 2, 51.000000, ZIC, 669, 14, 47.785714, 
trial0033918, AA, 883, 16, 55.187500, GDX, 203, 2, 101.500000, ZIC, 693, 14, 49.500000, 
trial0033919, AA, 1092, 16, 68.250000, GDX, 0, 2, 0.000000, ZIC, 612, 14, 43.714286, 
trial0033920, AA, 1060, 16, 66.250000, GDX, 234, 2, 117.000000, ZIC, 479, 14, 34.214286, 
trial0033921, AA, 806, 16, 50.375000, GDX, 0, 2, 0.000000, ZIC, 984, 14, 70.285714, 
trial0033922, AA, 562, 16, 35.125000, GDX, 317, 2, 158.500000, ZIC, 747, 14, 53.357143, 
trial0033923, AA, 1100, 16, 68.750000, GDX, 157, 2, 78.500000, ZIC, 492, 14, 35.142857, 
trial0033924, AA, 1506, 16, 94.125000, GDX, 104, 2, 52.000000, ZIC, 208, 14, 14.857143, 
trial0033925, AA, 947, 16, 59.187500, GDX, 0, 2, 0.000000, ZIC, 722, 14, 51.571429, 
trial0033926, AA, 731, 16, 45.687500, GDX, 136, 2, 68.000000, ZIC, 804, 14, 57.428571, 
trial0033927, AA, 961, 16, 60.062500, GDX, 121, 2, 60.500000, ZIC, 658, 14, 47.000000, 
trial0033928, AA, 873, 16, 54.562500, GDX, 0, 2, 0.000000, ZIC, 829, 14, 59.214286, 
trial0033929, AA, 999, 16, 62.437500, GDX, 45, 2, 22.500000, ZIC, 696, 14, 49.714286, 
trial0033930, AA, 695, 16, 43.437500, GDX, 271, 2, 135.500000, ZIC, 572, 14, 40.857143, 
trial0033931, AA, 1059, 16, 66.187500, GDX, 110, 2, 55.000000, ZIC, 615, 14, 43.928571, 
trial0033932, AA, 882, 16, 55.125000, GDX, 0, 2, 0.000000, ZIC, 746, 14, 53.285714, 
trial0033933, AA, 775, 16, 48.437500, GDX, 385, 2, 192.500000, ZIC, 584, 14, 41.714286, 
trial0033934, AA, 1062, 16, 66.375000, GDX, 31, 2, 15.500000, ZIC, 679, 14, 48.500000, 
trial0033935, AA, 1210, 16, 75.625000, GDX, 0, 2, 0.000000, ZIC, 630, 14, 45.000000, 
