trial0036301, GDX, 237, 18, 13.166667, ZIC, 227, 14, 16.214286, 
trial0036302, GDX, 373, 18, 20.722222, ZIC, 389, 14, 27.785714, 
trial0036303, GDX, 457, 18, 25.388889, ZIC, 422, 14, 30.142857, 
trial0036304, GDX, 107, 18, 5.944444, ZIC, 293, 14, 20.928571, 
trial0036305, GDX, 35, 18, 1.944444, ZIC, 519, 14, 37.071429, 
trial0036306, GDX, 654, 18, 36.333333, ZIC, 316, 14, 22.571429, 
trial0036307, GDX, 388, 18, 21.555556, ZIC, 333, 14, 23.785714, 
trial0036308, GDX, 345, 18, 19.166667, ZIC, 133, 14, 9.500000, 
trial0036309, GDX, 502, 18, 27.888889, ZIC, 324, 14, 23.142857, 
trial0036310, GDX, 197, 18, 10.944444, ZIC, 449, 14, 32.071429, 
trial0036311, GDX, 96, 18, 5.333333, ZIC, 494, 14, 35.285714, 
trial0036312, GDX, 267, 18, 14.833333, ZIC, 364, 14, 26.000000, 
trial0036313, GDX, 478, 18, 26.555556, ZIC, 323, 14, 23.071429, 
trial0036314, GDX, 285, 18, 15.833333, ZIC, 272, 14, 19.428571, 
trial0036315, GDX, 300, 18, 16.666667, ZIC, 280, 14, 20.000000, 
trial0036316, GDX, 409, 18, 22.722222, ZIC, 503, 14, 35.928571, 
trial0036317, GDX, 571, 18, 31.722222, ZIC, 473, 14, 33.785714, 
trial0036318, GDX, 387, 18, 21.500000, ZIC, 479, 14, 34.214286, 
trial0036319, GDX, 16, 18, 0.888889, ZIC, 326, 14, 23.285714, 
trial0036320, GDX, 254, 18, 14.111111, ZIC, 367, 14, 26.214286, 
trial0036321, GDX, 120, 18, 6.666667, ZIC, 502, 14, 35.857143, 
trial0036322, GDX, 831, 18, 46.166667, ZIC, 408, 14, 29.142857, 
trial0036323, GDX, 864, 18, 48.000000, ZIC, 337, 14, 24.071429, 
trial0036324, GDX, 394, 18, 21.888889, ZIC, 737, 14, 52.642857, 
trial0036325, GDX, 662, 18, 36.777778, ZIC, 550, 14, 39.285714, 
trial0036326, GDX, 639, 18, 35.500000, ZIC, 639, 14, 45.642857, 
trial0036327, GDX, 883, 18, 49.055556, ZIC, 360, 14, 25.714286, 
trial0036328, GDX, 546, 18, 30.333333, ZIC, 655, 14, 46.785714, 
trial0036329, GDX, 702, 18, 39.000000, ZIC, 617, 14, 44.071429, 
trial0036330, GDX, 681, 18, 37.833333, ZIC, 516, 14, 36.857143, 
trial0036331, GDX, 527, 18, 29.277778, ZIC, 649, 14, 46.357143, 
trial0036332, GDX, 587, 18, 32.611111, ZIC, 316, 14, 22.571429, 
trial0036333, GDX, 395, 18, 21.944444, ZIC, 360, 14, 25.714286, 
trial0036334, GDX, 358, 18, 19.888889, ZIC, 560, 14, 40.000000, 
trial0036335, GDX, 364, 18, 20.222222, ZIC, 507, 14, 36.214286, 
trial0036336, GDX, 635, 18, 35.277778, ZIC, 341, 14, 24.357143, 
trial0036337, GDX, 64, 18, 3.555556, ZIC, 20, 14, 1.428571, 
trial0036338, GDX, 94, 18, 5.222222, ZIC, 85, 14, 6.071429, 
trial0036339, GDX, 107, 18, 5.944444, ZIC, 162, 14, 11.571429, 
trial0036340, GDX, 336, 18, 18.666667, ZIC, 101, 14, 7.214286, 
trial0036341, GDX, 372, 18, 20.666667, ZIC, 216, 14, 15.428571, 
trial0036342, GDX, 352, 18, 19.555556, ZIC, 224, 14, 16.000000, 
trial0036343, GDX, 56, 18, 3.111111, ZIC, 129, 14, 9.214286, 
trial0036344, GDX, 50, 18, 2.777778, ZIC, 219, 14, 15.642857, 
trial0036345, GDX, 416, 18, 23.111111, ZIC, 204, 14, 14.571429, 
trial0036346, GDX, 241, 18, 13.388889, ZIC, 152, 14, 10.857143, 
trial0036347, GDX, 102, 18, 5.666667, ZIC, 122, 14, 8.714286, 
trial0036348, GDX, 94, 18, 5.222222, ZIC, 355, 14, 25.357143, 
trial0036349, GDX, 243, 18, 13.500000, ZIC, 276, 14, 19.714286, 
trial0036350, GDX, 256, 18, 14.222222, ZIC, 277, 14, 19.785714, 
trial0036351, GDX, 57, 18, 3.166667, ZIC, 167, 14, 11.928571, 
trial0036352, GDX, 31, 18, 1.722222, ZIC, 280, 14, 20.000000, 
trial0036353, GDX, 219, 18, 12.166667, ZIC, 475, 14, 33.928571, 
trial0036354, GDX, 340, 18, 18.888889, ZIC, 119, 14, 8.500000, 
trial0036355, GDX, 95, 18, 5.277778, ZIC, 148, 14, 10.571429, 
trial0036356, GDX, 198, 18, 11.000000, ZIC, 96, 14, 6.857143, 
trial0036357, GDX, 80, 18, 4.444444, ZIC, 183, 14, 13.071429, 
trial0036358, GDX, 364, 18, 20.222222, ZIC, 192, 14, 13.714286, 
trial0036359, GDX, 209, 18, 11.611111, ZIC, 159, 14, 11.357143, 
trial0036360, GDX, 304, 18, 16.888889, ZIC, 115, 14, 8.214286, 
trial0036361, GDX, 214, 18, 11.888889, ZIC, 203, 14, 14.500000, 
trial0036362, GDX, 302, 18, 16.777778, ZIC, 123, 14, 8.785714, 
trial0036363, GDX, 264, 18, 14.666667, ZIC, 343, 14, 24.500000, 
trial0036364, GDX, 370, 18, 20.555556, ZIC, 500, 14, 35.714286, 
trial0036365, GDX, 168, 18, 9.333333, ZIC, 243, 14, 17.357143, 
trial0036366, GDX, 275, 18, 15.277778, ZIC, 102, 14, 7.285714, 
trial0036367, GDX, 223, 18, 12.388889, ZIC, 152, 14, 10.857143, 
trial0036368, GDX, 260, 18, 14.444444, ZIC, 207, 14, 14.785714, 
