trial0033301, ZIC, 98, 12, 8.166667, ZIP, 194, 20, 9.700000, 
trial0033302, ZIC, 58, 12, 4.833333, ZIP, 196, 20, 9.800000, 
trial0033303, ZIC, 122, 12, 10.166667, ZIP, 83, 20, 4.150000, 
trial0033304, ZIC, 28, 12, 2.333333, ZIP, 77, 20, 3.850000, 
trial0033305, ZIC, 110, 12, 9.166667, ZIP, 542, 20, 27.100000, 
trial0033306, ZIC, 44, 12, 3.666667, ZIP, 30, 20, 1.500000, 
trial0033307, ZIC, 35, 12, 2.916667, ZIP, 207, 20, 10.350000, 
trial0033308, ZIC, 60, 12, 5.000000, ZIP, 165, 20, 8.250000, 
trial0033309, ZIC, 202, 12, 16.833333, ZIP, 414, 20, 20.700000, 
trial0033310, ZIC, 186, 12, 15.500000, ZIP, 345, 20, 17.250000, 
trial0033311, ZIC, 55, 12, 4.583333, ZIP, 172, 20, 8.600000, 
trial0033312, ZIC, 89, 12, 7.416667, ZIP, 186, 20, 9.300000, 
trial0033313, ZIC, 89, 12, 7.416667, ZIP, 149, 20, 7.450000, 
trial0033314, ZIC, 60, 12, 5.000000, ZIP, 187, 20, 9.350000, 
trial0033315, ZIC, 88, 12, 7.333333, ZIP, 349, 20, 17.450000, 
trial0033316, ZIC, 82, 12, 6.833333, ZIP, 301, 20, 15.050000, 
trial0033317, ZIC, 40, 12, 3.333333, ZIP, 213, 20, 10.650000, 
trial0033318, ZIC, 170, 12, 14.166667, ZIP, 379, 20, 18.950000, 
trial0033319, ZIC, 152, 12, 12.666667, ZIP, 403, 20, 20.150000, 
trial0033320, ZIC, 139, 12, 11.583333, ZIP, 333, 20, 16.650000, 
trial0033321, ZIC, 37, 12, 3.083333, ZIP, 185, 20, 9.250000, 
trial0033322, ZIC, 35, 12, 2.916667, ZIP, 141, 20, 7.050000, 
trial0033323, ZIC, 85, 12, 7.083333, ZIP, 249, 20, 12.450000, 
trial0033324, ZIC, 54, 12, 4.500000, ZIP, 173, 20, 8.650000, 
trial0033325, ZIC, 12, 12, 1.000000, ZIP, 131, 20, 6.550000, 
trial0033326, ZIC, 49, 12, 4.083333, ZIP, 81, 20, 4.050000, 
trial0033327, ZIC, 82, 12, 6.833333, ZIP, 217, 20, 10.850000, 
trial0033328, ZIC, 79, 12, 6.583333, ZIP, 161, 20, 8.050000, 
trial0033329, ZIC, 140, 12, 11.666667, ZIP, 200, 20, 10.000000, 
trial0033330, ZIC, 74, 12, 6.166667, ZIP, 517, 20, 25.850000, 
trial0033331, ZIC, 37, 12, 3.083333, ZIP, 234, 20, 11.700000, 
trial0033332, ZIC, 15, 12, 1.250000, ZIP, 40, 20, 2.000000, 
trial0033333, ZIC, 68, 12, 5.666667, ZIP, 466, 20, 23.300000, 
trial0033334, ZIC, 58, 12, 4.833333, ZIP, 411, 20, 20.550000, 
trial0033335, ZIC, 19, 12, 1.583333, ZIP, 87, 20, 4.350000, 
trial0033336, ZIC, 52, 12, 4.333333, ZIP, 330, 20, 16.500000, 
trial0033337, ZIC, 114, 12, 9.500000, ZIP, 441, 20, 22.050000, 
trial0033338, ZIC, 2, 12, 0.166667, ZIP, 8, 20, 0.400000, 
trial0033339, ZIC, 25, 12, 2.083333, ZIP, 102, 20, 5.100000, 
trial0033340, ZIC, 34, 12, 2.833333, ZIP, 316, 20, 15.800000, 
trial0033341, ZIC, 22, 12, 1.833333, ZIP, 495, 20, 24.750000, 
trial0033342, ZIC, 40, 12, 3.333333, ZIP, 145, 20, 7.250000, 
trial0033343, ZIC, 38, 12, 3.166667, ZIP, 113, 20, 5.650000, 
trial0033344, ZIC, 43, 12, 3.583333, ZIP, 129, 20, 6.450000, 
trial0033345, ZIC, 52, 12, 4.333333, ZIP, 95, 20, 4.750000, 
trial0033346, ZIC, 9, 12, 0.750000, ZIP, 81, 20, 4.050000, 
trial0033347, ZIC, 18, 12, 1.500000, ZIP, 83, 20, 4.150000, 
trial0033348, ZIC, 41, 12, 3.416667, ZIP, 32, 20, 1.600000, 
trial0033349, ZIC, 42, 12, 3.500000, ZIP, 37, 20, 1.850000, 
trial0033350, ZIC, 52, 12, 4.333333, ZIP, 261, 20, 13.050000, 
