trial0000901, AA, 2799, 12, 233.250000, GDX, 694, 4, 173.500000, ZIC, 1036, 10, 103.600000, ZIP, 692, 6, 115.333333, 
trial0000902, AA, 752, 12, 62.666667, GDX, 281, 4, 70.250000, ZIC, 1771, 10, 177.100000, ZIP, 1192, 6, 198.666667, 
trial0000903, AA, 552, 12, 46.000000, GDX, 1594, 4, 398.500000, ZIC, 1572, 10, 157.200000, ZIP, 1051, 6, 175.166667, 
trial0000904, AA, 2935, 12, 244.583333, GDX, 391, 4, 97.750000, ZIC, 1030, 10, 103.000000, ZIP, 383, 6, 63.833333, 
trial0000905, AA, 2072, 12, 172.666667, GDX, 726, 4, 181.500000, ZIC, 1552, 10, 155.200000, ZIP, 300, 6, 50.000000, 
trial0000906, AA, 1499, 12, 124.916667, GDX, 1391, 4, 347.750000, ZIC, 598, 10, 59.800000, ZIP, 1317, 6, 219.500000, 
trial0000907, AA, 2061, 12, 171.750000, GDX, 183, 4, 45.750000, ZIC, 1409, 10, 140.900000, ZIP, 851, 6, 141.833333, 
trial0000908, AA, 2180, 12, 181.666667, GDX, 294, 4, 73.500000, ZIC, 1014, 10, 101.400000, ZIP, 1668, 6, 278.000000, 
trial0000909, AA, 1860, 12, 155.000000, GDX, 368, 4, 92.000000, ZIC, 1238, 10, 123.800000, ZIP, 1066, 6, 177.666667, 
trial0000910, AA, 1271, 12, 105.916667, GDX, 577, 4, 144.250000, ZIC, 1874, 10, 187.400000, ZIP, 984, 6, 164.000000, 
trial0000911, AA, 1489, 12, 124.083333, GDX, 1077, 4, 269.250000, ZIC, 1612, 10, 161.200000, ZIP, 904, 6, 150.666667, 
trial0000912, AA, 1870, 12, 155.833333, GDX, 986, 4, 246.500000, ZIC, 1222, 10, 122.200000, ZIP, 1195, 6, 199.166667, 
trial0000913, AA, 1811, 12, 150.916667, GDX, 1109, 4, 277.250000, ZIC, 1418, 10, 141.800000, ZIP, 564, 6, 94.000000, 
trial0000914, AA, 1598, 12, 133.166667, GDX, 558, 4, 139.500000, ZIC, 1651, 10, 165.100000, ZIP, 620, 6, 103.333333, 
trial0000915, AA, 1515, 12, 126.250000, GDX, 269, 4, 67.250000, ZIC, 1086, 10, 108.600000, ZIP, 1838, 6, 306.333333, 
trial0000916, AA, 2175, 12, 181.250000, GDX, 1210, 4, 302.500000, ZIC, 547, 10, 54.700000, ZIP, 718, 6, 119.666667, 
trial0000917, AA, 1254, 12, 104.500000, GDX, 750, 4, 187.500000, ZIC, 1461, 10, 146.100000, ZIP, 706, 6, 117.666667, 
trial0000918, AA, 2009, 12, 167.416667, GDX, 1210, 4, 302.500000, ZIC, 591, 10, 59.100000, ZIP, 1431, 6, 238.500000, 
trial0000919, AA, 2453, 12, 204.416667, GDX, 2, 4, 0.500000, ZIC, 613, 10, 61.300000, ZIP, 1546, 6, 257.666667, 
