trial0032701, AA, 295, 8, 36.875000, GDX, 0, 2, 0.000000, ZIC, 1094, 20, 54.700000, ZIP, 44, 2, 22.000000, 
trial0032702, AA, 407, 8, 50.875000, GDX, 145, 2, 72.500000, ZIC, 765, 20, 38.250000, ZIP, 184, 2, 92.000000, 
trial0032703, AA, 153, 8, 19.125000, GDX, 124, 2, 62.000000, ZIC, 1147, 20, 57.350000, ZIP, 193, 2, 96.500000, 
trial0032704, AA, 271, 8, 33.875000, GDX, 172, 2, 86.000000, ZIC, 722, 20, 36.100000, ZIP, 89, 2, 44.500000, 
trial0032705, AA, 531, 8, 66.375000, GDX, 0, 2, 0.000000, ZIC, 847, 20, 42.350000, ZIP, 34, 2, 17.000000, 
trial0032706, AA, 381, 8, 47.625000, GDX, 30, 2, 15.000000, ZIC, 932, 20, 46.600000, ZIP, 122, 2, 61.000000, 
trial0032707, AA, 667, 8, 83.375000, GDX, 26, 2, 13.000000, ZIC, 640, 20, 32.000000, ZIP, 254, 2, 127.000000, 
trial0032708, AA, 191, 8, 23.875000, GDX, 91, 2, 45.500000, ZIC, 1014, 20, 50.700000, ZIP, 225, 2, 112.500000, 
trial0032709, AA, 511, 8, 63.875000, GDX, 0, 2, 0.000000, ZIC, 610, 20, 30.500000, ZIP, 101, 2, 50.500000, 
trial0032710, AA, 557, 8, 69.625000, GDX, 78, 2, 39.000000, ZIC, 603, 20, 30.150000, ZIP, 101, 2, 50.500000, 
trial0032711, AA, 461, 8, 57.625000, GDX, 34, 2, 17.000000, ZIC, 1022, 20, 51.100000, ZIP, 75, 2, 37.500000, 
trial0032712, AA, 710, 8, 88.750000, GDX, 98, 2, 49.000000, ZIC, 452, 20, 22.600000, ZIP, 178, 2, 89.000000, 
trial0032713, AA, 348, 8, 43.500000, GDX, 148, 2, 74.000000, ZIC, 994, 20, 49.700000, ZIP, 63, 2, 31.500000, 
trial0032714, AA, 348, 8, 43.500000, GDX, 75, 2, 37.500000, ZIC, 798, 20, 39.900000, ZIP, 99, 2, 49.500000, 
trial0032715, AA, 612, 8, 76.500000, GDX, 110, 2, 55.000000, ZIC, 816, 20, 40.800000, ZIP, 18, 2, 9.000000, 
trial0032716, AA, 204, 8, 25.500000, GDX, 51, 2, 25.500000, ZIC, 1174, 20, 58.700000, ZIP, 0, 2, 0.000000, 
trial0032717, AA, 552, 8, 69.000000, GDX, 84, 2, 42.000000, ZIC, 816, 20, 40.800000, ZIP, 21, 2, 10.500000, 
trial0032718, AA, 188, 8, 23.500000, GDX, 8, 2, 4.000000, ZIC, 784, 20, 39.200000, ZIP, 298, 2, 149.000000, 
trial0032719, AA, 570, 8, 71.250000, GDX, 0, 2, 0.000000, ZIC, 869, 20, 43.450000, ZIP, 12, 2, 6.000000, 
trial0032720, AA, 516, 8, 64.500000, GDX, 87, 2, 43.500000, ZIC, 779, 20, 38.950000, ZIP, 0, 2, 0.000000, 
trial0032721, AA, 145, 8, 18.125000, GDX, 32, 2, 16.000000, ZIC, 1238, 20, 61.900000, ZIP, 177, 2, 88.500000, 
trial0032722, AA, 534, 8, 66.750000, GDX, 77, 2, 38.500000, ZIC, 930, 20, 46.500000, ZIP, 0, 2, 0.000000, 
trial0032723, AA, 181, 8, 22.625000, GDX, 223, 2, 111.500000, ZIC, 1054, 20, 52.700000, ZIP, 88, 2, 44.000000, 
trial0032724, AA, 356, 8, 44.500000, GDX, 140, 2, 70.000000, ZIC, 740, 20, 37.000000, ZIP, 246, 2, 123.000000, 
trial0032725, AA, 429, 8, 53.625000, GDX, 229, 2, 114.500000, ZIC, 800, 20, 40.000000, ZIP, 22, 2, 11.000000, 
trial0032726, AA, 346, 8, 43.250000, GDX, 0, 2, 0.000000, ZIC, 866, 20, 43.300000, ZIP, 108, 2, 54.000000, 
trial0032727, AA, 201, 8, 25.125000, GDX, 89, 2, 44.500000, ZIC, 1101, 20, 55.050000, ZIP, 19, 2, 9.500000, 
trial0032728, AA, 452, 8, 56.500000, GDX, 276, 2, 138.000000, ZIC, 794, 20, 39.700000, ZIP, 23, 2, 11.500000, 
trial0032729, AA, 695, 8, 86.875000, GDX, 0, 2, 0.000000, ZIC, 616, 20, 30.800000, ZIP, 253, 2, 126.500000, 
trial0032730, AA, 287, 8, 35.875000, GDX, 0, 2, 0.000000, ZIC, 930, 20, 46.500000, ZIP, 94, 2, 47.000000, 
trial0032731, AA, 482, 8, 60.250000, GDX, 188, 2, 94.000000, ZIC, 585, 20, 29.250000, ZIP, 209, 2, 104.500000, 
trial0032732, AA, 373, 8, 46.625000, GDX, 49, 2, 24.500000, ZIC, 656, 20, 32.800000, ZIP, 229, 2, 114.500000, 
trial0032733, AA, 466, 8, 58.250000, GDX, 57, 2, 28.500000, ZIC, 874, 20, 43.700000, ZIP, 131, 2, 65.500000, 
trial0032734, AA, 618, 8, 77.250000, GDX, 0, 2, 0.000000, ZIC, 690, 20, 34.500000, ZIP, 59, 2, 29.500000, 
trial0032735, AA, 548, 8, 68.500000, GDX, 255, 2, 127.500000, ZIC, 435, 20, 21.750000, ZIP, 84, 2, 42.000000, 
trial0032736, AA, 430, 8, 53.750000, GDX, 206, 2, 103.000000, ZIC, 705, 20, 35.250000, ZIP, 178, 2, 89.000000, 
trial0032737, AA, 264, 8, 33.000000, GDX, 79, 2, 39.500000, ZIC, 1036, 20, 51.800000, ZIP, 129, 2, 64.500000, 
trial0032738, AA, 250, 8, 31.250000, GDX, 13, 2, 6.500000, ZIC, 1038, 20, 51.900000, ZIP, 75, 2, 37.500000, 
trial0032739, AA, 163, 8, 20.375000, GDX, 275, 2, 137.500000, ZIC, 899, 20, 44.950000, ZIP, 94, 2, 47.000000, 
