trial0032101, GDX, 146, 12, 12.166667, ZIC, 300, 20, 15.000000, 
trial0032102, GDX, 66, 12, 5.500000, ZIC, 614, 20, 30.700000, 
trial0032103, GDX, 243, 12, 20.250000, ZIC, 422, 20, 21.100000, 
trial0032104, GDX, 443, 12, 36.916667, ZIC, 335, 20, 16.750000, 
trial0032105, GDX, 76, 12, 6.333333, ZIC, 365, 20, 18.250000, 
trial0032106, GDX, 214, 12, 17.833333, ZIC, 188, 20, 9.400000, 
trial0032107, GDX, 263, 12, 21.916667, ZIC, 370, 20, 18.500000, 
trial0032108, GDX, 223, 12, 18.583333, ZIC, 343, 20, 17.150000, 
trial0032109, GDX, 289, 12, 24.083333, ZIC, 383, 20, 19.150000, 
trial0032110, GDX, 176, 12, 14.666667, ZIC, 441, 20, 22.050000, 
trial0032111, GDX, 284, 12, 23.666667, ZIC, 513, 20, 25.650000, 
trial0032112, GDX, 186, 12, 15.500000, ZIC, 434, 20, 21.700000, 
trial0032113, GDX, 171, 12, 14.250000, ZIC, 660, 20, 33.000000, 
trial0032114, GDX, 467, 12, 38.916667, ZIC, 370, 20, 18.500000, 
trial0032115, GDX, 333, 12, 27.750000, ZIC, 474, 20, 23.700000, 
trial0032116, GDX, 610, 12, 50.833333, ZIC, 203, 20, 10.150000, 
trial0032117, GDX, 343, 12, 28.583333, ZIC, 235, 20, 11.750000, 
trial0032118, GDX, 190, 12, 15.833333, ZIC, 465, 20, 23.250000, 
trial0032119, GDX, 370, 12, 30.833333, ZIC, 366, 20, 18.300000, 
trial0032120, GDX, 229, 12, 19.083333, ZIC, 514, 20, 25.700000, 
trial0032121, GDX, 114, 12, 9.500000, ZIC, 459, 20, 22.950000, 
trial0032122, GDX, 74, 12, 6.166667, ZIC, 329, 20, 16.450000, 
trial0032123, GDX, 172, 12, 14.333333, ZIC, 517, 20, 25.850000, 
trial0032124, GDX, 146, 12, 12.166667, ZIC, 486, 20, 24.300000, 
trial0032125, GDX, 334, 12, 27.833333, ZIC, 354, 20, 17.700000, 
trial0032126, GDX, 117, 12, 9.750000, ZIC, 641, 20, 32.050000, 
trial0032127, GDX, 206, 12, 17.166667, ZIC, 427, 20, 21.350000, 
trial0032128, GDX, 175, 12, 14.583333, ZIC, 576, 20, 28.800000, 
trial0032129, GDX, 346, 12, 28.833333, ZIC, 284, 20, 14.200000, 
trial0032130, GDX, 345, 12, 28.750000, ZIC, 257, 20, 12.850000, 
trial0032131, GDX, 344, 12, 28.666667, ZIC, 125, 20, 6.250000, 
trial0032132, GDX, 153, 12, 12.750000, ZIC, 305, 20, 15.250000, 
trial0032133, GDX, 180, 12, 15.000000, ZIC, 170, 20, 8.500000, 
trial0032134, GDX, 125, 12, 10.416667, ZIC, 390, 20, 19.500000, 
trial0032135, GDX, 153, 12, 12.750000, ZIC, 336, 20, 16.800000, 
trial0032136, GDX, 136, 12, 11.333333, ZIC, 165, 20, 8.250000, 
trial0032137, GDX, 72, 12, 6.000000, ZIC, 181, 20, 9.050000, 
trial0032138, GDX, 191, 12, 15.916667, ZIC, 137, 20, 6.850000, 
trial0032139, GDX, 141, 12, 11.750000, ZIC, 287, 20, 14.350000, 
trial0032140, GDX, 221, 12, 18.416667, ZIC, 345, 20, 17.250000, 
trial0032141, GDX, 168, 12, 14.000000, ZIC, 370, 20, 18.500000, 
trial0032142, GDX, 208, 12, 17.333333, ZIC, 271, 20, 13.550000, 
trial0032143, GDX, 166, 12, 13.833333, ZIC, 531, 20, 26.550000, 
trial0032144, GDX, 263, 12, 21.916667, ZIC, 177, 20, 8.850000, 
trial0032145, GDX, 201, 12, 16.750000, ZIC, 288, 20, 14.400000, 
trial0032146, GDX, 156, 12, 13.000000, ZIC, 135, 20, 6.750000, 
trial0032147, GDX, 276, 12, 23.000000, ZIC, 406, 20, 20.300000, 
trial0032148, GDX, 145, 12, 12.083333, ZIC, 251, 20, 12.550000, 
