trial0029701, GDX, 39, 2, 19.500000, ZIC, 322, 18, 17.888889, ZIP, 369, 12, 30.750000, 
trial0029702, GDX, 0, 2, 0.000000, ZIC, 188, 18, 10.444444, ZIP, 417, 12, 34.750000, 
trial0029703, GDX, 0, 2, 0.000000, ZIC, 433, 18, 24.055556, ZIP, 313, 12, 26.083333, 
trial0029704, GDX, 10, 2, 5.000000, ZIC, 350, 18, 19.444444, ZIP, 344, 12, 28.666667, 
trial0029705, GDX, 32, 2, 16.000000, ZIC, 232, 18, 12.888889, ZIP, 347, 12, 28.916667, 
trial0029706, GDX, 0, 2, 0.000000, ZIC, 315, 18, 17.500000, ZIP, 432, 12, 36.000000, 
trial0029707, GDX, 0, 2, 0.000000, ZIC, 249, 18, 13.833333, ZIP, 215, 12, 17.916667, 
trial0029708, GDX, 37, 2, 18.500000, ZIC, 336, 18, 18.666667, ZIP, 292, 12, 24.333333, 
trial0029709, GDX, 4, 2, 2.000000, ZIC, 365, 18, 20.277778, ZIP, 161, 12, 13.416667, 
trial0029710, GDX, 57, 2, 28.500000, ZIC, 277, 18, 15.388889, ZIP, 331, 12, 27.583333, 
trial0029711, GDX, 0, 2, 0.000000, ZIC, 313, 18, 17.388889, ZIP, 388, 12, 32.333333, 
trial0029712, GDX, 19, 2, 9.500000, ZIC, 258, 18, 14.333333, ZIP, 253, 12, 21.083333, 
trial0029713, GDX, 48, 2, 24.000000, ZIC, 218, 18, 12.111111, ZIP, 157, 12, 13.083333, 
trial0029714, GDX, 47, 2, 23.500000, ZIC, 409, 18, 22.722222, ZIP, 155, 12, 12.916667, 
trial0029715, GDX, 51, 2, 25.500000, ZIC, 163, 18, 9.055556, ZIP, 343, 12, 28.583333, 
trial0029716, GDX, 77, 2, 38.500000, ZIC, 185, 18, 10.277778, ZIP, 208, 12, 17.333333, 
trial0029717, GDX, 61, 2, 30.500000, ZIC, 286, 18, 15.888889, ZIP, 236, 12, 19.666667, 
trial0029718, GDX, 43, 2, 21.500000, ZIC, 235, 18, 13.055556, ZIP, 316, 12, 26.333333, 
trial0029719, GDX, 40, 2, 20.000000, ZIC, 194, 18, 10.777778, ZIP, 469, 12, 39.083333, 
trial0029720, GDX, 98, 2, 49.000000, ZIC, 370, 18, 20.555556, ZIP, 126, 12, 10.500000, 
trial0029721, GDX, 61, 2, 30.500000, ZIC, 280, 18, 15.555556, ZIP, 352, 12, 29.333333, 
trial0029722, GDX, 11, 2, 5.500000, ZIC, 257, 18, 14.277778, ZIP, 256, 12, 21.333333, 
trial0029723, GDX, 0, 2, 0.000000, ZIC, 261, 18, 14.500000, ZIP, 302, 12, 25.166667, 
trial0029724, GDX, 21, 2, 10.500000, ZIC, 140, 18, 7.777778, ZIP, 199, 12, 16.583333, 
trial0029725, GDX, 4, 2, 2.000000, ZIC, 326, 18, 18.111111, ZIP, 344, 12, 28.666667, 
trial0029726, GDX, 77, 2, 38.500000, ZIC, 85, 18, 4.722222, ZIP, 399, 12, 33.250000, 
trial0029727, GDX, 0, 2, 0.000000, ZIC, 286, 18, 15.888889, ZIP, 197, 12, 16.416667, 
trial0029728, GDX, 93, 2, 46.500000, ZIC, 373, 18, 20.722222, ZIP, 103, 12, 8.583333, 
trial0029729, GDX, 24, 2, 12.000000, ZIC, 395, 18, 21.944444, ZIP, 253, 12, 21.083333, 
trial0029730, GDX, 101, 2, 50.500000, ZIC, 146, 18, 8.111111, ZIP, 142, 12, 11.833333, 
trial0029731, GDX, 105, 2, 52.500000, ZIC, 519, 18, 28.833333, ZIP, 547, 12, 45.583333, 
