trial0046801, GDX, 323, 28, 11.535714, ZIC, 106, 4, 26.500000, 
trial0046802, GDX, 0, 28, 0.000000, ZIC, 37, 4, 9.250000, 
trial0046803, GDX, 130, 28, 4.642857, ZIC, 19, 4, 4.750000, 
trial0046804, GDX, 382, 28, 13.642857, ZIC, 56, 4, 14.000000, 
trial0046805, GDX, 256, 28, 9.142857, ZIC, 117, 4, 29.250000, 
trial0046806, GDX, 12, 28, 0.428571, ZIC, 155, 4, 38.750000, 
trial0046807, GDX, 115, 28, 4.107143, ZIC, 25, 4, 6.250000, 
trial0046808, GDX, 87, 28, 3.107143, ZIC, 193, 4, 48.250000, 
trial0046809, GDX, 275, 28, 9.821429, ZIC, 79, 4, 19.750000, 
trial0046810, GDX, 532, 28, 19.000000, ZIC, 0, 4, 0.000000, 
trial0046811, GDX, 430, 28, 15.357143, ZIC, 46, 4, 11.500000, 
trial0046812, GDX, 211, 28, 7.535714, ZIC, 172, 4, 43.000000, 
trial0046813, GDX, 164, 28, 5.857143, ZIC, 3, 4, 0.750000, 
trial0046814, GDX, 168, 28, 6.000000, ZIC, 55, 4, 13.750000, 
trial0046815, GDX, 111, 28, 3.964286, ZIC, 187, 4, 46.750000, 
trial0046816, GDX, 93, 28, 3.321429, ZIC, 0, 4, 0.000000, 
trial0046817, GDX, 174, 28, 6.214286, ZIC, 22, 4, 5.500000, 
trial0046818, GDX, 392, 28, 14.000000, ZIC, 84, 4, 21.000000, 
trial0046819, GDX, 141, 28, 5.035714, ZIC, 84, 4, 21.000000, 
trial0046820, GDX, 281, 28, 10.035714, ZIC, 233, 4, 58.250000, 
trial0046821, GDX, 232, 28, 8.285714, ZIC, 84, 4, 21.000000, 
trial0046822, GDX, 0, 28, 0.000000, ZIC, 83, 4, 20.750000, 
trial0046823, GDX, 87, 28, 3.107143, ZIC, 72, 4, 18.000000, 
trial0046824, GDX, 9, 28, 0.321429, ZIC, 121, 4, 30.250000, 
trial0046825, GDX, 0, 28, 0.000000, ZIC, 121, 4, 30.250000, 
trial0046826, GDX, 177, 28, 6.321429, ZIC, 93, 4, 23.250000, 
trial0046827, GDX, 118, 28, 4.214286, ZIC, 21, 4, 5.250000, 
trial0046828, GDX, 167, 28, 5.964286, ZIC, 48, 4, 12.000000, 
