trial0030601, AA, 182, 16, 11.375000, GDX, 83, 10, 8.300000, ZIP, 100, 6, 16.666667, 
trial0030602, AA, 172, 16, 10.750000, GDX, 145, 10, 14.500000, ZIP, 59, 6, 9.833333, 
trial0030603, AA, 168, 16, 10.500000, GDX, 54, 10, 5.400000, ZIP, 56, 6, 9.333333, 
trial0030604, AA, 147, 16, 9.187500, GDX, 127, 10, 12.700000, ZIP, 64, 6, 10.666667, 
trial0030605, AA, 161, 16, 10.062500, GDX, 98, 10, 9.800000, ZIP, 65, 6, 10.833333, 
trial0030606, AA, 140, 16, 8.750000, GDX, 64, 10, 6.400000, ZIP, 97, 6, 16.166667, 
trial0030607, AA, 123, 16, 7.687500, GDX, 99, 10, 9.900000, ZIP, 194, 6, 32.333333, 
trial0030608, AA, 146, 16, 9.125000, GDX, 113, 10, 11.300000, ZIP, 6, 6, 1.000000, 
trial0030609, AA, 169, 16, 10.562500, GDX, 88, 10, 8.800000, ZIP, 32, 6, 5.333333, 
trial0030610, AA, 77, 16, 4.812500, GDX, 137, 10, 13.700000, ZIP, 106, 6, 17.666667, 
trial0030611, AA, 152, 16, 9.500000, GDX, 123, 10, 12.300000, ZIP, 54, 6, 9.000000, 
trial0030612, AA, 136, 16, 8.500000, GDX, 22, 10, 2.200000, ZIP, 35, 6, 5.833333, 
trial0030613, AA, 153, 16, 9.562500, GDX, 145, 10, 14.500000, ZIP, 31, 6, 5.166667, 
trial0030614, AA, 142, 16, 8.875000, GDX, 77, 10, 7.700000, ZIP, 125, 6, 20.833333, 
trial0030615, AA, 226, 16, 14.125000, GDX, 98, 10, 9.800000, ZIP, 24, 6, 4.000000, 
trial0030616, AA, 198, 16, 12.375000, GDX, 108, 10, 10.800000, ZIP, 62, 6, 10.333333, 
trial0030617, AA, 109, 16, 6.812500, GDX, 68, 10, 6.800000, ZIP, 143, 6, 23.833333, 
trial0030618, AA, 115, 16, 7.187500, GDX, 78, 10, 7.800000, ZIP, 55, 6, 9.166667, 
trial0030619, AA, 136, 16, 8.500000, GDX, 104, 10, 10.400000, ZIP, 83, 6, 13.833333, 
