trial0030901, ZIP, 1474, 32, 46.062500, 
trial0030902, ZIP, 1049, 32, 32.781250, 
trial0030903, ZIP, 1547, 32, 48.343750, 
trial0030904, ZIP, 1444, 32, 45.125000, 
trial0030905, ZIP, 1420, 32, 44.375000, 
trial0030906, ZIP, 1208, 32, 37.750000, 
trial0030907, ZIP, 1519, 32, 47.468750, 
trial0030908, ZIP, 1491, 32, 46.593750, 
trial0030909, ZIP, 1250, 32, 39.062500, 
trial0030910, ZIP, 1552, 32, 48.500000, 
trial0030911, ZIP, 1505, 32, 47.031250, 
trial0030912, ZIP, 1638, 32, 51.187500, 
trial0030913, ZIP, 1568, 32, 49.000000, 
trial0030914, ZIP, 1466, 32, 45.812500, 
trial0030915, ZIP, 1446, 32, 45.187500, 
trial0030916, ZIP, 1433, 32, 44.781250, 
trial0030917, ZIP, 1474, 32, 46.062500, 
trial0030918, ZIP, 1591, 32, 49.718750, 
trial0030919, ZIP, 1413, 32, 44.156250, 
trial0030920, ZIP, 1405, 32, 43.906250, 
trial0030921, ZIP, 1555, 32, 48.593750, 
trial0030922, ZIP, 1620, 32, 50.625000, 
trial0030923, ZIP, 1560, 32, 48.750000, 
trial0030924, ZIP, 1474, 32, 46.062500, 
trial0030925, ZIP, 1309, 32, 40.906250, 
trial0030926, ZIP, 1507, 32, 47.093750, 
trial0030927, ZIP, 1651, 32, 51.593750, 
trial0030928, ZIP, 1561, 32, 48.781250, 
trial0030929, ZIP, 1600, 32, 50.000000, 
trial0030930, ZIP, 1577, 32, 49.281250, 
trial0030931, ZIP, 963, 32, 30.093750, 
trial0030932, ZIP, 695, 32, 21.718750, 
trial0030933, ZIP, 683, 32, 21.343750, 
trial0030934, ZIP, 1180, 32, 36.875000, 
trial0030935, ZIP, 838, 32, 26.187500, 
trial0030936, ZIP, 708, 32, 22.125000, 
trial0030937, ZIP, 753, 32, 23.531250, 
trial0030938, ZIP, 1134, 32, 35.437500, 
trial0030939, ZIP, 1090, 32, 34.062500, 
trial0030940, ZIP, 1212, 32, 37.875000, 
trial0030941, ZIP, 964, 32, 30.125000, 
trial0030942, ZIP, 1029, 32, 32.156250, 
trial0030943, ZIP, 1088, 32, 34.000000, 
trial0030944, ZIP, 764, 32, 23.875000, 
trial0030945, ZIP, 754, 32, 23.562500, 
trial0030946, ZIP, 784, 32, 24.500000, 
trial0030947, ZIP, 1003, 32, 31.343750, 
trial0030948, ZIP, 860, 32, 26.875000, 
trial0030949, ZIP, 841, 32, 26.281250, 
trial0030950, ZIP, 1058, 32, 33.062500, 
trial0030951, ZIP, 777, 32, 24.281250, 
trial0030952, ZIP, 838, 32, 26.187500, 
trial0030953, ZIP, 920, 32, 28.750000, 
trial0030954, ZIP, 855, 32, 26.718750, 
trial0030955, ZIP, 1130, 32, 35.312500, 
trial0030956, ZIP, 967, 32, 30.218750, 
trial0030957, ZIP, 1126, 32, 35.187500, 
trial0030958, ZIP, 904, 32, 28.250000, 
trial0030959, ZIP, 863, 32, 26.968750, 
trial0030960, ZIP, 1087, 32, 33.968750, 
trial0030961, ZIP, 854, 32, 26.687500, 
trial0030962, ZIP, 566, 32, 17.687500, 
trial0030963, ZIP, 818, 32, 25.562500, 
trial0030964, ZIP, 663, 32, 20.718750, 
trial0030965, ZIP, 358, 32, 11.187500, 
trial0030966, ZIP, 784, 32, 24.500000, 
trial0030967, ZIP, 1024, 32, 32.000000, 
trial0030968, ZIP, 739, 32, 23.093750, 
trial0030969, ZIP, 663, 32, 20.718750, 
trial0030970, ZIP, 562, 32, 17.562500, 
trial0030971, ZIP, 814, 32, 25.437500, 
trial0030972, ZIP, 556, 32, 17.375000, 
trial0030973, ZIP, 517, 32, 16.156250, 
trial0030974, ZIP, 583, 32, 18.218750, 
trial0030975, ZIP, 518, 32, 16.187500, 
trial0030976, ZIP, 681, 32, 21.281250, 
trial0030977, ZIP, 712, 32, 22.250000, 
trial0030978, ZIP, 532, 32, 16.625000, 
trial0030979, ZIP, 588, 32, 18.375000, 
trial0030980, ZIP, 539, 32, 16.843750, 
trial0030981, ZIP, 619, 32, 19.343750, 
trial0030982, ZIP, 530, 32, 16.562500, 
trial0030983, ZIP, 478, 32, 14.937500, 
trial0030984, ZIP, 926, 32, 28.937500, 
trial0030985, ZIP, 658, 32, 20.562500, 
trial0030986, ZIP, 354, 32, 11.062500, 
trial0030987, ZIP, 640, 32, 20.000000, 
trial0030988, ZIP, 715, 32, 22.343750, 
trial0030989, ZIP, 552, 32, 17.250000, 
trial0030990, ZIP, 708, 32, 22.125000, 
trial0030991, ZIP, 1568, 32, 49.000000, 
trial0030992, ZIP, 1624, 32, 50.750000, 
trial0030993, ZIP, 1564, 32, 48.875000, 
trial0030994, ZIP, 1168, 32, 36.500000, 
trial0030995, ZIP, 1343, 32, 41.968750, 
trial0030996, ZIP, 1342, 32, 41.937500, 
trial0030997, ZIP, 1298, 32, 40.562500, 
trial0030998, ZIP, 1693, 32, 52.906250, 
trial0030999, ZIP, 1608, 32, 50.250000, 
trial0031000, ZIP, 1525, 32, 47.656250, 
trial0031001, ZIP, 1788, 32, 55.875000, 
trial0031002, ZIP, 1618, 32, 50.562500, 
trial0031003, ZIP, 1213, 32, 37.906250, 
trial0031004, ZIP, 1502, 32, 46.937500, 
trial0031005, ZIP, 1612, 32, 50.375000, 
trial0031006, ZIP, 1551, 32, 48.468750, 
trial0031007, ZIP, 1702, 32, 53.187500, 
trial0031008, ZIP, 1767, 32, 55.218750, 
trial0031009, ZIP, 1715, 32, 53.593750, 
trial0031010, ZIP, 1586, 32, 49.562500, 
trial0031011, ZIP, 1368, 32, 42.750000, 
trial0031012, ZIP, 1669, 32, 52.156250, 
trial0031013, ZIP, 1368, 32, 42.750000, 
trial0031014, ZIP, 1516, 32, 47.375000, 
trial0031015, ZIP, 1529, 32, 47.781250, 
trial0031016, ZIP, 1532, 32, 47.875000, 
trial0031017, ZIP, 1617, 32, 50.531250, 
trial0031018, ZIP, 1745, 32, 54.531250, 
trial0031019, ZIP, 1222, 32, 38.187500, 
trial0031020, ZIP, 1209, 32, 37.781250, 
trial0031021, ZIP, 188, 32, 5.875000, 
trial0031022, ZIP, 45, 32, 1.406250, 
trial0031023, ZIP, 27, 32, 0.843750, 
trial0031024, ZIP, 135, 32, 4.218750, 
trial0031025, ZIP, 0, 32, 0.000000, 
trial0031026, ZIP, 125, 32, 3.906250, 
trial0031027, ZIP, 20, 32, 0.625000, 
trial0031028, ZIP, 62, 32, 1.937500, 
trial0031029, ZIP, 0, 32, 0.000000, 
trial0031030, ZIP, 0, 32, 0.000000, 
trial0031031, ZIP, 138, 32, 4.312500, 
trial0031032, ZIP, 110, 32, 3.437500, 
trial0031033, ZIP, 82, 32, 2.562500, 
trial0031034, ZIP, 140, 32, 4.375000, 
trial0031035, ZIP, 143, 32, 4.468750, 
trial0031036, ZIP, 309, 32, 9.656250, 
trial0031037, ZIP, 42, 32, 1.312500, 
trial0031038, ZIP, 23, 32, 0.718750, 
trial0031039, ZIP, 675, 32, 21.093750, 
trial0031040, ZIP, 131, 32, 4.093750, 
trial0031041, ZIP, 26, 32, 0.812500, 
trial0031042, ZIP, 0, 32, 0.000000, 
trial0031043, ZIP, 0, 32, 0.000000, 
trial0031044, ZIP, 104, 32, 3.250000, 
trial0031045, ZIP, 0, 32, 0.000000, 
trial0031046, ZIP, 65, 32, 2.031250, 
trial0031047, ZIP, 87, 32, 2.718750, 
trial0031048, ZIP, 26, 32, 0.812500, 
trial0031049, ZIP, 0, 32, 0.000000, 
trial0031050, ZIP, 57, 32, 1.781250, 
trial0031051, ZIP, 1198, 32, 37.437500, 
trial0031052, ZIP, 1375, 32, 42.968750, 
trial0031053, ZIP, 1018, 32, 31.812500, 
trial0031054, ZIP, 1219, 32, 38.093750, 
trial0031055, ZIP, 1385, 32, 43.281250, 
trial0031056, ZIP, 1684, 32, 52.625000, 
trial0031057, ZIP, 1279, 32, 39.968750, 
trial0031058, ZIP, 1177, 32, 36.781250, 
trial0031059, ZIP, 981, 32, 30.656250, 
trial0031060, ZIP, 714, 32, 22.312500, 
